Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
50,49,39,2023-01-24,27-118,MIA,,BOS,W (+3),1,11:05,1.0,5.0,.200,1.0,2.0,.500,2,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,-1.1,-7,3.0,0.0,0.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,-3.0,52.0,2.888888888888889,-1.9,63.00000000000001,3.5000000000000004
51,50,40,2023-01-27,27-121,MIA,,ORL,W (+5),1,27:14,6.0,9.0,.667,0.0,3.0,.000,1,1.0,1.000,1.0,6.0,7.0,2.0,1.0,1.0,0.0,3.0,13.0,13.5,+13,6.0,6.0,1.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,14.0,48.0,2.6666666666666665,13.099999999999998,67.60000000000001,3.755555555555556
52,51,41,2023-01-29,27-123,MIA,@,CHO,L (-5),1,27:28,3.0,4.0,.750,0.0,1.0,.000,2,4.0,.500,0.0,6.0,6.0,3.0,1.0,0.0,1.0,3.0,8.0,8.3,-7,3.0,3.0,1.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,9.0,57.0,3.1666666666666665,7.5,78.6,4.366666666666666
53,52,42,2023-01-31,27-125,MIA,@,CLE,W (+3),1,34:20,7.0,8.0,.875,4.0,5.0,.800,0,0.0,,1.0,9.0,10.0,1.0,0.0,0.0,1.0,3.0,18.0,17.1,-7,3.0,3.0,1.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,20.0,34.0,1.8888888888888888,17.099999999999998,49.40000000000001,2.7444444444444454
54,53,43,2023-02-02,27-127,MIA,@,NYK,L (-2),1,23:47,2.0,7.0,.286,1.0,5.0,.200,0,0.0,,1.0,3.0,4.0,1.0,0.0,1.0,1.0,3.0,5.0,1.7,-15,2.0,1.0,0.5,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,3.0,56.0,3.111111111111111,1.6999999999999993,75.00000000000001,4.166666666666668
55,54,44,2023-02-04,27-129,MIA,@,MIL,L (-8),1,30:57,6.0,13.0,.462,2.0,6.0,.333,3,5.0,.600,3.0,6.0,9.0,1.0,0.0,1.0,1.0,4.0,17.0,12.2,-14,7.0,4.0,0.5714285714285714,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,9.0,55.0,3.055555555555556,11.0,72.60000000000001,4.033333333333334
56,55,45,2023-02-08,27-133,MIA,,IND,W (+5),1,37:26,4.0,11.0,.364,1.0,4.0,.250,3,4.0,.750,3.0,8.0,11.0,3.0,4.0,0.0,1.0,4.0,12.0,13.5,-2,7.0,3.0,0.4285714285714285,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,14.0,49.0,2.7222222222222223,12.299999999999995,69.3,3.8499999999999996
57,56,46,2023-02-10,27-135,MIA,,HOU,W (+2),1,19:49,2.0,9.0,.222,2.0,6.0,.333,0,0.0,,0.0,9.0,9.0,1.0,0.0,1.0,2.0,5.0,6.0,0.6,-7,3.0,0.0,0.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,6.0,53.0,2.9444444444444446,0.5999999999999988,68.10000000000001,3.7833333333333337
58,57,47,2023-02-11,27-136,MIA,@,ORL,W (+4),1,25:34,2.0,6.0,.333,0.0,3.0,.000,4,4.0,1.000,3.0,4.0,7.0,1.0,2.0,1.0,1.0,1.0,8.0,9.9,0,3.0,2.0,0.6666666666666666,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,8.0,51.0,2.833333333333333,8.299999999999999,60.7,3.3722222222222222
59,58,48,2023-02-13,27-138,MIA,,DEN,L (-4),1,28:11,4.0,8.0,.500,0.0,2.0,.000,0,0.0,,2.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,8.0,5.6,-4,6.0,4.0,0.6666666666666666,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,4.0,40.0,2.2222222222222223,5.6,58.49999999999999,3.2499999999999996
60,59,49,2023-02-15,27-140,MIA,@,BRK,L (-11),1,31:34,6.0,11.0,.545,1.0,3.0,.333,0,2.0,.000,1.0,6.0,7.0,1.0,1.0,1.0,1.0,2.0,13.0,10.0,-10,8.0,5.0,0.625,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,9.0,40.0,2.2222222222222223,10.0,60.19999999999999,3.3444444444444437
61,60,50,2023-02-24,27-149,MIA,@,MIL,L (-29),0,26:29,5.0,10.0,.500,2.0,5.0,.400,5,6.0,.833,1.0,4.0,5.0,1.0,0.0,3.0,0.0,2.0,17.0,15.5,-20,5.0,3.0,0.6,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,10.0,19.0,1.0555555555555556,13.499999999999996,35.300000000000004,1.9611111111111112
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,51,2023-02-25,27-150,MIA,@,CHO,L (-5),0,21:12,2.0,6.0,.333,1.0,3.0,.333,1,2.0,.500,0.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,6.0,3.4,-10,3.0,1.0,0.3333333333333333,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,2.0,27.0,1.5,2.999999999999999,44.000000000000014,2.444444444444445
64,62,52,2023-02-27,27-152,MIA,@,PHI,W (+2),0,30:38,1.0,2.0,.500,0.0,0.0,,4,4.0,1.000,0.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,6.0,9.3,+2,2.0,1.0,0.5,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,8.0,56.0,3.111111111111111,7.700000000000001,63.400000000000006,3.5222222222222226
65,63,53,2023-03-01,27-154,MIA,,PHI,L (-23),0,24:49,2.0,7.0,.286,2.0,5.0,.400,0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,1.9,-23,2.0,0.0,0.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,0.0,52.0,2.888888888888889,1.9,59.899999999999984,3.327777777777777
66,64,54,2023-03-03,27-156,MIA,,NYK,L (-2),0,25:22,5.0,6.0,.833,1.0,2.0,.500,3,3.0,1.000,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,14.0,14.1,-13,4.0,4.0,1.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,10.0,53.0,2.9444444444444446,12.9,72.49999999999999,4.027777777777777
67,65,55,2023-03-04,27-157,MIA,,ATL,W (+8),0,29:54,6.0,10.0,.600,3.0,5.0,.600,0,0.0,,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,15.0,10.3,+6,5.0,3.0,0.6,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,8.0,62.0,3.4444444444444446,10.299999999999995,69.69999999999999,3.872222222222222
68,66,56,2023-03-06,27-159,MIA,,ATL,W (+2),0,27:44,6.0,9.0,.667,2.0,2.0,1.000,7,8.0,.875,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,21.0,20.0,+8,7.0,4.0,0.5714285714285714,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,11.0,69.0,3.8333333333333335,17.199999999999996,88.59999999999998,4.922222222222221
69,67,57,2023-03-08,27-161,MIA,,CLE,L (-4),0,29:58,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,1.0,3.0,4.0,1.0,0.0,1.0,2.0,1.0,4.0,3.3,-3,2.0,2.0,1.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,5.0,32.0,1.7777777777777777,3.3000000000000007,54.0,3.0
70,68,58,2023-03-10,27-163,MIA,,CLE,W (+4),0,27:02,2.0,4.0,.500,1.0,3.0,.333,2,2.0,1.000,0.0,6.0,6.0,2.0,0.0,0.0,0.0,1.0,7.0,7.8,+17,1.0,1.0,1.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,9.0,63.0,3.5,6.999999999999999,78.7,4.372222222222223
71,69,,2023-03-11,27-164,MIA,@,ORL,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,,50.0,2.7777777777777777,0.0,70.3,3.9055555555555554
72,70,59,2023-03-13,27-166,MIA,,UTA,W (+4),0,26:40,4.0,7.0,.571,0.0,1.0,.000,2,2.0,1.000,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,10.0,7.9,-6,6.0,4.0,0.6666666666666666,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,5.0,60.0,3.333333333333333,7.099999999999998,80.7,4.483333333333333
73,71,60,2023-03-15,27-168,MIA,,MEM,W (+19),0,29:44,4.0,5.0,.800,2.0,3.0,.667,1,1.0,1.000,1.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,11.0,11.7,+16,2.0,2.0,1.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,10.0,84.0,4.666666666666667,11.299999999999995,103.70000000000002,5.761111111111112
74,72,61,2023-03-18,27-171,MIA,@,CHI,L (-14),0,29:51,1.0,5.0,.200,0.0,2.0,.000,2,2.0,1.000,2.0,2.0,4.0,3.0,0.0,0.0,0.0,2.0,4.0,4.2,-26,3.0,1.0,0.3333333333333333,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,4.0,43.0,2.388888888888889,3.4000000000000004,67.59999999999998,3.7555555555555546
75,73,62,2023-03-19,27-172,MIA,@,DET,W (+12),0,30:40,5.0,10.0,.500,3.0,7.0,.429,0,0.0,,1.0,4.0,5.0,4.0,2.0,1.0,0.0,4.0,13.0,13.8,+25,3.0,2.0,0.6666666666666666,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,15.0,65.0,3.611111111111111,13.8,75.69999999999999,4.205555555555555
76,74,63,2023-03-22,27-175,MIA,,NYK,W (+7),0,23:01,2.0,3.0,.667,0.0,0.0,,1,2.0,.500,0.0,5.0,5.0,1.0,0.0,0.0,0.0,3.0,5.0,4.3,-3,3.0,2.0,0.6666666666666666,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,6.0,68.0,3.7777777777777777,3.9,94.5,5.25
77,75,64,2023-03-25,27-178,MIA,,BRK,L (-29),0,26:02,1.0,7.0,.143,0.0,2.0,.000,2,2.0,1.000,1.0,8.0,9.0,3.0,1.0,1.0,2.0,2.0,4.0,3.6,-6,5.0,1.0,0.2,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,7.0,53.0,2.9444444444444446,2.8,70.19999999999999,3.8999999999999995
78,76,65,2023-03-28,27-181,MIA,@,TOR,L (-14),0,30:06,3.0,8.0,.375,0.0,3.0,.000,1,1.0,1.000,3.0,2.0,5.0,0.0,1.0,1.0,4.0,1.0,7.0,2.6,-5,5.0,3.0,0.6,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,1.0,43.0,2.388888888888889,2.199999999999997,56.8,3.1555555555555554
79,77,66,2023-03-29,27-182,MIA,@,NYK,L (-9),0,25:09,2.0,5.0,.400,1.0,4.0,.250,1,2.0,.500,1.0,4.0,5.0,0.0,0.0,0.0,0.0,4.0,6.0,3.2,-8,1.0,1.0,1.0,65,14,25,5,37,59,44,12,55,49,69,13,8,25,60,7,33,75.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.8666666666666667,0.9333333333333332,0.6578947368421053,0.3333333333333333,0.8809523809523809,0.8676470588235294,0.8148148148148148,0.6666666666666666,0.0,0.859375,0.8909090909090909,0.8625,0.8666666666666667,0.8888888888888888,0.8064516129032258,0.8955223880597015,1.0,0.7857142857142857,19,62.0,23.0,0.3064516129032258,0.0,18,4.0,44.0,2.4444444444444446,2.7999999999999994,55.29999999999998,3.072222222222221
