Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Isaiah Mobley,Shared Games with Jarrett Allen,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Shared Games with Robin Lopez,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Dylan Windler,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Dylan Windler,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Trent Forrest,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Trent Forrest,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,co_inf with Cody Zeller,co_inf with Jamaree Bouyea,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,11,2022-11-09,34-063,CLE,@,SAC,L (-7),0,21:09,2.0,5.0,.400,1.0,3.0,.333,4,4.0,1.000,1.0,7.0,8.0,2.0,0.0,0.0,2.0,2.0,9.0,7.7,+2,2.0,1.0,0.5,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,8.0,73.0,2.433333333333333,6.1,84.79999999999998,2.826666666666666
11,12,12,2022-11-11,34-065,CLE,@,GSW,L (-5),0,22:01,3.0,10.0,.300,2.0,6.0,.333,1,2.0,.500,2.0,5.0,7.0,2.0,1.0,0.0,1.0,1.0,9.0,6.7,-11,4.0,1.0,0.25,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,6.0,53.0,1.7666666666666666,6.3,74.5,2.4833333333333334
12,13,13,2022-11-13,34-067,CLE,,MIN,L (-5),1,29:08,3.0,11.0,.273,3.0,8.0,.375,5,5.0,1.000,2.0,3.0,5.0,4.0,0.0,0.0,1.0,3.0,14.0,10.4,+4,3.0,0.0,0.0,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,6.0,90.0,3.0,8.399999999999999,101.79999999999998,3.3933333333333326
13,14,14,2022-11-16,34-070,CLE,@,MIL,L (-15),0,19:43,1.0,3.0,.333,1.0,3.0,.333,2,2.0,1.000,0.0,7.0,7.0,3.0,0.0,0.0,1.0,2.0,5.0,5.7,-4,0.0,0.0,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,9.0,56.0,1.8666666666666667,4.9,72.29999999999998,2.4099999999999993
14,15,15,2022-11-18,34-072,CLE,,CHO,W (+10),0,24:03,2.0,4.0,.500,2.0,4.0,.500,0,0.0,,0.0,7.0,7.0,2.0,0.0,0.0,1.0,2.0,6.0,5.7,-1,0.0,0.0,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,10.0,65.0,2.1666666666666665,5.700000000000001,68.3,2.2766666666666664
15,16,,2022-11-20,34-074,CLE,,MIA,W (+26),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,45.0,1.5,0.0,48.5,1.6166666666666667
16,17,16,2022-11-21,34-075,CLE,,ATL,W (+12),0,11:43,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,-1,1.0,0.0,0.0,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,3.0,34.0,1.1333333333333333,0.0999999999999999,43.9,1.4633333333333334
17,18,,2022-11-23,34-077,CLE,,POR,W (+18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,52.0,1.7333333333333334,0.0,56.19999999999999,1.8733333333333329
18,19,,2022-11-25,34-079,CLE,@,MIL,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,85.0,2.833333333333333,0.0,77.20000000000002,2.5733333333333337
19,20,,2022-11-27,34-081,CLE,@,DET,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,62.0,2.066666666666667,0.0,67.70000000000002,2.2566666666666673
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,0.0,0.0,0.0,0.0,0.0
21,21,,2022-11-28,34-082,CLE,@,TOR,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,67.0,2.2333333333333334,0.0,67.4,2.246666666666667
22,22,,2022-11-30,34-084,CLE,,PHI,W (+28),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,100.0,3.333333333333333,0.0,98.9,3.296666666666667
23,23,17,2022-12-02,34-086,CLE,,ORL,W (+11),0,22:34,4.0,7.0,.571,1.0,3.0,.333,2,2.0,1.000,0.0,11.0,11.0,3.0,1.0,0.0,2.0,1.0,11.0,11.7,+16,4.0,3.0,0.75,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,15.0,81.0,2.7,10.9,86.89999999999999,2.8966666666666665
24,24,18,2022-12-04,34-088,CLE,@,NYK,L (-11),0,22:25,3.0,9.0,.333,2.0,7.0,.286,0,0.0,,0.0,7.0,7.0,0.0,0.0,0.0,4.0,2.0,8.0,0.2,-6,2.0,1.0,0.5,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,2.0,60.0,2.0,0.1999999999999993,71.19999999999999,2.373333333333333
25,25,19,2022-12-06,34-090,CLE,,LAL,W (+14),0,8:47,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,-0.7,-14,1.0,1.0,1.0,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,1.0,56.0,1.8666666666666667,-0.6999999999999997,63.2,2.106666666666667
26,26,,2022-12-09,34-093,CLE,,SAC,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,86.0,2.8666666666666667,0.0,88.1,2.9366666666666665
27,27,,2022-12-10,34-094,CLE,,OKC,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,,72.0,2.4,0.0,87.10000000000001,2.9033333333333338
28,28,20,2022-12-12,34-096,CLE,@,SAS,L (-1),0,13:41,2.0,6.0,.333,1.0,3.0,.333,2,2.0,1.000,1.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,7.0,4.1,-8,3.0,1.0,0.3333333333333333,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,2.0,48.0,1.6,3.3000000000000007,49.7,1.6566666666666667
29,29,21,2022-12-14,34-098,CLE,@,DAL,W (+15),0,16:02,0.0,4.0,.000,0.0,2.0,.000,0,0.0,,1.0,8.0,9.0,2.0,0.0,0.0,0.0,2.0,0.0,0.9,-2,2.0,0.0,0.0,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,7.0,69.0,2.3,0.9000000000000001,73.8,2.46
30,30,22,2022-12-16,34-100,CLE,,IND,W (+6),0,19:12,2.0,4.0,.500,0.0,1.0,.000,2,2.0,1.000,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,6.0,5.0,-5,3.0,2.0,0.6666666666666666,40,39,32,14,35,39,41,3,37,29,9,22,6,18,74.0,77.0,69.0,44.0,68.0,3.0,79.0,76.0,12.0,68.0,62.0,22.0,48.0,33.0,37.0,5.0,0.5405405405405406,0.5064935064935064,0.463768115942029,0.3181818181818182,0.5147058823529411,0.0,0.4936708860759494,0.5394736842105263,0.25,0.5441176470588235,0.4677419354838709,0.4090909090909091,0.4583333333333333,0.1818181818181818,0.4864864864864865,0.0,18,19,18,1,11,20,10,4,17,11,20,9,2,19,1,13,75.0,71.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,23.0,67.0,7.0,42.0,0.24,0.2676056338028169,0.2619047619047619,0.2941176470588235,0.1851851851851851,0.2222222222222222,0.265625,0.2,0.25,0.0,1.0,0.064516129032258,0.0,0.2835820895522388,0.1428571428571428,0.3095238095238095,0.0,0.0,30,3.0,70.0,2.333333333333333,4.199999999999999,77.2,2.5733333333333333
