Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
28,28,,2022-12-12,23-267,MIA,@,IND,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,50.0,2.7777777777777777,0.0,53.0,2.9444444444444446
29,29,,2022-12-14,23-269,MIA,@,OKC,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,76.0,4.222222222222222,0.0,74.7,4.15
30,30,,2022-12-15,23-270,MIA,@,HOU,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,73.0,4.055555555555555,0.0,81.4,4.522222222222222
31,31,,2022-12-17,23-272,MIA,@,SAS,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,80.0,4.444444444444445,0.0,86.80000000000001,4.822222222222223
32,32,9,2022-12-20,23-275,MIA,,CHI,L (-10),0,7:51,1.0,2.0,.500,0.0,0.0,,1,2.0,.500,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.2,-2,2.0,1.0,0.5,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,1.0,69.0,3.8333333333333335,1.8,75.8,4.211111111111111
33,33,,2022-12-23,23-278,MIA,,IND,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,79.0,4.388888888888889,0.0,94.9,5.272222222222222
34,34,,2022-12-26,23-281,MIA,,MIN,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,62.0,3.4444444444444446,0.0,79.7,4.427777777777778
35,35,,2022-12-28,23-283,MIA,,LAL,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,88.0,4.888888888888889,0.0,102.5,5.694444444444445
36,36,,2022-12-30,23-285,MIA,@,DEN,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,66.0,3.6666666666666665,0.0,86.3,4.794444444444444
37,37,10,2022-12-31,23-286,MIA,@,UTA,W (+3),0,4:09,1.0,1.0,1.000,0.0,0.0,,0,1.0,.000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-5,1.0,1.0,1.0,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,1.0,88.0,4.888888888888889,2.0,103.6,5.7555555555555555
38,38,,2023-01-02,23-288,MIA,@,LAC,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,84.0,4.666666666666667,0.0,85.5,4.75
39,39,,2023-01-04,23-290,MIA,@,LAL,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,68.0,3.7777777777777777,0.0,84.50000000000003,4.694444444444446
40,40,,2023-01-06,23-292,MIA,@,PHO,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,60.0,3.333333333333333,0.0,80.3,4.461111111111111
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-08,23-294,MIA,,BRK,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,45.0,2.5,0.0,64.89999999999999,3.605555555555555
43,42,11,2023-01-10,23-296,MIA,,OKC,W (+1),0,32:52,3.0,6.0,.500,1.0,2.0,.500,5,5.0,1.000,2.0,3.0,5.0,3.0,0.0,0.0,1.0,3.0,12.0,11.2,0,4.0,2.0,0.5,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,8.0,31.0,1.7222222222222223,9.200000000000005,56.8,3.1555555555555554
44,43,12,2023-01-12,23-298,MIA,,MIL,W (+6),0,20:56,3.0,7.0,.429,0.0,2.0,.000,0,0.0,,1.0,3.0,4.0,0.0,2.0,0.0,1.0,0.0,6.0,4.9,+1,5.0,3.0,0.6,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,4.0,68.0,3.7777777777777777,4.900000000000001,75.30000000000001,4.183333333333334
45,44,13,2023-01-14,23-300,MIA,,MIL,W (+16),0,22:04,2.0,4.0,.500,0.0,1.0,.000,2,2.0,1.000,1.0,6.0,7.0,0.0,1.0,0.0,0.0,2.0,6.0,6.7,+16,3.0,2.0,0.6666666666666666,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,8.0,71.0,3.9444444444444446,5.900000000000001,81.60000000000001,4.533333333333334
46,45,,2023-01-16,23-302,MIA,@,ATL,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,78.0,4.333333333333333,0.0,89.7,4.983333333333333
47,46,,2023-01-18,23-304,MIA,@,NOP,W (+26),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,88.0,4.888888888888889,0.0,103.9,5.772222222222222
48,47,,2023-01-20,23-306,MIA,@,DAL,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,44.0,2.4444444444444446,0.0,58.89999999999999,3.2722222222222217
49,48,,2023-01-22,23-308,MIA,,NOP,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,55.0,3.055555555555556,0.0,71.69999999999999,3.9833333333333325
50,49,,2023-01-24,23-310,MIA,,BOS,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,49.0,2.7222222222222223,0.0,61.1,3.3944444444444444
51,50,,2023-01-27,23-313,MIA,,ORL,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,62.0,3.4444444444444446,0.0,80.7,4.483333333333333
52,51,,2023-01-29,23-315,MIA,@,CHO,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,66.0,3.6666666666666665,0.0,86.1,4.783333333333333
53,52,,2023-01-31,23-317,MIA,@,CLE,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,54.0,3.0,0.0,66.5,3.6944444444444446
54,53,,2023-02-02,23-319,MIA,@,NYK,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,59.0,3.2777777777777777,0.0,76.70000000000002,4.261111111111112
55,54,,2023-02-04,23-321,MIA,@,MIL,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,64.0,3.555555555555556,0.0,83.60000000000001,4.644444444444445
56,55,,2023-02-08,23-325,MIA,,IND,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,63.0,3.5,0.0,81.59999999999998,4.533333333333332
57,56,,2023-02-10,23-327,MIA,,HOU,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,59.0,3.2777777777777777,0.0,68.70000000000002,3.8166666666666678
58,57,,2023-02-11,23-328,MIA,@,ORL,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,12,3,9,3,9,12,16,8,12,16,8,4,9,9,1,9,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.1866666666666666,0.1690140845070422,0.2,0.2368421052631578,0.2,0.2142857142857142,0.1764705882352941,0.2962962962962963,0.0,0.125,0.2181818181818181,0.2,0.5333333333333333,0.4444444444444444,0.2903225806451613,0.1343283582089552,0.1428571428571428,0.2142857142857142,4,62.0,23.0,0.064516129032258,0.0,18,,59.0,3.2777777777777777,0.0,69.0,3.8333333333333335
