Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Duncan Robinson,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Duncan Robinson,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Duncan Robinson,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
51,50,48,2023-01-27,26-305,MIA,,ORL,W (+5),0,29:30,5.0,8.0,.625,5.0,7.0,.714,2,2.0,1.000,0.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,17.0,12.9,-5,1.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,9.0,53.0,2.9444444444444446,12.1,68.60000000000001,3.811111111111112
52,51,49,2023-01-29,26-307,MIA,@,CHO,L (-5),0,16:30,4.0,8.0,.500,1.0,5.0,.200,1,1.0,1.000,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,10.0,5.9,-14,3.0,3.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,3.0,63.0,3.5,5.499999999999999,80.6,4.477777777777778
53,52,50,2023-01-31,26-309,MIA,@,CLE,W (+3),0,13:40,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.5,+3,0.0,0.0,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,2.0,52.0,2.888888888888889,-0.5000000000000001,67.0,3.7222222222222223
54,53,51,2023-02-02,26-311,MIA,@,NYK,L (-2),0,28:39,5.0,9.0,.556,5.0,8.0,.625,2,2.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,13.7,+16,1.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,8.0,51.0,2.833333333333333,12.9,63.800000000000026,3.544444444444446
55,54,52,2023-02-04,26-313,MIA,@,MIL,L (-8),0,24:04,5.0,9.0,.556,1.0,4.0,.250,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,11.0,5.8,-3,5.0,4.0,0.8,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,4.0,60.0,3.333333333333333,5.799999999999999,77.80000000000001,4.322222222222223
56,55,53,2023-02-08,26-317,MIA,,IND,W (+5),0,16:58,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,1.0,4.0,5.0,1.0,0.0,0.0,0.0,5.0,3.0,2.6,+7,0.0,0.0,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,7.0,56.0,3.111111111111111,2.6,78.99999999999999,4.388888888888888
57,56,54,2023-02-10,26-319,MIA,,HOU,W (+2),0,34:01,4.0,12.0,.333,3.0,11.0,.273,3,3.0,1.000,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,14.0,7.3,-5,1.0,1.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,1.0,58.0,3.2222222222222223,6.100000000000001,62.60000000000001,3.4777777777777783
58,57,55,2023-02-11,26-320,MIA,@,ORL,W (+4),0,39:11,4.0,12.0,.333,4.0,11.0,.364,0,0.0,,1.0,3.0,4.0,7.0,0.0,0.0,3.0,4.0,12.0,7.1,+1,1.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,8.0,51.0,2.833333333333333,7.1,61.900000000000006,3.438888888888889
59,58,56,2023-02-13,26-322,MIA,,DEN,L (-4),1,41:36,8.0,20.0,.400,4.0,14.0,.286,3,5.0,.600,1.0,6.0,7.0,4.0,1.0,0.0,1.0,1.0,23.0,16.3,+2,6.0,4.0,0.6666666666666666,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,9.0,35.0,1.9444444444444444,15.1,49.0,2.7222222222222223
60,59,57,2023-02-15,26-324,MIA,@,BRK,L (-11),1,39:17,7.0,15.0,.467,2.0,9.0,.222,2,2.0,1.000,2.0,2.0,4.0,2.0,0.0,0.0,2.0,3.0,18.0,10.5,-8,6.0,5.0,0.8333333333333334,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,5.0,44.0,2.4444444444444446,9.7,60.49999999999999,3.3611111111111107
61,60,58,2023-02-24,26-333,MIA,@,MIL,L (-29),0,26:39,1.0,7.0,.143,1.0,4.0,.250,2,3.0,.667,2.0,2.0,4.0,4.0,0.0,1.0,0.0,3.0,5.0,4.4,-16,3.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,4.0,25.0,1.3888888888888888,3.5999999999999988,45.2,2.511111111111111
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,59,2023-02-25,26-334,MIA,@,CHO,L (-5),0,18:41,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0,-0.9,-8,0.0,0.0,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,2.0,27.0,1.5,-0.8999999999999997,47.900000000000006,2.6611111111111114
64,62,60,2023-02-27,26-336,MIA,@,PHI,W (+2),0,23:54,4.0,9.0,.444,3.0,8.0,.375,2,2.0,1.000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,13.0,7.8,+6,1.0,1.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,3.0,61.0,3.388888888888889,6.999999999999999,64.10000000000001,3.561111111111112
65,63,61,2023-03-01,26-338,MIA,,PHI,L (-23),0,30:17,5.0,11.0,.455,2.0,7.0,.286,1,1.0,1.000,1.0,4.0,5.0,2.0,0.0,0.0,2.0,5.0,13.0,6.6,-18,4.0,3.0,0.75,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,6.0,46.0,2.555555555555556,6.1999999999999975,55.59999999999999,3.088888888888888
66,64,62,2023-03-03,26-340,MIA,,NYK,L (-2),0,18:39,2.0,4.0,.500,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,5.0,3.7,-15,2.0,1.0,0.5,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,3.0,60.0,3.333333333333333,3.6999999999999993,81.69999999999999,4.538888888888888
67,65,63,2023-03-04,26-341,MIA,,ATL,W (+8),0,18:23,2.0,4.0,.500,0.0,2.0,.000,0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,4.6,+5,2.0,2.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,6.0,64.0,3.555555555555556,4.599999999999999,75.39999999999999,4.188888888888888
68,66,64,2023-03-06,26-343,MIA,,ATL,W (+2),1,22:21,3.0,4.0,.750,2.0,3.0,.667,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,7.0,-8,1.0,1.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,5.0,75.0,4.166666666666667,6.999999999999999,98.79999999999998,5.488888888888888
69,67,65,2023-03-08,26-345,MIA,,CLE,L (-4),0,21:01,2.0,8.0,.250,2.0,8.0,.250,3,3.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,9.0,4.7,+3,0.0,0.0,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,1.0,36.0,2.0,3.5,53.80000000000001,2.9888888888888894
70,68,66,2023-03-10,26-347,MIA,,CLE,W (+4),0,25:54,5.0,8.0,.625,4.0,7.0,.571,0,0.0,,0.0,3.0,3.0,3.0,0.0,1.0,2.0,4.0,14.0,10.5,+11,1.0,1.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,11.0,61.0,3.388888888888889,10.5,75.2,4.177777777777778
71,69,67,2023-03-11,26-348,MIA,@,ORL,L (-12),0,32:14,3.0,5.0,.600,2.0,4.0,.500,0,0.0,,1.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,8.0,8.6,-7,1.0,1.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,9.0,41.0,2.2777777777777777,8.599999999999998,61.7,3.427777777777778
72,70,68,2023-03-13,26-350,MIA,,UTA,W (+4),0,7:23,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.1,-8,0.0,0.0,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,0.0,65.0,3.611111111111111,-0.0999999999999999,87.9,4.883333333333334
73,71,69,2023-03-15,26-352,MIA,,MEM,W (+19),0,32:34,4.0,11.0,.364,2.0,6.0,.333,2,2.0,1.000,0.0,2.0,2.0,6.0,0.0,0.0,0.0,1.0,12.0,10.3,+18,5.0,2.0,0.4,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,7.0,87.0,4.833333333333333,9.499999999999998,105.5,5.861111111111111
74,72,70,2023-03-18,26-355,MIA,@,CHI,L (-14),0,30:58,7.0,16.0,.438,5.0,13.0,.385,1,1.0,1.000,0.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,20.0,15.3,-23,3.0,2.0,0.6666666666666666,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,10.0,37.0,2.055555555555556,14.9,56.1,3.1166666666666667
75,73,71,2023-03-19,26-356,MIA,@,DET,W (+12),0,24:09,2.0,9.0,.222,1.0,7.0,.143,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,5.0,-0.2,+12,2.0,1.0,0.5,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,-2.0,82.0,4.555555555555555,-0.2000000000000001,89.7,4.983333333333333
76,74,72,2023-03-22,26-359,MIA,,NYK,W (+7),0,32:29,4.0,5.0,.800,3.0,4.0,.750,0,0.0,,0.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,11.0,10.9,+10,1.0,1.0,1.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,10.0,64.0,3.555555555555556,10.9,87.5,4.861111111111111
77,75,73,2023-03-25,26-362,MIA,,BRK,L (-29),0,34:29,9.0,14.0,.643,5.0,9.0,.556,0,0.0,,1.0,4.0,5.0,2.0,0.0,0.0,0.0,3.0,23.0,18.9,-13,5.0,4.0,0.8,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,16.0,44.0,2.4444444444444446,18.9,54.1,3.0055555555555555
78,76,74,2023-03-28,27-000,MIA,@,TOR,L (-14),0,26:42,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,0.2,-12,0.0,0.0,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,1.0,43.0,2.388888888888889,0.2000000000000006,58.8,3.2666666666666666
79,77,75,2023-03-29,27-001,MIA,@,NYK,L (-9),0,2:53,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-1.2,-5,0.0,0.0,,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,0.0,48.0,2.6666666666666665,-1.2000000000000002,59.29999999999998,3.2944444444444434
80,78,76,2023-04-01,27-004,MIA,,DAL,W (+7),1,30:09,6.0,11.0,.545,6.0,9.0,.667,0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,2.0,3.0,18.0,11.8,-7,2.0,0.0,0.0,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,10.0,50.0,2.7777777777777777,11.799999999999995,62.900000000000006,3.494444444444445
81,79,77,2023-04-04,27-007,MIA,@,DET,W (+13),1,29:21,3.0,10.0,.300,2.0,8.0,.250,1,2.0,.500,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,9.0,4.3,-10,2.0,1.0,0.5,73,69,14,28,3,42,67,52,16,64,53,13,9,29,65,7,42,75.0,71.0,15.0,38.0,15.0,42.0,68.0,54.0,18.0,5.0,64.0,55.0,15.0,9.0,31.0,67.0,7.0,42.0,0.9733333333333334,0.971830985915493,0.9333333333333332,0.7368421052631579,0.2,1.0,0.9852941176470588,0.9629629629629628,0.8888888888888888,0.0,1.0,0.9636363636363636,0.8666666666666667,1.0,0.935483870967742,0.9701492537313432,1.0,1.0,20,62.0,23.0,0.3225806451612903,0.0,18,2.0,73.0,4.055555555555555,3.9,90.6,5.033333333333333
