Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bam Adebayo,Shared Games with Caleb Martin,Shared Games with Cody Zeller,Shared Games with Dewayne Dedmon,Shared Games with Dru Smith,Shared Games with Gabe Vincent,Shared Games with Haywood Highsmith,Shared Games with Jamal Cain,Shared Games with Jimmy Butler,Shared Games with Kyle Lowry,Shared Games with Max Strus,Shared Games with Nikola Jović,Shared Games with Omer Yurtseven,Shared Games with Orlando Robinson,Shared Games with Tyler Herro,Shared Games with Udonis Haslem,Shared Games with Victor Oladipo,Bam Adebayo,Caleb Martin,Cody Zeller,Dewayne Dedmon,Dru Smith,Gabe Vincent,Haywood Highsmith,Jamal Cain,Jamaree Bouyea,Jimmy Butler,Kyle Lowry,Max Strus,Nikola Jović,Omer Yurtseven,Orlando Robinson,Tyler Herro,Udonis Haslem,Victor Oladipo,co_inf with Bam Adebayo,co_inf with Caleb Martin,co_inf with Cody Zeller,co_inf with Dewayne Dedmon,co_inf with Dru Smith,co_inf with Gabe Vincent,co_inf with Haywood Highsmith,co_inf with Jamal Cain,co_inf with Jamaree Bouyea,co_inf with Jimmy Butler,co_inf with Kyle Lowry,co_inf with Max Strus,co_inf with Nikola Jović,co_inf with Omer Yurtseven,co_inf with Orlando Robinson,co_inf with Tyler Herro,co_inf with Udonis Haslem,co_inf with Victor Oladipo,Shared Games with Kevin Love,Kevin Love,Trent Forrest,co_inf with Kevin Love,co_inf with Trent Forrest,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
60,59,29,2023-02-15,28-299,MIA,@,BRK,L (-11),0,23:21,2.0,7.0,.286,2.0,7.0,.286,0,0.0,,1.0,2.0,3.0,2.0,1.0,0.0,0.0,4.0,6.0,4.0,0,0.0,0.0,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,5.0,44.0,2.4444444444444446,4.0,66.19999999999999,3.677777777777777
61,60,30,2023-02-24,28-308,MIA,@,MIL,L (-29),0,19:49,1.0,6.0,.167,1.0,6.0,.167,0,0.0,,0.0,2.0,2.0,1.0,3.0,0.0,2.0,1.0,3.0,1.1,-13,0.0,0.0,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,1.0,28.0,1.5555555555555556,1.100000000000001,47.7,2.6500000000000004
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,31,2023-02-25,28-309,MIA,@,CHO,L (-5),0,5:32,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.4,-17,0.0,0.0,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,0.0,29.0,1.6111111111111112,-0.4,47.40000000000001,2.633333333333334
64,62,,2023-02-27,28-311,MIA,@,PHI,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,64.0,3.555555555555556,0.0,71.10000000000001,3.9500000000000006
65,63,32,2023-03-01,28-313,MIA,,PHI,L (-23),0,5:32,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-7,0.0,0.0,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,3.0,49.0,2.7222222222222223,3.0,58.79999999999998,3.2666666666666657
66,64,,2023-03-03,28-315,MIA,,NYK,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,63.0,3.5,0.0,85.39999999999999,4.744444444444444
67,65,,2023-03-04,28-316,MIA,,ATL,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,70.0,3.888888888888889,0.0,79.99999999999999,4.444444444444444
68,66,33,2023-03-06,28-318,MIA,,ATL,W (+2),0,17:01,4.0,5.0,.800,3.0,4.0,.750,3,3.0,1.000,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,14.0,13.1,+5,1.0,1.0,1.0,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,8.0,72.0,4.0,11.9,93.9,5.216666666666667
69,67,,2023-03-08,28-320,MIA,,CLE,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,37.0,2.055555555555556,0.0,57.30000000000001,3.183333333333334
70,68,,2023-03-10,28-322,MIA,,CLE,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,72.0,4.0,0.0,85.7,4.761111111111111
71,69,,2023-03-11,28-323,MIA,@,ORL,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,50.0,2.7777777777777777,0.0,70.3,3.9055555555555554
72,70,,2023-03-13,28-325,MIA,,UTA,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,65.0,3.611111111111111,0.0,87.80000000000001,4.877777777777778
73,71,34,2023-03-15,28-327,MIA,,MEM,W (+19),0,3:19,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,-5,2.0,1.0,0.5,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,0.0,94.0,5.222222222222222,0.6000000000000001,114.4,6.355555555555556
74,72,35,2023-03-18,28-330,MIA,@,CHI,L (-14),0,1:43,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,+3,0.0,0.0,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,-2.0,49.0,2.7222222222222223,-1.4,72.39999999999998,4.022222222222221
75,73,,2023-03-19,28-331,MIA,@,DET,W (+12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,80.0,4.444444444444445,0.0,89.5,4.972222222222222
76,74,,2023-03-22,28-334,MIA,,NYK,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,74.0,4.111111111111111,0.0,98.4,5.466666666666667
77,75,36,2023-03-25,28-337,MIA,,BRK,L (-29),0,3:30,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-2,0.0,0.0,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,-1.0,61.0,3.388888888888889,-0.7,73.69999999999999,4.094444444444444
78,76,37,2023-03-28,28-340,MIA,@,TOR,L (-14),0,12:00,1.0,4.0,.250,1.0,4.0,.250,1,1.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.3,+3,0.0,0.0,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,0.0,44.0,2.4444444444444446,1.9000000000000008,57.1,3.1722222222222225
79,77,38,2023-03-29,28-341,MIA,@,NYK,L (-9),0,27:53,4.0,7.0,.571,4.0,6.0,.667,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,12.0,4.5,-11,1.0,0.0,0.0,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,2.0,46.0,2.555555555555556,4.499999999999999,53.59999999999998,2.9777777777777765
80,78,39,2023-04-01,28-344,MIA,,DAL,W (+7),0,2:15,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8,+9,0.0,0.0,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,0.0,60.0,3.333333333333333,-0.8,75.5,4.194444444444445
81,79,,2023-04-04,28-347,MIA,@,DET,W (+13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,75.0,4.166666666666667,0.0,94.5,5.25
82,80,40,2023-04-06,28-349,MIA,@,PHI,W (+28),0,5:14,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.4,-1,1.0,1.0,1.0,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,3.0,99.0,5.5,4.4,116.7,6.483333333333333
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,,0.0,0.0,0.0,0.0,0.0
84,81,41,2023-04-07,28-350,MIA,@,WAS,L (-6),1,27:36,2.0,8.0,.250,1.0,6.0,.167,0,0.0,,0.0,5.0,5.0,1.0,1.0,0.0,3.0,6.0,5.0,-2.0,-12,2.0,1.0,0.5,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,1.0,58.0,3.2222222222222223,-2.0,64.99999999999999,3.6111111111111103
85,82,42,2023-04-09,28-352,MIA,,ORL,W (+13),0,35:13,6.0,14.0,.429,3.0,11.0,.273,5,6.0,.833,0.0,2.0,2.0,4.0,1.0,0.0,1.0,4.0,20.0,14.0,+9,3.0,3.0,1.0,37,37,12,18,3,35,27,9,30,30,42,11,6,19,34,5,18,75.0,71.0,15.0,38.0,15.0,68.0,54.0,18.0,5.0,64.0,55.0,80.0,15.0,9.0,31.0,67.0,7.0,42.0,0.4933333333333333,0.5211267605633803,0.8,0.4736842105263157,0.2,0.5147058823529411,0.5,0.5,0.0,0.46875,0.5454545454545454,0.525,0.7333333333333333,0.6666666666666666,0.6129032258064516,0.5074626865671642,0.7142857142857143,0.4285714285714285,11,62.0,23.0,0.1774193548387097,0.0,18,6.0,74.0,4.111111111111111,12.0,74.5,4.138888888888889
