Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
53.0,,2023-02-06,23-293,OKC,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,,62.0,3.647058823529412,0.0,88.3,5.194117647058824,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-6),L (-6)
54.0,,2023-02-07,23-294,OKC,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,,93.0,5.470588235294118,0.0,106.60000000000002,6.270588235294119,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+32),W (+32)
55.0,48.0,2023-02-10,23-297,OKC,POR,0,20.03333333333333,6.0,6.0,1.000,3.0,3.0,1.000,3,5.0,.600,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,18.0,16.5,+30,3.0,3.0,1.0,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,11.0,70.0,4.117647058823529,15.299999999999995,94.2,5.541176470588235,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-27),L (-27)
56.0,49.0,2023-02-13,23-300,OKC,NOP,1,24.133333333333333,1.0,7.0,.143,0.0,4.0,.000,4,6.0,.667,0.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,6.0,2.1,+13,3.0,1.0,0.3333333333333333,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,-2.0,51.0,3.0,0.5,63.2,3.7176470588235295,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+3),W (+3)
57.0,50.0,2023-02-15,23-302,OKC,HOU,1,24.3,5.0,9.0,.556,1.0,5.0,.200,4,4.0,1.000,1.0,2.0,3.0,3.0,1.0,0.0,0.0,3.0,15.0,13.9,+21,4.0,4.0,1.0,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,9.0,56.0,3.294117647058824,12.299999999999995,73.49999999999999,4.323529411764705,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+9),W (+9)
58.0,51.0,2023-02-23,23-310,OKC,UTA,1,36.03333333333333,4.0,14.0,.286,0.0,4.0,.000,3,4.0,.750,6.0,5.0,11.0,4.0,1.0,1.0,1.0,3.0,11.0,10.4,-4,10.0,4.0,0.4,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,9.0,48.0,2.823529411764706,9.2,69.6,4.094117647058823,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-3),L (-3)
59.0,52.0,2023-02-24,23-311,OKC,PHO,1,36.16666666666666,5.0,17.0,.294,1.0,7.0,.143,6,7.0,.857,4.0,6.0,10.0,1.0,1.0,1.0,1.0,1.0,17.0,12.3,+3,10.0,4.0,0.4,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,5.0,57.0,3.3529411764705883,9.9,66.5,3.911764705882353,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+37),W (+37)
60.0,53.0,2023-02-26,23-313,OKC,SAC,1,31.4,7.0,17.0,.412,4.0,9.0,.444,0,0.0,,2.0,3.0,5.0,1.0,0.0,0.0,2.0,2.0,18.0,9.1,-8,8.0,3.0,0.375,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,5.0,67.0,3.941176470588236,9.099999999999998,82.30000000000001,4.841176470588236,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-1),L (-1)
61.0,54.0,2023-02-28,23-315,OKC,SAC,1,21.33333333333333,4.0,14.0,.286,2.0,5.0,.400,1,1.0,1.000,2.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,11.0,4.1,-28,9.0,2.0,0.2222222222222222,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,0.0,53.0,3.117647058823529,3.700000000000002,64.1,3.770588235294117,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-9),L (-9)
62.0,55.0,2023-03-01,23-316,OKC,LAL,1,35.95,7.0,16.0,.438,1.0,7.0,.143,4,6.0,.667,2.0,0.0,2.0,2.0,0.0,1.0,0.0,6.0,19.0,10.9,-18,9.0,6.0,0.6666666666666666,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,2.0,73.0,4.294117647058823,9.299999999999995,77.19999999999999,4.541176470588234,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-9),L (-9)
63.0,56.0,2023-03-03,23-318,OKC,UTA,1,33.75,7.0,14.0,.500,4.0,9.0,.444,1,2.0,.500,0.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,19.0,17.2,+19,5.0,3.0,0.6,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,12.0,72.0,4.235294117647059,16.799999999999997,85.8,5.047058823529412,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,,
64.0,57.0,2023-03-05,23-320,OKC,UTA,1,31.1,1.0,9.0,.111,0.0,6.0,.000,2,2.0,1.000,3.0,2.0,5.0,1.0,0.0,0.0,1.0,4.0,4.0,-1.1,+2,3.0,1.0,0.3333333333333333,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,-2.0,86.0,5.0588235294117645,-1.9,110.0,6.470588235294118,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-6),L (-6)
65.0,58.0,2023-03-07,23-322,OKC,GSW,1,36.016666666666666,4.0,11.0,.364,2.0,5.0,.400,8,8.0,1.000,3.0,5.0,8.0,1.0,2.0,0.0,4.0,5.0,18.0,12.2,+11,6.0,2.0,0.3333333333333333,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,6.0,75.0,4.411764705882353,9.000000000000004,94.6,5.564705882352941,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-6),L (-6)
66.0,59.0,2023-03-08,23-323,OKC,PHO,1,20.4,2.0,9.0,.222,1.0,5.0,.200,2,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,-1.3,-29,4.0,1.0,0.25,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,-6.0,47.0,2.764705882352941,-2.1,58.70000000000001,3.452941176470589,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+27),W (+27)
67.0,60.0,2023-03-11,23-326,OKC,NOP,1,37.8,2.0,8.0,.250,1.0,5.0,.200,3,4.0,.750,0.0,2.0,2.0,5.0,2.0,0.0,0.0,4.0,8.0,7.3,+18,3.0,1.0,0.3333333333333333,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,5.0,50.0,2.9411764705882355,6.100000000000001,73.00000000000001,4.294117647058824,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+10),W (+10)
68.0,61.0,2023-03-12,23-327,OKC,SAS,1,30.433333333333334,3.0,10.0,.300,1.0,5.0,.200,5,5.0,1.000,2.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,12.0,8.8,-7,5.0,2.0,0.4,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,4.0,67.0,3.941176470588236,6.799999999999997,72.39999999999999,4.258823529411764,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+9),W (+9)
69.0,62.0,2023-03-14,23-329,OKC,BRK,1,34.68333333333333,9.0,16.0,.563,6.0,11.0,.545,0,0.0,,3.0,6.0,9.0,1.0,1.0,0.0,0.0,1.0,24.0,21.6,+15,5.0,3.0,0.6,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,19.0,57.0,3.3529411764705883,21.600000000000005,69.1,4.064705882352941,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-31),L (-31)
70.0,63.0,2023-03-16,23-331,OKC,TOR,1,31.1,2.0,11.0,.182,1.0,6.0,.167,5,5.0,1.000,2.0,6.0,8.0,5.0,1.0,1.0,0.0,2.0,10.0,10.7,-6,5.0,1.0,0.2,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,9.0,45.0,2.647058823529412,8.7,63.2,3.7176470588235295,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+14),W (+14)
71.0,64.0,2023-03-19,23-334,OKC,PHO,1,32.733333333333334,7.0,11.0,.636,4.0,6.0,.667,2,2.0,1.000,0.0,3.0,3.0,1.0,0.0,0.0,1.0,5.0,20.0,13.7,-1,5.0,3.0,0.6,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,10.0,61.0,3.588235294117647,12.9,77.39999999999998,4.552941176470587,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+12),W (+12)
72.0,65.0,2023-03-21,23-336,OKC,LAC,1,38.36666666666667,3.0,11.0,.273,1.0,8.0,.125,0,0.0,,2.0,4.0,6.0,1.0,0.0,0.0,0.0,4.0,7.0,2.2,-2,3.0,2.0,0.6666666666666666,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,3.0,44.0,2.588235294117647,2.199999999999999,55.9,3.288235294117647,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+14),W (+14)
73.0,66.0,2023-03-23,23-338,OKC,LAC,1,29.85,1.0,11.0,.091,1.0,4.0,.250,0,0.0,,2.0,4.0,6.0,2.0,2.0,0.0,1.0,4.0,3.0,-0.9,0,7.0,0.0,0.0,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,1.0,51.0,3.0,-0.899999999999999,68.5,4.029411764705882,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-17),L (-17)
74.0,67.0,2023-03-24,23-339,OKC,LAL,1,30.98333333333333,5.0,12.0,.417,5.0,8.0,.625,0,0.0,,4.0,2.0,6.0,1.0,0.0,2.0,0.0,4.0,15.0,12.5,-12,4.0,0.0,0.0,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,12.0,56.0,3.294117647058824,12.500000000000002,69.5,4.088235294117647,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+4),W (+4)
75.0,68.0,2023-03-26,23-341,OKC,POR,1,28.866666666666667,2.0,14.0,.143,0.0,6.0,.000,2,2.0,1.000,3.0,3.0,6.0,1.0,2.0,0.0,2.0,4.0,6.0,-0.9,-5,8.0,2.0,0.25,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,-3.0,68.0,4.0,-1.7000000000000008,88.8,5.223529411764706,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+1),W (+1)
76.0,69.0,2023-03-28,23-343,OKC,CHO,1,32.56666666666667,4.0,10.0,.400,1.0,4.0,.250,7,8.0,.875,1.0,6.0,7.0,2.0,1.0,0.0,1.0,5.0,16.0,12.1,+5,6.0,3.0,0.5,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,7.0,70.0,4.117647058823529,9.3,90.4,5.31764705882353,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-22),L (-22)
77.0,70.0,2023-03-29,23-344,OKC,DET,1,38.21666666666667,7.0,15.0,.467,3.0,7.0,.429,3,5.0,.600,3.0,3.0,6.0,1.0,3.0,0.0,1.0,3.0,20.0,16.0,+9,8.0,4.0,0.5,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,9.0,45.0,2.647058823529412,14.799999999999995,59.6,3.5058823529411764,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-5),L (-5)
78.0,71.0,2023-03-31,23-346,OKC,IND,1,36.56666666666667,4.0,9.0,.444,0.0,2.0,.000,4,6.0,.667,3.0,7.0,10.0,1.0,2.0,0.0,1.0,4.0,12.0,10.8,,7.0,4.0,0.5714285714285714,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,9.0,55.0,3.235294117647059,9.2,74.5,4.382352941176471,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,W (+6),W (+6)
79.0,72.0,2023-04-02,23-348,OKC,PHO,1,39.25,4.0,14.0,.286,2.0,7.0,.286,4,6.0,.667,5.0,3.0,8.0,2.0,0.0,0.0,0.0,4.0,14.0,9.2,+1,7.0,2.0,0.2857142857142857,62,33,31,21,66,68,42,41,69,47,39,36,34,61,59,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,63.0,39.0,68.0,67.0,0.8857142857142857,0.9705882352941176,,0.7209302325581395,0.525,0.9041095890410958,0.9066666666666666,0.0,0.8571428571428571,0.9534883720930232,0.9078947368421052,0.8867924528301887,0.951219512195122,0.5714285714285714,0.8717948717948718,0.8970588235294118,0.8805970149253731,17,9,,57.0,9.0,,0.2982456140350877,1.0,17,4.0,40.0,2.3529411764705883,7.6,61.89999999999999,3.641176470588235,11.3,2.9,-3.0,-2.0,-1.0,0.1051593480743278,0.513,0.468,0.297,-0.6,0.9,L (-3),L (-3)
