Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,+/-,GmSc,Aaron Wiggins,Aleksej Pokusevski,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Luguentz Dort,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,STL,BLK,TOV,CO_EFF,EFF,avg_EFF,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,,2022-11-09,20-192,OKC,MIL,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,87.0,0.0,0,,,L (-4),L (-4)
12.0,,2022-11-11,20-194,OKC,TOR,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,81.0,0.0,0,,,W (+19),W (+19)
13.0,,2022-11-13,20-196,OKC,NYK,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,94.0,0.0,0,,,W (+10),W (+10)
14.0,,2022-11-14,20-197,OKC,BOS,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,67.0,0.0,0,,,L (-4),L (-4)
15.0,,2022-11-16,20-199,OKC,WAS,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,75.0,0.0,0,,,W (+1),W (+1)
16.0,,2022-11-18,20-201,OKC,MEM,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,81.0,0.0,0,,,L (-11),L (-11)
17.0,,2022-11-21,20-204,OKC,NYK,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,55.0,0.0,0,,,L (-10),L (-10)
18.0,,2022-11-23,20-206,OKC,DEN,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,68.0,0.0,0,,,L (-5),L (-5)
19.0,,2022-11-25,20-208,OKC,CHI,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,59.0,0.0,0,,,W (+4),W (+4)
20.0,,2022-11-26,20-209,OKC,HOU,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,54.0,0.0,0,,,L (-13),L (-13)
21.0,,2022-11-28,20-211,OKC,NOP,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,45.0,0.0,0,,,,
22.0,,2022-11-30,20-213,OKC,SAS,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,74.0,0.0,0,,,L (-4),L (-4)
23.0,,2022-12-03,20-216,OKC,MIN,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,79.0,0.0,0,,,W (+8),W (+8)
24.0,,2022-12-05,20-218,OKC,ATL,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,68.0,0.0,0,,,W (+7),W (+7)
25.0,,2022-12-07,20-220,OKC,MEM,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,43.0,0.0,0,,,W (+7),W (+7)
26.0,,2022-12-10,20-223,OKC,CLE,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,64.0,0.0,0,,,L (-21),L (-21)
27.0,,2022-12-12,20-225,OKC,DAL,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,56.0,0.0,0,,,L (-8),L (-8)
28.0,,2022-12-14,20-227,OKC,MIA,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,60.0,0.0,0,,,L (-7),L (-7)
29.0,,2022-12-16,20-229,OKC,MIN,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,47.0,0.0,0,,,L (-2),L (-2)
30.0,,2022-12-17,20-230,OKC,MEM,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,69.0,0.0,0,,,L (-2),L (-2)
31.0,,2022-12-19,20-232,OKC,POR,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,44.0,0.0,0,,,W (+6),W (+6)
32.0,,2022-12-21,20-234,OKC,POR,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,52.0,0.0,0,,,W (+2),W (+2)
33.0,,2022-12-23,20-236,OKC,NOP,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,64.0,0.0,0,,,W (+3),W (+3)
34.0,,2022-12-27,20-240,OKC,SAS,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,78.0,0.0,0,,,L (-3),L (-3)
35.0,,2022-12-29,20-242,OKC,CHO,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,50.0,0.0,0,,,W (+16),W (+16)
36.0,,2022-12-31,20-244,OKC,PHI,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,48.0,0.0,0,,,L (-8),L (-8)
37.0,,2023-01-03,20-247,OKC,BOS,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,112.0,0.0,0,,,L (-19),L (-19)
38.0,,2023-01-04,20-248,OKC,ORL,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,45.0,0.0,0,,,W (+33),W (+33)
39.0,,2023-01-06,20-250,OKC,WAS,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,89.0,0.0,0,,,L (-11),L (-11)
40.0,,2023-01-08,20-252,OKC,DAL,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,78.0,0.0,0,,,W (+17),W (+17)
41.0,,2023-01-10,20-254,OKC,MIA,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,58.0,0.0,0,,,W (+11),W (+11)
42.0,,2023-01-12,20-256,OKC,PHI,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,107.0,0.0,0,,,,
43.0,,2023-01-13,20-257,OKC,CHI,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,86.0,0.0,0,,,L (-1),L (-1)
44.0,,2023-01-15,20-259,OKC,BRK,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,66.0,0.0,0,,,W (+19),W (+19)
45.0,,2023-01-18,20-262,OKC,IND,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,112.0,0.0,0,,,W (+14),W (+14)
46.0,,2023-01-20,20-264,OKC,SAC,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,67.0,0.0,0,,,W (+10),W (+10)
47.0,,2023-01-22,20-266,OKC,DEN,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,60.0,0.0,0,,,W (+20),W (+20)
48.0,,2023-01-25,20-269,OKC,ATL,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,97.0,0.0,0,,,L (-5),L (-5)
49.0,,2023-01-27,20-271,OKC,CLE,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,74.0,0.0,0,,,W (+2),W (+2)
50.0,,2023-01-30,20-274,OKC,GSW,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,59.0,0.0,0,,,L (-5),L (-5)
51.0,,2023-02-01,20-276,OKC,HOU,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,61.0,0.0,0,,,W (+12),W (+12)
52.0,,2023-02-04,20-279,OKC,HOU,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,104.0,0.0,0,,,L (-8),L (-8)
53.0,,2023-02-06,20-281,OKC,GSW,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,62.0,0.0,0,,,L (-6),L (-6)
54.0,,2023-02-07,20-282,OKC,LAL,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,93.0,0.0,0,,,W (+32),W (+32)
55.0,,2023-02-10,20-285,OKC,POR,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,81.0,0.0,0,,,L (-27),L (-27)
56.0,,2023-02-13,20-288,OKC,NOP,,0.0,,,,,,,,,,,,,70.0,34.0,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,9.0,,0.0,0.0,0,0,0,0,,49.0,0.0,0,,,W (+3),W (+3)
