Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Luguentz Dort,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Luguentz Dort,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
56.0,22.0,2023-02-13,25-200,OKC,NOP,0,5.683333333333334,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,-5,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,0.0,49.0,2.8823529411764706,1.0,62.7,3.6882352941176473,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+3),W (+3)
57.0,23.0,2023-02-15,25-202,OKC,HOU,0,18.35,2.0,7.0,.286,2.0,7.0,.286,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,3.5,+6,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,2.0,63.0,3.7058823529411766,3.499999999999999,82.29999999999998,4.841176470588234,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+9),W (+9)
58.0,,2023-02-23,25-210,OKC,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,57.0,3.3529411764705883,0.0,78.8,4.635294117647058,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-3),L (-3)
59.0,24.0,2023-02-24,25-211,OKC,PHO,0,5.416666666666667,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-6,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,-2.0,64.0,3.764705882352941,-1.4,77.8,4.576470588235294,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+37),W (+37)
60.0,25.0,2023-02-26,25-213,OKC,SAC,0,16.933333333333334,4.0,6.0,.667,3.0,5.0,.600,1,1.0,1.000,0.0,7.0,7.0,1.0,2.0,0.0,0.0,1.0,12.0,13.8,+4,1.0,1.0,1.0,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,15.0,57.0,3.3529411764705883,13.4,78.0,4.588235294117647,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-1),L (-1)
61.0,,2023-02-28,25-215,OKC,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,53.0,3.117647058823529,0.0,67.8,3.988235294117647,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-9),L (-9)
62.0,26.0,2023-03-01,25-216,OKC,LAL,0,18.1,2.0,5.0,.400,2.0,5.0,.400,2,2.0,1.000,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,8.0,6.4,+16,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,5.0,70.0,4.117647058823529,5.6,80.89999999999999,4.758823529411764,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-9),L (-9)
63.0,,2023-03-03,25-218,OKC,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,84.0,4.941176470588236,0.0,102.6,6.035294117647059,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,,
64.0,27.0,2023-03-05,25-220,OKC,UTA,0,0.9,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,+4,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,1.0,83.0,4.882352941176471,0.7,107.4,6.31764705882353,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-6),L (-6)
65.0,28.0,2023-03-07,25-222,OKC,GSW,0,5.983333333333333,2.0,4.0,.500,2.0,4.0,.500,1,2.0,.500,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,5.9,+2,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,4.0,77.0,4.529411764705882,5.5,98.1,5.770588235294118,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-6),L (-6)
66.0,29.0,2023-03-08,25-223,OKC,PHO,0,30.7,7.0,14.0,.500,6.0,12.0,.500,3,3.0,1.000,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,23.0,18.2,-13,2.0,1.0,0.5,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,12.0,29.0,1.7058823529411764,17.000000000000004,39.6,2.3294117647058825,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+27),W (+27)
67.0,30.0,2023-03-11,25-226,OKC,NOP,0,17.05,2.0,7.0,.286,2.0,7.0,.286,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,6.0,0.7,+8,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,1.0,54.0,3.176470588235294,0.6999999999999993,78.4,4.611764705882353,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+10),W (+10)
68.0,31.0,2023-03-12,25-227,OKC,SAS,0,23.33333333333333,2.0,7.0,.286,1.0,6.0,.167,3,3.0,1.000,1.0,3.0,4.0,1.0,1.0,0.0,0.0,3.0,8.0,6.0,+11,1.0,1.0,1.0,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,4.0,67.0,3.941176470588236,4.8,74.39999999999999,4.376470588235294,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+9),W (+9)
69.0,32.0,2023-03-14,25-229,OKC,BRK,0,19.78333333333333,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-3.5,+5,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,-4.0,80.0,4.705882352941177,-3.5,94.2,5.541176470588235,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-31),L (-31)
70.0,33.0,2023-03-16,25-231,OKC,TOR,0,4.85,2.0,3.0,.667,2.0,3.0,.667,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.7,+3,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,3.0,51.0,3.0,4.7,67.19999999999999,3.952941176470588,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+14),W (+14)
71.0,34.0,2023-03-19,25-234,OKC,PHO,0,22.53333333333333,3.0,7.0,.429,1.0,4.0,.250,0,0.0,,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,7.0,7.4,+5,3.0,2.0,0.6666666666666666,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,6.0,65.0,3.823529411764706,7.399999999999999,82.89999999999998,4.876470588235293,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+12),W (+12)
72.0,35.0,2023-03-21,25-236,OKC,LAC,0,11.9,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.5,+5,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,1.0,46.0,2.7058823529411766,0.5000000000000004,57.59999999999999,3.388235294117646,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+14),W (+14)
73.0,36.0,2023-03-23,25-238,OKC,LAC,0,22.05,2.0,7.0,.286,2.0,7.0,.286,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,3.2,-14,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,2.0,50.0,2.9411764705882355,3.2000000000000006,64.4,3.788235294117648,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-17),L (-17)
74.0,37.0,2023-03-24,25-239,OKC,LAL,0,18.45,2.0,4.0,.500,2.0,4.0,.500,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,3.9,+1,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,3.0,65.0,3.823529411764706,3.9,78.10000000000001,4.594117647058824,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+4),W (+4)
75.0,,2023-03-26,25-241,OKC,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,65.0,3.823529411764706,0.0,87.10000000000001,5.123529411764706,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+1),W (+1)
76.0,,2023-03-28,25-243,OKC,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,77.0,4.529411764705882,0.0,99.7,5.864705882352942,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-22),L (-22)
77.0,,2023-03-29,25-244,OKC,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,54.0,3.176470588235294,0.0,74.39999999999998,4.376470588235293,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-5),L (-5)
78.0,38.0,2023-03-31,25-246,OKC,IND,0,17.366666666666667,3.0,7.0,.429,2.0,6.0,.333,0,0.0,,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,8.0,5.9,,1.0,1.0,1.0,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,5.0,59.0,3.4705882352941178,5.899999999999999,77.80000000000001,4.576470588235295,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+6),W (+6)
79.0,39.0,2023-04-02,25-248,OKC,PHO,0,10.45,0.0,3.0,.000,0.0,3.0,.000,1,2.0,.500,1.0,5.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,1.3,+3,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,3.0,41.0,2.411764705882353,0.9000000000000005,68.6,4.035294117647059,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-3),L (-3)
80.0,,2023-04-04,25-250,OKC,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,50.0,2.9411764705882355,0.0,77.69999999999999,4.570588235294117,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+1),W (+1)
81.0,40.0,2023-04-06,25-252,OKC,UTA,0,15.9,4.0,7.0,.571,2.0,5.0,.400,0,0.0,,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,10.0,9.4,+16,2.0,2.0,1.0,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,7.0,49.0,2.8823529411764706,9.4,63.49999999999999,3.7352941176470575,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-4),L (-4)
82.0,41.0,2023-04-09,25-255,OKC,MEM,0,12.483333333333333,2.0,6.0,.333,2.0,6.0,.333,0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,3.9,+7,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,3.0,55.0,3.235294117647059,3.900000000000001,56.5,3.323529411764706,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-10),L (-10)
