Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Luguentz Dort,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Luguentz Dort,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-09,25-104,OKC,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,87.0,5.117647058823529,0.0,100.1,5.888235294117647,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-4),L (-4)
12.0,,2022-11-11,25-106,OKC,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,81.0,4.764705882352941,0.0,89.4,5.258823529411765,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+19),W (+19)
13.0,,2022-11-13,25-108,OKC,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,94.0,5.529411764705882,0.0,108.79999999999995,6.399999999999998,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+10),W (+10)
14.0,,2022-11-14,25-109,OKC,BOS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,67.0,3.941176470588236,0.0,78.60000000000001,4.623529411764706,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-4),L (-4)
15.0,3.0,2022-11-16,25-111,OKC,WAS,0,26.716666666666665,3.0,7.0,.429,3.0,7.0,.429,0,0.0,,1.0,3.0,4.0,2.0,2.0,0.0,0.0,2.0,9.0,9.5,+32,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,10.0,65.0,3.823529411764706,9.5,81.9,4.81764705882353,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+1),W (+1)
16.0,4.0,2022-11-18,25-113,OKC,MEM,0,18.616666666666667,3.0,9.0,.333,2.0,8.0,.250,0,0.0,,0.0,4.0,4.0,0.0,1.0,0.0,0.0,2.0,8.0,4.3,+5,1.0,1.0,1.0,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,4.0,77.0,4.529411764705882,4.299999999999999,79.09999999999998,4.652941176470587,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-11),L (-11)
17.0,5.0,2022-11-21,25-116,OKC,NYK,0,7.633333333333333,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.3,-1,0.0,0.0,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,2.0,53.0,3.117647058823529,2.3000000000000003,73.10000000000001,4.300000000000001,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-10),L (-10)
18.0,,2022-11-23,25-118,OKC,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,68.0,4.0,0.0,88.7,5.2176470588235295,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-5),L (-5)
19.0,,2022-11-25,25-120,OKC,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,59.0,3.4705882352941178,0.0,73.0,4.294117647058823,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+4),W (+4)
20.0,,2022-11-26,25-121,OKC,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,54.0,3.176470588235294,0.0,69.20000000000002,4.070588235294118,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-13),L (-13)
21.0,,2022-11-28,25-123,OKC,NOP,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,45.0,2.647058823529412,0.0,59.799999999999976,3.517647058823528,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,,
22.0,,2022-11-30,25-125,OKC,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,74.0,4.352941176470588,0.0,86.89999999999999,5.1117647058823525,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-4),L (-4)
23.0,,2022-12-03,25-128,OKC,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,79.0,4.647058823529412,0.0,107.5,6.323529411764706,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+8),W (+8)
24.0,,2022-12-05,25-130,OKC,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,68.0,4.0,0.0,81.39999999999999,4.788235294117647,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+7),W (+7)
25.0,,2022-12-07,25-132,OKC,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,43.0,2.5294117647058822,0.0,53.39999999999999,3.141176470588235,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,W (+7),W (+7)
26.0,,2022-12-10,25-135,OKC,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,64.0,3.764705882352941,0.0,74.29999999999998,4.370588235294116,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-21),L (-21)
27.0,,2022-12-12,25-137,OKC,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,10,9,14,36,36,30,17,38,24,39,19,17,33,27,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,74.0,63.0,39.0,68.0,67.0,0.5428571428571428,0.2941176470588235,,0.2093023255813953,0.35,0.4931506849315068,0.48,0.0,0.6122448979591837,0.3953488372093023,0.5,0.4528301886792453,0.527027027027027,0.3015873015873015,0.4358974358974359,0.4852941176470588,0.4029850746268656,15,6,,57.0,9.0,,0.2631578947368421,0.6666666666666666,17,,56.0,3.294117647058824,0.0,72.49999999999999,4.26470588235294,11.8,1.1,0.1,0.5,-0.4,0.0222153015675282,0.573,0.91,0.112,0.3,0.6,L (-8),L (-8)
