Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Shared Games with Xavier Moon,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon
63,61,37,2023-02-15,26-236,MEM,,UTA,W (+6),0,20.8,2.0,4.0,.500,2.0,4.0,.500,3,3,1.000,1,0,1,2,0,0,0,3,9,7.9,+2,0.0,0.0,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
64,62,,2023-02-23,26-244,MEM,@,PHI,L (-5),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
65,63,38,2023-02-25,26-246,MEM,,DEN,W (+18),0,24.616666666666667,4.0,7.0,.571,4.0,5.0,.800,0,0,,0,2,2,2,0,0,0,0,12,10.7,+21,2.0,0.0,0.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
66,64,39,2023-02-28,26-249,MEM,,LAL,W (+12),0,22.733333333333334,2.0,7.0,.286,2.0,6.0,.333,0,0,,0,1,1,1,0,0,0,2,6,2.1,+9,1.0,0.0,0.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
67,65,40,2023-03-01,26-250,MEM,@,HOU,W (+14),0,20.2,0.0,4.0,.000,0.0,4.0,.000,0,0,,0,2,2,1,1,0,2,0,0,-2.5,-11,0.0,0.0,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
68,66,41,2023-03-03,26-252,MEM,@,DEN,L (-16),0,18.433333333333334,2.0,5.0,.400,2.0,4.0,.500,0,0,,0,1,1,0,0,0,0,2,6,2.8,-17,1.0,0.0,0.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
69,67,42,2023-03-05,26-254,MEM,@,LAC,L (-6),0,28.8,5.0,7.0,.714,5.0,5.0,1.000,0,0,,0,3,3,4,0,0,1,1,15,14.4,-2,2.0,0.0,0.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
70,68,43,2023-03-07,26-256,MEM,@,LAL,L (-9),0,18.783333333333335,1.0,4.0,.250,0.0,2.0,.000,4,4,1.000,0,7,7,5,0,0,2,1,6,6.8,-1,2.0,1.0,0.5,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
71,69,44,2023-03-09,26-258,MEM,,GSW,W (+21),0,17.35,2.0,3.0,.667,2.0,3.0,.667,0,0,,0,1,1,2,0,0,0,0,6,6.4,-2,0.0,0.0,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
72,70,45,2023-03-11,26-260,MEM,,DAL,W (+4),0,20.8,3.0,7.0,.429,2.0,6.0,.333,0,0,,0,3,3,1,2,0,0,2,8,7.1,-1,1.0,1.0,1.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
73,71,46,2023-03-13,26-262,MEM,@,DAL,W (+16),0,17.35,1.0,5.0,.200,0.0,3.0,.000,0,0,,0,2,2,2,0,0,0,2,2,0.1,+5,2.0,1.0,0.5,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
74,72,47,2023-03-15,26-264,MEM,@,MIA,L (-19),0,19.716666666666665,4.0,6.0,.667,4.0,5.0,.800,2,2,1.000,0,2,2,1,1,0,0,2,14,12.9,-1,1.0,0.0,0.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
75,73,48,2023-03-17,26-266,MEM,@,SAS,W (+6),0,31.533333333333335,4.0,7.0,.571,4.0,7.0,.571,1,2,.500,0,2,2,3,4,0,3,2,13,12.2,+21,0.0,0.0,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
76,74,49,2023-03-18,26-267,MEM,,GSW,W (+14),0,22.866666666666667,5.0,10.0,.500,4.0,8.0,.500,0,0,,0,4,4,5,0,0,1,3,14,11.5,+4,2.0,1.0,0.5,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
77,75,50,2023-03-20,26-269,MEM,,DAL,W (+4),0,24.85,4.0,9.0,.444,2.0,6.0,.333,0,0,,1,3,4,1,0,0,0,1,10,7.2,+18,3.0,2.0,0.6666666666666666,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
78,76,51,2023-03-22,26-271,MEM,,HOU,W (+5),0,24.766666666666666,3.0,6.0,.500,3.0,5.0,.600,4,4,1.000,2,2,4,1,0,0,1,0,13,11.7,+6,1.0,0.0,0.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
79,77,52,2023-03-24,26-273,MEM,,HOU,W (+37),0,23.933333333333334,10.0,11.0,.909,10.0,11.0,.909,0,0,,0,0,0,3,1,0,0,1,30,29.0,+28,0.0,0.0,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
80,78,53,2023-03-26,26-275,MEM,@,ATL,W (+4),0,22.933333333333334,5.0,10.0,.500,4.0,9.0,.444,0,0,,2,5,7,2,1,0,1,1,14,12.9,+3,1.0,1.0,1.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
81,79,54,2023-03-28,26-277,MEM,,ORL,W (+5),0,27.65,6.0,8.0,.750,4.0,5.0,.800,0,0,,0,5,5,5,1,0,1,1,16,17.4,+3,3.0,2.0,0.6666666666666666,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
82,80,55,2023-03-29,26-278,MEM,,LAC,L (-9),1,32.78333333333333,5.0,9.0,.556,1.0,3.0,.333,1,1,1.000,1,3,4,2,0,1,0,1,12,11.0,-8,6.0,4.0,0.6666666666666666,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
83,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
84,81,56,2023-03-31,26-280,MEM,,LAC,W (+14),0,33.46666666666667,6.0,11.0,.545,5.0,10.0,.500,0,0,,0,6,6,1,0,0,3,3,17,10.0,,1.0,1.0,1.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
85,82,57,2023-04-02,26-282,MEM,@,CHI,L (-21),0,27.75,2.0,7.0,.286,2.0,7.0,.286,0,0,,1,2,3,2,0,0,0,2,6,3.8,-5,0.0,0.0,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
86,83,58,2023-04-04,26-284,MEM,,POR,W (+10),1,34.15,6.0,11.0,.545,6.0,10.0,.600,2,2,1.000,1,4,5,2,2,0,1,0,20,19.0,+24,1.0,0.0,0.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
87,84,,2023-04-05,26-285,MEM,@,NOP,L (-7),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
88,85,59,2023-04-07,26-287,MEM,@,MIL,W (+23),1,32.25,7.0,9.0,.778,5.0,7.0,.714,0,0,,0,4,4,5,0,0,0,2,19,19.4,+21,2.0,2.0,1.0,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
89,86,,2023-04-09,26-289,MEM,@,OKC,L (-15),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,22,14,34,5,21,18,29,19,8,32,29,31,32,17,34,0,50.0,22.0,76.0,14.0,34.0,52.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.44,0.6363636363636364,0.4473684210526316,0.3571428571428571,0.6176470588235294,0.3461538461538461,0.4461538461538462,0.5277777777777778,0.3636363636363636,0.4102564102564102,0.4833333333333333,0.5535714285714286,0.4705882352941176,0.3541666666666667,0.419753086419753,0.0
