Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Mason Plumlee,Shared Games with Bones Hyland,Shared Games with Eric Gordon,Shared Games with Russell Westbrook,Bones Hyland,Eric Gordon,Justin Holiday,Mason Plumlee,Russell Westbrook,co_inf with Mason Plumlee,co_inf with Bones Hyland,co_inf with Eric Gordon,co_inf with Justin Holiday,co_inf with Russell Westbrook,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
50.0,31.0,2023-01-24,32-041,LAC,LAL,0,19.133333333333333,3.0,3.0,1.000,2.0,2.0,1.000,0,0.0,,0.0,4.0,4.0,1.0,0.0,4.0,0.0,3.0,8.0,10.6,+14,1.0,1.0,1.0,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,14.0,114.0,6.0,10.599999999999998,136.9,7.205263157894737,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,W (+5),W (+5)
51.0,32.0,2023-01-26,32-043,LAC,SAS,0,21.1,5.0,7.0,.714,3.0,5.0,.600,0,0.0,,1.0,6.0,7.0,1.0,2.0,3.0,1.0,3.0,13.0,15.2,+19,2.0,2.0,1.0,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,18.0,93.0,4.894736842105263,15.2,122.7,6.457894736842105,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,W (+14),W (+14)
52.0,,2023-01-28,32-045,LAC,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,113.0,5.947368421052632,0.0,126.09999999999997,6.636842105263156,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,W (+18),W (+18)
53.0,,2023-01-29,32-046,LAC,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,36.0,1.894736842105263,0.0,61.50000000000001,3.2368421052631584,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,W (+38),W (+38)
54.0,33.0,2023-01-31,32-048,LAC,CHI,0,7.55,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,4.0,-7,1.0,1.0,1.0,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,3.0,89.0,4.684210526315789,4.0,119.7,6.3,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,W (+7),W (+7)
55.0,34.0,2023-02-02,32-050,LAC,MIL,0,6.2,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,-2,1.0,1.0,1.0,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,2.0,80.0,4.2105263157894735,2.0,98.20000000000002,5.16842105263158,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,L (-23),L (-23)
56.0,,2023-02-04,32-052,LAC,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,81.0,4.2631578947368425,0.0,101.4,5.336842105263158,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,W (+5),W (+5)
57.0,,2023-02-06,32-054,LAC,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,75.0,3.947368421052632,0.0,91.6,4.821052631578947,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,L (-1),L (-1)
58.0,35.0,2023-02-08,32-056,LAC,DAL,0,11.733333333333333,1.0,5.0,.200,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0.7,-6,1.0,0.0,0.0,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,1.0,80.0,4.2105263157894735,0.6999999999999993,97.90000000000002,5.15263157894737,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,W (+6),W (+6)
59.0,36.0,2023-02-10,32-058,LAC,MIL,0,26.366666666666667,2.0,5.0,.400,2.0,5.0,.400,0,0.0,,0.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,6.0,6.5,+2,0.0,0.0,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,8.0,75.0,3.947368421052632,6.499999999999999,89.5,4.7105263157894735,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,W (+8),W (+8)
60.0,,2023-02-14,32-062,LAC,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,115.0,6.052631578947368,0.0,114.8,6.042105263157895,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,L (-6),L (-6)
61.0,,2023-02-16,32-064,LAC,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,84.0,4.421052631578948,0.0,90.8,4.778947368421052,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,L (-13),L (-13)
62.0,,2023-02-24,32-072,LAC,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,90.0,4.7368421052631575,0.0,123.59999999999998,6.505263157894736,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,W (+10),W (+10)
63.0,,2023-02-26,32-074,LAC,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,69.0,3.631578947368421,0.0,87.69999999999999,4.6157894736842096,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,,
64.0,,2023-02-28,32-076,LAC,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,80.0,4.2105263157894735,0.0,98.5,5.184210526315789,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,W (+9),W (+9)
65.0,37.0,2023-03-02,32-078,LAC,GSW,0,7.466666666666667,1.0,2.0,.500,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,-3,1.0,0.0,0.0,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,3.0,57.0,3.0,3.0,53.5,2.8157894736842106,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,L (-1),L (-1)
66.0,38.0,2023-03-03,32-079,LAC,SAC,0,30.98333333333333,6.0,11.0,.545,3.0,8.0,.375,0,0.0,,0.0,4.0,4.0,1.0,2.0,0.0,0.0,4.0,15.0,12.0,-5,3.0,3.0,1.0,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,11.0,44.0,2.3157894736842106,11.999999999999998,55.6,2.9263157894736844,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,L (-10),L (-10)
67.0,,2023-03-05,32-081,LAC,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,61.0,3.210526315789474,0.0,83.39999999999999,4.389473684210526,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,L (-7),L (-7)
68.0,,2023-03-08,32-084,LAC,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,86.0,4.526315789473684,0.0,90.4,4.757894736842106,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,L (-24),L (-24)
69.0,,2023-03-11,32-087,LAC,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,82.0,4.315789473684211,0.0,97.40000000000002,5.1263157894736855,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,L (-1),L (-1)
70.0,,2023-03-15,32-091,LAC,GSW,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,80.0,4.2105263157894735,0.0,91.70000000000002,4.826315789473685,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,W (+6),W (+6)
71.0,39.0,2023-03-18,32-094,LAC,ORL,0,22.53333333333333,4.0,7.0,.571,1.0,2.0,.500,2,2.0,1.000,0.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,11.0,10.9,+6,5.0,3.0,0.6,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,7.0,55.0,2.894736842105264,10.1,64.89999999999998,3.4157894736842094,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,W (+8),W (+8)
72.0,,2023-03-19,32-095,LAC,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,,91.0,4.789473684210527,0.0,112.9,5.942105263157895,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,W (+11),W (+11)
73.0,40.0,2023-03-21,32-097,LAC,OKC,0,7.366666666666666,1.0,8.0,.125,0.0,2.0,.000,0,0.0,,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,-1.2,-1,6.0,1.0,0.1666666666666666,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,-3.0,67.0,3.526315789473684,-1.1999999999999995,92.0,4.842105263157895,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,W (+8),W (+8)
74.0,41.0,2023-03-23,32-099,LAC,OKC,0,4.533333333333333,3.0,3.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,7.8,-3,2.0,2.0,1.0,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,6.0,101.0,5.315789473684211,7.799999999999999,114.7,6.036842105263158,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,L (-5),L (-5)
75.0,42.0,2023-03-25,32-101,LAC,NOP,0,16.083333333333332,4.0,5.0,.800,3.0,3.0,1.000,0,0.0,,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,11.0,12.1,-2,2.0,1.0,0.5,33,15,45,13,18,28,17,34,21,15,44,36,28,32,47,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,81.0,4.0,0.66,0.6818181818181818,0.5921052631578947,0.9285714285714286,0.5294117647058824,0.5384615384615384,0.288135593220339,0.5230769230769231,0.5833333333333334,0.6818181818181818,0.5641025641025641,0.6,0.5,0.4705882352941176,0.5802469135802469,0.0,12,9,11,10,56.0,69.0,46.0,79.0,73.0,0.1518987341772152,0.1607142857142857,0.1594202898550724,0.0,0.136986301369863,19,11.0,82.0,4.315789473684211,12.099999999999998,100.5,5.289473684210527,14.2,1.9,1.7,-0.5,2.1,0.0309211939016534,0.584,0.594,0.175,0.7,0.7,W (+15),W (+15)
