Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Shared Games with Xavier Moon,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon
10,11,,2022-11-07,32-062,LAC,,CLE,W (+2),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
11,12,9,2022-11-09,32-064,LAC,,LAL,W (+13),0,23.233333333333334,3.0,10.0,.300,1.0,5.0,.200,3,3,1.000,1,3,4,6,2,1,0,1,10,12.3,+9,5.0,2.0,0.4,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
12,13,10,2022-11-12,32-067,LAC,,BRK,L (-15),0,24.416666666666668,5.0,11.0,.455,2.0,4.0,.500,2,3,.667,0,1,1,6,1,0,3,2,14,9.6,-12,7.0,3.0,0.4285714285714285,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
13,14,,2022-11-14,32-069,LAC,@,HOU,W (+16),Did Not Dress,0.0,,,Did Not Dress,,,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
14,15,11,2022-11-15,32-070,LAC,@,DAL,L (-2),0,26.35,6.0,11.0,.545,1.0,3.0,.333,4,6,.667,0,6,6,4,1,0,3,4,17,11.9,+11,8.0,5.0,0.625,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
15,16,12,2022-11-17,32-072,LAC,,DET,W (+5),0,13.4,1.0,4.0,.250,1.0,2.0,.500,0,0,,0,1,1,4,0,0,6,1,3,-2.7,-4,2.0,0.0,0.0,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
16,17,13,2022-11-19,32-074,LAC,,SAS,W (+22),0,23.766666666666666,2.0,8.0,.250,0.0,3.0,.000,1,2,.500,0,4,4,15,4,0,1,1,5,14.1,+21,5.0,2.0,0.4,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
17,18,14,2022-11-21,32-076,LAC,,UTA,W (+7),0,22.25,5.0,10.0,.500,2.0,4.0,.500,1,1,1.000,2,3,5,8,0,1,8,1,13,8.2,0,6.0,3.0,0.5,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
18,19,15,2022-11-23,32-078,LAC,@,GSW,L (-17),0,20.633333333333333,2.0,7.0,.286,0.0,3.0,.000,5,8,.625,0,4,4,3,0,0,3,0,9,4.0,-25,4.0,2.0,0.5,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
19,20,16,2022-11-25,32-080,LAC,,DEN,L (-10),0,23.866666666666667,8.0,10.0,.800,2.0,2.0,1.000,5,8,.625,0,0,0,2,1,0,1,4,23,17.8,-14,8.0,6.0,0.75,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
20,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
21,21,17,2022-11-27,32-082,LAC,,IND,W (+14),0,22.266666666666666,3.0,6.0,.500,1.0,3.0,.333,3,5,.600,0,2,2,8,0,0,3,1,10,9.0,+7,3.0,2.0,0.6666666666666666,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
22,22,,2022-11-29,32-084,LAC,@,POR,W (+6),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
23,23,18,2022-11-30,32-085,LAC,@,UTA,L (-13),0,25.266666666666666,7.0,19.0,.368,0.0,5.0,.000,12,13,.923,0,2,2,5,0,0,2,1,26,16.8,-9,14.0,7.0,0.5,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
24,24,19,2022-12-03,32-088,LAC,,SAC,L (-27),0,12.233333333333333,3.0,6.0,.500,1.0,1.0,1.000,5,5,1.000,0,0,0,1,0,0,2,3,12,6.5,-10,5.0,2.0,0.4,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
25,25,20,2022-12-05,32-090,LAC,@,CHO,W (+2),0,26.783333333333335,4.0,13.0,.308,1.0,3.0,.333,3,6,.500,0,5,5,12,1,1,3,1,12,11.5,+14,10.0,3.0,0.3,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
26,26,,2022-12-07,32-092,LAC,@,ORL,L (-5),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
27,27,21,2022-12-08,32-093,LAC,@,MIA,L (-5),0,20.483333333333334,2.0,8.0,.250,2.0,3.0,.667,3,4,.750,1,2,3,8,0,0,4,0,9,6.7,-4,5.0,0.0,0.0,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
28,28,22,2022-12-10,32-095,LAC,@,WAS,W (+7),1,29.033333333333335,5.0,13.0,.385,0.0,4.0,.000,3,4,.750,0,1,1,3,2,1,2,1,13,8.2,-9,9.0,5.0,0.5555555555555556,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
29,29,23,2022-12-12,32-097,LAC,,BOS,W (+20),0,18.55,3.0,10.0,.300,0.0,2.0,.000,0,0,,0,4,4,4,1,0,0,1,6,4.8,-1,8.0,3.0,0.375,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
30,30,,2022-12-14,32-099,LAC,,MIN,W (+11),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
31,31,24,2022-12-15,32-100,LAC,,PHO,L (-16),1,26.083333333333332,5.0,15.0,.333,2.0,6.0,.333,0,0,,3,1,4,5,0,1,2,1,12,7.7,-5,9.0,3.0,0.3333333333333333,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
32,32,25,2022-12-17,32-102,LAC,,WAS,W (+9),1,27.6,2.0,10.0,.200,1.0,4.0,.250,4,6,.667,0,3,3,6,0,1,3,0,9,4.8,+1,6.0,1.0,0.1666666666666666,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
33,33,26,2022-12-21,32-106,LAC,,CHO,W (+21),0,19.083333333333332,2.0,6.0,.333,0.0,3.0,.000,0,0,,0,2,2,3,1,1,4,3,4,-0.2,+2,3.0,2.0,0.6666666666666666,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
34,34,,2022-12-23,32-108,LAC,@,PHI,L (-5),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
35,35,27,2022-12-26,32-111,LAC,@,DET,W (+11),0,26.483333333333334,6.0,11.0,.545,4.0,6.0,.667,0,0,,2,3,5,5,1,0,5,3,16,11.3,-26,5.0,2.0,0.4,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
36,36,,2022-12-27,32-112,LAC,@,TOR,W (+11),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,24,12,32,5,15,21,32,26,7,32,26,21,29,18,33,0,50.0,22.0,76.0,14.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,68.0,48.0,81.0,4.0,0.48,0.5454545454545454,0.4210526315789473,0.3571428571428571,0.2884615384615384,0.3559322033898305,0.4923076923076923,0.7222222222222222,0.3181818181818182,0.4102564102564102,0.4333333333333333,0.375,0.4264705882352941,0.375,0.4074074074074074,0.0
