Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario ?ari?,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Shared Games with Dario Šarić,Bismack Biyombo,Cameron Johnson,Chris Paul,Damion Lee,Dario Šarić,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,co_inf with Dario Šarić,Shared Games with Darius Bazley,Shared Games with Kevin Durant,Shared Games with Saben Lee,Shared Games with T.J. Warren,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Kevin Durant,co_inf with Saben Lee,co_inf with T.J. Warren,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
56,55,,2023/2/4,28-180,PHO,@,DET,W (+16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,65.0,3.25,0.0,73.30000000000001,3.6650000000000005
57,56,,2023/2/7,28-183,PHO,@,BRK,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,56.0,2.8,0.0,64.59999999999998,3.229999999999999
58,57,,2023/2/9,28-185,PHO,@,ATL,L (-9),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,65.0,3.25,0.0,83.2,4.16
59,58,,2023/2/10,28-186,PHO,@,IND,W (+13),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,86.0,4.3,0.0,101.8,5.09
60,59,,2023/2/14,28-190,PHO,,SAC,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,93.0,4.65,0.0,102.4,5.12
61,60,,2023/2/16,28-192,PHO,,LAC,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,74.0,3.7,0.0,70.1,3.505
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,0.0,0.0,0.0,0.0,0.0
63,61,29,2023/2/24,28-200,PHO,,OKC,W (+9),0,16:03,5.0,9.0,0.556,3.0,5.0,0.6,1,4.0,0.25,1.0,3.0,4.0,0.0,1.0,0.0,3.0,4.0,14.0,6.5,1,4.0,2.0,0.5,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,3.0,91.0,4.55,6.099999999999998,99.19999999999996,4.959999999999998
64,62,30,2023/2/26,28-202,PHO,@,MIL,L (-3),0,7:37,1.0,7.0,0.143,0.0,2.0,0,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,-3.4,-8,5.0,1.0,0.2,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,-3.0,77.0,3.85,-3.3999999999999995,87.19999999999999,4.359999999999999
65,63,31,2023/3/1,28-205,PHO,@,CHO,W (+14),0,15:09,2.0,6.0,0.333,1.0,3.0,0.333,0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,1.0,2.0,5.0,2.4,5,3.0,1.0,0.333333333,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,4.0,88.0,4.4,2.400000000000001,90.00000000000001,4.500000000000001
66,64,32,2023/3/3,28-207,PHO,@,CHI,W (+21),0,17:04,2.0,8.0,0.25,2.0,7.0,0.286,0,0.0,,0.0,0.0,0.0,3.0,0.0,1.0,3.0,2.0,6.0,0.2,8,1.0,0.0,0.0,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,-1.0,96.0,4.8,0.1999999999999984,102.8,5.14
67,65,33,2023/3/5,28-209,PHO,@,DAL,W (+4),0,14:52,3.0,4.0,0.75,0.0,1.0,0,0,0.0,,0.0,1.0,1.0,5.0,0.0,0.0,3.0,0.0,6.0,5.2,-7,3.0,3.0,1.0,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,5.0,78.0,3.9,5.199999999999999,77.4,3.87
68,66,34,2023/3/8,28-212,PHO,,OKC,W (+31),0,17:41,4.0,10.0,0.4,0.0,5.0,0,0,0.0,,0.0,3.0,3.0,7.0,2.0,0.0,3.0,1.0,8.0,7,8,5.0,4.0,0.8,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,7.0,104.0,5.2,6.999999999999998,89.69999999999999,4.484999999999999
69,67,35,2023/3/11,28-215,PHO,,SAC,L (-9),0,6:58,2.0,3.0,0.667,1.0,2.0,0.5,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,5.0,3.2,-7,1.0,1.0,1.0,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,4.0,70.0,3.5,3.2,74.4,3.72
70,68,36,2023/3/13,28-217,PHO,@,GSW,L (-11),0,17:32,4.0,8.0,0.5,0.0,1.0,0,1,1.0,1,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,9.0,6,-11,7.0,4.0,0.571428571,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,3.0,77.0,3.85,5.6,79.2,3.96
71,69,37,2023/3/14,28-218,PHO,,MIL,L (-12),0,17:08,4.0,9.0,0.444,3.0,5.0,0.6,2,2.0,1,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,13.0,10.3,-1,4.0,1.0,0.25,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,6.0,73.0,3.65,9.499999999999996,66.9,3.345
72,70,38,2023/3/16,28-220,PHO,,ORL,W (+3),0,20:35,7.0,12.0,0.583,3.0,5.0,0.6,1,1.0,1,1.0,1.0,2.0,5.0,1.0,0.0,1.0,1.0,18.0,16.5,-3,7.0,4.0,0.571428571,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,12.0,72.0,3.6,16.100000000000005,69.0,3.45
73,71,39,2023/3/19,28-223,PHO,@,OKC,L (-4),0,14:27,1.0,5.0,0.2,0.0,2.0,0,0,0.0,,1.0,5.0,6.0,6.0,0.0,0.0,1.0,0.0,2.0,4.3,2,3.0,1.0,0.333333333,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,8.0,96.0,4.8,4.299999999999999,105.4,5.2700000000000005
74,72,40,2023/3/22,28-226,PHO,@,LAL,L (-11),0,13:38,3.0,7.0,0.429,1.0,2.0,0.5,0,0.0,,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,5.9,5,5.0,2.0,0.4,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,6.0,87.0,4.35,5.9,87.6,4.38
75,73,41,2023/3/24,28-228,PHO,@,SAC,L (-8),0,15:32,0.0,5.0,0,0.0,3.0,0,1,2.0,0.5,0.0,3.0,3.0,5.0,0.0,0.0,3.0,1.0,1.0,-1.9,1,2.0,0.0,0.0,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,-1.0,83.0,4.15,-2.3,79.7,3.9850000000000003
76,74,42,2023/3/25,28-229,PHO,,PHI,W (+20),0,22:13,6.0,9.0,0.667,2.0,2.0,1,0,0.0,,0.0,2.0,2.0,7.0,0.0,0.0,0.0,2.0,14.0,14.8,22,7.0,4.0,0.571428571,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,14.0,75.0,3.75,14.799999999999995,77.8,3.8899999999999997
77,75,43,2023/3/27,28-231,PHO,@,UTA,W (+14),0,21:06,4.0,9.0,0.444,1.0,3.0,0.333,3,3.0,1,0.0,3.0,3.0,5.0,0.0,0.0,0.0,1.0,12.0,11.3,15,6.0,3.0,0.5,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,8.0,110.0,5.5,10.1,105.0,5.25
78,76,44,2023/3/29,28-233,PHO,,MIN,W (+7),0,13:21,5.0,10.0,0.5,1.0,2.0,0.5,0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,11.0,8.7,-2,8.0,4.0,0.5,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,5.0,74.0,3.7,8.700000000000001,94.8,4.74
79,77,45,2023/3/31,28-235,PHO,,DEN,W (+7),0,14:46,0.0,5.0,0,0.0,1.0,0,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.3,,4.0,0.0,0.0,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,-3.0,78.0,3.9,-3.3,59.89999999999999,2.9949999999999997
80,78,46,2023/4/2,28-237,PHO,@,OKC,W (+10),0,8:49,2.0,4.0,0.5,1.0,2.0,0.5,0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,1.0,5.0,5.0,2.1,5,2.0,1.0,0.5,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,3.0,76.0,3.8,2.1,92.09999999999998,4.604999999999999
81,79,,2023/4/4,28-239,PHO,,SAS,W (+21),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,91.0,4.55,0.0,105.40000000000002,5.270000000000001
82,80,47,2023/4/6,28-241,PHO,,DEN,W (+4),0,7:22,1.0,2.0,0.5,0.0,1.0,0,0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3.6,3,1.0,1.0,1.0,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,5.0,60.0,3.0,3.5999999999999988,69.2,3.46
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,0.0,0.0,0.0,0.0,0.0
84,81,48,2023/4/7,28-242,PHO,@,LAL,L (-14),1,15:26,5.0,13.0,0.385,1.0,4.0,0.25,2,2.0,1,0.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,13.0,6.6,6,9.0,4.0,0.444444444,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,1.0,51.0,2.55,5.800000000000001,57.89999999999999,2.8949999999999996
