Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario ?ari?,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Shared Games with Dario Šarić,Bismack Biyombo,Cameron Johnson,Chris Paul,Damion Lee,Dario Šarić,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Josh Okogie,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,co_inf with Dario Šarić,Shared Games with Darius Bazley,Shared Games with Kevin Durant,Shared Games with Saben Lee,Shared Games with T.J. Warren,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Kevin Durant,co_inf with Saben Lee,co_inf with T.J. Warren,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,9,2022/11/9,28-093,PHO,@,MIN,W (+12),1,35:01:00,8.0,17.0,0.471,4.0,9.0,0.444,3,3.0,1,1.0,5.0,6.0,8.0,1.0,0.0,0.0,1.0,23.0,22.7,10,8.0,4.0,0.5,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,18.0,69.0,3.45,21.500000000000004,75.49999999999999,3.7749999999999995
11,12,10,2022/11/11,28-095,PHO,@,ORL,L (-17),1,35:00:00,8.0,15.0,0.533,5.0,10.0,0.5,1,1.0,1,0.0,3.0,3.0,4.0,1.0,0.0,4.0,3.0,22.0,14.2,-17,5.0,3.0,0.6,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,10.0,87.0,4.35,13.8,75.39999999999999,3.7699999999999996
12,13,11,2022/11/14,28-098,PHO,@,MIA,L (-1),1,30:42:00,4.0,17.0,0.235,1.0,6.0,0.167,0,0.0,,0.0,3.0,3.0,5.0,1.0,0.0,1.0,4.0,9.0,1.5,-13,11.0,3.0,0.272727273,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,0.0,83.0,4.15,1.500000000000001,91.69999999999996,4.584999999999998
13,14,12,2022/11/16,28-100,PHO,,GSW,W (+11),1,33:01:00,9.0,17.0,0.529,6.0,10.0,0.6,5,6.0,0.833,0.0,3.0,3.0,7.0,0.0,1.0,2.0,5.0,29.0,22.8,11,7.0,3.0,0.428571429,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,15.0,81.0,4.05,20.800000000000004,78.8,3.94
14,15,13,2022/11/18,28-102,PHO,@,UTA,L (-1),1,33:36:00,6.0,12.0,0.5,2.0,4.0,0.5,3,4.0,0.75,0.0,0.0,0.0,5.0,3.0,0.0,4.0,4.0,17.0,11.5,3,8.0,4.0,0.5,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,5.0,77.0,3.85,10.3,93.8,4.6899999999999995
15,16,14,2022/11/20,28-104,PHO,,NYK,W (+21),1,32:05:00,7.0,14.0,0.5,2.0,5.0,0.4,5,5.0,1,1.0,6.0,7.0,9.0,0.0,2.0,2.0,1.0,21.0,21.8,15,9.0,5.0,0.555555556,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,18.0,94.0,4.7,19.800000000000004,91.2,4.5600000000000005
16,17,15,2022/11/22,28-106,PHO,,LAL,W (+10),1,28:18:00,5.0,15.0,0.333,1.0,3.0,0.333,0,0.0,,1.0,1.0,2.0,7.0,1.0,0.0,5.0,5.0,11.0,2.4,12,12.0,4.0,0.333333333,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,1.0,79.0,3.95,2.3999999999999986,86.3,4.3149999999999995
17,18,16,2022/11/25,28-109,PHO,,DET,W (+6),1,31:31:00,7.0,12.0,0.583,0.0,2.0,0,2,4.0,0.5,1.0,1.0,2.0,10.0,1.0,0.0,2.0,1.0,16.0,16.2,8,10.0,7.0,0.7,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,11.0,89.0,4.45,15.400000000000002,85.0,4.25
18,19,17,2022/11/26,28-110,PHO,,UTA,W (+1),1,30:04:00,4.0,13.0,0.308,1.0,6.0,0.167,2,4.0,0.5,0.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,11.0,6.3,-1,7.0,3.0,0.428571429,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,1.0,108.0,5.4,5.499999999999998,108.39999999999998,5.419999999999999
19,20,18,2022/11/28,28-112,PHO,@,SAC,W (+5),1,23:31,2.0,10.0,0.2,1.0,3.0,0.333,0,0.0,,0.0,2.0,2.0,7.0,0.0,0.0,2.0,5.0,5.0,0.3,-10,7.0,1.0,0.142857143,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,2.0,89.0,4.45,0.2999999999999989,103.49999999999996,5.174999999999998
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,,0.0,0.0,0.0,0.0,0.0
21,21,19,2022/11/30,28-114,PHO,,CHI,W (+19),1,32:11:00,3.0,10.0,0.3,2.0,3.0,0.667,0,0.0,,1.0,4.0,5.0,6.0,1.0,1.0,3.0,2.0,8.0,6.2,13,7.0,1.0,0.142857143,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,8.0,91.0,4.55,6.199999999999996,110.89999999999998,5.544999999999999
22,22,20,2022/12/2,28-116,PHO,,HOU,L (-1),1,36:56:00,8.0,12.0,0.667,4.0,7.0,0.571,0,2.0,0,0.0,1.0,1.0,12.0,4.0,0.0,4.0,1.0,20.0,22.3,6,5.0,4.0,0.8,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,19.0,89.0,4.45,22.3,100.3,5.015
23,23,21,2022/12/4,28-118,PHO,@,SAS,W (+38),1,24:53:00,2.0,8.0,0.25,1.0,4.0,0.25,0,0.0,,0.0,2.0,2.0,6.0,0.0,0.0,1.0,2.0,5.0,3.2,21,4.0,1.0,0.25,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,4.0,101.0,5.05,3.1999999999999984,108.5,5.425
24,24,22,2022/12/5,28-119,PHO,@,DAL,L (-19),1,33:36:00,4.0,16.0,0.25,2.0,9.0,0.222,4,4.0,1,1.0,5.0,6.0,10.0,0.0,0.0,1.0,1.0,14.0,12.2,-7,7.0,2.0,0.285714286,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,9.0,110.0,5.5,10.6,112.0,5.6
25,25,23,2022/12/7,28-121,PHO,,BOS,L (-27),0,16:18,5.0,13.0,0.385,0.0,2.0,0,2,3.0,0.667,1.0,2.0,3.0,3.0,1.0,0.0,0.0,2.0,12.0,8.1,-14,11.0,5.0,0.454545455,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,3.0,70.0,3.5,7.299999999999998,74.60000000000001,3.7300000000000004
26,26,24,2022/12/9,28-123,PHO,@,NOP,L (-11),0,16:08,2.0,6.0,0.333,1.0,5.0,0.2,0,0.0,,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,5.0,6,-17,1.0,1.0,1.0,35,7,33,40,2,41,43,16,29,40,43,27,28,45,14,61.0,42.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,18.0,69.0,72.0,40.0,83.0,79.0,0.5737704918032787,0.1666666666666666,0.559322033898305,0.5405405405405406,0.6119402985074627,0.8113207547169812,0.5161290322580645,0.4833333333333333,0.0,0.5797101449275363,0.5972222222222222,0.675,0.3373493975903614,0.569620253164557,0.2456140350877192,6,8,14,14,17,43.0,67.0,47.0,25.0,42.0,63.0,0.1395348837209302,0.0,0.1702127659574468,0.56,0.3333333333333333,0.2698412698412698,20,6.0,104.0,5.2,6.0,105.8,5.29
