Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bismack Biyombo,Shared Games with Cameron Johnson,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Dario ?ari?,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Duane Washington Jr.,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Landry Shamet,Shared Games with Mikal Bridges,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Johnson,Cameron Payne,Chris Paul,Damion Lee,Dario ?ari?,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jae Crowder,Jock Landale,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Dario ?ari?,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jae Crowder,co_inf with Jock Landale,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,Shared Games with Kevin Durant,Shared Games with T.J. Warren,Shared Games with Darius Bazley,Shared Games with Saben Lee,Shared Games with Terrence Ross,Darius Bazley,Jaylen Brown,Kevin Durant,Saben Lee,T.J. Warren,Terrence Ross,co_inf with Kevin Durant,co_inf with T.J. Warren,co_inf with Darius Bazley,co_inf with Jaylen Brown,co_inf with Saben Lee,co_inf with Terrence Ross,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
34,34,29,2022/12/25,24-115,PHO,@,DEN,L (-3),0,10:19,2.0,5.0,0.4,0.0,0.0,,0,0.0,,2.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,4.0,2.2,8,5.0,2.0,0.4,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,2.0,118.0,6.2105263157894735,2.2,129.6,6.821052631578947
35,35,30,2022/12/27,24-117,PHO,@,MEM,W (+17),0,25:36:00,3.0,6.0,0.5,0.0,1.0,0,6,8.0,0.75,5.0,1.0,6.0,2.0,2.0,1.0,4.0,2.0,12.0,11.3,12,5.0,3.0,0.6,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,5.0,96.0,5.052631578947368,8.899999999999999,87.99999999999999,4.63157894736842
36,36,31,2022/12/28,24-118,PHO,@,WAS,L (-25),0,20:40,1.0,4.0,0.25,1.0,3.0,0.333,0,0.0,,0.0,4.0,4.0,2.0,0.0,1.0,1.0,1.0,3.0,2.5,-19,1.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,5.0,56.0,2.9473684210526314,2.5000000000000004,70.0,3.6842105263157894
37,37,32,2022/12/30,24-120,PHO,@,TOR,L (-9),1,12:16,2.0,4.0,0.5,0.0,2.0,0,1,2.0,0.5,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,5.0,3.9,-16,2.0,2.0,1.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,2.0,98.0,5.157894736842105,3.500000000000001,87.99999999999999,4.63157894736842
38,38,33,2023/1/2,24-123,PHO,@,NYK,L (-19),0,4:12,1.0,1.0,1,0.0,0.0,,0,2.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.2,-7,1.0,1.0,1.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,0.0,76.0,4.0,1.1999999999999993,86.80000000000001,4.56842105263158
39,39,,2023/1/4,24-125,PHO,@,CLE,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,,80.0,4.2105263157894735,0.0,86.80000000000001,4.56842105263158
40,40,34,2023/1/6,24-127,PHO,,MIA,L (-8),0,5:41,0.0,0.0,,0.0,0.0,,1,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,3,0.0,0.0,,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,0.0,61.0,3.210526315789474,0.5,64.4,3.3894736842105266
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,,0.0,0.0,0.0,0.0,0.0
42,41,35,2023/1/8,24-129,PHO,,CLE,L (-14),0,9:20,1.0,2.0,0.5,0.0,1.0,0,2,2.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4,5,1.0,1.0,1.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,2.0,35.0,1.8421052631578947,3.2,45.7,2.405263157894737
43,42,36,2023/1/10,24-131,PHO,@,GSW,W (+12),0,24:18:00,2.0,6.0,0.333,1.0,3.0,0.333,2,2.0,1,2.0,3.0,5.0,1.0,1.0,0.0,3.0,4.0,7.0,3,7,3.0,1.0,0.333333333,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,3.0,66.0,3.473684210526316,2.2,45.99999999999999,2.421052631578947
44,43,37,2023/1/11,24-132,PHO,@,DEN,L (-29),0,34:00:00,5.0,13.0,0.385,1.0,4.0,0.25,3,4.0,0.75,4.0,5.0,9.0,5.0,1.0,0.0,3.0,0.0,14.0,12.3,-3,9.0,4.0,0.444444444,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,9.0,47.0,2.473684210526316,11.1,61.79999999999999,3.252631578947368
45,44,38,2023/1/13,24-134,PHO,@,MIN,L (-5),0,20:05,3.0,6.0,0.5,1.0,1.0,1,0,0.0,,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,7.0,5.3,1,5.0,2.0,0.4,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,5.0,52.0,2.736842105263158,5.3,54.7,2.878947368421053
46,45,39,2023/1/16,24-137,PHO,@,MEM,L (-30),0,9:25,3.0,6.0,0.5,3.0,5.0,0.6,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,5.3,-10,1.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,3.0,47.0,2.473684210526316,5.300000000000001,50.0,2.6315789473684212
47,46,,2023/1/19,24-140,PHO,,BRK,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,,35.0,1.8421052631578947,0.0,34.29999999999999,1.8052631578947362
48,47,40,2023/1/21,24-142,PHO,,IND,W (+5),0,34:07:00,6.0,11.0,0.545,1.0,2.0,0.5,11,15.0,0.733,4.0,6.0,10.0,4.0,1.0,4.0,1.0,3.0,24.0,26.1,3,9.0,5.0,0.555555556,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,16.0,61.0,3.210526315789474,21.7,39.6,2.0842105263157897
49,48,41,2023/1/22,24-143,PHO,,MEM,W (+2),0,13:22,1.0,6.0,0.167,1.0,1.0,1,1,2.0,0.5,2.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,-1.5,-7,5.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,-4.0,45.0,2.3684210526315788,-1.8999999999999988,44.6,2.3473684210526318
50,49,42,2023/1/24,24-145,PHO,,CHO,W (+31),0,24:10:00,2.0,6.0,0.333,2.0,4.0,0.5,3,4.0,0.75,2.0,5.0,7.0,2.0,0.0,2.0,1.0,1.0,9.0,9.5,25,2.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,9.0,50.0,2.631578947368421,8.300000000000002,46.3,2.4368421052631577
51,50,43,2023/1/26,24-147,PHO,,DAL,L (-4),0,9:10,0.0,6.0,0,0.0,4.0,0,0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.9,-12,2.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,-4.0,57.0,3.0,-2.899999999999999,46.7,2.4578947368421056
52,51,44,2023/1/28,24-149,PHO,@,SAS,W (+10),0,11:44,0.0,3.0,0,0.0,2.0,0,2,4.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,-1.3,6,1.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,-4.0,81.0,4.2631578947368425,-2.1,73.89999999999999,3.8894736842105258
53,52,45,2023/1/30,24-151,PHO,,TOR,W (+8),0,5:50,1.0,2.0,0.5,0.0,0.0,,1,2.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,1.2,2,2.0,1.0,0.5,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,0.0,71.0,3.736842105263158,0.7999999999999996,65.7,3.4578947368421056
54,53,46,2023/2/1,24-153,PHO,,ATL,L (-32),0,15:22,0.0,4.0,0,0.0,2.0,0,2,4.0,0.5,2.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,2.8,-10,2.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,1.0,42.0,2.210526315789474,2.0,41.400000000000006,2.1789473684210527
55,54,,2023/2/3,24-155,PHO,@,BOS,W (+12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,,68.0,3.5789473684210527,0.0,68.6,3.6105263157894734
56,55,,2023/2/4,24-156,PHO,@,DET,W (+16),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,,65.0,3.421052631578948,0.0,73.30000000000001,3.857894736842106
57,56,,2023/2/7,24-159,PHO,@,BRK,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,,56.0,2.9473684210526314,0.0,64.59999999999998,3.399999999999999
58,57,47,2023/2/9,24-161,PHO,@,ATL,L (-9),0,32:01:00,9.0,17.0,0.529,3.0,6.0,0.5,4,4.0,1,2.0,2.0,4.0,3.0,3.0,1.0,0.0,4.0,25.0,22.9,8,11.0,6.0,0.545454545,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,15.0,50.0,2.631578947368421,21.300000000000004,61.9,3.2578947368421054
59,58,48,2023/2/10,24-162,PHO,@,IND,W (+13),1,35:20:00,5.0,10.0,0.5,3.0,5.0,0.6,4,6.0,0.667,3.0,3.0,6.0,0.0,3.0,0.0,0.0,3.0,17.0,16,11,5.0,2.0,0.4,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,10.0,76.0,4.0,14.4,87.40000000000002,4.600000000000001
60,59,49,2023/2/14,24-166,PHO,,SAC,W (+11),1,39:26:00,8.0,13.0,0.615,3.0,4.0,0.75,0,1.0,0,2.0,4.0,6.0,3.0,0.0,0.0,2.0,3.0,19.0,14.2,11,9.0,5.0,0.555555556,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,12.0,81.0,4.2631578947368425,14.2,88.2,4.6421052631578945
61,60,50,2023/2/16,24-168,PHO,,LAC,L (-9),1,41:03:00,9.0,16.0,0.563,6.0,12.0,0.5,0,0.0,,2.0,3.0,5.0,1.0,3.0,0.0,1.0,1.0,24.0,21,-3,4.0,3.0,0.75,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,16.0,58.0,3.0526315789473686,21.000000000000004,49.1,2.5842105263157897
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,,0.0,0.0,0.0,0.0,0.0
63,61,51,2023/2/24,24-176,PHO,,OKC,W (+9),1,31:59:00,4.0,10.0,0.4,2.0,7.0,0.286,5,6.0,0.833,1.0,6.0,7.0,2.0,0.0,0.0,3.0,3.0,15.0,8.9,7,3.0,2.0,0.666666667,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,5.0,89.0,4.684210526315789,6.899999999999999,98.39999999999998,5.178947368421052
64,62,52,2023/2/26,24-178,PHO,@,MIL,L (-3),1,32:45:00,4.0,7.0,0.571,1.0,3.0,0.333,2,4.0,0.5,4.0,3.0,7.0,0.0,3.0,0.0,1.0,0.0,11.0,12.6,-5,4.0,3.0,0.75,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,9.0,65.0,3.421052631578948,11.8,71.99999999999999,3.7894736842105257
65,63,53,2023/3/1,24-181,PHO,@,CHO,W (+14),1,33:24:00,0.0,4.0,0,0.0,2.0,0,4,4.0,1,0.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,3.1,11,2.0,0.0,0.0,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,1.0,91.0,4.789473684210527,1.5000000000000009,90.90000000000002,4.784210526315791
66,64,54,2023/3/3,24-183,PHO,@,CHI,W (+21),1,32:02:00,7.0,15.0,0.467,5.0,10.0,0.5,6,6.0,1,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,25.0,17.9,15,5.0,2.0,0.4,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,7.0,88.0,4.631578947368421,15.5,87.5,4.605263157894737
67,65,55,2023/3/5,24-185,PHO,@,DAL,W (+4),1,21:47,3.0,13.0,0.231,0.0,8.0,0,3,4.0,0.75,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,9.0,1.6,1,5.0,3.0,0.6,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,-6.0,89.0,4.684210526315789,0.3999999999999988,82.2,4.326315789473685
68,66,56,2023/3/8,24-188,PHO,,OKC,W (+31),1,20:55,2.0,6.0,0.333,1.0,3.0,0.333,0,0.0,,3.0,1.0,4.0,3.0,0.0,1.0,1.0,0.0,5.0,5.8,26,3.0,1.0,0.333333333,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,6.0,105.0,5.526315789473684,5.799999999999999,90.9,4.78421052631579
69,67,57,2023/3/11,24-191,PHO,,SAC,L (-9),1,34:57:00,4.0,10.0,0.4,3.0,6.0,0.5,4,5.0,0.8,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0,9.8,1,4.0,1.0,0.25,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,2.0,72.0,3.789473684210526,8.200000000000001,69.4,3.6526315789473687
70,68,58,2023/3/13,24-193,PHO,@,GSW,L (-11),1,32:03:00,3.0,9.0,0.333,2.0,5.0,0.4,3,6.0,0.5,3.0,0.0,3.0,2.0,0.0,0.0,2.0,3.0,11.0,5,-10,4.0,1.0,0.25,54,13,43,53,64,30,58,48,26,51,62,34,46,70,61,42,48,59,74,57,67,53,31,60,18,69,40,83,79,0.885245902,0.30952381,0.895833333,0.898305085,0.864864865,0.526315789,0.865671642,0.905660377,0.838709677,0.85,0,0.898550725,0.85,0.554216867,0.886075949,8,16,7,16,21,43,67,47,25,42,63,0.170212766,0.380952381,0.162790698,0,0.64,0.333333333,19,-1.0,81.0,4.2631578947368425,3.799999999999998,81.0,4.2631578947368425
