Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Georges Niang,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Matisse Thybulle,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Matisse Thybulle,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Matisse Thybulle,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Bismack Biyombo,Shared Games with Cameron Payne,Shared Games with Chris Paul,Shared Games with Damion Lee,Shared Games with Deandre Ayton,Shared Games with Devin Booker,Shared Games with Ish Wainright,Shared Games with Jock Landale,Shared Games with Josh Okogie,Shared Games with Landry Shamet,Shared Games with Torrey Craig,Bismack Biyombo,Cameron Payne,Chris Paul,Damion Lee,Darius Bazley,Deandre Ayton,Devin Booker,Ish Wainright,Jaylen Brown,Jock Landale,Josh Okogie,Kevin Durant,Landry Shamet,T.J. Warren,Terrence Ross,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Darius Bazley,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Ish Wainright,co_inf with Jaylen Brown,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Kevin Durant,co_inf with Landry Shamet,co_inf with T.J. Warren,co_inf with Terrence Ross,co_inf with Torrey Craig,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,,2022-12-16,23-176,PHI,,GSW,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,87.0,3.782608695652174,0.0,67.80000000000001,2.947826086956522
11,12,,2022-12-19,23-179,PHI,,TOR,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,97.0,4.217391304347826,0.0,61.29999999999999,2.6652173913043473
12,13,,2022-12-21,23-181,PHI,,DET,W (+20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,83.0,3.608695652173913,0.0,61.39999999999999,2.669565217391304
13,14,,2022-12-23,23-183,PHI,,LAC,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,96.0,4.173913043478261,0.0,78.9,3.430434782608696
14,15,,2022-12-25,23-185,PHI,@,NYK,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,82.0,3.565217391304348,0.0,85.3,3.7086956521739127
15,16,3,2023-01-11,23-202,PHO,@,DEN,L (-29),0,15:16,2.0,4.0,.500,0.0,1.0,.000,4,4.0,1.000,0.0,3.0,3.0,4.0,0.0,0.0,1.0,1.0,8.0,8.3,-1,3.0,2.0,0.6666666666666666,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,6.0,106.0,4.608695652173913,6.699999999999999,80.69999999999999,3.5086956521739125
16,17,4,2023-01-13,23-204,PHO,@,MIN,L (-5),0,13:28,3.0,3.0,1.000,0.0,0.0,,6,8.0,.750,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,12.0,10.9,+6,3.0,3.0,1.0,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,4.0,76.0,3.3043478260869565,8.499999999999998,54.79999999999999,2.3826086956521735
17,18,5,2023-01-16,23-207,PHO,@,MEM,L (-30),0,28:26,3.0,9.0,.333,1.0,2.0,.500,3,4.0,.750,1.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,10.0,6.4,-16,7.0,2.0,0.2857142857142857,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,2.0,98.0,4.260869565217392,5.2,72.2,3.139130434782609
18,19,6,2023-01-19,23-210,PHO,,BRK,W (+5),0,29:27,6.0,11.0,.545,2.0,4.0,.500,1,2.0,.500,1.0,2.0,3.0,6.0,1.0,0.0,1.0,2.0,15.0,14.0,-6,7.0,4.0,0.5714285714285714,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,11.0,98.0,4.260869565217392,13.599999999999998,77.2,3.356521739130435
19,20,7,2023-01-21,23-212,PHO,,IND,W (+5),0,29:07,2.0,6.0,.333,2.0,4.0,.500,6,8.0,.750,1.0,3.0,4.0,4.0,0.0,0.0,4.0,5.0,12.0,6.2,+6,2.0,0.0,0.0,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,2.0,89.0,3.869565217391304,3.8000000000000007,75.79999999999998,3.2956521739130427
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,,0.0,0.0,0.0,0.0,0.0
21,21,8,2023-01-22,23-213,PHO,,MEM,W (+2),0,9:39,0.0,1.0,.000,0.0,0.0,,2,2.0,1.000,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2.4,-1,1.0,0.0,0.0,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,1.0,98.0,4.260869565217392,1.5999999999999996,93.2,4.052173913043478
22,22,9,2023-01-24,23-215,PHO,,CHO,W (+31),0,20:56,1.0,6.0,.167,0.0,0.0,,0,0.0,,1.0,3.0,4.0,6.0,0.0,1.0,1.0,0.0,2.0,3.7,+25,6.0,1.0,0.1666666666666666,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,6.0,102.0,4.434782608695652,3.6999999999999993,76.80000000000001,3.3391304347826094
23,23,10,2023-01-26,23-217,PHO,,DAL,L (-4),0,4:23,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,0.0,0.0,,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,0.0,105.0,4.565217391304348,0.0,78.8,3.426086956521739
24,24,11,2023-01-28,23-219,PHO,@,SAS,W (+10),0,13:46,2.0,3.0,.667,1.0,1.0,1.000,2,3.0,.667,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0,9.1,-4,2.0,1.0,0.5,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,7.0,112.0,4.869565217391305,8.3,73.60000000000001,3.2
25,25,12,2023-01-30,23-221,PHO,,TOR,W (+8),0,8:11,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.8,+2,1.0,1.0,1.0,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,3.0,70.0,3.0434782608695654,2.8,56.7,2.465217391304348
26,26,13,2023-02-01,23-223,PHO,,ATL,L (-32),0,21:29,2.0,6.0,.333,0.0,0.0,,2,2.0,1.000,1.0,2.0,3.0,3.0,3.0,0.0,1.0,1.0,6.0,7.6,-6,6.0,2.0,0.3333333333333333,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,6.0,104.0,4.521739130434782,6.799999999999999,78.60000000000001,3.4173913043478263
27,27,14,2023-02-03,23-225,PHO,@,BOS,W (+12),0,12:58,3.0,4.0,.750,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,7.0,5.0,+16,3.0,2.0,0.6666666666666666,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,4.0,106.0,4.608695652173913,5.0,73.89999999999999,3.213043478260869
28,28,15,2023-02-04,23-226,PHO,@,DET,W (+16),0,15:27,0.0,1.0,.000,0.0,0.0,,4,6.0,.667,1.0,2.0,3.0,5.0,2.0,0.0,2.0,3.0,4.0,6.1,-8,1.0,0.0,0.0,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,5.0,76.0,3.3043478260869565,4.500000000000001,62.799999999999976,2.7304347826086945
29,29,16,2023-02-07,23-229,PHO,@,BRK,W (+4),0,10:18,0.0,5.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,-1.2,-5,3.0,0.0,0.0,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,0.0,130.0,5.652173913043479,-1.2000000000000004,73.69999999999999,3.204347826086956
30,30,17,2023-02-09,23-231,PHO,@,ATL,L (-9),0,19:50,3.0,6.0,.500,0.0,0.0,,3,5.0,.600,1.0,2.0,3.0,3.0,1.0,0.0,0.0,3.0,9.0,8.4,+7,6.0,3.0,0.5,2,2,2,2,2,1,2,2,1,2,2,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,71.0,1.0,57.0,75.0,69.0,76.0,74.0,60.0,0.0357142857142857,0.0259740259740259,0.0,0.0256410256410256,0.0,0.0344827586206896,0.0303030303030303,0.0,0.0,0.0,0.0140845070422535,0.0,0.0350877192982456,0.0266666666666666,0.0144927536231884,0.0,0.027027027027027,0.0333333333333333,12,18,14,14,23,21,13,20,17,16,16,20,61.0,48.0,59.0,74.0,43.0,67.0,53.0,60.0,67.0,69.0,72.0,47.0,40.0,42.0,63.0,79.0,0.2950819672131147,0.2916666666666667,0.2372881355932203,0.3108108108108108,0.0,0.3134328358208955,0.2452830188679245,0.3333333333333333,0.0,0.2463768115942029,0.2222222222222222,0.0,0.4,0.0,0.0,0.2531645569620253,23,5.0,73.0,3.1739130434782608,7.199999999999998,74.60000000000001,3.2434782608695656
