Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Johnny Juzang,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
47.0,37.0,2023-01-16,22-052,UTA,MIN,0,8.266666666666667,2.0,7.0,.286,1.0,4.0,.250,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.2,-5,3.0,1.0,0.3333333333333333,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,-2.0,55.0,2.75,0.2000000000000006,57.49999999999999,2.875,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,W (+4),W (+4)
48.0,38.0,2023-01-18,22-054,UTA,LAC,0,2.9,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,+4,1.0,1.0,1.0,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,1.0,54.0,2.7,1.7,62.8,3.14,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,L (-1),L (-1)
49.0,39.0,2023-01-20,22-056,UTA,BRK,0,5.516666666666667,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,-0.1,+4,1.0,0.0,0.0,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,2.0,37.0,1.85,-0.1000000000000002,51.9,2.595,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,W (+1),W (+1)
50.0,40.0,2023-01-23,22-059,UTA,CHO,0,22.166666666666668,3.0,6.0,.500,0.0,1.0,.000,1,3.0,.333,0.0,2.0,2.0,6.0,1.0,0.0,0.0,1.0,7.0,8.6,+19,5.0,3.0,0.6,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,7.0,45.0,2.25,8.199999999999998,47.00000000000001,2.3500000000000005,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,W (+23),W (+23)
51.0,41.0,2023-01-25,22-061,UTA,POR,0,13.883333333333333,5.0,9.0,.556,1.0,3.0,.333,1,1.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,1.0,5.0,12.0,6.4,-3,6.0,4.0,0.6666666666666666,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,4.0,54.0,2.7,6.000000000000002,56.89999999999999,2.845,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,L (-11),L (-11)
52.0,,2023-01-28,22-064,UTA,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,52.0,2.6,0.0,52.6,2.63,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,W (+18),W (+18)
53.0,,2023-02-01,22-068,UTA,TOR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,75.0,3.75,0.0,79.70000000000002,3.9850000000000008,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,L (-10),L (-10)
54.0,,2023-02-03,22-070,UTA,ATL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,49.0,2.45,0.0,53.00000000000001,2.6500000000000004,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,W (+8),W (+8)
55.0,,2023-02-06,22-073,UTA,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,,42.0,2.1,0.0,54.400000000000006,2.72,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,W (+3),W (+3)
56.0,42.0,2023-02-08,22-075,UTA,MIN,0,24.416666666666668,6.0,12.0,.500,0.0,0.0,,3,3.0,1.000,1.0,0.0,1.0,6.0,0.0,1.0,1.0,2.0,15.0,12.8,-17,12.0,6.0,0.5,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,7.0,64.0,3.2,11.599999999999998,77.1,3.855,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,L (-7),L (-7)
57.0,43.0,2023-02-10,22-077,UTA,TOR,0,26.966666666666665,3.0,11.0,.273,0.0,2.0,.000,3,5.0,.600,2.0,5.0,7.0,8.0,0.0,2.0,3.0,2.0,9.0,7.8,+9,9.0,3.0,0.3333333333333333,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,7.0,71.0,3.55,6.599999999999998,86.0,4.3,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,L (-13),L (-13)
58.0,44.0,2023-02-11,22-078,UTA,NYK,0,27.416666666666668,8.0,12.0,.667,1.0,3.0,.333,6,8.0,.750,0.0,2.0,2.0,7.0,1.0,1.0,1.0,2.0,23.0,22.4,-4,9.0,7.0,0.7777777777777778,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,13.0,57.0,2.85,20.000000000000007,65.39999999999999,3.27,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,L (-25),L (-25)
59.0,45.0,2023-02-13,22-080,UTA,IND,0,18.55,2.0,7.0,.286,1.0,3.0,.333,2,2.0,1.000,1.0,1.0,2.0,7.0,0.0,0.0,0.0,1.0,7.0,8.4,-4,4.0,1.0,0.25,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,7.0,104.0,5.2,7.6,94.2,4.71,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,W (+6),W (+6)
60.0,46.0,2023-02-15,22-082,UTA,MEM,0,31.65,5.0,15.0,.333,2.0,5.0,.400,3,5.0,.600,1.0,6.0,7.0,7.0,0.0,2.0,3.0,3.0,15.0,10.3,+11,10.0,3.0,0.3,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,8.0,77.0,3.85,9.099999999999998,52.39999999999999,2.62,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,L (-6),L (-6)
61.0,47.0,2023-02-23,22-090,UTA,OKC,1,34.95,2.0,11.0,.182,1.0,6.0,.167,4,4.0,1.000,1.0,6.0,7.0,6.0,2.0,1.0,4.0,5.0,9.0,5.5,+10,5.0,1.0,0.2,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,6.0,70.0,3.5,3.9,69.1,3.455,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,W (+6),W (+6)
62.0,48.0,2023-02-25,22-092,UTA,SAS,1,24.08333333333333,4.0,9.0,.444,2.0,3.0,.667,2,2.0,1.000,0.0,6.0,6.0,4.0,0.0,3.0,5.0,3.0,12.0,7.8,+14,6.0,2.0,0.3333333333333333,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,9.0,65.0,3.25,6.9999999999999964,68.39999999999999,3.4199999999999995,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,L (-6),L (-6)
63.0,49.0,2023-02-28,22-095,UTA,SAS,1,29.933333333333334,7.0,14.0,.500,2.0,3.0,.667,0,0.0,,0.0,3.0,3.0,3.0,1.0,3.0,7.0,0.0,16.0,8.1,+14,11.0,5.0,0.4545454545454545,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,5.0,33.0,1.65,8.1,42.2,2.1100000000000003,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,,
64.0,50.0,2023-03-03,22-098,UTA,OKC,1,21.133333333333333,3.0,4.0,.750,0.0,1.0,.000,0,0.0,,0.0,4.0,4.0,5.0,0.0,0.0,6.0,1.0,6.0,2.7,-1,3.0,3.0,1.0,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,5.0,46.0,2.3,2.700000000000001,53.89999999999999,2.6949999999999994,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,W (+1),W (+1)
65.0,51.0,2023-03-05,22-100,UTA,OKC,1,24.45,4.0,11.0,.364,2.0,6.0,.333,1,2.0,.500,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,11.0,3.3,-17,5.0,2.0,0.4,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,1.0,72.0,3.6,2.9000000000000004,81.39999999999999,4.069999999999999,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,W (+16),W (+16)
66.0,52.0,2023-03-07,22-102,UTA,DAL,1,33.583333333333336,7.0,14.0,.500,1.0,3.0,.333,6,7.0,.857,0.0,6.0,6.0,4.0,2.0,1.0,5.0,1.0,21.0,15.5,-8,11.0,6.0,0.5454545454545454,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,8.0,46.0,2.3,13.100000000000003,46.8,2.34,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,L (-8),L (-8)
67.0,53.0,2023-03-09,22-104,UTA,ORL,1,30.1,10.0,18.0,.556,2.0,5.0,.400,1,1.0,1.000,0.0,1.0,1.0,8.0,1.0,0.0,2.0,3.0,23.0,18.1,+9,13.0,8.0,0.6153846153846154,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,12.0,63.0,3.15,17.7,67.50000000000003,3.3750000000000013,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,L (-27),L (-27)
68.0,54.0,2023-03-11,22-106,UTA,CHO,1,32.483333333333334,14.0,24.0,.583,2.0,5.0,.400,7,8.0,.875,1.0,7.0,8.0,10.0,0.0,0.0,3.0,1.0,37.0,31.8,+17,19.0,12.0,0.631578947368421,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,20.0,62.0,3.1,29.000000000000007,54.2,2.71,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,L (-10),L (-10)
69.0,55.0,2023-03-13,22-108,UTA,MIA,1,27.25,3.0,13.0,.231,1.0,3.0,.333,2,2.0,1.000,2.0,4.0,6.0,8.0,1.0,0.0,6.0,1.0,9.0,3.9,-11,10.0,2.0,0.2,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,3.0,75.0,3.75,3.099999999999998,79.60000000000001,3.98,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,L (-4),L (-4)
70.0,56.0,2023-03-18,22-113,UTA,BOS,1,27.683333333333334,8.0,20.0,.400,1.0,4.0,.250,2,4.0,.500,3.0,4.0,7.0,5.0,1.0,0.0,2.0,3.0,19.0,12.0,+11,16.0,7.0,0.4375,38,39,15,47,54,22,53,13,7,41,5,31,27,47,43,45,30,60,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,36.0,74.0,0.7916666666666666,0.0,0.5,0.0,0.8333333333333334,0.7704918032786885,0.7941176470588235,1.0,0.803030303030303,0.9285714285714286,1.0,0.5061728395061729,0.7142857142857143,0.4626865671641791,0.4576271186440678,0.7966101694915254,0.7678571428571429,0.8653846153846154,0.8333333333333334,0.8108108108108109,17,20,41.0,52.0,67.0,0.4146341463414634,0.3846153846153846,0.0,20,6.0,72.0,3.6,11.199999999999996,73.1,3.655,13.7,0.8,-1.6,-1.1,-0.5,0.0727083333333333,0.508,0.331,0.274,0.2,-0.3,W (+7),W (+7)
