Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Johnny Juzang,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Nickeil Alexander-Walker,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Damian Jones,Juan Toscano-Anderson,Malcolm Brogdon,co_inf with Damian Jones,co_inf with Juan Toscano-Anderson,co_inf with Malcolm Brogdon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-06,30-152,UTA,LAC,1,30.15,8.0,15.0,.533,6.0,9.0,.667,1,1.0,1.000,2.0,1.0,3.0,5.0,0.0,1.0,5.0,0.0,23.0,16.6,+6,6.0,2.0,0.3333333333333333,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,11.0,52.0,2.6,16.200000000000003,56.49999999999999,2.825,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,W (+8),W (+8)
12.0,12.0,2022-11-07,30-153,UTA,LAL,1,28.65,8.0,12.0,.667,5.0,6.0,.833,1,1.0,1.000,2.0,2.0,4.0,4.0,1.0,0.0,3.0,3.0,22.0,18.4,+16,6.0,3.0,0.5,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,15.0,74.0,3.7,18.000000000000004,88.8,4.44,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,W (+23),W (+23)
13.0,13.0,2022-11-09,30-155,UTA,ATL,1,34.85,7.0,18.0,.389,2.0,7.0,.286,7,7.0,1.000,1.0,3.0,4.0,5.0,0.0,0.0,2.0,1.0,23.0,15.9,+16,11.0,5.0,0.4545454545454545,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,5.0,41.0,2.05,13.099999999999996,49.09999999999999,2.454999999999999,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,W (+6),W (+6)
14.0,14.0,2022-11-12,30-158,UTA,WAS,1,25.15,8.0,18.0,.444,2.0,8.0,.250,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,18.0,6.5,-9,10.0,6.0,0.6,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,-1.0,53.0,2.65,6.499999999999998,59.9,2.995,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,L (-9),L (-9)
15.0,15.0,2022-11-13,30-159,UTA,PHI,1,27.066666666666663,4.0,15.0,.267,2.0,7.0,.286,2,2.0,1.000,4.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,12.0,9.0,-9,8.0,2.0,0.25,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,4.0,29.0,1.45,8.199999999999996,39.9,1.995,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,L (-7),L (-7)
16.0,16.0,2022-11-15,30-161,UTA,NYK,1,33.53333333333333,5.0,16.0,.313,3.0,11.0,.273,2,2.0,1.000,0.0,2.0,2.0,5.0,0.0,0.0,5.0,1.0,15.0,4.5,+6,5.0,2.0,0.4,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,-1.0,57.0,2.85,3.700000000000001,65.0,3.25,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,L (-7),L (-7)
17.0,17.0,2022-11-18,30-164,UTA,PHO,1,30.83333333333333,8.0,16.0,.500,2.0,6.0,.333,2,2.0,1.000,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,20.0,13.7,+15,10.0,6.0,0.6,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,6.0,53.0,2.65,12.899999999999997,56.3,2.815,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,W (+1),W (+1)
18.0,18.0,2022-11-19,30-165,UTA,POR,1,35.63333333333333,10.0,23.0,.435,2.0,7.0,.286,6,6.0,1.000,0.0,2.0,2.0,4.0,1.0,0.0,6.0,2.0,28.0,13.5,+6,16.0,8.0,0.5,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,0.0,58.0,2.9,11.099999999999998,55.8,2.79,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,W (+5),W (+5)
19.0,19.0,2022-11-21,30-167,UTA,LAC,1,39.15,8.0,18.0,.444,4.0,11.0,.364,6,7.0,.857,1.0,3.0,4.0,4.0,1.0,1.0,1.0,0.0,26.0,21.3,+7,7.0,4.0,0.5714285714285714,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,10.0,59.0,2.95,18.899999999999995,63.09999999999999,3.155,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,L (-7),L (-7)
20.0,20.0,2022-11-23,30-169,UTA,DET,1,37.45,9.0,17.0,.529,3.0,8.0,.375,3,3.0,1.000,0.0,3.0,3.0,2.0,1.0,0.0,3.0,1.0,24.0,15.6,-12,9.0,6.0,0.6666666666666666,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,7.0,79.0,3.95,14.400000000000002,65.39999999999999,3.27,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,L (-9),L (-9)
21.0,21.0,2022-11-25,30-171,UTA,GSW,1,34.766666666666666,9.0,18.0,.500,0.0,7.0,.000,3,4.0,.750,0.0,4.0,4.0,10.0,0.0,0.0,3.0,1.0,21.0,16.4,-12,11.0,9.0,0.8181818181818182,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,10.0,80.0,4.0,15.199999999999996,74.39999999999999,3.72,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,,
22.0,22.0,2022-11-26,30-172,UTA,PHO,1,33.5,8.0,18.0,.444,2.0,4.0,.500,4,4.0,1.000,3.0,2.0,5.0,5.0,0.0,0.0,2.0,2.0,22.0,16.0,+9,14.0,6.0,0.4285714285714285,46,51,1,49,22,55,13,7,54,3,43,35,38,45,33,47,24,58,48.0,1.0,78.0,4.0,18.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,59.0,56.0,52.0,65.0,36.0,74.0,0.9583333333333334,0.0,0.6538461538461539,0.0,0.0555555555555555,0.7205882352941176,1.0,0.8333333333333334,0.9285714285714286,1.0,0.6666666666666666,0.4285714285714285,0.6417910447761194,0.5932203389830508,0.6440677966101694,0.8035714285714286,0.6346153846153846,0.7230769230769231,0.6666666666666666,0.7837837837837838,3,5,41.0,52.0,67.0,0.073170731707317,0.0961538461538461,0.0,20,8.0,64.0,3.2,14.399999999999997,62.2,3.1100000000000003,14.7,1.7,-1.4,1.0,-2.4,0.1323958333333333,0.558,0.445,0.238,0.3,0.9,L (-11),L (-11)
