Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jordan Nwora,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jordan Nwora,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Jae Crowder,Goran Dragić,Jae Crowder,Tyrese Martin,co_inf with Goran Dragić,co_inf with Jae Crowder,co_inf with Tyrese Martin,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-09,30-114,MIL,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,82.0,4.315789473684211,0.0,95.3,5.015789473684211,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,W (+4),W (+4)
12.0,6.0,2022-11-11,30-116,MIL,SAS,0,5.766666666666667,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.8,-7,1.0,0.0,0.0,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,1.0,39.0,2.0526315789473686,-0.8000000000000002,55.5,2.921052631578948,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,L (-18),L (-18)
13.0,7.0,2022-11-14,30-119,MIL,ATL,0,1.5833333333333337,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,0.0,31.0,1.631578947368421,0.0,56.1,2.9526315789473685,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,L (-15),L (-15)
14.0,8.0,2022-11-16,30-121,MIL,CLE,0,1.9166666666666663,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7,0,0.0,0.0,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,2.0,63.0,3.3157894736842106,0.7,66.89999999999999,3.521052631578947,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,W (+15),W (+15)
15.0,,2022-11-18,30-123,MIL,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,54.0,2.8421052631578947,0.0,62.3,3.2789473684210524,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,L (-8),L (-8)
16.0,,2022-11-21,30-126,MIL,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,77.0,4.052631578947368,0.0,94.2,4.957894736842105,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,W (+8),W (+8)
17.0,,2022-11-23,30-128,MIL,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,75.0,3.947368421052632,0.0,68.89999999999999,3.626315789473684,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,L (-5),L (-5)
18.0,9.0,2022-11-25,30-130,MIL,CLE,0,3.05,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-7,0.0,0.0,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,1.0,76.0,4.0,0.3,83.99999999999999,4.421052631578947,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,W (+15),W (+15)
19.0,10.0,2022-11-27,30-132,MIL,DAL,0,1.1333333333333333,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,0.0,0.0,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,0.0,76.0,4.0,0.0,90.7,4.773684210526316,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,W (+9),W (+9)
20.0,,2022-11-30,30-135,MIL,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,73.0,3.842105263157895,0.0,85.5,4.5,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,W (+6),W (+6)
21.0,,2022-12-02,30-137,MIL,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,83.0,4.368421052631579,0.0,102.6,5.4,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,,
22.0,11.0,2022-12-03,30-138,MIL,CHO,0,17.866666666666667,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,-0.5,+7,2.0,1.0,0.5,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,1.0,60.0,3.1578947368421053,-0.4999999999999995,61.8,3.2526315789473683,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,L (-4),L (-4)
23.0,,2022-12-05,30-140,MIL,ORL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,22,32,35,16,27,31,36,19,20,26,12,34,5,23,17,9,27,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,62.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,52.0,0.6285714285714286,0.4571428571428571,0.4487179487179487,0.3478260869565217,0.4285714285714285,0.4305555555555556,0.4444444444444444,0.4130434782608695,0.3225806451612903,0.3880597014925373,0.3636363636363636,0.0,0.6538461538461539,0.5555555555555556,0.3770491803278688,0.3953488372093023,0.5625,0.5192307692307693,6,7,58.0,18.0,16.0,0.1034482758620689,0.3888888888888889,0.0,19,,55.0,2.894736842105264,0.0,65.6,3.452631578947368,6.7,0.1,-7.6,-6.5,-1.1,0.0053185942225466,0.458,0.174,0.478,-0.3,-0.1,W (+9),W (+9)
