Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Bismack Biyombo,Cameron Johnson,Cameron Payne,Chris Paul,Damion Lee,Dario Šarić,Deandre Ayton,Devin Booker,Duane Washington Jr.,Ish Wainright,Jock Landale,Josh Okogie,Landry Shamet,Mikal Bridges,Torrey Craig,co_inf with Bismack Biyombo,co_inf with Cameron Johnson,co_inf with Cameron Payne,co_inf with Chris Paul,co_inf with Damion Lee,co_inf with Dario Šarić,co_inf with Deandre Ayton,co_inf with Devin Booker,co_inf with Duane Washington Jr.,co_inf with Ish Wainright,co_inf with Jock Landale,co_inf with Josh Okogie,co_inf with Landry Shamet,co_inf with Mikal Bridges,co_inf with Torrey Craig,Shared Games with Kevin Durant,Shared Games with T.J. Warren,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with Giannis Antetokounmpo,Shared Games with Goran Dragić,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Pat Connaughton,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,Giannis Antetokounmpo,Goran Dragić,Grayson Allen,Jevon Carter,Joe Ingles,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Thanasis Antetokounmpo,Tyrese Martin,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with Giannis Antetokounmpo,co_inf with Goran Dragić,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Thanasis Antetokounmpo,co_inf with Tyrese Martin,co_inf with Wesley Matthews,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-09,32-126,PHO,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,69.0,72.0,40.0,83.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,7,15,13,10,3,10,15,14,13,10,8,13,7,7,35.0,70.0,78.0,63.0,58.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.2,0.2142857142857142,0.1666666666666666,0.1587301587301587,0.0517241379310344,0.1388888888888889,0.1851851851851851,0.3043478260869565,0.1940298507462686,0.303030303030303,0.0,0.1538461538461538,0.0,0.2131147540983606,0.1891891891891892,0.0,0.1346153846153846,16,,82.0,5.125,0.0,95.3,5.95625,14.6,1.2,1.2,0.1,1.1,0.0129314839920742,0.624,0.585,0.128,0.3,0.7,W (+12),W (+12)
12.0,,2022-11-11,32-128,PHO,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,69.0,72.0,40.0,83.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,7,15,13,10,3,10,15,14,13,10,8,13,7,7,35.0,70.0,78.0,63.0,58.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.2,0.2142857142857142,0.1666666666666666,0.1587301587301587,0.0517241379310344,0.1388888888888889,0.1851851851851851,0.3043478260869565,0.1940298507462686,0.303030303030303,0.0,0.1538461538461538,0.0,0.2131147540983606,0.1891891891891892,0.0,0.1346153846153846,16,,40.0,2.5,0.0,46.2,2.8875,14.6,1.2,1.2,0.1,1.1,0.0129314839920742,0.624,0.585,0.128,0.3,0.7,L (-17),L (-17)
13.0,,2022-11-14,32-131,PHO,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,69.0,72.0,40.0,83.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,7,15,13,10,3,10,15,14,13,10,8,13,7,7,35.0,70.0,78.0,63.0,58.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.2,0.2142857142857142,0.1666666666666666,0.1587301587301587,0.0517241379310344,0.1388888888888889,0.1851851851851851,0.3043478260869565,0.1940298507462686,0.303030303030303,0.0,0.1538461538461538,0.0,0.2131147540983606,0.1891891891891892,0.0,0.1346153846153846,16,,31.0,1.9375,0.0,56.1,3.50625,14.6,1.2,1.2,0.1,1.1,0.0129314839920742,0.624,0.585,0.128,0.3,0.7,L (-1),L (-1)
14.0,,2022-11-16,32-133,PHO,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,69.0,72.0,40.0,83.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,7,15,13,10,3,10,15,14,13,10,8,13,7,7,35.0,70.0,78.0,63.0,58.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.2,0.2142857142857142,0.1666666666666666,0.1587301587301587,0.0517241379310344,0.1388888888888889,0.1851851851851851,0.3043478260869565,0.1940298507462686,0.303030303030303,0.0,0.1538461538461538,0.0,0.2131147540983606,0.1891891891891892,0.0,0.1346153846153846,16,,65.0,4.0625,0.0,67.6,4.225,14.6,1.2,1.2,0.1,1.1,0.0129314839920742,0.624,0.585,0.128,0.3,0.7,W (+11),W (+11)
15.0,,2022-11-18,32-135,PHO,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,69.0,72.0,40.0,83.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,7,15,13,10,3,10,15,14,13,10,8,13,7,7,35.0,70.0,78.0,63.0,58.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.2,0.2142857142857142,0.1666666666666666,0.1587301587301587,0.0517241379310344,0.1388888888888889,0.1851851851851851,0.3043478260869565,0.1940298507462686,0.303030303030303,0.0,0.1538461538461538,0.0,0.2131147540983606,0.1891891891891892,0.0,0.1346153846153846,16,,54.0,3.375,0.0,62.3,3.89375,14.6,1.2,1.2,0.1,1.1,0.0129314839920742,0.624,0.585,0.128,0.3,0.7,L (-1),L (-1)
16.0,,2022-11-20,32-137,PHO,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,69.0,72.0,40.0,83.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,7,15,13,10,3,10,15,14,13,10,8,13,7,7,35.0,70.0,78.0,63.0,58.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.2,0.2142857142857142,0.1666666666666666,0.1587301587301587,0.0517241379310344,0.1388888888888889,0.1851851851851851,0.3043478260869565,0.1940298507462686,0.303030303030303,0.0,0.1538461538461538,0.0,0.2131147540983606,0.1891891891891892,0.0,0.1346153846153846,16,,77.0,4.8125,0.0,94.2,5.8875,14.6,1.2,1.2,0.1,1.1,0.0129314839920742,0.624,0.585,0.128,0.3,0.7,W (+21),W (+21)
17.0,,2022-11-22,32-139,PHO,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,69.0,72.0,40.0,83.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,7,15,13,10,3,10,15,14,13,10,8,13,7,7,35.0,70.0,78.0,63.0,58.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.2,0.2142857142857142,0.1666666666666666,0.1587301587301587,0.0517241379310344,0.1388888888888889,0.1851851851851851,0.3043478260869565,0.1940298507462686,0.303030303030303,0.0,0.1538461538461538,0.0,0.2131147540983606,0.1891891891891892,0.0,0.1346153846153846,16,,75.0,4.6875,0.0,68.89999999999999,4.30625,14.6,1.2,1.2,0.1,1.1,0.0129314839920742,0.624,0.585,0.128,0.3,0.7,W (+10),W (+10)
18.0,,2022-11-25,32-142,PHO,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,69.0,72.0,40.0,83.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,7,15,13,10,3,10,15,14,13,10,8,13,7,7,35.0,70.0,78.0,63.0,58.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.2,0.2142857142857142,0.1666666666666666,0.1587301587301587,0.0517241379310344,0.1388888888888889,0.1851851851851851,0.3043478260869565,0.1940298507462686,0.303030303030303,0.0,0.1538461538461538,0.0,0.2131147540983606,0.1891891891891892,0.0,0.1346153846153846,16,,77.0,4.8125,0.0,84.29999999999998,5.268749999999999,14.6,1.2,1.2,0.1,1.1,0.0129314839920742,0.624,0.585,0.128,0.3,0.7,W (+6),W (+6)
19.0,,2022-11-26,32-143,PHO,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,69.0,72.0,40.0,83.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,7,15,13,10,3,10,15,14,13,10,8,13,7,7,35.0,70.0,78.0,63.0,58.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.2,0.2142857142857142,0.1666666666666666,0.1587301587301587,0.0517241379310344,0.1388888888888889,0.1851851851851851,0.3043478260869565,0.1940298507462686,0.303030303030303,0.0,0.1538461538461538,0.0,0.2131147540983606,0.1891891891891892,0.0,0.1346153846153846,16,,76.0,4.75,0.0,90.7,5.66875,14.6,1.2,1.2,0.1,1.1,0.0129314839920742,0.624,0.585,0.128,0.3,0.7,W (+1),W (+1)
20.0,,2022-11-28,32-145,PHO,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,69.0,72.0,40.0,83.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,7,15,13,10,3,10,15,14,13,10,8,13,7,7,35.0,70.0,78.0,63.0,58.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.2,0.2142857142857142,0.1666666666666666,0.1587301587301587,0.0517241379310344,0.1388888888888889,0.1851851851851851,0.3043478260869565,0.1940298507462686,0.303030303030303,0.0,0.1538461538461538,0.0,0.2131147540983606,0.1891891891891892,0.0,0.1346153846153846,16,,73.0,4.5625,0.0,85.49999999999999,5.343749999999999,14.6,1.2,1.2,0.1,1.1,0.0129314839920742,0.624,0.585,0.128,0.3,0.7,W (+5),W (+5)
21.0,,2022-11-30,32-147,PHO,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,69.0,72.0,40.0,83.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,7,15,13,10,3,10,15,14,13,10,8,13,7,7,35.0,70.0,78.0,63.0,58.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.2,0.2142857142857142,0.1666666666666666,0.1587301587301587,0.0517241379310344,0.1388888888888889,0.1851851851851851,0.3043478260869565,0.1940298507462686,0.303030303030303,0.0,0.1538461538461538,0.0,0.2131147540983606,0.1891891891891892,0.0,0.1346153846153846,16,,83.0,5.1875,0.0,102.6,6.4125,14.6,1.2,1.2,0.1,1.1,0.0129314839920742,0.624,0.585,0.128,0.3,0.7,,
22.0,,2022-12-02,32-149,PHO,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61.0,42.0,48.0,59.0,74.0,57.0,67.0,53.0,31.0,60.0,69.0,72.0,40.0,83.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,7,15,13,10,3,10,15,14,13,10,8,13,7,7,35.0,70.0,78.0,63.0,58.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.2,0.2142857142857142,0.1666666666666666,0.1587301587301587,0.0517241379310344,0.1388888888888889,0.1851851851851851,0.3043478260869565,0.1940298507462686,0.303030303030303,0.0,0.1538461538461538,0.0,0.2131147540983606,0.1891891891891892,0.0,0.1346153846153846,16,,61.0,3.8125,0.0,62.1,3.88125,14.6,1.2,1.2,0.1,1.1,0.0129314839920742,0.624,0.585,0.128,0.3,0.7,W (+19),W (+19)
