Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-09,22-238,IND,DEN,1,18.066666666666663,2.0,9.0,.222,2.0,5.0,.400,0,0.0,,1.0,4.0,5.0,1.0,0.0,0.0,2.0,1.0,6.0,0.7,-6,4.0,0.0,0.0,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,1.0,100.0,5.555555555555555,0.6999999999999988,98.9,5.4944444444444445,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,L (-3),L (-3)
12.0,12.0,2022-11-12,22-241,IND,TOR,1,25.25,6.0,11.0,.545,3.0,7.0,.429,1,2.0,.500,0.0,5.0,5.0,2.0,0.0,0.0,3.0,3.0,16.0,9.0,+9,4.0,3.0,0.75,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,7.0,89.0,4.944444444444445,8.599999999999998,87.49999999999999,4.861111111111111,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,W (+14),W (+14)
13.0,13.0,2022-11-16,22-245,IND,CHO,1,25.85,4.0,11.0,.364,0.0,4.0,.000,3,4.0,.750,2.0,5.0,7.0,1.0,0.0,1.0,1.0,1.0,11.0,7.4,+12,7.0,4.0,0.5714285714285714,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,4.0,99.0,5.5,6.199999999999999,105.6,5.866666666666666,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,W (+12),W (+12)
14.0,14.0,2022-11-18,22-247,IND,HOU,1,30.35,4.0,10.0,.400,0.0,2.0,.000,2,2.0,1.000,4.0,14.0,18.0,4.0,1.0,3.0,1.0,3.0,10.0,15.3,+3,8.0,4.0,0.5,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,23.0,68.0,3.7777777777777777,14.5,73.7,4.094444444444445,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,W (+8),W (+8)
15.0,15.0,2022-11-19,22-248,IND,ORL,1,24.75,6.0,14.0,.429,1.0,6.0,.167,1,2.0,.500,2.0,3.0,5.0,0.0,0.0,0.0,1.0,2.0,14.0,6.7,+2,8.0,5.0,0.625,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,2.0,80.0,4.444444444444445,6.299999999999996,87.3,4.85,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,W (+1),W (+1)
16.0,16.0,2022-11-21,22-250,IND,ORL,1,17.666666666666668,3.0,8.0,.375,0.0,4.0,.000,0,0.0,,2.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,6.0,4.6,+4,4.0,3.0,0.75,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,4.0,101.0,5.611111111111111,4.599999999999998,98.6,5.477777777777778,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,W (+21),W (+21)
17.0,17.0,2022-11-23,22-252,IND,MIN,1,22.2,1.0,6.0,.167,0.0,3.0,.000,0,0.0,,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.9,-15,3.0,1.0,0.3333333333333333,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,2.0,49.0,2.7222222222222223,1.9000000000000008,68.8,3.822222222222222,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,L (-14),L (-14)
18.0,18.0,2022-11-25,22-254,IND,BRK,1,20.58333333333333,2.0,6.0,.333,1.0,4.0,.250,5,6.0,.833,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,10.0,6.5,+3,2.0,1.0,0.5,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,3.0,79.0,4.388888888888889,4.500000000000001,105.4,5.855555555555556,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,W (+11),W (+11)
19.0,19.0,2022-11-27,22-256,IND,LAC,1,28.866666666666667,8.0,14.0,.571,3.0,7.0,.429,4,4.0,1.000,3.0,6.0,9.0,0.0,0.0,1.0,1.0,2.0,23.0,19.2,-12,7.0,5.0,0.7142857142857143,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,14.0,52.0,2.888888888888889,17.599999999999998,52.5,2.9166666666666665,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,L (-14),L (-14)
20.0,20.0,2022-11-28,22-257,IND,LAL,1,23.78333333333333,1.0,4.0,.250,1.0,3.0,.333,6,6.0,1.000,0.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,9.0,7.4,+12,1.0,0.0,0.0,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,4.0,102.0,5.666666666666667,5.000000000000001,87.79999999999998,4.877777777777776,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,W (+1),W (+1)
21.0,21.0,2022-11-30,22-259,IND,SAC,1,19.116666666666667,8.0,10.0,.800,4.0,5.0,.800,2,3.0,.667,2.0,4.0,6.0,0.0,0.0,1.0,1.0,3.0,22.0,18.9,-11,5.0,4.0,0.8,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,15.0,56.0,3.111111111111111,18.1,53.7,2.9833333333333334,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,,
22.0,22.0,2022-12-02,22-261,IND,UTA,1,19.816666666666663,4.0,11.0,.364,1.0,5.0,.200,5,5.0,1.000,2.0,1.0,3.0,0.0,0.0,2.0,2.0,4.0,14.0,7.4,-18,6.0,3.0,0.5,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,1.0,72.0,4.0,5.4,86.19999999999999,4.788888888888888,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,L (-23),L (-23)
23.0,23.0,2022-12-04,22-263,IND,POR,1,16.6,3.0,8.0,.375,0.0,3.0,.000,0,0.0,,2.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,6.0,6.8,-15,5.0,3.0,0.6,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,6.0,64.0,3.555555555555556,6.800000000000001,71.20000000000002,3.9555555555555566,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,L (-20),L (-20)
24.0,24.0,2022-12-05,22-264,IND,GSW,1,28.03333333333333,6.0,8.0,.750,2.0,3.0,.667,1,2.0,.500,3.0,6.0,9.0,2.0,0.0,3.0,1.0,3.0,15.0,16.6,-4,5.0,4.0,0.8,60,62,64,66,37,2,18,52,17,5,51,55,63,24,5,48,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.821917808219178,0.8266666666666667,0.8205128205128205,0.825,0.8043478260869565,0.2857142857142857,0.0,0.4736842105263157,0.8253968253968254,0.9444444444444444,0.8333333333333334,0.8225806451612904,0.8461538461538461,0.84,0.7741935483870968,0.7142857142857143,0.8571428571428571,11,20,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3225806451612903,0.0,18,18.0,63.0,3.5,16.199999999999996,71.6,3.9777777777777774,15.9,2.3,-2.1,-0.9,-1.1,0.0673308862087047,0.565,0.376,0.27,0.0,1.1,L (-16),L (-16)
