Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Isaiah Jackson,Jalen Smith,James Johnson,John Collins,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with John Collins,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
67,65,47,2023-03-09,24-181,IND,,HOU,W (+9),0,23:24,7.0,12.0,.583,2.0,6.0,.333,2,2.0,1.000,2.0,3.0,5.0,1.0,2.0,1.0,1.0,0.0,18.0,17.1,-6,6.0,5.0,0.8333333333333334,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,12.0,81.0,2.6129032258064515,16.299999999999997,92.8,2.9935483870967743
68,66,48,2023-03-11,24-183,IND,@,DET,W (+6),0,16:24,4.0,9.0,.444,2.0,5.0,.400,1,2.0,.500,1.0,1.0,2.0,1.0,1.0,0.0,3.0,3.0,11.0,4.4,+8,4.0,2.0,0.5,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,1.0,93.0,3.0,3.999999999999999,105.0,3.3870967741935485
69,67,49,2023-03-13,24-185,IND,@,DET,L (-20),0,31:16,7.0,12.0,.583,3.0,6.0,.500,3,5.0,.600,0.0,4.0,4.0,3.0,2.0,0.0,2.0,1.0,20.0,16.5,-2,6.0,4.0,0.6666666666666666,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,10.0,111.0,3.5806451612903225,15.300000000000004,109.99999999999996,3.548387096774192
70,68,50,2023-03-16,24-188,IND,@,MIL,W (+16),1,33:14,5.0,11.0,.455,2.0,3.0,.667,0,0.0,,1.0,8.0,9.0,4.0,1.0,1.0,4.0,1.0,12.0,9.5,+7,8.0,3.0,0.375,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,12.0,77.0,2.4838709677419355,9.499999999999998,88.6,2.858064516129032
71,69,51,2023-03-18,24-190,IND,,PHI,L (-20),1,29:13,5.0,13.0,.385,3.0,4.0,.750,0,0.0,,3.0,6.0,9.0,5.0,0.0,0.0,3.0,3.0,13.0,9.1,-27,9.0,2.0,0.2222222222222222,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,11.0,46.0,1.4838709677419355,9.1,48.3,1.558064516129032
72,70,52,2023-03-20,24-192,IND,@,CHO,L (-6),0,20:35,2.0,6.0,.333,2.0,3.0,.667,1,2.0,.500,1.0,5.0,6.0,2.0,0.0,1.0,1.0,4.0,7.0,4.9,+3,3.0,0.0,0.0,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,7.0,91.0,2.935483870967742,4.5,94.4,3.045161290322581
73,71,53,2023-03-22,24-194,IND,@,TOR,W (+4),0,18:04,3.0,7.0,.429,2.0,3.0,.667,2,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.9,-2,4.0,1.0,0.25,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,1.0,75.0,2.419354838709677,5.1,86.69999999999999,2.7967741935483867
74,72,54,2023-03-24,24-196,IND,@,BOS,L (-25),0,18:15,2.0,5.0,.400,0.0,2.0,.000,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,1.1,-8,3.0,2.0,0.6666666666666666,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,2.0,65.0,2.096774193548387,1.1,66.2,2.135483870967742
75,73,55,2023-03-25,24-197,IND,@,ATL,L (-13),0,33:36,12.0,17.0,.706,4.0,7.0,.571,5,5.0,1.000,1.0,5.0,6.0,1.0,0.0,1.0,2.0,2.0,33.0,26.7,-10,10.0,8.0,0.8,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,17.0,86.0,2.774193548387097,24.700000000000006,81.79999999999998,2.6387096774193544
76,74,56,2023-03-27,24-199,IND,,DAL,L (-23),1,30:50,5.0,11.0,.455,2.0,4.0,.500,1,2.0,.500,2.0,7.0,9.0,1.0,0.0,0.0,3.0,2.0,13.0,7.3,-17,7.0,3.0,0.4285714285714285,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,7.0,62.0,2.0,6.899999999999999,57.1,1.8419354838709678
77,75,57,2023-03-29,24-201,IND,,MIL,L (-13),1,34:29,7.0,14.0,.500,3.0,6.0,.500,1,2.0,.500,0.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,18.0,11.4,-23,8.0,4.0,0.5,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,6.0,75.0,2.419354838709677,11.0,80.99999999999999,2.612903225806451
78,76,58,2023-03-31,24-203,IND,,OKC,W (+4),1,29:39,6.0,14.0,.429,1.0,6.0,.167,0,0.0,,1.0,5.0,6.0,6.0,0.0,1.0,0.0,2.0,13.0,11.9,,8.0,5.0,0.625,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,12.0,48.0,1.5483870967741935,11.9,57.7,1.8612903225806452
79,77,59,2023-04-02,24-205,IND,@,CLE,L (-10),1,35:53,4.0,15.0,.267,2.0,8.0,.250,5,6.0,.833,3.0,7.0,10.0,3.0,0.0,0.0,1.0,0.0,15.0,11.0,-11,7.0,2.0,0.2857142857142857,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,6.0,69.0,2.225806451612903,9.000000000000005,96.7,3.1193548387096777
80,78,60,2023-04-05,24-208,IND,,NYK,L (-9),1,25:41,3.0,9.0,.333,2.0,6.0,.333,3,4.0,.750,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,11.0,4.1,-31,3.0,1.0,0.3333333333333333,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,-2.0,76.0,2.4516129032258065,2.8999999999999986,77.5,2.5
81,79,61,2023-04-07,24-210,IND,,DET,L (-7),1,24:57,6.0,13.0,.462,1.0,4.0,.250,0,0.0,,2.0,4.0,6.0,3.0,0.0,0.0,0.0,3.0,13.0,9.8,+15,9.0,5.0,0.5555555555555556,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,9.0,62.0,2.0,9.8,65.5,2.1129032258064515
82,80,62,2023-04-09,24-212,IND,@,NYK,W (+5),1,23:20,7.0,10.0,.700,4.0,6.0,.667,1,1.0,1.000,0.0,4.0,4.0,0.0,0.0,1.0,3.0,4.0,19.0,12.1,-13,4.0,3.0,0.75,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,10.0,102.0,3.290322580645161,11.7,106.6,3.4387096774193546
