Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Meyers Leonard,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,A.J. Green,Bobby Portis,Brook Lopez,George Hill,Giannis Antetokounmpo,Grayson Allen,Jevon Carter,Joe Ingles,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Sandro Mamukelashvili,Serge Ibaka,Thanasis Antetokounmpo,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with George Hill,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with Lindell Wigginton,co_inf with MarJon Beauchamp,co_inf with Meyers Leonard,co_inf with Pat Connaughton,co_inf with Sandro Mamukelashvili,co_inf with Serge Ibaka,co_inf with Thanasis Antetokounmpo,co_inf with Wesley Matthews,Shared Games with Goran Dragić,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Isaiah Jackson,Jalen Smith,James Johnson,John Collins,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with John Collins,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,11,2022-11-09,24-061,MIL,@,OKC,W (+4),0,17:18,1.0,9.0,.111,1.0,5.0,.200,2,2.0,1.000,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,1.6,-14,4.0,0.0,0.0,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,1.0,100.0,3.225806451612903,0.8000000000000005,102.8,3.3161290322580643
11,12,12,2022-11-11,24-063,MIL,@,SAS,L (-18),1,29:03,3.0,13.0,.231,1.0,4.0,.250,1,1.0,1.000,3.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,8.0,6.9,-28,9.0,2.0,0.2222222222222222,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,6.0,90.0,2.903225806451613,6.499999999999998,97.79999999999998,3.154838709677419
12,13,13,2022-11-14,24-066,MIL,,ATL,L (-15),0,21:19,3.0,8.0,.375,2.0,6.0,.333,2,2.0,1.000,0.0,5.0,5.0,3.0,0.0,0.0,0.0,4.0,10.0,7.6,-8,2.0,1.0,0.5,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,8.0,95.0,3.064516129032258,6.799999999999999,108.8,3.509677419354839
13,14,14,2022-11-16,24-068,MIL,,CLE,W (+15),0,28:40,6.0,10.0,.600,5.0,9.0,.556,4,6.0,.667,0.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,21.0,15.9,+10,1.0,1.0,1.0,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,8.0,83.0,2.677419354838709,14.299999999999995,81.6,2.6322580645161286
14,15,15,2022-11-18,24-070,MIL,@,PHI,L (-8),0,24:40,3.0,6.0,.500,2.0,3.0,.667,0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,8.0,7.3,+8,3.0,1.0,0.3333333333333333,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,7.0,75.0,2.419354838709677,7.299999999999999,87.30000000000001,2.8161290322580648
15,16,16,2022-11-21,24-073,MIL,,POR,W (+8),0,18:12,2.0,4.0,.500,1.0,2.0,.500,1,2.0,.500,1.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,6.0,3.3,0,2.0,1.0,0.5,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,2.0,103.0,3.3225806451612905,2.9000000000000004,98.3,3.170967741935484
16,17,17,2022-11-23,24-075,MIL,,CHI,L (-5),0,6:22,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1,-5,1.0,0.0,0.0,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,-3.0,54.0,1.7419354838709675,-2.1,70.1,2.261290322580645
17,18,18,2022-11-25,24-077,MIL,,CLE,W (+15),0,24:22,2.0,8.0,.250,0.0,2.0,.000,3,3.0,1.000,1.0,4.0,5.0,2.0,0.0,0.0,1.0,3.0,7.0,3.3,-7,6.0,2.0,0.3333333333333333,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,2.0,80.0,2.5806451612903225,2.1,107.8,3.47741935483871
18,19,19,2022-11-27,24-079,MIL,,DAL,W (+9),0,11:02,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,4.4,-7,1.0,0.0,0.0,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,5.0,61.0,1.967741935483871,4.4,64.79999999999998,2.090322580645161
19,20,,2022-11-30,24-082,MIL,@,NYK,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,106.0,3.419354838709677,0.0,92.8,2.9935483870967743
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,0.0,0.0,0.0,0.0,0.0
21,21,,2022-12-02,24-084,MIL,,LAL,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,71.0,2.290322580645161,0.0,71.8,2.3161290322580643
22,22,20,2022-12-03,24-085,MIL,@,CHO,W (+9),1,31:55,7.0,11.0,.636,2.0,4.0,.500,1,3.0,.333,3.0,1.0,4.0,1.0,1.0,0.0,2.0,1.0,17.0,13.0,-3,7.0,5.0,0.7142857142857143,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,7.0,66.0,2.129032258064516,12.6,74.69999999999999,2.4096774193548383
23,23,21,2022-12-05,24-087,MIL,@,ORL,W (+7),1,19:17,2.0,3.0,.667,2.0,2.0,1.000,0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,5.4,-12,1.0,0.0,0.0,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,4.0,66.0,2.129032258064516,5.4,74.30000000000001,2.3967741935483873
24,24,,2022-12-07,24-089,MIL,,SAC,W (+13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,81.0,2.6129032258064515,0.0,85.89999999999999,2.7709677419354835
25,25,,2022-12-09,24-091,MIL,@,DAL,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,,66.0,2.129032258064516,0.0,85.5,2.7580645161290325
26,26,22,2022-12-11,24-093,MIL,@,HOU,L (-5),0,5:14,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-5,0.0,0.0,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,-1.0,72.0,2.3225806451612905,-1.0,87.7,2.829032258064516
27,27,23,2022-12-13,24-095,MIL,,GSW,W (+17),0,2:53,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-2,0.0,0.0,,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,1.0,87.0,2.806451612903226,0.3,104.29999999999998,3.3645161290322574
28,28,24,2022-12-15,24-097,MIL,@,MEM,L (-41),0,15:34,3.0,8.0,.375,1.0,4.0,.250,3,3.0,1.000,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,10.0,7.2,-2,4.0,2.0,0.5,18,34,37,40,28,34,38,10,29,9,25,8,22,16,16,20,26,35.0,70.0,78.0,46.0,63.0,72.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,43.0,16.0,37.0,52.0,0.5142857142857142,0.4857142857142857,0.4743589743589743,0.8695652173913043,0.4444444444444444,0.4722222222222222,0.4691358024691358,0.217391304347826,0.4328358208955223,0.2727272727272727,0.0,0.4807692307692308,0.8888888888888888,0.360655737704918,0.3720930232558139,1.0,0.5405405405405406,0.5,25,22,24,20,22,13,3,20,20,5,15,15,22,12,73.0,75.0,78.0,80.0,46.0,7.0,3.0,63.0,68.0,18.0,71.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3013698630136986,0.32,0.2564102564102564,0.275,0.2826086956521739,0.4285714285714285,0.0,0.3174603174603174,0.2941176470588235,0.2777777777777778,0.0,0.0,0.2419354838709677,0.2307692307692307,0.2933333333333333,0.0,0.2142857142857142,31,3.0,53.0,1.7096774193548387,5.999999999999999,55.19999999999999,1.7806451612903222
