Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
48.0,,2023-01-21,22-326,IND,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,65.0,3.823529411764706,0.0,69.49999999999999,4.088235294117646,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-20),L (-20)
49.0,,2023-01-24,22-329,IND,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,82.0,4.823529411764706,0.0,85.2,5.011764705882353,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-23),L (-23)
50.0,,2023-01-25,22-330,IND,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,82.0,4.823529411764706,0.0,96.0,5.647058823529412,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-5),L (-5)
51.0,,2023-01-27,22-332,IND,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,80.0,4.705882352941177,0.0,95.7,5.629411764705883,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,W (+6),W (+6)
52.0,,2023-01-29,22-334,IND,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,57.0,3.3529411764705883,0.0,63.6,3.7411764705882353,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-6),L (-6)
53.0,41.0,2023-02-02,22-338,IND,LAL,1.0,35.516666666666666,11.0,24.0,0.458,4.0,13.0,0.308,0.0,0.0,,0.0,2.0,2.0,12.0,2.0,0.0,4.0,0.0,26.0,20.6,2.0,11.0,7.0,0.6363636363636364,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,14.0,76.0,4.470588235294118,20.6,65.9,3.876470588235295,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-10),L (-10)
54.0,42.0,2023-02-03,22-339,IND,SAC,1.0,34.06666666666667,4.0,12.0,0.333,2.0,7.0,0.286,0.0,0.0,,0.0,4.0,4.0,9.0,3.0,0.0,1.0,0.0,10.0,12.7,18.0,5.0,2.0,0.4,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,13.0,77.0,4.529411764705882,12.7,72.99999999999999,4.294117647058823,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-12),L (-12)
55.0,43.0,2023-02-05,22-341,IND,CLE,1.0,31.316666666666663,5.0,10.0,0.5,1.0,2.0,0.5,4.0,6.0,0.667,2.0,2.0,4.0,11.0,0.0,0.0,3.0,4.0,15.0,14.3,-30.0,8.0,4.0,0.5,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,11.0,55.0,3.235294117647059,12.699999999999998,54.29999999999998,3.1941176470588224,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-1),L (-1)
56.0,44.0,2023-02-08,22-344,IND,MIA,1.0,37.016666666666666,3.0,8.0,0.375,2.0,6.0,0.333,3.0,6.0,0.5,0.0,2.0,2.0,10.0,1.0,1.0,4.0,2.0,11.0,9.9,-9.0,2.0,1.0,0.5,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,7.0,53.0,3.117647058823529,8.699999999999996,65.3,3.841176470588235,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,W (+3),W (+3)
57.0,45.0,2023-02-10,22-346,IND,PHO,1.0,25.466666666666665,7.0,9.0,0.778,2.0,4.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,5.0,3.0,0.0,4.0,1.0,18.0,16.9,-21.0,5.0,5.0,1.0,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,12.0,51.0,3.0,16.1,60.39999999999999,3.552941176470588,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-19),L (-19)
58.0,46.0,2023-02-11,22-347,IND,WAS,1.0,35.06666666666667,8.0,16.0,0.5,5.0,8.0,0.625,0.0,0.0,,3.0,3.0,6.0,7.0,2.0,0.0,2.0,0.0,21.0,20.9,-17.0,8.0,3.0,0.375,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,18.0,45.0,2.647058823529412,20.899999999999995,64.6,3.8,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-5),L (-5)
59.0,47.0,2023-02-13,22-349,IND,UTA,1.0,34.88333333333333,12.0,24.0,0.5,3.0,8.0,0.375,3.0,3.0,1.0,0.0,1.0,1.0,12.0,3.0,1.0,1.0,4.0,30.0,27.8,1.0,16.0,9.0,0.5625,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,19.0,51.0,3.0,26.6,62.69999999999997,3.688235294117645,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-13),L (-13)
60.0,48.0,2023-02-15,22-351,IND,CHI,1.0,35.166666666666664,5.0,11.0,0.455,1.0,2.0,0.5,5.0,5.0,1.0,0.0,2.0,2.0,8.0,0.0,1.0,2.0,1.0,16.0,14.8,5.0,9.0,4.0,0.4444444444444444,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,9.0,85.0,5.0,12.800000000000002,93.6,5.505882352941176,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-14),L (-14)
61.0,49.0,2023-02-23,22-359,IND,BOS,1.0,39.38333333333333,7.0,14.0,0.5,3.0,8.0,0.375,5.0,5.0,1.0,0.0,1.0,1.0,14.0,3.0,2.0,1.0,3.0,22.0,27.3,9.0,6.0,4.0,0.6666666666666666,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,22.0,83.0,4.882352941176471,25.3,95.9,5.641176470588236,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-6),L (-6)
62.0,50.0,2023-02-25,22-361,IND,ORL,1.0,33.45,5.0,9.0,0.556,2.0,4.0,0.5,3.0,4.0,0.75,0.0,1.0,1.0,14.0,0.0,1.0,2.0,0.0,15.0,19.1,15.0,5.0,3.0,0.6,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,16.0,81.0,4.764705882352941,17.9,83.60000000000001,4.91764705882353,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,W (+4),W (+4)
63.0,51.0,2023-02-28,22-364,IND,DAL,1.0,34.85,9.0,18.0,0.5,2.0,6.0,0.333,12.0,15.0,0.8,0.0,7.0,7.0,6.0,0.0,1.0,0.0,1.0,32.0,28.4,-1.0,12.0,7.0,0.5833333333333334,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,13.0,62.0,3.647058823529412,23.60000000000001,64.60000000000001,3.8000000000000007,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,,
64.0,,2023-03-02,23-001,IND,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,57.0,3.3529411764705883,0.0,70.39999999999999,4.141176470588235,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-4),L (-4)
65.0,52.0,2023-03-05,23-004,IND,CHI,1.0,34.03333333333333,11.0,17.0,0.647,6.0,9.0,0.667,1.0,1.0,1.0,0.0,3.0,3.0,11.0,1.0,1.0,3.0,1.0,29.0,28.4,-7.0,8.0,5.0,0.625,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,24.0,69.0,4.0588235294117645,28.000000000000007,81.1,4.770588235294118,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,W (+13),W (+13)
66.0,53.0,2023-03-06,23-005,IND,PHI,1.0,36.8,12.0,19.0,0.632,5.0,10.0,0.5,10.0,10.0,1.0,0.0,3.0,3.0,16.0,1.0,0.0,2.0,4.0,39.0,40.0,7.0,9.0,7.0,0.7777777777777778,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,28.0,66.0,3.882352941176471,35.99999999999999,73.0,4.294117647058823,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,W (+2),W (+2)
67.0,54.0,2023-03-09,23-008,IND,HOU,1.0,38.43333333333333,9.0,20.0,0.45,2.0,9.0,0.222,9.0,10.0,0.9,0.0,2.0,2.0,19.0,0.0,0.0,1.0,1.0,29.0,30.7,14.0,11.0,7.0,0.6363636363636364,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,19.0,102.0,6.0,27.1,98.2,5.776470588235294,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-11),L (-11)
68.0,,2023-03-11,23-010,IND,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,89.0,5.235294117647059,0.0,98.1,5.770588235294118,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,W (+3),W (+3)
69.0,,2023-03-13,23-012,IND,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,57.0,3.3529411764705883,0.0,57.4,3.376470588235294,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-4),L (-4)
70.0,,2023-03-16,23-015,IND,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,98.0,5.764705882352941,0.0,98.9,5.81764705882353,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,W (+9),W (+9)
71.0,,2023-03-18,23-017,IND,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,76.0,4.470588235294118,0.0,91.79999999999998,5.399999999999999,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,W (+6),W (+6)
72.0,,2023-03-20,23-019,IND,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,67.0,3.941176470588236,0.0,67.29999999999998,3.958823529411764,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-20),L (-20)
73.0,,2023-03-22,23-021,IND,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,,103.0,6.0588235294117645,0.0,106.5,6.264705882352941,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,W (+16),W (+16)
74.0,55.0,2023-03-24,23-023,IND,BOS,1.0,28.98333333333333,7.0,13.0,0.538,1.0,5.0,0.2,5.0,6.0,0.833,0.0,6.0,6.0,9.0,1.0,0.0,5.0,2.0,20.0,16.6,-15.0,8.0,6.0,0.75,48,51,56,56,33,7,19,40,48,10,4,48,41,55,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,0.6575342465753424,0.68,0.717948717948718,0.7,0.717391304347826,1.0,0.0,0.5,0.6349206349206349,0.7058823529411765,0.5555555555555556,0.6666666666666666,0.7741935483870968,0.6307692307692307,0.7333333333333333,0.6129032258064516,0.0,6,12,46.0,71.0,62.0,16.0,0.1304347826086956,0.0,0.1935483870967742,0.0,17,12.0,57.0,3.3529411764705883,14.600000000000003,49.4,2.9058823529411764,23.6,7.6,7.2,7.0,0.2,0.1216570529627687,0.624,0.478,0.239,4.4,6.4,L (-20),L (-20)
