Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,10.0,2022-11-09,22-297,IND,DEN,1,28.933333333333334,3.0,6.0,.500,1.0,3.0,.333,1,1.0,1.000,0.0,4.0,4.0,4.0,2.0,0.0,4.0,2.0,8.0,6.2,-12,3.0,2.0,0.6666666666666666,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,7.0,94.0,5.222222222222222,5.799999999999999,93.8,5.211111111111111,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-3),L (-3)
12.0,11.0,2022-11-12,22-300,IND,TOR,1,21.55,3.0,5.0,.600,2.0,3.0,.667,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,1.0,3.0,8.0,6.2,+5,2.0,1.0,0.5,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,7.0,89.0,4.944444444444445,6.199999999999998,89.89999999999999,4.994444444444444,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+14),W (+14)
13.0,12.0,2022-11-16,22-304,IND,CHO,1,21.5,5.0,6.0,.833,1.0,2.0,.500,2,2.0,1.000,0.0,2.0,2.0,0.0,3.0,0.0,0.0,4.0,13.0,12.8,+20,4.0,4.0,1.0,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,10.0,93.0,5.166666666666667,12.000000000000002,99.8,5.544444444444444,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+12),W (+12)
14.0,13.0,2022-11-18,22-306,IND,HOU,1,21.45,3.0,6.0,.500,2.0,4.0,.500,0,0.0,,0.0,1.0,1.0,4.0,0.0,0.0,0.0,4.0,8.0,6.5,0,2.0,1.0,0.5,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,7.0,84.0,4.666666666666667,6.500000000000002,81.7,4.538888888888889,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+8),W (+8)
15.0,14.0,2022-11-19,22-307,IND,ORL,1,17.9,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.6,-16,1.0,0.0,0.0,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,3.0,79.0,4.388888888888889,1.6,92.0,5.111111111111111,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+1),W (+1)
16.0,,2022-11-21,22-309,IND,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,,105.0,5.833333333333333,0.0,103.20000000000002,5.733333333333334,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+21),W (+21)
17.0,,2022-11-23,22-311,IND,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,,51.0,2.833333333333333,0.0,70.7,3.927777777777778,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-14),L (-14)
18.0,,2022-11-25,22-313,IND,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,,82.0,4.555555555555555,0.0,109.9,6.105555555555556,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+11),W (+11)
19.0,,2022-11-27,22-315,IND,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,,66.0,3.6666666666666665,0.0,70.1,3.894444444444444,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-14),L (-14)
20.0,15.0,2022-11-28,22-316,IND,LAL,0,28.766666666666666,4.0,8.0,.500,4.0,7.0,.571,0,0.0,,1.0,3.0,4.0,1.0,1.0,2.0,2.0,4.0,12.0,9.1,0,1.0,0.0,0.0,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,10.0,96.0,5.333333333333333,9.099999999999998,83.69999999999999,4.65,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+1),W (+1)
21.0,16.0,2022-11-30,22-318,IND,SAC,1,26.95,3.0,7.0,.429,0.0,3.0,.000,0,0.0,,0.0,2.0,2.0,4.0,0.0,0.0,2.0,3.0,6.0,2.5,-18,4.0,3.0,0.75,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,3.0,68.0,3.7777777777777777,2.5,69.3,3.85,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,,
22.0,17.0,2022-12-02,22-320,IND,UTA,1,35.45,4.0,10.0,.400,2.0,5.0,.400,3,3.0,1.000,2.0,2.0,4.0,10.0,2.0,0.0,2.0,5.0,13.0,14.6,-11,5.0,2.0,0.4,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,14.0,59.0,3.2777777777777777,13.400000000000002,78.19999999999999,4.344444444444444,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-23),L (-23)
23.0,18.0,2022-12-04,22-322,IND,POR,1,37.333333333333336,7.0,12.0,.583,2.0,6.0,.333,0,0.0,,1.0,5.0,6.0,8.0,1.0,0.0,3.0,2.0,16.0,15.4,-15,6.0,5.0,0.8333333333333334,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,16.0,54.0,3.0,15.400000000000002,62.60000000000001,3.4777777777777783,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-20),L (-20)
24.0,19.0,2022-12-05,22-323,IND,GSW,1,41.3,13.0,21.0,.619,5.0,7.0,.714,0,1.0,.000,0.0,8.0,8.0,13.0,1.0,0.0,4.0,3.0,31.0,28.4,+16,14.0,8.0,0.5714285714285714,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,27.0,54.0,3.0,28.4,59.39999999999999,3.2999999999999994,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-16),L (-16)
