Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
50.0,,2023-01-25,23-009,IND,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,,82.0,4.555555555555555,0.0,95.0,5.277777777777778,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-5),L (-5)
51.0,44.0,2023-01-27,23-011,IND,MIL,0,19.966666666666665,4.0,9.0,.444,0.0,1.0,.000,1,2.0,.500,0.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,9.0,3.7,-24,8.0,4.0,0.5,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,-1.0,81.0,4.5,3.299999999999998,92.4,5.133333333333334,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+6),W (+6)
52.0,45.0,2023-01-29,23-013,IND,MEM,0,28.066666666666663,5.0,13.0,.385,1.0,7.0,.143,1,1.0,1.000,2.0,1.0,3.0,3.0,0.0,0.0,3.0,1.0,12.0,5.3,-5,6.0,4.0,0.6666666666666666,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,1.0,56.0,3.111111111111111,4.9,58.69999999999999,3.26111111111111,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-6),L (-6)
53.0,46.0,2023-02-02,23-017,IND,LAL,1,33.13333333333333,3.0,8.0,.375,1.0,2.0,.500,0,0.0,,0.0,4.0,4.0,6.0,1.0,0.0,3.0,1.0,7.0,5.6,+7,6.0,2.0,0.3333333333333333,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,7.0,83.0,4.611111111111111,5.599999999999998,80.9,4.4944444444444445,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-10),L (-10)
54.0,47.0,2023-02-03,23-018,IND,SAC,1,34.516666666666666,4.0,10.0,.400,1.0,5.0,.200,0,0.0,,0.0,1.0,1.0,5.0,3.0,0.0,1.0,2.0,9.0,8.6,+14,5.0,3.0,0.6,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,7.0,83.0,4.611111111111111,8.599999999999998,77.1,4.283333333333333,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-12),L (-12)
55.0,48.0,2023-02-05,23-020,IND,CLE,1,27.55,2.0,4.0,.500,1.0,2.0,.500,1,1.0,1.000,0.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,6.0,9.1,-9,2.0,1.0,0.5,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,10.0,56.0,3.111111111111111,8.699999999999996,58.29999999999999,3.2388888888888885,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-1),L (-1)
56.0,49.0,2023-02-08,23-023,IND,MIA,1,28.35,4.0,9.0,.444,1.0,2.0,.500,1,2.0,.500,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,10.0,4.2,-10,7.0,3.0,0.4285714285714285,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,0.0,60.0,3.333333333333333,3.799999999999998,70.19999999999999,3.9,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+3),W (+3)
57.0,50.0,2023-02-10,23-025,IND,PHO,1,26.05,0.0,5.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,10.0,0.0,0.0,3.0,1.0,0.0,0.4,-4,4.0,0.0,0.0,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,3.0,60.0,3.333333333333333,0.3999999999999999,76.10000000000001,4.227777777777778,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-19),L (-19)
58.0,51.0,2023-02-11,23-026,IND,WAS,1,19.666666666666668,3.0,7.0,.429,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,7.0,4.5,+4,4.0,2.0,0.5,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,4.0,59.0,3.2777777777777777,4.5,81.0,4.5,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-5),L (-5)
59.0,52.0,2023-02-13,23-028,IND,UTA,1,23.15,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,3.0,1.0,0.0,0.0,3.0,2.0,4.2,-3,1.0,1.0,1.0,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,7.0,63.0,3.5,4.199999999999998,85.1,4.727777777777778,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-13),L (-13)
60.0,53.0,2023-02-15,23-030,IND,CHI,0,21.416666666666668,2.0,3.0,.667,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,5.0,1.0,0.0,0.0,4.0,4.0,5.9,+7,2.0,2.0,1.0,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,8.0,86.0,4.777777777777778,5.9,100.5,5.583333333333333,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-14),L (-14)
61.0,54.0,2023-02-23,23-038,IND,BOS,1,23.05,2.0,7.0,.286,1.0,5.0,.200,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.6,+7,2.0,1.0,0.5,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,-2.0,107.0,5.944444444444445,0.6000000000000005,120.6,6.699999999999999,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-6),L (-6)
62.0,55.0,2023-02-25,23-040,IND,ORL,1,24.216666666666665,5.0,11.0,.455,3.0,6.0,.500,0,0.0,,0.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,13.0,11.2,+1,5.0,2.0,0.4,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,9.0,88.0,4.888888888888889,11.200000000000005,90.3,5.016666666666667,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+4),W (+4)
63.0,56.0,2023-02-28,23-043,IND,DAL,1,31.616666666666667,1.0,6.0,.167,1.0,5.0,.200,0,2.0,.000,1.0,2.0,3.0,5.0,0.0,1.0,0.0,1.0,3.0,3.5,-5,1.0,0.0,0.0,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,4.0,71.0,3.9444444444444446,3.5,84.7,4.705555555555556,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,,
64.0,57.0,2023-03-02,23-045,IND,SAS,1,20.95,0.0,8.0,.000,0.0,3.0,.000,4,4.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0,-0.6,-15,5.0,0.0,0.0,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,-5.0,62.0,3.4444444444444446,-2.2,72.6,4.033333333333333,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-4),L (-4)
65.0,58.0,2023-03-05,23-048,IND,CHI,1,19.516666666666666,2.0,5.0,.400,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,4.0,2.9,-1,2.0,2.0,1.0,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,2.0,91.0,5.055555555555555,2.9000000000000004,106.2,5.9,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+13),W (+13)
66.0,59.0,2023-03-06,23-049,IND,PHI,1,19.116666666666667,3.0,4.0,.750,1.0,2.0,.500,0,0.0,,0.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,7.0,9.3,-6,2.0,2.0,1.0,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,10.0,84.0,4.666666666666667,9.299999999999995,99.7,5.538888888888889,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+2),W (+2)
67.0,60.0,2023-03-09,23-052,IND,HOU,1,25.55,6.0,7.0,.857,2.0,2.0,1.000,0,0.0,,0.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,14.0,12.6,+6,5.0,4.0,0.8,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,11.0,110.0,6.111111111111111,12.6,112.7,6.261111111111111,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-11),L (-11)
68.0,61.0,2023-03-11,23-054,IND,DET,1,32.75,6.0,15.0,.400,2.0,6.0,.333,5,6.0,.833,0.0,3.0,3.0,8.0,0.0,0.0,2.0,0.0,19.0,15.0,-2,9.0,4.0,0.4444444444444444,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,7.0,82.0,4.555555555555555,12.999999999999998,85.1,4.727777777777778,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+3),W (+3)
69.0,62.0,2023-03-13,23-056,IND,DET,1,35.983333333333334,6.0,14.0,.429,1.0,3.0,.333,2,3.0,.667,1.0,3.0,4.0,7.0,0.0,0.0,3.0,3.0,15.0,9.5,-15,11.0,5.0,0.4545454545454545,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,6.0,51.0,2.833333333333333,8.699999999999996,48.70000000000001,2.705555555555556,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-4),L (-4)
70.0,63.0,2023-03-16,23-059,IND,MIL,1,27.766666666666666,10.0,21.0,.476,4.0,9.0,.444,0,2.0,.000,1.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,24.0,15.9,-8,12.0,6.0,0.5,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,7.0,91.0,5.055555555555555,15.900000000000002,82.99999999999999,4.611111111111111,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+9),W (+9)
71.0,64.0,2023-03-18,23-061,IND,PHI,1,36.95,9.0,14.0,.643,2.0,4.0,.500,2,2.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,22.0,16.1,-21,10.0,7.0,0.7,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,8.0,68.0,3.7777777777777777,15.3,76.49999999999999,4.249999999999999,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+6),W (+6)
72.0,65.0,2023-03-20,23-063,IND,CHO,1,28.933333333333334,1.0,6.0,.167,0.0,0.0,,0,0.0,,0.0,2.0,2.0,6.0,0.0,0.0,3.0,3.0,2.0,-1.2,-23,6.0,1.0,0.1666666666666666,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,1.0,66.0,3.6666666666666665,-1.2000000000000002,68.49999999999999,3.805555555555555,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-20),L (-20)
73.0,66.0,2023-03-22,23-065,IND,TOR,1,35.3,11.0,17.0,.647,3.0,5.0,.600,0,0.0,,0.0,2.0,2.0,10.0,0.0,0.0,2.0,5.0,25.0,21.1,+8,12.0,8.0,0.6666666666666666,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,18.0,85.0,4.722222222222222,21.1,85.39999999999999,4.744444444444444,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,W (+16),W (+16)
74.0,67.0,2023-03-24,23-067,IND,BOS,1,23.53333333333333,3.0,5.0,.600,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,6.0,8.4,-23,4.0,3.0,0.75,66,71,73,43,7,17,57,62,17,4,56,59,68,20,5,51,73.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9041095890410958,0.9102564102564102,0.9125,0.9347826086956522,1.0,0.0,0.4473684210526316,0.9047619047619048,0.9117647058823528,0.9444444444444444,0.6666666666666666,0.9032258064516128,0.9076923076923076,0.9066666666666666,0.6451612903225806,0.7142857142857143,0.9107142857142856,11,24,46.0,71.0,62.0,16.0,0.2391304347826087,0.0,0.3870967741935484,0.0,18,8.0,61.0,3.388888888888889,8.4,55.6,3.088888888888889,10.0,1.2,-3.2,-2.4,-0.8,0.0743576297850026,0.528,0.408,0.096,-0.6,0.4,L (-20),L (-20)
