Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-09,25-149,IND,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,43,44,46,4,12,33,37,10,35,31,43,15,5,33,73.0,75.0,78.0,80.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.5205479452054794,0.5733333333333334,0.5641025641025641,0.575,0.5714285714285714,0.0,0.3157894736842105,0.5238095238095238,0.5441176470588235,0.5555555555555556,0.0,0.5645161290322581,0.4769230769230769,0.5733333333333334,0.4838709677419355,0.7142857142857143,0.5892857142857143,7,13,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2096774193548387,0.0,17,,101.0,5.941176470588236,0.0,99.6,5.858823529411764,8.6,0.0,-4.5,-2.9,-1.6,0.0379653906659674,0.496,0.523,0.216,-0.6,-0.5,L (-3),L (-3)
12.0,,2022-11-12,25-152,IND,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,43,44,46,4,12,33,37,10,35,31,43,15,5,33,73.0,75.0,78.0,80.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.5205479452054794,0.5733333333333334,0.5641025641025641,0.575,0.5714285714285714,0.0,0.3157894736842105,0.5238095238095238,0.5441176470588235,0.5555555555555556,0.0,0.5645161290322581,0.4769230769230769,0.5733333333333334,0.4838709677419355,0.7142857142857143,0.5892857142857143,7,13,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2096774193548387,0.0,17,,96.0,5.647058823529412,0.0,96.1,5.652941176470588,8.6,0.0,-4.5,-2.9,-1.6,0.0379653906659674,0.496,0.523,0.216,-0.6,-0.5,W (+14),W (+14)
13.0,,2022-11-16,25-156,IND,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,43,44,46,4,12,33,37,10,35,31,43,15,5,33,73.0,75.0,78.0,80.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.5205479452054794,0.5733333333333334,0.5641025641025641,0.575,0.5714285714285714,0.0,0.3157894736842105,0.5238095238095238,0.5441176470588235,0.5555555555555556,0.0,0.5645161290322581,0.4769230769230769,0.5733333333333334,0.4838709677419355,0.7142857142857143,0.5892857142857143,7,13,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2096774193548387,0.0,17,,103.0,6.0588235294117645,0.0,111.8,6.576470588235294,8.6,0.0,-4.5,-2.9,-1.6,0.0379653906659674,0.496,0.523,0.216,-0.6,-0.5,W (+12),W (+12)
14.0,,2022-11-18,25-158,IND,HOU,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,43,44,46,4,12,33,37,10,35,31,43,15,5,33,73.0,75.0,78.0,80.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.5205479452054794,0.5733333333333334,0.5641025641025641,0.575,0.5714285714285714,0.0,0.3157894736842105,0.5238095238095238,0.5441176470588235,0.5555555555555556,0.0,0.5645161290322581,0.4769230769230769,0.5733333333333334,0.4838709677419355,0.7142857142857143,0.5892857142857143,7,13,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2096774193548387,0.0,17,,91.0,5.352941176470588,0.0,88.2,5.188235294117647,8.6,0.0,-4.5,-2.9,-1.6,0.0379653906659674,0.496,0.523,0.216,-0.6,-0.5,W (+8),W (+8)
15.0,,2022-11-19,25-159,IND,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,43,44,46,4,12,33,37,10,35,31,43,15,5,33,73.0,75.0,78.0,80.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.5205479452054794,0.5733333333333334,0.5641025641025641,0.575,0.5714285714285714,0.0,0.3157894736842105,0.5238095238095238,0.5441176470588235,0.5555555555555556,0.0,0.5645161290322581,0.4769230769230769,0.5733333333333334,0.4838709677419355,0.7142857142857143,0.5892857142857143,7,13,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2096774193548387,0.0,17,,82.0,4.823529411764706,0.0,93.6,5.505882352941176,8.6,0.0,-4.5,-2.9,-1.6,0.0379653906659674,0.496,0.523,0.216,-0.6,-0.5,W (+1),W (+1)
16.0,,2022-11-21,25-161,IND,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,43,44,46,4,12,33,37,10,35,31,43,15,5,33,73.0,75.0,78.0,80.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.5205479452054794,0.5733333333333334,0.5641025641025641,0.575,0.5714285714285714,0.0,0.3157894736842105,0.5238095238095238,0.5441176470588235,0.5555555555555556,0.0,0.5645161290322581,0.4769230769230769,0.5733333333333334,0.4838709677419355,0.7142857142857143,0.5892857142857143,7,13,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2096774193548387,0.0,17,,105.0,6.176470588235294,0.0,103.20000000000002,6.070588235294118,8.6,0.0,-4.5,-2.9,-1.6,0.0379653906659674,0.496,0.523,0.216,-0.6,-0.5,W (+21),W (+21)
17.0,,2022-11-23,25-163,IND,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,43,44,46,4,12,33,37,10,35,31,43,15,5,33,73.0,75.0,78.0,80.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.5205479452054794,0.5733333333333334,0.5641025641025641,0.575,0.5714285714285714,0.0,0.3157894736842105,0.5238095238095238,0.5441176470588235,0.5555555555555556,0.0,0.5645161290322581,0.4769230769230769,0.5733333333333334,0.4838709677419355,0.7142857142857143,0.5892857142857143,7,13,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2096774193548387,0.0,17,,51.0,3.0,0.0,68.0,4.0,8.6,0.0,-4.5,-2.9,-1.6,0.0379653906659674,0.496,0.523,0.216,-0.6,-0.5,L (-14),L (-14)
18.0,,2022-11-25,25-165,IND,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,43,44,46,4,12,33,37,10,35,31,43,15,5,33,73.0,75.0,78.0,80.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.5205479452054794,0.5733333333333334,0.5641025641025641,0.575,0.5714285714285714,0.0,0.3157894736842105,0.5238095238095238,0.5441176470588235,0.5555555555555556,0.0,0.5645161290322581,0.4769230769230769,0.5733333333333334,0.4838709677419355,0.7142857142857143,0.5892857142857143,7,13,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2096774193548387,0.0,17,,82.0,4.823529411764706,0.0,109.9,6.464705882352941,8.6,0.0,-4.5,-2.9,-1.6,0.0379653906659674,0.496,0.523,0.216,-0.6,-0.5,W (+11),W (+11)
19.0,,2022-11-27,25-167,IND,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,43,44,46,4,12,33,37,10,35,31,43,15,5,33,73.0,75.0,78.0,80.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.5205479452054794,0.5733333333333334,0.5641025641025641,0.575,0.5714285714285714,0.0,0.3157894736842105,0.5238095238095238,0.5441176470588235,0.5555555555555556,0.0,0.5645161290322581,0.4769230769230769,0.5733333333333334,0.4838709677419355,0.7142857142857143,0.5892857142857143,7,13,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2096774193548387,0.0,17,,66.0,3.882352941176471,0.0,69.2,4.070588235294117,8.6,0.0,-4.5,-2.9,-1.6,0.0379653906659674,0.496,0.523,0.216,-0.6,-0.5,L (-14),L (-14)
20.0,,2022-11-28,25-168,IND,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,43,44,46,4,12,33,37,10,35,31,43,15,5,33,73.0,75.0,78.0,80.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.5205479452054794,0.5733333333333334,0.5641025641025641,0.575,0.5714285714285714,0.0,0.3157894736842105,0.5238095238095238,0.5441176470588235,0.5555555555555556,0.0,0.5645161290322581,0.4769230769230769,0.5733333333333334,0.4838709677419355,0.7142857142857143,0.5892857142857143,7,13,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2096774193548387,0.0,17,,106.0,6.235294117647059,0.0,92.79999999999998,5.458823529411764,8.6,0.0,-4.5,-2.9,-1.6,0.0379653906659674,0.496,0.523,0.216,-0.6,-0.5,W (+1),W (+1)
21.0,,2022-11-30,25-170,IND,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,43,44,46,4,12,33,37,10,35,31,43,15,5,33,73.0,75.0,78.0,80.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.5205479452054794,0.5733333333333334,0.5641025641025641,0.575,0.5714285714285714,0.0,0.3157894736842105,0.5238095238095238,0.5441176470588235,0.5555555555555556,0.0,0.5645161290322581,0.4769230769230769,0.5733333333333334,0.4838709677419355,0.7142857142857143,0.5892857142857143,7,13,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2096774193548387,0.0,17,,71.0,4.176470588235294,0.0,71.8,4.223529411764706,8.6,0.0,-4.5,-2.9,-1.6,0.0379653906659674,0.496,0.523,0.216,-0.6,-0.5,,
22.0,,2022-12-02,25-172,IND,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,43,44,46,4,12,33,37,10,35,31,43,15,5,33,73.0,75.0,78.0,80.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.5205479452054794,0.5733333333333334,0.5641025641025641,0.575,0.5714285714285714,0.0,0.3157894736842105,0.5238095238095238,0.5441176470588235,0.5555555555555556,0.0,0.5645161290322581,0.4769230769230769,0.5733333333333334,0.4838709677419355,0.7142857142857143,0.5892857142857143,7,13,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2096774193548387,0.0,17,,73.0,4.294117647058823,0.0,87.29999999999998,5.1352941176470575,8.6,0.0,-4.5,-2.9,-1.6,0.0379653906659674,0.496,0.523,0.216,-0.6,-0.5,L (-23),L (-23)
23.0,,2022-12-04,25-174,IND,POR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,43,44,46,4,12,33,37,10,35,31,43,15,5,33,73.0,75.0,78.0,80.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.5205479452054794,0.5733333333333334,0.5641025641025641,0.575,0.5714285714285714,0.0,0.3157894736842105,0.5238095238095238,0.5441176470588235,0.5555555555555556,0.0,0.5645161290322581,0.4769230769230769,0.5733333333333334,0.4838709677419355,0.7142857142857143,0.5892857142857143,7,13,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2096774193548387,0.0,17,,70.0,4.117647058823529,0.0,78.70000000000002,4.629411764705884,8.6,0.0,-4.5,-2.9,-1.6,0.0379653906659674,0.496,0.523,0.216,-0.6,-0.5,L (-20),L (-20)
24.0,,2022-12-05,25-175,IND,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,43,44,46,4,12,33,37,10,35,31,43,15,5,33,73.0,75.0,78.0,80.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.5205479452054794,0.5733333333333334,0.5641025641025641,0.575,0.5714285714285714,0.0,0.3157894736842105,0.5238095238095238,0.5441176470588235,0.5555555555555556,0.0,0.5645161290322581,0.4769230769230769,0.5733333333333334,0.4838709677419355,0.7142857142857143,0.5892857142857143,7,13,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2096774193548387,0.0,17,,81.0,4.764705882352941,0.0,85.79999999999998,5.047058823529411,8.6,0.0,-4.5,-2.9,-1.6,0.0379653906659674,0.496,0.523,0.216,-0.6,-0.5,L (-16),L (-16)
25.0,,2022-12-07,25-177,IND,MIN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,38,43,44,46,4,12,33,37,10,35,31,43,15,5,33,73.0,75.0,78.0,80.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.5205479452054794,0.5733333333333334,0.5641025641025641,0.575,0.5714285714285714,0.0,0.3157894736842105,0.5238095238095238,0.5441176470588235,0.5555555555555556,0.0,0.5645161290322581,0.4769230769230769,0.5733333333333334,0.4838709677419355,0.7142857142857143,0.5892857142857143,7,13,46.0,71.0,62.0,16.0,0.1521739130434782,0.0,0.2096774193548387,0.0,17,,66.0,3.882352941176471,0.0,85.5,5.029411764705882,8.6,0.0,-4.5,-2.9,-1.6,0.0379653906659674,0.496,0.523,0.216,-0.6,-0.5,W (+8),W (+8)
