Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
51.0,51.0,2023-01-27,20-222,IND,MIL,0.0,31.216666666666665,6.0,12.0,0.5,1.0,4.0,0.25,8.0,9.0,0.889,3.0,5.0,8.0,0.0,1.0,0.0,5.0,3.0,21.0,13.0,-12.0,8.0,5.0,0.625,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,4.0,76.0,4.222222222222222,9.8,85.89999999999999,4.772222222222222,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+6),W (+6)
52.0,52.0,2023-01-29,20-224,IND,MEM,0.0,31.2,9.0,20.0,0.45,2.0,6.0,0.333,7.0,8.0,0.875,4.0,4.0,8.0,3.0,1.0,0.0,2.0,0.0,27.0,21.3,-5.0,14.0,7.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,9.0,48.0,2.6666666666666665,18.500000000000004,45.09999999999999,2.505555555555554,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-6),L (-6)
53.0,53.0,2023-02-02,20-228,IND,LAL,0.0,20.066666666666663,2.0,5.0,0.4,1.0,3.0,0.333,0.0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,2.0,1.0,5.0,1.8,-4.0,2.0,1.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,3.0,87.0,4.833333333333333,1.8000000000000005,84.69999999999999,4.705555555555555,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-10),L (-10)
54.0,54.0,2023-02-03,20-229,IND,SAC,0.0,27.53333333333333,4.0,9.0,0.444,1.0,3.0,0.333,5.0,6.0,0.833,1.0,3.0,4.0,0.0,1.0,0.0,3.0,1.0,14.0,8.1,-9.0,6.0,3.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,1.0,89.0,4.944444444444445,6.099999999999998,79.6,4.422222222222222,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-12),L (-12)
55.0,55.0,2023-02-05,20-231,IND,CLE,0.0,27.166666666666668,4.0,11.0,0.364,0.0,2.0,0.0,1.0,1.0,1.0,1.0,5.0,6.0,0.0,0.0,0.0,2.0,3.0,9.0,1.9,-21.0,9.0,4.0,0.4444444444444444,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,1.0,65.0,3.611111111111111,1.4999999999999991,65.49999999999999,3.638888888888888,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-1),L (-1)
56.0,56.0,2023-02-08,20-234,IND,MIA,0.0,13.433333333333334,0.0,2.0,0.0,0.0,0.0,,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.6,-7.0,2.0,0.0,0.0,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-1.0,61.0,3.388888888888889,-0.2,74.19999999999999,4.122222222222222,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+3),W (+3)
57.0,57.0,2023-02-10,20-236,IND,PHO,0.0,32.75,7.0,15.0,0.467,1.0,3.0,0.333,7.0,7.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,22.0,15.6,-4.0,12.0,6.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,3.0,60.0,3.333333333333333,12.8,63.69999999999999,3.5388888888888883,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-19),L (-19)
58.0,58.0,2023-02-11,20-237,IND,WAS,0.0,30.98333333333333,7.0,18.0,0.389,1.0,7.0,0.143,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,0.0,0.0,4.0,16.0,10.1,-19.0,11.0,6.0,0.5454545454545454,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,5.0,58.0,3.2222222222222223,9.7,75.8,4.211111111111111,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-5),L (-5)
59.0,59.0,2023-02-13,20-239,IND,UTA,0.0,31.83333333333333,8.0,13.0,0.615,1.0,3.0,0.333,4.0,4.0,1.0,1.0,3.0,4.0,2.0,0.0,1.0,3.0,1.0,21.0,15.4,-10.0,10.0,7.0,0.7,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,8.0,62.0,3.4444444444444446,13.799999999999995,75.49999999999997,4.194444444444443,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-13),L (-13)
60.0,60.0,2023-02-15,20-241,IND,CHI,0.0,23.366666666666667,5.0,10.0,0.5,2.0,4.0,0.5,2.0,3.0,0.667,1.0,3.0,4.0,2.0,2.0,0.0,2.0,1.0,14.0,11.2,-3.0,6.0,3.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,7.0,87.0,4.833333333333333,10.399999999999997,96.0,5.333333333333333,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-14),L (-14)
61.0,61.0,2023-02-23,20-249,IND,BOS,0.0,30.316666666666663,7.0,14.0,0.5,2.0,4.0,0.5,3.0,4.0,0.75,3.0,4.0,7.0,4.0,2.0,0.0,1.0,6.0,19.0,16.3,-7.0,10.0,5.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,13.0,92.0,5.111111111111111,15.1,106.1,5.894444444444444,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-6),L (-6)
62.0,62.0,2023-02-25,20-251,IND,ORL,0.0,28.75,6.0,13.0,0.462,2.0,4.0,0.5,5.0,6.0,0.833,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,19.0,12.7,9.0,9.0,4.0,0.4444444444444444,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,4.0,93.0,5.166666666666667,10.699999999999998,90.8,5.044444444444444,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+4),W (+4)
63.0,63.0,2023-02-28,20-254,IND,DAL,0.0,26.4,1.0,7.0,0.143,0.0,2.0,0.0,4.0,4.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,6.0,1.4,9.0,5.0,1.0,0.2,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-2.0,77.0,4.277777777777778,-0.2000000000000001,88.4,4.911111111111111,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,,
64.0,64.0,2023-03-02,20-256,IND,SAS,0.0,14.783333333333331,3.0,6.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,1.0,3.0,2.0,7.0,2.1,-6.0,4.0,2.0,0.5,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,3.0,54.0,3.0,2.0999999999999988,68.3,3.794444444444444,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-4),L (-4)
65.0,65.0,2023-03-05,20-259,IND,CHI,0.0,33.9,5.0,12.0,0.417,0.0,4.0,0.0,7.0,7.0,1.0,1.0,3.0,4.0,3.0,1.0,0.0,2.0,1.0,17.0,12.9,7.0,8.0,5.0,0.625,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,4.0,89.0,4.944444444444445,10.099999999999996,99.0,5.5,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+13),W (+13)
66.0,66.0,2023-03-06,20-260,IND,PHI,0.0,30.316666666666663,5.0,11.0,0.455,0.0,2.0,0.0,4.0,8.0,0.5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,7.7,3.0,9.0,5.0,0.5555555555555556,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-3.0,97.0,5.388888888888889,6.1000000000000005,102.9,5.716666666666667,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+2),W (+2)
67.0,67.0,2023-03-09,20-263,IND,HOU,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.8,1.0,1.0,0.0,0.0,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-2.0,123.0,6.833333333333333,-1.7999999999999998,127.09999999999997,7.061111111111109,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-11),L (-11)
68.0,,2023-03-11,20-265,IND,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,,89.0,4.944444444444445,0.0,98.1,5.449999999999999,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+3),W (+3)
69.0,,2023-03-13,20-267,IND,DET,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,,57.0,3.1666666666666665,0.0,57.4,3.1888888888888887,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-4),L (-4)
70.0,,2023-03-16,20-270,IND,MIL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,,98.0,5.444444444444445,0.0,98.9,5.4944444444444445,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+9),W (+9)
71.0,,2023-03-18,20-272,IND,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,,76.0,4.222222222222222,0.0,91.79999999999998,5.099999999999999,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+6),W (+6)
72.0,68.0,2023-03-20,20-274,IND,CHO,1.0,30.25,7.0,10.0,0.7,1.0,1.0,1.0,3.0,4.0,0.75,1.0,2.0,3.0,2.0,1.0,0.0,3.0,2.0,18.0,13.3,-21.0,9.0,6.0,0.6666666666666666,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,7.0,60.0,3.333333333333333,12.1,55.2,3.066666666666667,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-20),L (-20)
73.0,69.0,2023-03-22,20-276,IND,TOR,1.0,28.28333333333333,3.0,5.0,0.6,3.0,3.0,1.0,6.0,6.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,4.0,15.0,10.4,6.0,2.0,0.0,0.0,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,5.0,98.0,5.444444444444445,8.0,98.5,5.472222222222222,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+16),W (+16)
74.0,70.0,2023-03-24,20-278,IND,BOS,1.0,25.05,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,-2.5,-25.0,3.0,1.0,0.3333333333333333,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,-2.0,71.0,3.9444444444444446,-2.5,66.5,3.6944444444444446,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-20),L (-20)
75.0,71.0,2023-03-25,20-279,IND,ATL,1.0,24.2,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,4.0,3.7,-10.0,3.0,2.0,0.6666666666666666,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,3.0,78.0,4.333333333333333,3.7,88.29999999999998,4.905555555555555,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,L (-6),L (-6)
76.0,72.0,2023-03-27,20-281,IND,DAL,1.0,38.36666666666667,9.0,19.0,0.474,2.0,8.0,0.25,6.0,7.0,0.857,1.0,3.0,4.0,2.0,1.0,1.0,4.0,1.0,26.0,16.2,2.0,11.0,7.0,0.6363636363636364,69,71,76,44,7,21,60,64,17,6,60,61,73,26,7,56,73.0,75.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.9452054794520548,0.9466666666666668,0.95,0.9565217391304348,1.0,0.0,0.5526315789473685,0.9523809523809524,0.9411764705882352,0.9444444444444444,1.0,0.967741935483871,0.9384615384615383,0.9733333333333334,0.8387096774193549,1.0,1.0,9,20,46.0,71.0,62.0,16.0,0.1956521739130435,0.0,0.3225806451612903,0.0,18,4.0,56.0,3.111111111111111,13.800000000000008,55.79999999999999,3.1,13.1,1.8,-3.7,-1.2,-2.5,0.1365495542737283,0.566,0.326,0.477,-1.0,1.0,W (+4),W (+4)
