Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Daniel Theis,Shared Games with Gabe York,Shared Games with Goga Bitadze,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with James Johnson,Shared Games with Kendall Brown,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Trevelin Queen,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Daniel Theis,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Daniel Theis,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton
10,11,,2022-11-09,23-047,IND,,DEN,L (-3),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
11,12,8,2022-11-12,23-050,IND,,TOR,W (+14),0,0.2,0.0,0.0,,0.0,0.0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2,0.0,0.0,,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
12,13,,2022-11-16,23-054,IND,@,CHO,W (+12),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
13,14,,2022-11-18,23-056,IND,@,HOU,W (+8),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
14,15,9,2022-11-19,23-057,IND,,ORL,W (+1),0,5.366666666666666,1.0,1.0,1.000,0.0,0.0,,1,1,1.000,1,1,2,0,0,0,1,0,3,2.7,+8,1.0,1.0,1.0,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
15,16,10,2022-11-21,23-059,IND,,ORL,W (+21),0,4.8,1.0,1.0,1.000,0.0,0.0,,0,0,,0,0,0,1,0,0,0,1,2,2.0,-2,1.0,1.0,1.0,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
16,17,11,2022-11-23,23-061,IND,,MIN,L (-14),0,1.65,0.0,1.0,.000,0.0,0.0,,0,0,,1,0,1,0,0,0,0,0,0,0.0,0,1.0,0.0,0.0,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
17,18,,2022-11-25,23-063,IND,,BRK,W (+11),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
18,19,12,2022-11-27,23-065,IND,@,LAC,L (-14),0,6.25,2.0,3.0,.667,0.0,1.0,.000,0,0,,0,1,1,0,0,0,0,1,4,2.6,+4,2.0,2.0,1.0,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
19,20,,2022-11-28,23-066,IND,@,LAL,W (+1),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
20,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
21,21,13,2022-11-30,23-068,IND,@,SAC,L (-23),0,9.05,0.0,2.0,.000,0.0,0.0,,0,0,,1,1,2,0,0,0,2,2,0,-3.2,+5,2.0,0.0,0.0,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
22,22,14,2022-12-02,23-070,IND,@,UTA,L (-20),0,4.183333333333334,0.0,2.0,.000,0.0,1.0,.000,0,0,,0,1,1,0,0,0,0,0,0,-1.1,0,1.0,0.0,0.0,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
23,23,15,2022-12-04,23-072,IND,@,POR,L (-16),0,1.95,0.0,0.0,,0.0,0.0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1,0.0,0.0,,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
24,24,,2022-12-05,23-073,IND,@,GSW,W (+8),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
25,25,,2022-12-07,23-075,IND,@,MIN,L (-6),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
26,26,16,2022-12-09,23-077,IND,,WAS,W (+10),0,0.8833333333333333,0.0,0.0,,0.0,0.0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
27,27,,2022-12-10,23-078,IND,,BRK,L (-3),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
28,28,,2022-12-12,23-080,IND,,MIA,L (-5),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
29,29,,2022-12-14,23-082,IND,,GSW,W (+6),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
30,30,,2022-12-16,23-084,IND,@,CLE,L (-6),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
31,31,,2022-12-18,23-086,IND,,NYK,L (-3),Did Not Play,0.0,,,Did Not Play,,,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
32,32,,2022-12-21,23-089,IND,@,BOS,W (+5),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
33,33,,2022-12-23,23-091,IND,@,MIA,W (+3),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,23,20,26,26,15,1,0,14,23,24,8,4,19,20,24,6,19,73.0,75.0,78.0,80.0,46.0,7.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,7.0,56.0,0.3150684931506849,0.2666666666666666,0.3333333333333333,0.325,0.3260869565217391,0.1428571428571428,0.0,0.3684210526315789,0.365079365079365,0.3529411764705882,0.4444444444444444,0.6666666666666666,0.3064516129032258,0.3076923076923077,0.32,0.8571428571428571,0.3392857142857143
