Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jalen Brunson,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Anfernee Simons,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Jabari Walker,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Kevin Knox,Shared Games with Matisse Thybulle,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Drew Eubanks,Greg Brown III,Jabari Walker,Jayson Tatum,Jeenathan Williams,Jerami Grant,John Butler,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Kevin Knox,Matisse Thybulle,Nassir Little,Shaedon Sharpe,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jayson Tatum,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Kevin Knox,co_inf with Matisse Thybulle,co_inf with Nassir Little,co_inf with Shaedon Sharpe,co_inf with Skylar Mays,co_inf with Trendon Watford,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,3,2022-11-09,28-228,NYK,@,BRK,L (-27),0,3:13,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6,+5,0.0,0.0,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,3.0,70.0,2.413793103448276,1.6,70.0,2.413793103448276
11,12,,2022-11-11,28-230,NYK,,DET,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,69.0,2.3793103448275863,0.0,58.4,2.013793103448276
12,13,,2022-11-13,28-232,NYK,,OKC,L (-10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,90.0,3.103448275862069,0.0,100.5,3.4655172413793105
13,14,,2022-11-15,28-234,NYK,@,UTA,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,81.0,2.793103448275862,0.0,95.4,3.2896551724137932
14,15,,2022-11-16,28-235,NYK,@,DEN,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,58.0,2.0,0.0,66.5,2.293103448275862
15,16,4,2022-11-18,28-237,NYK,@,GSW,L (-10),0,2:07,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,+5,0.0,0.0,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,1.0,76.0,2.6206896551724137,1.0,82.39999999999998,2.8413793103448266
16,17,5,2022-11-20,28-239,NYK,@,PHO,L (-21),0,5:56,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,+3,1.0,0.0,0.0,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,-2.0,52.0,1.793103448275862,-1.4,55.49999999999999,1.9137931034482756
17,18,,2022-11-21,28-240,NYK,@,OKC,W (+10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,76.0,2.6206896551724137,0.0,64.2,2.213793103448276
18,19,,2022-11-25,28-244,NYK,,POR,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,71.0,2.4482758620689653,0.0,85.60000000000001,2.9517241379310346
19,20,,2022-11-27,28-246,NYK,,MEM,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,66.0,2.2758620689655173,0.0,74.10000000000001,2.5551724137931036
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,0.0,0.0,0.0,0.0,0.0
21,21,6,2022-11-29,28-248,NYK,@,DET,W (+30),0,1:56,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.7,+1,0.0,0.0,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,0.0,87.0,3.0,-0.7000000000000001,78.3,2.6999999999999997
22,22,,2022-11-30,28-249,NYK,,MIL,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,92.0,3.1724137931034484,0.0,62.1,2.1413793103448278
23,23,,2022-12-03,28-252,NYK,,DAL,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,63.0,2.1724137931034484,0.0,68.89999999999999,2.375862068965517
24,24,,2022-12-04,28-253,NYK,,CLE,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,83.0,2.862068965517241,0.0,79.6,2.7448275862068963
25,25,,2022-12-07,28-256,NYK,,ATL,W (+24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,97.0,3.3448275862068964,0.0,91.9,3.1689655172413795
26,26,,2022-12-09,28-258,NYK,@,CHO,W (+19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,64.0,2.206896551724138,0.0,76.8,2.6482758620689655
27,27,,2022-12-11,28-260,NYK,,SAC,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,97.0,3.3448275862068964,0.0,93.5,3.2241379310344827
28,28,,2022-12-14,28-263,NYK,@,CHI,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,,101.0,3.4827586206896552,0.0,106.3,3.6655172413793102
29,29,7,2022-12-16,28-265,NYK,@,CHI,W (+23),0,2:29,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-7,1.0,0.0,0.0,14,8,5,11,11,10,11,11,11,7,7,9,9,10,1,40.0,,27.0,27.0,,81.0,82.0,68.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,32.0,3.0,0.35,,0.2962962962962963,0.1851851851851851,,0.1358024691358024,0.1341463414634146,0.1470588235294117,0.2115384615384615,0.1428571428571428,0.171875,0.1186440677966101,0.1044776119402985,0.1267605633802817,0.1232876712328767,0.3125,0.3333333333333333,3,3,4,9,8,1,5,2,7,9,9,9,9,7,62.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,71.0,54.0,80.0,6,62.0,0.0483870967741935,0.0,0.0689655172413793,0.1153846153846153,0.0,0.1428571428571428,0.0,0.0,0.0158730158730158,0.2631578947368421,0.0,0.0,0.0384615384615384,0.175,0.1428571428571428,0.1267605633802817,0.1666666666666666,0.1125,0.0,0.1129032258064516,29,1.0,68.0,2.3448275862068964,-0.0999999999999999,66.89999999999998,2.306896551724137
