Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Danuel House Jr.,Shared Games with De'Anthony Melton,Shared Games with Furkan Korkmaz,Shared Games with Georges Niang,Shared Games with Jaden Springer,Shared Games with James Harden,Shared Games with Joel Embiid,Shared Games with Julian Champagnie,Shared Games with Louis King,Shared Games with Mac McClung,Shared Games with Montrezl Harrell,Shared Games with P.J. Tucker,Shared Games with Paul Reed,Shared Games with Saben Lee,Shared Games with Shake Milton,Shared Games with Tobias Harris,Shared Games with Tyrese Maxey,Danuel House Jr.,De'Anthony Melton,Furkan Korkmaz,Georges Niang,Jaden Springer,James Harden,Joel Embiid,Julian Champagnie,Louis King,Mac McClung,Michael Foster Jr.,Montrezl Harrell,P.J. Tucker,Paul Reed,Saben Lee,Shake Milton,Tobias Harris,Tyrese Maxey,co_inf with Danuel House Jr.,co_inf with De'Anthony Melton,co_inf with Furkan Korkmaz,co_inf with Georges Niang,co_inf with Jaden Springer,co_inf with James Harden,co_inf with Joel Embiid,co_inf with Julian Champagnie,co_inf with Louis King,co_inf with Mac McClung,co_inf with Michael Foster Jr.,co_inf with Montrezl Harrell,co_inf with P.J. Tucker,co_inf with Paul Reed,co_inf with Saben Lee,co_inf with Shake Milton,co_inf with Tobias Harris,co_inf with Tyrese Maxey,Shared Games with Jalen McDaniels,Shared Games with Anfernee Simons,Shared Games with Cam Reddish,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Jabari Walker,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Kevin Knox,Shared Games with Nassir Little,Shared Games with Ryan Arcidiacono,Shared Games with Shaedon Sharpe,Shared Games with Trendon Watford,Anfernee Simons,Cam Reddish,Chance Comanche,Damian Lillard,Drew Eubanks,Greg Brown III,Jabari Walker,Jayson Tatum,Jeenathan Williams,Jerami Grant,John Butler,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Kevin Knox,Nassir Little,Ryan Arcidiacono,Shaedon Sharpe,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Cam Reddish,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jayson Tatum,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Kevin Knox,co_inf with Nassir Little,co_inf with Ryan Arcidiacono,co_inf with Shaedon Sharpe,co_inf with Skylar Mays,co_inf with Trendon Watford,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,10,2022-11-07,25-248,PHI,,PHO,W (+12),0,10:31,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,+4,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,2.0,71.0,2.21875,0.9999999999999996,70.6,2.20625
11,12,11,2022-11-10,25-251,PHI,@,ATL,L (-9),0,8:21,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.8,+6,1.0,0.0,0.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,-2.0,71.0,2.21875,-1.7999999999999998,60.2,1.88125
12,13,12,2022-11-12,25-253,PHI,,ATL,W (+12),1,29:52,1.0,5.0,.200,1.0,4.0,.250,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,0.7,+15,1.0,0.0,0.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,1.0,89.0,2.78125,0.7,99.8,3.11875
13,14,13,2022-11-13,25-254,PHI,,UTA,W (+7),1,27:27,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,1.0,5.0,6.0,2.0,5.0,1.0,0.0,2.0,2.0,9.5,+18,1.0,1.0,1.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,14.0,67.0,2.09375,9.499999999999998,85.9,2.684375
14,15,14,2022-11-18,25-259,PHI,,MIL,W (+8),0,4:20,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-7,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,0.0,58.0,1.8125,-0.4,66.9,2.090625
15,16,15,2022-11-19,25-260,PHI,,MIN,L (-3),0,4:56,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-6,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,-1.0,78.0,2.4375,-0.7,84.09999999999998,2.6281249999999994
16,17,16,2022-11-22,25-263,PHI,,BRK,W (+9),0,3:22,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.3,-5,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,0.0,50.0,1.5625,1.3000000000000005,52.79999999999999,1.6499999999999997
17,18,,2022-11-23,25-264,PHI,@,CHO,L (-6),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,,76.0,2.375,0.0,64.2,2.00625
18,19,,2022-11-25,25-266,PHI,@,ORL,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,,71.0,2.21875,0.0,85.60000000000001,2.6750000000000003
19,20,,2022-11-27,25-268,PHI,@,ORL,W (+30),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,,66.0,2.0625,0.0,74.10000000000001,2.3156250000000003
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,,0.0,0.0,0.0,0.0,0.0
21,21,17,2022-11-28,25-269,PHI,,ATL,W (+3),0,7:34,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,3.6,+12,2.0,2.0,1.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,3.0,84.0,2.625,3.6000000000000005,74.0,2.3125
22,22,18,2022-11-30,25-271,PHI,@,CLE,L (-28),0,18:16,1.0,4.0,.250,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,0.4,+4,2.0,0.0,0.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,1.0,91.0,2.84375,0.4000000000000001,61.7,1.928125
23,23,19,2022-12-02,25-273,PHI,@,MEM,L (-8),0,13:01,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.1,0,1.0,0.0,0.0,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,0.0,63.0,1.96875,-0.0999999999999999,68.99999999999999,2.1562499999999996
24,24,20,2022-12-05,25-276,PHI,@,HOU,L (-9),0,7:10,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-2,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,1.0,82.0,2.5625,0.7,78.89999999999999,2.4656249999999997
25,25,21,2022-12-09,25-280,PHI,,LAL,W (+11),0,13:25,4.0,7.0,.571,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,9.0,7.2,+11,4.0,3.0,0.75,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,5.0,92.0,2.875,7.199999999999999,84.7,2.646875
26,26,22,2022-12-11,25-282,PHI,,CHO,W (+18),0,12:46,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,-0.8,+1,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,1.0,63.0,1.96875,-0.8,77.6,2.425
27,27,23,2022-12-13,25-284,PHI,,SAC,W (+20),1,22:23,5.0,7.0,.714,3.0,4.0,.750,2,3.0,.667,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,15.0,10.7,+11,3.0,2.0,0.6666666666666666,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,7.0,90.0,2.8125,9.900000000000004,83.6,2.6125
28,28,24,2022-12-16,25-287,PHI,,GSW,W (+12),1,21:10,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,3.6,+5,0.0,0.0,,31,46,22,47,7,36,40,1,1,2,45,47,36,1,46,45,33,56.0,77.0,37.0,78.0,16.0,58.0,66.0,17.0,1.0,2.0,1.0,57.0,75.0,69.0,25.0,76.0,74.0,60.0,0.5535714285714286,0.5974025974025974,0.5945945945945946,0.6025641025641025,0.4375,0.6206896551724138,0.6060606060606061,0.0588235294117647,1.0,1.0,0.0,0.7894736842105263,0.6266666666666667,0.5217391304347826,0.04,0.6052631578947368,0.6081081081081081,0.55,36,10,20,16,22,16,11,7,7,15,14,20,9,22,19,62.0,40.0,1,58.0,78.0,16.0,56.0,74.0,5,63.0,19.0,4,29.0,52.0,40.0,63.0,54.0,20.0,80.0,6,62.0,0.1612903225806451,0.5,0.0,0.2758620689655172,0.282051282051282,0.0,0.2857142857142857,0.0,0.0,0.1746031746031746,0.3684210526315789,0.0,0.0,0.1346153846153846,0.375,0.2222222222222222,0.3703703703703703,0.45,0.275,0.0,0.3064516129032258,32,4.0,97.0,3.03125,3.6,102.7,3.209375
