Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Wiggins,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aaron Wiggins,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Luguentz Dort,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aaron Wiggins,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Luke Kornet,Shared Games with Malcolm Brogdon,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,AJ Griffin,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Champagnie,Justin Jackson,Luke Kornet,Malcolm Brogdon,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with AJ Griffin,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Champagnie,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Malcolm Brogdon,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
70,68,,2023-03-13,31-255,BOS,@,HOU,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,,105.0,3.6206896551724137,0.0,115.1,3.968965517241379
71,69,,2023-03-15,31-257,BOS,@,MIN,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,,60.0,2.0689655172413794,0.0,76.89999999999998,2.651724137931034
72,70,,2023-03-17,31-259,BOS,@,POR,W (+14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,,59.0,2.034482758620689,0.0,75.89999999999999,2.6172413793103444
73,71,53,2023-03-18,31-260,BOS,@,UTA,L (-1),0,21:36,3.0,5.0,.600,2.0,3.0,.667,0,0.0,,0.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,8.0,7.8,+5,2.0,1.0,0.5,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,10.0,95.0,3.2758620689655173,7.799999999999999,113.9,3.927586206896552
74,72,54,2023-03-21,31-263,BOS,@,SAC,W (+23),0,2:50,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1,-1,0.0,0.0,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,1.0,74.0,2.5517241379310347,-0.1,89.69999999999999,3.0931034482758615
75,73,55,2023-03-24,31-266,BOS,,IND,W (+25),0,4:34,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6,+3,0.0,0.0,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,2.0,104.0,3.586206896551724,0.6,122.9,4.2379310344827585
76,74,56,2023-03-26,31-268,BOS,,SAS,W (+44),0,11:45,3.0,4.0,.750,3.0,4.0,.750,0,0.0,,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,9.0,9.0,+16,0.0,0.0,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,9.0,94.0,3.2413793103448274,8.999999999999998,107.20000000000002,3.6965517241379318
77,75,57,2023-03-28,31-270,BOS,@,WAS,L (-19),0,9:21,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,+3,0.0,0.0,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,0.0,106.0,3.655172413793104,0.0,108.9,3.7551724137931037
78,76,58,2023-03-30,31-272,BOS,@,MIL,W (+41),0,7:21,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,-0.1,-5,1.0,0.0,0.0,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,1.0,75.0,2.586206896551724,-0.0999999999999999,87.0,3.0
79,77,59,2023-03-31,31-273,BOS,,UTA,W (+8),0,12:06,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,-2.9,+5,1.0,0.0,0.0,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,-2.0,113.0,3.896551724137931,-2.8999999999999995,128.9,4.444827586206896
80,78,60,2023-04-04,31-277,BOS,@,PHI,L (-2),0,13:21,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,+6,0.0,0.0,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,3.0,79.0,2.7241379310344827,0.5,97.7,3.3689655172413793
81,79,61,2023-04-05,31-278,BOS,,TOR,W (+4),1,31:53,4.0,6.0,.667,3.0,5.0,.600,1,2.0,.500,0.0,6.0,6.0,2.0,0.0,1.0,1.0,3.0,12.0,10.7,-5,1.0,1.0,1.0,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,12.0,60.0,2.0689655172413794,10.299999999999995,73.69999999999999,2.5413793103448272
82,80,62,2023-04-07,31-280,BOS,,TOR,W (+19),0,22:11,4.0,8.0,.500,1.0,5.0,.200,2,2.0,1.000,3.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,11.0,11.0,+4,3.0,3.0,1.0,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,9.0,54.0,1.862068965517241,10.199999999999998,68.6,2.36551724137931
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,,0.0,0.0,0.0,0.0,0.0
84,81,63,2023-04-09,31-282,BOS,,ATL,W (+6),1,33:25,9.0,13.0,.692,4.0,7.0,.571,5,7.0,.714,4.0,4.0,8.0,2.0,0.0,0.0,2.0,3.0,27.0,22.9,+13,6.0,5.0,0.8333333333333334,37,21,27,18,37,39,20,17,38,38,19,36,14,40,39,70.0,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,39.0,68.0,67.0,0.5285714285714286,0.6176470588235294,,0.627906976744186,0.45,0.5068493150684932,0.52,0.0,0.4081632653061224,0.3953488372093023,0.5,0.7169811320754716,0.4634146341463415,0.4864864864864865,0.358974358974359,0.5882352941176471,0.582089552238806,14,12,20,19,15,17,4,17,14,14,1,8,13,20,72.0,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,5.0,23.0,69.0,67.0,61.0,4.0,23.0,48.0,35.0,80.0,0.0,0.2222222222222222,0.2926829268292683,,0.2439024390243902,0.240506329113924,0.2238805970149253,0.2297297297297297,0.3333333333333333,0.0,0.0,0.2463768115942029,0.208955223880597,0.2295081967213114,0.25,0.0,0.1666666666666666,0.3714285714285714,0.25,29,15.0,92.0,3.1724137931034484,20.9,95.40000000000002,3.2896551724137937
