Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Al Horford,Shared Games with Blake Griffin,Shared Games with Derrick White,Shared Games with Grant Williams,Shared Games with Jaylen Brown,Shared Games with Jayson Tatum,Shared Games with JD Davison,Shared Games with Justin Jackson,Shared Games with Luke Kornet,Shared Games with Marcus Smart,Shared Games with Mfiondu Kabengele,Shared Games with Noah Vonleh,Shared Games with Payton Pritchard,Shared Games with Robert Williams,Shared Games with Sam Hauser,Al Horford,Blake Griffin,Danilo Gallinari,Derrick White,Grant Williams,Jaylen Brown,Jayson Tatum,JD Davison,Justin Jackson,Luke Kornet,Marcus Smart,Mfiondu Kabengele,Noah Vonleh,Payton Pritchard,Robert Williams,Sam Hauser,co_inf with Al Horford,co_inf with Blake Griffin,co_inf with Danilo Gallinari,co_inf with Derrick White,co_inf with Grant Williams,co_inf with Jaylen Brown,co_inf with Jayson Tatum,co_inf with JD Davison,co_inf with Justin Jackson,co_inf with Luke Kornet,co_inf with Marcus Smart,co_inf with Mfiondu Kabengele,co_inf with Noah Vonleh,co_inf with Payton Pritchard,co_inf with Robert Williams,co_inf with Sam Hauser,Shared Games with Justin Champagnie,Shared Games with Mike Muscala,AJ Griffin,Justin Champagnie,Mike Muscala,co_inf with AJ Griffin,co_inf with Justin Champagnie,co_inf with Mike Muscala,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
61,60,51,2023-02-23,30-074,BOS,@,IND,W (+4),0,36:50,9.0,12.0,.750,5.0,6.0,.833,1,1.0,1.000,0.0,5.0,5.0,7.0,2.0,0.0,1.0,2.0,24.0,25.8,+6,6.0,4.0,0.6666666666666666,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,24.0,78.0,4.588235294117647,25.4,98.30000000000004,5.782352941176473
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,0.0,0.0,0.0,0.0,0.0
63,61,52,2023-02-25,30-076,BOS,@,PHI,W (+3),0,20:33,2.0,6.0,.333,1.0,2.0,.500,0,0.0,,0.0,7.0,7.0,1.0,0.0,1.0,0.0,2.0,5.0,4.3,+18,4.0,1.0,0.25,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,8.0,68.0,4.0,4.3,78.19999999999999,4.6
64,62,53,2023-02-27,30-078,BOS,@,NYK,L (-15),0,27:31,10.0,16.0,.625,2.0,5.0,.400,0,0.0,,0.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,22.0,17.3,-10,11.0,8.0,0.7272727272727273,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,12.0,39.0,2.294117647058824,17.3,41.49999999999999,2.441176470588235
65,63,54,2023-03-01,30-080,BOS,,CLE,W (+4),0,22:38,1.0,5.0,.200,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,2.0,-1.1,+3,3.0,1.0,0.3333333333333333,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,-1.0,83.0,4.882352941176471,-1.0999999999999996,94.4,5.552941176470589
66,64,,2023-03-03,30-082,BOS,,BRK,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,72.0,4.235294117647059,0.0,77.09999999999998,4.535294117647058
67,65,,2023-03-05,30-084,BOS,,NYK,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,79.0,4.647058823529412,0.0,91.8,5.3999999999999995
68,66,55,2023-03-06,30-085,BOS,@,CLE,L (-4),0,36:28,8.0,14.0,.571,3.0,6.0,.500,5,5.0,1.000,0.0,4.0,4.0,5.0,0.0,0.0,1.0,4.0,24.0,19.5,-7,8.0,5.0,0.625,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,13.0,46.0,2.7058823529411766,17.5,55.7,3.2764705882352945
69,67,56,2023-03-08,30-087,BOS,,POR,W (+22),0,27:57,2.0,13.0,.154,1.0,7.0,.143,0,2.0,.000,1.0,8.0,9.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,+11,6.0,1.0,0.1666666666666666,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,1.0,78.0,4.588235294117647,9.992007221626409e-16,88.30000000000001,5.194117647058825
70,68,57,2023-03-11,30-090,BOS,@,ATL,W (+9),0,25:22,8.0,12.0,.667,2.0,3.0,.667,0,0.0,,0.0,4.0,4.0,5.0,1.0,0.0,3.0,1.0,18.0,15.1,+10,9.0,6.0,0.6666666666666666,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,13.0,92.0,5.411764705882353,15.1,100.0,5.882352941176471
71,69,58,2023-03-13,30-092,BOS,@,HOU,L (-2),0,28:36,5.0,11.0,.455,3.0,5.0,.600,7,7.0,1.000,1.0,1.0,2.0,1.0,2.0,0.0,1.0,4.0,20.0,15.4,+1,6.0,2.0,0.3333333333333333,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,6.0,54.0,3.176470588235294,12.6,64.30000000000001,3.7823529411764714
72,70,59,2023-03-15,30-094,BOS,@,MIN,W (+2),0,31:03,4.0,9.0,.444,1.0,3.0,.333,3,4.0,.750,0.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,12.0,10.1,-6,6.0,3.0,0.5,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,7.0,52.0,3.0588235294117645,8.899999999999997,67.00000000000001,3.941176470588236
73,71,,2023-03-17,30-096,BOS,@,POR,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,105.0,6.176470588235294,0.0,121.7,7.158823529411765
74,72,60,2023-03-18,30-097,BOS,@,UTA,L (-1),0,30:36,6.0,12.0,.500,2.0,4.0,.500,2,3.0,.667,1.0,4.0,5.0,4.0,0.0,0.0,0.0,1.0,16.0,13.9,+11,8.0,4.0,0.5,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,10.0,65.0,3.823529411764706,13.1,76.5,4.5
75,73,61,2023-03-21,30-100,BOS,@,SAC,W (+23),0,21:53,2.0,8.0,.250,0.0,3.0,.000,0,0.0,,0.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,4.0,3.1,+6,5.0,2.0,0.4,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,3.0,103.0,6.0588235294117645,3.1,120.4,7.082352941176471
76,74,,2023-03-24,30-103,BOS,,IND,W (+25),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,103.0,6.0588235294117645,0.0,116.20000000000002,6.835294117647059
77,75,62,2023-03-26,30-105,BOS,,SAS,W (+44),0,26:01,6.0,12.0,.500,1.0,3.0,.333,7,8.0,.875,2.0,3.0,5.0,9.0,1.0,1.0,0.0,2.0,20.0,23.1,+22,9.0,5.0,0.5555555555555556,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,16.0,90.0,5.294117647058823,20.3,88.60000000000001,5.211764705882353
78,76,63,2023-03-28,30-107,BOS,@,WAS,L (-19),0,23:05,6.0,11.0,.545,1.0,4.0,.250,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,13.0,9.2,-14,7.0,5.0,0.7142857142857143,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,7.0,69.0,4.0588235294117645,9.2,77.7,4.570588235294117
79,77,64,2023-03-30,30-109,BOS,@,MIL,W (+41),0,27:13,6.0,13.0,.462,0.0,4.0,.000,2,2.0,1.000,0.0,3.0,3.0,5.0,4.0,0.0,2.0,4.0,14.0,12.1,+41,9.0,6.0,0.6666666666666666,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,9.0,102.0,6.0,11.299999999999995,114.7,6.747058823529412
80,78,65,2023-03-31,30-110,BOS,,UTA,W (+8),0,31:48,7.0,14.0,.500,3.0,8.0,.375,2,2.0,1.000,0.0,3.0,3.0,7.0,1.0,1.0,1.0,0.0,19.0,18.5,-7,6.0,4.0,0.6666666666666666,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,14.0,68.0,4.0,17.7,80.5,4.735294117647059
81,79,66,2023-04-04,30-114,BOS,@,PHI,L (-2),0,27:43,7.0,16.0,.438,2.0,4.0,.500,2,4.0,.500,1.0,3.0,4.0,3.0,0.0,0.0,1.0,0.0,18.0,11.5,+3,12.0,5.0,0.4166666666666667,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,4.0,68.0,4.0,10.7,73.29999999999998,4.311764705882352
82,80,67,2023-04-05,30-115,BOS,,TOR,W (+4),0,34:35,10.0,19.0,.526,4.0,6.0,.667,5,6.0,.833,2.0,3.0,5.0,3.0,0.0,0.0,3.0,2.0,29.0,19.9,+7,13.0,6.0,0.4615384615384615,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,9.0,54.0,3.176470588235294,17.900000000000002,60.899999999999984,3.58235294117647
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,30-117,BOS,,TOR,W (+19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,107.0,6.294117647058823,0.0,116.3,6.841176470588235
85,82,,2023-04-09,30-119,BOS,,ATL,W (+6),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,52,33,67,64,57,60,5,20,56,52,1,20,37,29,65,63.0,41.0,,82.0,79.0,67.0,74.0,12.0,23.0,69.0,61.0,4.0,23.0,48.0,35.0,80.0,0.8253968253968254,0.8048780487804879,,0.8170731707317073,0.810126582278481,0.8507462686567164,0.8108108108108109,0.4166666666666667,0.8695652173913043,0.8115942028985508,0.8524590163934426,0.25,0.8695652173913043,0.7708333333333334,0.8285714285714286,0.8125,1,14,72.0,5.0,63.0,0.0,0.2,0.2222222222222222,17,,78.0,4.588235294117647,0.0,83.80000000000001,4.929411764705883
