Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andre Iguodala,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with James Wiseman,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Anthony Lamb,Donte DiVincenzo,Draymond Green,James Wiseman,JaMychal Green,Jonathan Kuminga,Jordan Poole,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with James Wiseman,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Gary Payton II,Jalen Johnson,co_inf with Gary Payton II,co_inf with Jalen Johnson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
31,31,,2022-12-18,27-298,GSW,@,TOR,W (+16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,,85.0,5.666666666666667,0.0,97.0,6.466666666666667
32,32,,2022-12-20,27-300,GSW,@,NYK,L (-38),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,,42.0,2.8,0.0,52.5,3.5
33,33,,2022-12-21,27-301,GSW,@,BRK,L (-30),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,,44.0,2.933333333333333,0.0,54.8,3.6533333333333333
34,34,,2022-12-25,27-305,GSW,,MEM,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,,95.0,6.333333333333333,0.0,107.09999999999998,7.139999999999999
35,35,,2022-12-27,27-307,GSW,,CHO,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,,66.0,4.4,0.0,75.2,5.013333333333334
36,36,,2022-12-28,27-308,GSW,,UTA,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,,83.0,5.533333333333333,0.0,94.6,6.306666666666667
37,37,,2022-12-30,27-310,GSW,,POR,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,,80.0,5.333333333333333,0.0,93.20000000000002,6.213333333333335
38,38,,2023-01-02,27-313,GSW,,ATL,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,,100.0,6.666666666666667,0.0,111.7,7.446666666666667
39,39,,2023-01-04,27-315,GSW,,DET,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,,86.0,5.733333333333333,0.0,94.4,6.293333333333334
40,40,23,2023-01-07,27-318,GSW,,ORL,L (-14),1,19:05,4.0,12.0,.333,2.0,7.0,.286,2,2.0,1.000,0.0,3.0,3.0,2.0,1.0,0.0,3.0,3.0,12.0,4.3,-22,5.0,2.0,0.4,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,1.0,72.0,4.8,3.5,76.6,5.1066666666666665
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,,0.0,0.0,0.0,0.0,0.0
42,41,24,2023-01-10,27-321,GSW,,PHO,L (-12),1,28:36,5.0,16.0,.313,0.0,4.0,.000,0,1.0,.000,5.0,0.0,5.0,2.0,5.0,2.0,0.0,2.0,10.0,10.9,-15,12.0,5.0,0.4166666666666667,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,7.0,62.0,4.133333333333334,10.899999999999997,74.30000000000001,4.953333333333334
43,42,25,2023-01-13,27-324,GSW,@,SAS,W (+31),1,27:29,7.0,17.0,.412,2.0,8.0,.250,0,0.0,,3.0,2.0,5.0,2.0,1.0,2.0,1.0,3.0,16.0,11.2,+18,9.0,5.0,0.5555555555555556,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,8.0,127.0,8.466666666666667,11.2,130.2,8.68
44,43,26,2023-01-15,27-326,GSW,@,CHI,L (-14),1,28:52,4.0,13.0,.308,2.0,8.0,.250,1,4.0,.250,1.0,4.0,5.0,3.0,0.0,0.0,0.0,3.0,11.0,5.1,-4,5.0,2.0,0.4,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,2.0,85.0,5.666666666666667,4.699999999999998,90.79999999999998,6.053333333333332
45,44,27,2023-01-16,27-327,GSW,@,WAS,W (+9),1,31:45,6.0,15.0,.400,1.0,6.0,.167,1,1.0,1.000,0.0,3.0,3.0,4.0,0.0,0.0,1.0,4.0,14.0,7.0,-12,9.0,5.0,0.5555555555555556,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,4.0,83.0,5.533333333333333,6.599999999999998,89.99999999999999,5.999999999999999
46,45,28,2023-01-19,27-330,GSW,@,BOS,L (-3),1,39:46,6.0,18.0,.333,3.0,8.0,.375,5,8.0,.625,2.0,2.0,4.0,3.0,1.0,4.0,2.0,3.0,20.0,13.3,-7,10.0,3.0,0.3,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,4.0,72.0,4.8,11.300000000000004,73.6,4.906666666666666
47,46,,2023-01-20,27-331,GSW,@,CLE,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,,85.0,5.666666666666667,0.0,97.8,6.52
48,47,29,2023-01-22,27-333,GSW,,BRK,L (-4),1,26:47,2.0,9.0,.222,0.0,3.0,.000,0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,0.8,-4,6.0,2.0,0.3333333333333333,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,-1.0,85.0,5.666666666666667,0.8000000000000002,94.1,6.2733333333333325
49,48,,2023-01-25,27-336,GSW,,MEM,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,,85.0,5.666666666666667,0.0,95.1,6.34
50,49,,2023-01-27,27-338,GSW,,TOR,W (+12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,,116.0,7.733333333333333,0.0,120.4,8.026666666666667
51,50,30,2023-01-30,27-341,GSW,@,OKC,W (+8),1,32:15,7.0,13.0,.538,1.0,4.0,.250,0,0.0,,0.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,15.0,10.4,+10,9.0,6.0,0.6666666666666666,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,9.0,93.0,6.2,10.4,99.9,6.66
52,51,31,2023-02-01,27-343,GSW,@,MIN,L (-5),1,35:07,7.0,13.0,.538,1.0,4.0,.250,1,2.0,.500,2.0,5.0,7.0,3.0,0.0,0.0,2.0,2.0,16.0,11.5,-8,9.0,6.0,0.6666666666666666,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,9.0,58.0,3.866666666666666,11.099999999999996,64.3,4.286666666666666
53,52,32,2023-02-02,27-344,GSW,@,DEN,L (-17),1,31:18,3.0,14.0,.214,2.0,3.0,.667,1,3.0,.333,3.0,7.0,10.0,2.0,0.0,0.0,2.0,4.0,9.0,1.6,-13,11.0,1.0,0.0909090909090909,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,2.0,77.0,5.133333333333334,1.1999999999999995,80.19999999999999,5.346666666666666
54,53,33,2023-02-04,27-346,GSW,,DAL,W (+6),1,28:34,4.0,6.0,.667,0.0,1.0,.000,1,2.0,.500,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,9.0,2.9,+6,5.0,4.0,0.8,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,-1.0,93.0,6.2,2.5,96.1,6.406666666666666
55,54,34,2023-02-06,27-348,GSW,,OKC,W (+27),1,31:56,8.0,15.0,.533,1.0,5.0,.200,1,2.0,.500,2.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,18.0,13.3,+25,10.0,7.0,0.7,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,8.0,116.0,7.733333333333333,12.9,119.1,7.9399999999999995
56,55,35,2023-02-08,27-350,GSW,@,POR,L (-3),1,36:57,7.0,14.0,.500,2.0,3.0,.667,2,2.0,1.000,4.0,6.0,10.0,4.0,4.0,0.0,0.0,5.0,18.0,20.4,-2,11.0,5.0,0.4545454545454545,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,20.0,70.0,4.666666666666667,19.600000000000005,85.5,5.7
57,56,36,2023-02-11,27-353,GSW,,LAL,L (-6),1,30:59,5.0,13.0,.385,2.0,6.0,.333,0,0.0,,2.0,3.0,5.0,1.0,0.0,0.0,1.0,2.0,12.0,6.1,+3,7.0,3.0,0.4285714285714285,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,4.0,75.0,5.0,6.1000000000000005,76.7,5.113333333333333
58,57,37,2023-02-13,27-355,GSW,,WAS,W (+9),1,38:53,12.0,22.0,.545,3.0,6.0,.500,2,2.0,1.000,2.0,5.0,7.0,4.0,0.0,0.0,0.0,2.0,29.0,23.3,+21,16.0,9.0,0.5625,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,16.0,90.0,6.0,22.5,100.9,6.7266666666666675
59,58,,2023-02-14,27-356,GSW,@,LAC,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,,72.0,4.8,0.0,94.19999999999996,6.279999999999998
60,59,,2023-02-23,28-000,GSW,@,LAL,L (-13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,,62.0,4.133333333333334,0.0,77.0,5.133333333333334
61,60,,2023-02-24,28-001,GSW,,HOU,W (+15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,,90.0,6.0,0.0,90.3,6.02
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-26,28-003,GSW,,MIN,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,22,30,36,12,25,27,37,37,31,25,4,6,32,19,8.0,62.0,72.0,73.0,45.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.375,0.3548387096774194,0.4166666666666667,0.4931506849315068,0.2666666666666666,0.4385964912280701,0.4029850746268656,0.4512195121951219,0.4512195121951219,0.4492753623188406,0.0,0.3968253968253968,0.1290322580645161,0.5,0.5714285714285714,0.4222222222222222,22.0,70.0,0.0,0.0,15,,78.0,5.2,0.0,83.59999999999998,5.573333333333332
