Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
56.0,50.0,2023-02-07,31-141,NOP,ATL,1.0,34.516666666666666,8.0,23.0,0.348,4.0,12.0,0.333,1.0,2.0,0.5,0.0,6.0,6.0,7.0,0.0,0.0,1.0,2.0,21.0,12.6,-3.0,11.0,4.0,0.3636363636363636,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,8.0,72.0,4.5,12.2,81.39999999999999,5.0875,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+5),W (+5)
57.0,51.0,2023-02-10,31-144,NOP,CLE,1.0,32.68333333333333,4.0,14.0,0.286,0.0,5.0,0.0,4.0,5.0,0.8,1.0,1.0,2.0,5.0,2.0,0.0,4.0,2.0,12.0,5.1,-24.0,9.0,4.0,0.4444444444444444,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,-2.0,89.0,5.5625,3.5000000000000027,85.79999999999998,5.362499999999999,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+32),W (+32)
58.0,,2023-02-13,31-147,NOP,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,,55.0,3.4375,0.0,66.39999999999999,4.15,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+9),W (+9)
59.0,52.0,2023-02-15,31-149,NOP,LAL,1.0,33.68333333333333,8.0,16.0,0.5,3.0,7.0,0.429,3.0,4.0,0.75,2.0,4.0,6.0,9.0,0.0,2.0,3.0,4.0,22.0,19.3,-17.0,9.0,5.0,0.5555555555555556,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,16.0,54.0,3.375,18.09999999999999,51.6,3.225,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-11),L (-11)
60.0,53.0,2023-02-23,31-157,NOP,TOR,1.0,35.916666666666664,8.0,16.0,0.5,3.0,5.0,0.6,4.0,6.0,0.667,1.0,3.0,4.0,5.0,0.0,0.0,2.0,2.0,23.0,16.5,-8.0,11.0,5.0,0.4545454545454545,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,8.0,73.0,4.5625,14.899999999999997,65.60000000000001,4.1000000000000005,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+3),W (+3)
61.0,54.0,2023-02-25,31-159,NOP,NYK,1.0,33.86666666666667,6.0,19.0,0.316,1.0,9.0,0.111,0.0,0.0,,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,13.0,4.5,-32.0,10.0,5.0,0.5,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,-1.0,61.0,3.8125,4.500000000000004,62.2,3.8875,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-18),L (-18)
62.0,55.0,2023-02-27,31-161,NOP,ORL,1.0,36.1,8.0,18.0,0.444,1.0,8.0,0.125,1.0,2.0,0.5,2.0,0.0,2.0,6.0,1.0,0.0,3.0,5.0,18.0,9.8,-2.0,10.0,7.0,0.7,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,4.0,48.0,3.0,9.399999999999997,44.50000000000001,2.7812500000000004,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-5),L (-5)
63.0,56.0,2023-03-01,31-163,NOP,POR,1.0,35.983333333333334,9.0,19.0,0.474,2.0,5.0,0.4,4.0,4.0,1.0,2.0,5.0,7.0,7.0,0.0,0.0,2.0,1.0,24.0,19.7,4.0,14.0,7.0,0.5,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,13.0,89.0,5.5625,18.1,78.19999999999999,4.887499999999999,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,,
64.0,57.0,2023-03-03,31-165,NOP,GSW,1.0,40.23333333333333,8.0,21.0,0.381,3.0,10.0,0.3,6.0,6.0,1.0,1.0,5.0,6.0,5.0,0.0,1.0,2.0,4.0,25.0,16.3,-8.0,11.0,5.0,0.4545454545454545,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,8.0,47.0,2.9375,13.9,49.49999999999999,3.09375,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-22),L (-22)
65.0,58.0,2023-03-06,31-168,NOP,SAC,1.0,30.75,6.0,14.0,0.429,1.0,5.0,0.2,1.0,2.0,0.5,2.0,2.0,4.0,3.0,1.0,0.0,5.0,2.0,14.0,5.5,-27.0,9.0,5.0,0.5555555555555556,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,1.0,108.0,6.75,5.1,83.69999999999999,5.231249999999999,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-8),L (-8)
66.0,59.0,2023-03-08,31-170,NOP,DAL,1.0,34.68333333333333,12.0,22.0,0.545,6.0,8.0,0.75,2.0,3.0,0.667,0.0,5.0,5.0,5.0,0.0,0.0,2.0,1.0,32.0,23.6,-1.0,14.0,6.0,0.4285714285714285,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,15.0,72.0,4.5,22.8,66.69999999999999,4.168749999999999,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+11),W (+11)
67.0,60.0,2023-03-11,31-173,NOP,OKC,1.0,38.61666666666667,8.0,20.0,0.4,4.0,7.0,0.571,6.0,6.0,1.0,1.0,6.0,7.0,8.0,0.0,0.0,5.0,3.0,26.0,17.1,-13.0,13.0,4.0,0.3076923076923077,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,10.0,61.0,3.8125,14.7,49.8,3.1125,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-9),L (-9)
68.0,61.0,2023-03-12,31-174,NOP,POR,1.0,29.666666666666668,8.0,17.0,0.471,4.0,8.0,0.5,2.0,4.0,0.5,1.0,4.0,5.0,11.0,1.0,0.0,3.0,0.0,22.0,20.1,25.0,9.0,4.0,0.4444444444444444,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,15.0,76.0,4.75,19.3,70.00000000000001,4.375000000000001,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-15),L (-15)
69.0,62.0,2023-03-14,31-176,NOP,LAL,1.0,36.78333333333333,5.0,17.0,0.294,1.0,10.0,0.1,2.0,4.0,0.5,1.0,2.0,3.0,9.0,0.0,0.0,1.0,5.0,13.0,6.9,-13.0,7.0,4.0,0.5714285714285714,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,3.0,68.0,4.25,6.100000000000003,70.7,4.41875,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+7),W (+7)
70.0,63.0,2023-03-17,31-179,NOP,HOU,1.0,38.91666666666666,5.0,12.0,0.417,3.0,6.0,0.5,1.0,2.0,0.5,1.0,4.0,5.0,6.0,1.0,0.0,1.0,2.0,14.0,12.5,21.0,6.0,2.0,0.3333333333333333,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,11.0,70.0,4.375,12.099999999999998,72.80000000000001,4.550000000000001,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-14),L (-14)
71.0,64.0,2023-03-19,31-181,NOP,HOU,1.0,39.03333333333333,9.0,18.0,0.5,4.0,7.0,0.571,4.0,6.0,0.667,0.0,6.0,6.0,5.0,2.0,2.0,1.0,2.0,26.0,23.1,10.0,11.0,5.0,0.4545454545454545,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,16.0,83.0,5.1875,21.500000000000004,75.10000000000001,4.6937500000000005,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+17),W (+17)
72.0,65.0,2023-03-21,31-183,NOP,SAS,1.0,30.15,6.0,14.0,0.429,1.0,3.0,0.333,2.0,2.0,1.0,0.0,8.0,8.0,4.0,2.0,0.0,1.0,3.0,15.0,12.6,14.0,11.0,5.0,0.4545454545454545,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,12.0,74.0,4.625,11.799999999999995,75.89999999999999,4.74375,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-15),L (-15)
73.0,66.0,2023-03-23,31-185,NOP,CHO,1.0,36.25,8.0,19.0,0.421,3.0,8.0,0.375,1.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,20.0,12.8,20.0,11.0,5.0,0.4545454545454545,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,6.0,81.0,5.0625,12.4,81.5,5.09375,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-2),L (-2)
74.0,67.0,2023-03-25,31-187,NOP,LAC,1.0,35.35,8.0,15.0,0.533,3.0,6.0,0.5,2.0,2.0,1.0,2.0,6.0,8.0,8.0,2.0,1.0,3.0,2.0,21.0,21.4,21.0,9.0,5.0,0.5555555555555556,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,20.0,105.0,6.5625,20.6,96.9,6.05625,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+10),W (+10)
75.0,68.0,2023-03-27,31-189,NOP,POR,1.0,25.383333333333333,7.0,15.0,0.467,3.0,7.0,0.429,0.0,0.0,,0.0,1.0,1.0,8.0,2.0,2.0,1.0,1.0,17.0,17.2,23.0,8.0,4.0,0.5,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,14.0,98.0,6.125,17.200000000000003,83.9,5.24375,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+35),W (+35)
76.0,69.0,2023-03-28,31-190,NOP,GSW,1.0,37.95,6.0,17.0,0.353,3.0,7.0,0.429,0.0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,3.0,2.0,15.0,4.1,-20.0,10.0,3.0,0.3,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,-1.0,69.0,4.3125,4.099999999999999,69.19999999999999,4.324999999999999,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+19),W (+19)
77.0,70.0,2023-03-30,31-192,NOP,DEN,1.0,37.55,8.0,15.0,0.533,6.0,8.0,0.75,1.0,2.0,0.5,0.0,0.0,0.0,3.0,0.0,0.0,2.0,5.0,23.0,13.4,27.0,7.0,2.0,0.2857142857142857,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,7.0,77.0,4.8125,12.999999999999996,64.5,4.03125,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+21),W (+21)
78.0,71.0,2023-04-01,31-194,NOP,LAC,1.0,38.13333333333333,8.0,18.0,0.444,1.0,5.0,0.2,2.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,19.0,13.6,4.0,13.0,7.0,0.5384615384615384,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,5.0,57.0,3.5625,12.8,80.1,5.00625,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+34),W (+34)
79.0,72.0,2023-04-04,31-197,NOP,SAC,1.0,35.15,6.0,19.0,0.316,0.0,4.0,0.0,0.0,0.0,,0.0,5.0,5.0,3.0,0.0,1.0,1.0,2.0,12.0,3.6,-22.0,15.0,6.0,0.4,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,1.0,63.0,3.9375,3.6000000000000005,68.2,4.2625,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-11),L (-11)
80.0,73.0,2023-04-05,31-198,NOP,MEM,1.0,44.4,10.0,16.0,0.625,6.0,9.0,0.667,5.0,10.0,0.5,1.0,9.0,10.0,6.0,1.0,0.0,4.0,0.0,31.0,26.4,11.0,7.0,4.0,0.5714285714285714,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,18.0,73.0,4.5625,24.40000000000001,83.70000000000002,5.231250000000001,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+19),W (+19)
81.0,74.0,2023-04-07,31-200,NOP,NYK,1.0,38.63333333333333,8.0,15.0,0.533,4.0,9.0,0.444,3.0,4.0,0.75,0.0,5.0,5.0,4.0,0.0,0.0,0.0,2.0,23.0,18.8,29.0,6.0,4.0,0.6666666666666666,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,13.0,81.0,5.0625,17.599999999999998,68.2,4.2625,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+8),W (+8)
82.0,75.0,2023-04-09,31-202,NOP,MIN,1.0,38.833333333333336,9.0,24.0,0.375,0.0,5.0,0.0,5.0,8.0,0.625,0.0,5.0,5.0,3.0,2.0,0.0,2.0,5.0,23.0,10.2,-15.0,19.0,9.0,0.4736842105263157,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,-1.0,56.0,3.5,8.200000000000006,63.7,3.98125,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-18),L (-18)
