Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,Dereon Seabron,Devonte' Graham,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-09,31-051,NOP,CHI,1.0,34.483333333333334,3.0,13.0,0.231,0.0,5.0,0.0,1.0,3.0,0.333,1.0,3.0,4.0,5.0,1.0,2.0,2.0,0.0,7.0,3.8,-5.0,8.0,3.0,0.375,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,1.0,76.0,4.75,3.3999999999999995,84.69999999999999,5.293749999999999,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+4),W (+4)
12.0,12.0,2022-11-10,31-052,NOP,POR,1.0,37.93333333333333,6.0,17.0,0.353,1.0,7.0,0.143,0.0,0.0,,1.0,6.0,7.0,7.0,2.0,2.0,5.0,2.0,13.0,8.5,-1.0,10.0,5.0,0.5,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,9.0,55.0,3.4375,8.5,51.400000000000006,3.2125000000000004,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-11),L (-11)
13.0,13.0,2022-11-12,31-054,NOP,HOU,1.0,37.41666666666666,3.0,14.0,0.214,1.0,7.0,0.143,2.0,2.0,1.0,1.0,6.0,7.0,7.0,2.0,0.0,2.0,1.0,9.0,7.4,20.0,7.0,2.0,0.2857142857142857,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,7.0,54.0,3.375,6.599999999999998,78.5,4.90625,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+13),W (+13)
14.0,14.0,2022-11-15,31-057,NOP,MEM,1.0,36.9,11.0,23.0,0.478,7.0,13.0,0.538,1.0,2.0,0.5,1.0,2.0,3.0,9.0,0.0,1.0,2.0,2.0,30.0,23.4,7.0,10.0,4.0,0.4,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,16.0,84.0,5.25,23.000000000000004,68.89999999999999,4.30625,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+11),W (+11)
15.0,15.0,2022-11-16,31-058,NOP,CHI,1.0,37.13333333333333,8.0,16.0,0.5,3.0,8.0,0.375,4.0,4.0,1.0,1.0,3.0,4.0,8.0,0.0,1.0,3.0,0.0,23.0,19.9,10.0,8.0,5.0,0.625,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,13.0,89.0,5.5625,18.3,79.2,4.95,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+14),W (+14)
16.0,16.0,2022-11-18,31-060,NOP,BOS,1.0,34.45,7.0,18.0,0.389,4.0,8.0,0.5,0.0,0.0,,0.0,5.0,5.0,3.0,3.0,0.0,1.0,4.0,18.0,12.2,-1.0,10.0,3.0,0.3,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,10.0,86.0,5.375,12.2,79.99999999999999,4.999999999999999,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-8),L (-8)
17.0,17.0,2022-11-21,31-063,NOP,GSW,1.0,21.5,6.0,10.0,0.6,3.0,5.0,0.6,0.0,0.0,,3.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,15.0,11.9,21.0,5.0,3.0,0.6,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,8.0,84.0,5.25,11.9,89.90000000000002,5.618750000000001,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+45),W (+45)
18.0,,2022-11-23,31-065,NOP,SAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,,95.0,5.9375,0.0,91.3,5.70625,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+19),W (+19)
19.0,,2022-11-25,31-067,NOP,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,,72.0,4.5,0.0,72.60000000000001,4.5375000000000005,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,L (-21),L (-21)
20.0,,2022-11-28,31-070,NOP,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,,80.0,5.0,0.0,71.9,4.49375,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+4),W (+4)
21.0,,2022-11-30,31-072,NOP,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,,92.0,5.75,0.0,102.49999999999996,6.406249999999997,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,,
22.0,18.0,2022-12-02,31-074,NOP,SAS,1.0,31.95,2.0,11.0,0.182,1.0,5.0,0.2,0.0,0.0,,0.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,5.0,0.7,14.0,6.0,1.0,0.1666666666666666,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,1.0,95.0,5.9375,0.7000000000000015,91.5,5.71875,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+18),W (+18)
23.0,19.0,2022-12-04,31-076,NOP,DEN,1.0,33.81666666666667,3.0,11.0,0.273,0.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,1.0,7.0,4.2,0.0,9.0,3.0,0.3333333333333333,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,3.0,72.0,4.5,3.799999999999999,85.10000000000001,5.3187500000000005,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+18),W (+18)
24.0,20.0,2022-12-07,31-079,NOP,DET,1.0,26.933333333333334,3.0,11.0,0.273,0.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,4.0,0.0,2.0,4.0,4.0,8.0,1.0,-3.0,10.0,3.0,0.3,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,0.0,75.0,4.6875,0.1999999999999993,70.89999999999998,4.431249999999999,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+15),W (+15)
25.0,21.0,2022-12-09,31-081,NOP,PHO,1.0,33.083333333333336,7.0,16.0,0.438,1.0,6.0,0.167,3.0,3.0,1.0,1.0,6.0,7.0,5.0,1.0,0.0,1.0,1.0,18.0,15.2,8.0,10.0,6.0,0.6,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,11.0,59.0,3.6875,14.000000000000002,85.9,5.36875,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+6),W (+6)
26.0,22.0,2022-12-11,31-083,NOP,PHO,1.0,44.7,13.0,24.0,0.542,3.0,10.0,0.3,0.0,0.0,,2.0,2.0,4.0,7.0,2.0,0.0,2.0,1.0,29.0,23.9,4.0,14.0,10.0,0.7142857142857143,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,16.0,79.0,4.9375,23.90000000000001,80.4,5.025,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+11),W (+11)
27.0,23.0,2022-12-13,31-085,NOP,UTA,1.0,30.28333333333333,6.0,17.0,0.353,1.0,2.0,0.5,1.0,3.0,0.333,2.0,4.0,6.0,0.0,2.0,0.0,3.0,1.0,14.0,4.9,-22.0,15.0,5.0,0.3333333333333333,42,5,47,54,20,59,41,72,54,22,60,72,73,33,25,45.0,5.0,73.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.9333333333333332,1.0,0.6438356164383562,0.9152542372881356,0.8,0.8939393939393939,0.8723404255319149,0.9113924050632912,0.8852459016393442,0.88,0.9230769230769232,0.935064935064935,0.9240506329113924,0.868421052631579,0.8620689655172413,22,63.0,65.0,0.0,0.3384615384615385,16,-1.0,50.0,3.125,4.499999999999997,72.6,4.5375,15.6,4.3,0.8,1.5,-0.7,0.1671998293879291,0.541,0.404,0.177,1.9,1.5,W (+5),W (+5)
