Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
66.0,44.0,2023-03-08,19-356,NOP,DAL,0,19.15,1.0,3.0,.333,1.0,2.0,.500,1,2.0,.500,0.0,6.0,6.0,6.0,0.0,0.0,0.0,2.0,4.0,7.1,+21,1.0,0.0,0.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,11.0,76.0,4.75,6.699999999999999,82.8,5.175,0.0242055875453188,W (+11),W (+11)
67.0,45.0,2023-03-11,19-359,NOP,OKC,0,24.7,2.0,7.0,.286,1.0,5.0,.200,0,0.0,,0.0,6.0,6.0,5.0,1.0,0.0,2.0,0.0,5.0,5.2,-9,2.0,1.0,0.5,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,8.0,63.0,3.9375,5.2,59.3,3.70625,0.0242055875453188,L (-9),L (-9)
68.0,46.0,2023-03-12,19-360,NOP,POR,0,26.03333333333333,0.0,4.0,.000,0.0,2.0,.000,2,2.0,1.000,0.0,1.0,1.0,4.0,0.0,0.0,3.0,2.0,2.0,-1.5,-13,2.0,0.0,0.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,-2.0,93.0,5.8125,-2.3000000000000003,91.6,5.725,0.0242055875453188,L (-15),L (-15)
69.0,47.0,2023-03-14,19-362,NOP,LAL,0,11.216666666666669,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.3,-2,1.0,0.0,0.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,3.0,68.0,4.25,1.2999999999999998,75.50000000000001,4.718750000000001,0.0242055875453188,W (+7),W (+7)
70.0,48.0,2023-03-17,20-000,NOP,HOU,0,4.066666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,-3.4,-17,0.0,0.0,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,-3.0,84.0,5.25,-3.4,88.29999999999998,5.518749999999999,0.0242055875453188,L (-14),L (-14)
71.0,49.0,2023-03-19,20-002,NOP,HOU,0,8.966666666666667,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,4.2,0,1.0,1.0,1.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,7.0,92.0,5.75,4.2,92.40000000000002,5.775000000000001,0.0242055875453188,W (+17),W (+17)
72.0,50.0,2023-03-21,20-004,NOP,SAS,0,17.85,0.0,2.0,.000,0.0,1.0,.000,1,2.0,.500,0.0,3.0,3.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,+21,1.0,0.0,0.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,3.0,83.0,5.1875,0.5999999999999996,87.1,5.44375,0.0242055875453188,L (-15),L (-15)
73.0,51.0,2023-03-23,20-006,NOP,CHO,0,11.75,1.0,4.0,.250,0.0,2.0,.000,0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,0.8,-1,2.0,1.0,0.5,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,2.0,85.0,5.3125,0.8000000000000003,93.1,5.81875,0.0242055875453188,L (-2),L (-2)
74.0,52.0,2023-03-25,20-008,NOP,LAC,0,12.65,0.0,2.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0,2.0,0.0,0.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,1.0,124.0,7.75,0.2,117.3,7.33125,0.0242055875453188,W (+10),W (+10)
75.0,53.0,2023-03-27,20-010,NOP,POR,0,22.616666666666667,3.0,8.0,.375,2.0,3.0,.667,0,0.0,,0.0,3.0,3.0,4.0,0.0,0.0,1.0,3.0,8.0,5.1,+11,5.0,1.0,0.2,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,6.0,106.0,6.625,5.099999999999999,96.0,6.0,0.0242055875453188,W (+35),W (+35)
76.0,54.0,2023-03-28,20-011,NOP,GSW,0,10.05,1.0,2.0,.500,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,4.2,+9,1.0,1.0,1.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,6.0,62.0,3.875,4.2,69.1,4.31875,0.0242055875453188,W (+19),W (+19)
77.0,55.0,2023-03-30,20-013,NOP,DEN,0,10.45,1.0,2.0,.500,1.0,1.0,1.000,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.9,-8,1.0,0.0,0.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,4.0,80.0,5.0,2.8999999999999995,74.6,4.6625,0.0242055875453188,W (+21),W (+21)
78.0,56.0,2023-04-01,20-015,NOP,LAC,0,14.05,2.0,4.0,.500,1.0,2.0,.500,0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,4.4,+2,2.0,1.0,0.5,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,3.0,59.0,3.6875,4.4,88.5,5.53125,0.0242055875453188,W (+34),W (+34)
79.0,57.0,2023-04-04,20-018,NOP,SAC,0,12.833333333333334,4.0,4.0,1.000,1.0,1.0,1.000,3,3.0,1.000,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,12.0,13.1,+4,3.0,3.0,1.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,10.0,54.0,3.375,11.9,59.900000000000006,3.74375,0.0242055875453188,L (-11),L (-11)
80.0,58.0,2023-04-05,20-019,NOP,MEM,0,8.416666666666666,0.0,2.0,.000,0.0,2.0,.000,0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,-0.5,+2,0.0,0.0,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,2.0,89.0,5.5625,-0.5,108.60000000000002,6.787500000000001,0.0242055875453188,W (+19),W (+19)
81.0,59.0,2023-04-07,20-021,NOP,NYK,0,9.366666666666667,0.0,1.0,.000,0.0,0.0,,0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,-21,1.0,0.0,0.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,3.0,91.0,5.6875,0.9999999999999998,84.8,5.3,0.0242055875453188,W (+8),W (+8)
82.0,,2023-04-09,20-023,NOP,MIN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,,55.0,3.4375,0.0,71.9,4.49375,0.0242055875453188,L (-18),L (-18)
