Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Devonte' Graham,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Devonte' Graham,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Devonte' Graham,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Josh Richardson,Al Horford,Josh Richardson,co_inf with Al Horford,co_inf with Josh Richardson,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,,2022-11-09,19-237,NOP,CHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,,77.0,4.8125,0.0,88.09999999999998,5.506249999999999,0.0242055875453188,W (+4),W (+4)
12.0,,2022-11-10,19-238,NOP,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,,64.0,4.0,0.0,59.90000000000001,3.743750000000001,0.0242055875453188,L (-11),L (-11)
13.0,5.0,2022-11-12,19-240,NOP,HOU,0,0.1833333333333333,0.0,0.0,,0.0,0.0,,2,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0.0,0.0,,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,0.0,61.0,3.8125,1.2,83.9,5.24375,0.0242055875453188,W (+13),W (+13)
14.0,6.0,2022-11-15,19-243,NOP,MEM,0,17.216666666666665,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,1.0,8.0,9.0,1.0,1.0,1.0,0.0,1.0,3.0,5.7,+13,1.0,0.0,0.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,11.0,89.0,5.5625,5.699999999999998,86.2,5.3875,0.0242055875453188,W (+11),W (+11)
15.0,7.0,2022-11-16,19-244,NOP,CHI,0,18.98333333333333,2.0,3.0,.667,0.0,0.0,,0,0.0,,1.0,3.0,4.0,2.0,0.0,1.0,0.0,5.0,4.0,4.4,-4,3.0,2.0,0.6666666666666666,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,8.0,94.0,5.875,4.4,93.1,5.81875,0.0242055875453188,W (+14),W (+14)
16.0,8.0,2022-11-18,19-246,NOP,BOS,0,17.883333333333333,0.0,2.0,.000,0.0,0.0,,1,2.0,.500,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,+1,2.0,0.0,0.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,0.0,96.0,6.0,-0.3,92.5,5.78125,0.0242055875453188,L (-8),L (-8)
17.0,9.0,2022-11-21,19-249,NOP,GSW,0,20.4,4.0,7.0,.571,1.0,3.0,.333,0,0.0,,0.0,5.0,5.0,2.0,2.0,0.0,0.0,5.0,9.0,8.6,+14,4.0,3.0,0.75,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,11.0,81.0,5.0625,8.600000000000001,93.20000000000005,5.825000000000003,0.0242055875453188,W (+45),W (+45)
18.0,10.0,2022-11-23,19-251,NOP,SAS,0,22.2,2.0,5.0,.400,0.0,2.0,.000,1,2.0,.500,0.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,5.0,1.3,+3,3.0,2.0,0.6666666666666666,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,1.0,94.0,5.875,0.8999999999999995,90.4,5.65,0.0242055875453188,W (+19),W (+19)
19.0,11.0,2022-11-25,19-253,NOP,MEM,0,24.966666666666665,3.0,5.0,.600,1.0,1.0,1.000,2,2.0,1.000,0.0,5.0,5.0,6.0,0.0,0.0,3.0,2.0,9.0,8.6,+18,4.0,2.0,0.5,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,10.0,62.0,3.875,7.799999999999997,64.80000000000001,4.050000000000001,0.0242055875453188,L (-21),L (-21)
20.0,12.0,2022-11-28,19-256,NOP,OKC,0,27.683333333333334,3.0,5.0,.600,2.0,3.0,.667,0,0.0,,0.0,5.0,5.0,2.0,2.0,0.0,1.0,3.0,8.0,8.4,-4,2.0,1.0,0.5,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,11.0,69.0,4.3125,8.399999999999999,63.50000000000001,3.96875,0.0242055875453188,W (+4),W (+4)
21.0,13.0,2022-11-30,19-258,NOP,TOR,0,31.266666666666666,6.0,9.0,.667,1.0,2.0,.500,1,2.0,.500,2.0,6.0,8.0,9.0,1.0,0.0,1.0,1.0,14.0,18.8,+6,7.0,5.0,0.7142857142857143,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,20.0,72.0,4.5,18.4,84.1,5.25625,0.0242055875453188,,
22.0,14.0,2022-12-02,19-260,NOP,SAS,1,31.95,2.0,7.0,.286,0.0,3.0,.000,0,0.0,,1.0,4.0,5.0,3.0,0.0,0.0,1.0,3.0,4.0,1.7,-10,4.0,2.0,0.5,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,4.0,92.0,5.75,1.700000000000001,90.5,5.65625,0.0242055875453188,W (+18),W (+18)
23.0,15.0,2022-12-04,19-262,NOP,DEN,1,21.33333333333333,1.0,3.0,.333,0.0,0.0,,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.9,-5,3.0,1.0,0.3333333333333333,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,2.0,73.0,4.5625,1.9000000000000004,87.00000000000001,5.437500000000001,0.0242055875453188,W (+18),W (+18)
24.0,16.0,2022-12-07,19-265,NOP,DET,1,25.066666666666663,2.0,5.0,.400,0.0,2.0,.000,2,3.0,.667,0.0,3.0,3.0,1.0,2.0,0.0,2.0,5.0,6.0,2.5,-1,3.0,2.0,0.6666666666666666,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,2.0,73.0,4.5625,1.6999999999999984,69.39999999999998,4.337499999999999,0.0242055875453188,W (+15),W (+15)
25.0,17.0,2022-12-09,19-267,NOP,PHO,1,19.366666666666667,2.0,3.0,.667,0.0,0.0,,0,0.0,,2.0,2.0,4.0,2.0,0.0,0.0,1.0,2.0,4.0,4.3,-2,3.0,2.0,0.6666666666666666,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,6.0,64.0,4.0,4.3,95.6,5.975,0.0242055875453188,W (+6),W (+6)
26.0,18.0,2022-12-11,19-269,NOP,PHO,1,35.75,4.0,7.0,.571,1.0,2.0,.500,2,3.0,.667,0.0,1.0,1.0,8.0,1.0,0.0,0.0,4.0,11.0,12.6,+10,5.0,3.0,0.6,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,11.0,84.0,5.25,11.800000000000002,92.50000000000004,5.781250000000003,0.0242055875453188,W (+11),W (+11)
27.0,19.0,2022-12-13,19-271,NOP,UTA,0,26.15,2.0,4.0,.500,1.0,2.0,.500,2,2.0,1.000,1.0,4.0,5.0,3.0,0.0,0.0,0.0,2.0,7.0,8.2,-11,2.0,1.0,0.5,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,9.0,40.0,2.5,7.399999999999999,69.7,4.35625,0.0242055875453188,W (+5),W (+5)
28.0,20.0,2022-12-15,19-273,NOP,UTA,0,19.2,2.0,5.0,.400,2.0,4.0,.500,0,0.0,,2.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,6.0,2.9,-10,1.0,0.0,0.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,3.0,71.0,4.4375,2.8999999999999995,90.9,5.68125,0.0242055875453188,L (-21),L (-21)
29.0,21.0,2022-12-17,19-275,NOP,PHO,0,22.83333333333333,2.0,3.0,.667,1.0,2.0,.500,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,5.0,4.2,-5,1.0,1.0,1.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,5.0,70.0,4.375,4.2,77.0,4.8125,0.0242055875453188,L (-3),L (-3)
30.0,22.0,2022-12-19,19-277,NOP,MIL,0,11.683333333333334,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.6,-11,1.0,0.0,0.0,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,0.0,76.0,4.75,0.6000000000000001,84.0,5.25,0.0242055875453188,L (-4),L (-4)
31.0,23.0,2022-12-22,19-280,NOP,SAS,0,19.666666666666668,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,-0.6,0,3.0,1.0,0.3333333333333333,27,54,2,39,20,46,37,57,39,16,45,54,57,28,22,45.0,75.0,5.0,73.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.6,0.72,0.4,0.5342465753424658,0.8,0.696969696969697,0.7872340425531915,0.7215189873417721,0.639344262295082,0.64,0.6923076923076923,0.7012987012987013,0.7215189873417721,0.7368421052631579,0.7586206896551724,18,63.0,65.0,0.0,0.2769230769230769,16,1.0,86.0,5.375,-0.5999999999999999,98.9,6.18125,0.0242055875453188,L (-9),L (-9)
