Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Lawson,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Kyle Anderson,Luka Garza,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
51.0,,2023-01-27,27-073,MIN,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,94.0,4.947368421052632,0.0,95.7,5.036842105263158,0.0634084685064251,L (-5),L (-5)
52.0,,2023-01-28,27-074,MIN,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,75.0,3.947368421052632,0.0,75.8,3.9894736842105263,0.0634084685064251,W (+9),W (+9)
53.0,,2023-01-30,27-076,MIN,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,81.0,4.2631578947368425,0.0,96.59999999999998,5.084210526315789,0.0634084685064251,W (+11),W (+11)
54.0,,2023-02-01,27-078,MIN,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,71.0,3.736842105263158,0.0,79.79999999999998,4.199999999999999,0.0634084685064251,W (+7),W (+7)
55.0,,2023-02-03,27-080,MIN,ORL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,52.0,2.736842105263158,0.0,62.7,3.3000000000000003,0.0634084685064251,L (-7),L (-7)
56.0,,2023-02-05,27-082,MIN,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,60.0,3.1578947368421053,0.0,75.2,3.9578947368421056,0.0634084685064251,W (+5),W (+5)
57.0,,2023-02-07,27-084,MIN,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,44.0,2.3157894736842106,0.0,62.7,3.3000000000000003,0.0634084685064251,L (-7),L (-7)
58.0,,2023-02-08,27-085,MIN,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,134.0,7.052631578947368,0.0,140.2,7.378947368421052,0.0634084685064251,W (+30),W (+30)
59.0,,2023-02-10,27-087,MIN,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,63.0,3.3157894736842106,0.0,71.2,3.747368421052632,0.0634084685064251,L (-34),L (-34)
60.0,,2023-02-13,27-090,MIN,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,79.0,4.157894736842105,0.0,103.1,5.426315789473684,0.0634084685064251,W (+25),W (+25)
61.0,,2023-02-16,27-093,MIN,WAS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,69.0,3.631578947368421,0.0,81.9,4.310526315789474,0.0634084685064251,L (-21),L (-21)
62.0,,2023-02-24,27-101,MIN,CHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,81.0,4.2631578947368425,0.0,81.39999999999999,4.284210526315789,0.0634084685064251,W (+3),W (+3)
63.0,,2023-02-26,27-103,MIN,GSW,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,68.0,3.5789473684210527,0.0,78.8,4.147368421052631,0.0634084685064251,,
64.0,,2023-02-28,27-105,MIN,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,76.0,4.0,0.0,99.1,5.21578947368421,0.0634084685064251,L (-8),L (-8)
65.0,,2023-03-03,27-108,MIN,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,65.0,3.421052631578948,0.0,75.8,3.9894736842105263,0.0634084685064251,L (-8),L (-8)
66.0,,2023-03-04,27-109,MIN,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,84.0,4.421052631578948,0.0,95.9,5.047368421052632,0.0634084685064251,L (-5),L (-5)
67.0,,2023-03-07,27-112,MIN,PHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,65.0,3.421052631578948,0.0,79.7,4.194736842105264,0.0634084685064251,W (+7),W (+7)
68.0,,2023-03-10,27-115,MIN,BRK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,68.0,3.5789473684210527,0.0,79.70000000000002,4.194736842105264,0.0634084685064251,W (+8),W (+8)
69.0,,2023-03-13,27-118,MIN,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,116.0,6.105263157894737,0.0,136.29999999999998,7.173684210526315,0.0634084685064251,W (+4),W (+4)
70.0,,2023-03-15,27-120,MIN,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,64.0,3.3684210526315788,0.0,77.0,4.052631578947368,0.0634084685064251,L (-23),L (-23)
71.0,,2023-03-17,27-122,MIN,CHI,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,75.0,3.947368421052632,0.0,92.3,4.8578947368421055,0.0634084685064251,L (-1),L (-1)
72.0,,2023-03-18,27-123,MIN,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,61.0,3.210526315789474,0.0,68.70000000000002,3.6157894736842113,0.0634084685064251,W (+21),W (+21)
73.0,,2023-03-20,27-125,MIN,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,81.0,4.2631578947368425,0.0,97.0,5.105263157894737,0.0634084685064251,L (-2),L (-2)
74.0,22.0,2023-03-22,27-127,MIN,ATL,1.0,26.1,8.0,18.0,0.444,2.0,3.0,0.667,4.0,4.0,1.0,1.0,3.0,4.0,3.0,2.0,0.0,3.0,4.0,22.0,13.7,13.0,15.0,6.0,0.4,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,6.0,62.0,3.263157894736842,12.099999999999996,80.4,4.231578947368422,0.0634084685064251,L (-8),L (-8)
75.0,23.0,2023-03-26,27-131,MIN,GSW,1.0,32.13333333333333,5.0,16.0,0.313,4.0,9.0,0.444,0.0,0.0,,0.0,5.0,5.0,3.0,2.0,0.0,3.0,2.0,14.0,6.6,7.0,7.0,1.0,0.1428571428571428,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,5.0,56.0,2.9473684210526314,6.600000000000001,54.9,2.889473684210526,0.0634084685064251,L (-15),L (-15)
76.0,,2023-03-27,27-132,MIN,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,,88.0,4.631578947368421,0.0,104.4,5.494736842105263,0.0634084685064251,W (+6),W (+6)
77.0,24.0,2023-03-29,27-134,MIN,PHO,1.0,33.6,9.0,17.0,0.529,5.0,10.0,0.5,2.0,2.0,1.0,3.0,5.0,8.0,2.0,0.0,0.0,6.0,3.0,25.0,14.5,2.0,7.0,4.0,0.5714285714285714,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,10.0,57.0,3.0,13.700000000000005,58.50000000000001,3.078947368421053,0.0634084685064251,W (+1),W (+1)
78.0,25.0,2023-03-31,27-136,MIN,LAL,1.0,35.71666666666667,8.0,18.0,0.444,2.0,7.0,0.286,5.0,5.0,1.0,4.0,4.0,8.0,3.0,0.0,0.0,1.0,5.0,23.0,16.7,,11.0,6.0,0.5454545454545454,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,10.0,42.0,2.210526315789474,14.699999999999996,54.59999999999998,2.873684210526315,0.0634084685064251,W (+3),W (+3)
79.0,26.0,2023-04-02,27-138,MIN,POR,1.0,25.05,1.0,3.0,0.333,1.0,1.0,1.0,5.0,8.0,0.625,2.0,7.0,9.0,3.0,0.0,0.0,3.0,5.0,8.0,5.7,2.0,2.0,0.0,0.0,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,6.0,78.0,4.105263157894737,3.6999999999999993,88.20000000000002,4.642105263157895,0.0634084685064251,W (+4),W (+4)
80.0,27.0,2023-04-04,27-140,MIN,BRK,1.0,30.866666666666667,8.0,15.0,0.533,1.0,3.0,0.333,5.0,6.0,0.833,1.0,13.0,14.0,5.0,0.0,0.0,1.0,3.0,22.0,20.2,4.0,12.0,7.0,0.5833333333333334,1,28,11,11,21,27,22,21,2,24,3,11,18,27,25,6,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3544303797468354,0.2115384615384615,0.44,0.2957746478873239,0.3417721518987341,0.3384615384615385,0.4883720930232558,0.1333333333333333,0.3478260869565217,0.1071428571428571,0.2894736842105263,0.2647058823529412,0.3857142857142857,0.4629629629629629,0.2068965517241379,1,6,6,34.0,67.0,59.0,29.0,0.0294117647058823,0.0895522388059701,0.1016949152542373,0.0,19,19.0,53.0,2.789473684210526,18.2,64.0,3.3684210526315788,0.0634084685064251,L (-7),L (-7)
