Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Lawson,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Austin Rivers,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
48,47,,2023-01-19,29-180,MIN,,TOR,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,25,19,22,22,25,9,8,11,13,8,16,22,20,13,13,15.0,79.0,52.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3164556962025316,0.3653846153846153,0.3098591549295774,0.2784810126582278,0.3846153846153846,0.2093023255813953,0.5333333333333333,0.3793103448275862,0.1884057971014492,0.2857142857142857,0.4210526315789473,0.3235294117647059,0.2857142857142857,0.2407407407407407,0.4482758620689655,6,2,1,34.0,67.0,59.0,29.0,0.1764705882352941,0.0298507462686567,0.0169491525423728,0.0,19,,91.0,4.789473684210527,0.0,99.79999999999998,5.252631578947367
49,48,,2023-01-21,29-182,MIN,,HOU,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,25,19,22,22,25,9,8,11,13,8,16,22,20,13,13,15.0,79.0,52.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3164556962025316,0.3653846153846153,0.3098591549295774,0.2784810126582278,0.3846153846153846,0.2093023255813953,0.5333333333333333,0.3793103448275862,0.1884057971014492,0.2857142857142857,0.4210526315789473,0.3235294117647059,0.2857142857142857,0.2407407407407407,0.4482758620689655,6,2,1,34.0,67.0,59.0,29.0,0.1764705882352941,0.0298507462686567,0.0169491525423728,0.0,19,,80.0,4.2105263157894735,0.0,88.39999999999998,4.652631578947367
50,49,,2023-01-23,29-184,MIN,@,HOU,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,25,19,22,22,25,9,8,11,13,8,16,22,20,13,13,15.0,79.0,52.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3164556962025316,0.3653846153846153,0.3098591549295774,0.2784810126582278,0.3846153846153846,0.2093023255813953,0.5333333333333333,0.3793103448275862,0.1884057971014492,0.2857142857142857,0.4210526315789473,0.3235294117647059,0.2857142857142857,0.2407407407407407,0.4482758620689655,6,2,1,34.0,67.0,59.0,29.0,0.1764705882352941,0.0298507462686567,0.0169491525423728,0.0,19,,54.0,2.8421052631578947,0.0,60.10000000000001,3.1631578947368424
51,50,,2023-01-25,29-186,MIN,@,NOP,W (+9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,25,19,22,22,25,9,8,11,13,8,16,22,20,13,13,15.0,79.0,52.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3164556962025316,0.3653846153846153,0.3098591549295774,0.2784810126582278,0.3846153846153846,0.2093023255813953,0.5333333333333333,0.3793103448275862,0.1884057971014492,0.2857142857142857,0.4210526315789473,0.3235294117647059,0.2857142857142857,0.2407407407407407,0.4482758620689655,6,2,1,34.0,67.0,59.0,29.0,0.1764705882352941,0.0298507462686567,0.0169491525423728,0.0,19,,65.0,3.421052631578948,0.0,80.89999999999999,4.257894736842105
52,51,,2023-01-27,29-188,MIN,,MEM,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,25,19,22,22,25,9,8,11,13,8,16,22,20,13,13,15.0,79.0,52.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3164556962025316,0.3653846153846153,0.3098591549295774,0.2784810126582278,0.3846153846153846,0.2093023255813953,0.5333333333333333,0.3793103448275862,0.1884057971014492,0.2857142857142857,0.4210526315789473,0.3235294117647059,0.2857142857142857,0.2407407407407407,0.4482758620689655,6,2,1,34.0,67.0,59.0,29.0,0.1764705882352941,0.0298507462686567,0.0169491525423728,0.0,19,,94.0,4.947368421052632,0.0,95.7,5.036842105263158
53,52,,2023-01-28,29-189,MIN,,SAC,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,25,19,22,22,25,9,8,11,13,8,16,22,20,13,13,15.0,79.0,52.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3164556962025316,0.3653846153846153,0.3098591549295774,0.2784810126582278,0.3846153846153846,0.2093023255813953,0.5333333333333333,0.3793103448275862,0.1884057971014492,0.2857142857142857,0.4210526315789473,0.3235294117647059,0.2857142857142857,0.2407407407407407,0.4482758620689655,6,2,1,34.0,67.0,59.0,29.0,0.1764705882352941,0.0298507462686567,0.0169491525423728,0.0,19,,75.0,3.947368421052632,0.0,75.8,3.9894736842105263
54,53,,2023-01-30,29-191,MIN,,SAC,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,25,19,22,22,25,9,8,11,13,8,16,22,20,13,13,15.0,79.0,52.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3164556962025316,0.3653846153846153,0.3098591549295774,0.2784810126582278,0.3846153846153846,0.2093023255813953,0.5333333333333333,0.3793103448275862,0.1884057971014492,0.2857142857142857,0.4210526315789473,0.3235294117647059,0.2857142857142857,0.2407407407407407,0.4482758620689655,6,2,1,34.0,67.0,59.0,29.0,0.1764705882352941,0.0298507462686567,0.0169491525423728,0.0,19,,81.0,4.2631578947368425,0.0,96.59999999999998,5.084210526315789
55,54,,2023-02-01,29-193,MIN,,GSW,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,25,19,22,22,25,9,8,11,13,8,16,22,20,13,13,15.0,79.0,52.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3164556962025316,0.3653846153846153,0.3098591549295774,0.2784810126582278,0.3846153846153846,0.2093023255813953,0.5333333333333333,0.3793103448275862,0.1884057971014492,0.2857142857142857,0.4210526315789473,0.3235294117647059,0.2857142857142857,0.2407407407407407,0.4482758620689655,6,2,1,34.0,67.0,59.0,29.0,0.1764705882352941,0.0298507462686567,0.0169491525423728,0.0,19,,71.0,3.736842105263158,0.0,79.79999999999998,4.199999999999999
56,55,23,2023-02-03,29-195,MIN,,ORL,L (-7),0,6:17,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,-1.1,+7,0.0,0.0,,1,25,19,22,22,25,9,8,11,13,8,16,22,20,13,13,15.0,79.0,52.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3164556962025316,0.3653846153846153,0.3098591549295774,0.2784810126582278,0.3846153846153846,0.2093023255813953,0.5333333333333333,0.3793103448275862,0.1884057971014492,0.2857142857142857,0.4210526315789473,0.3235294117647059,0.2857142857142857,0.2407407407407407,0.4482758620689655,6,2,1,34.0,67.0,59.0,29.0,0.1764705882352941,0.0298507462686567,0.0169491525423728,0.0,19,0.0,52.0,2.736842105263158,-1.1,63.8,3.357894736842105
57,56,,2023-02-05,29-197,MIN,,DEN,W (+30),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,25,19,22,22,25,9,8,11,13,8,16,22,20,13,13,15.0,79.0,52.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3164556962025316,0.3653846153846153,0.3098591549295774,0.2784810126582278,0.3846153846153846,0.2093023255813953,0.5333333333333333,0.3793103448275862,0.1884057971014492,0.2857142857142857,0.4210526315789473,0.3235294117647059,0.2857142857142857,0.2407407407407407,0.4482758620689655,6,2,1,34.0,67.0,59.0,29.0,0.1764705882352941,0.0298507462686567,0.0169491525423728,0.0,19,,60.0,3.1578947368421053,0.0,75.2,3.9578947368421056
58,57,24,2023-02-07,29-199,MIN,@,DEN,L (-34),0,12:41,2.0,4.0,.500,1.0,2.0,.500,2,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,4.0,-3,2.0,1.0,0.5,1,25,19,22,22,25,9,8,11,13,8,16,22,20,13,13,15.0,79.0,52.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3164556962025316,0.3653846153846153,0.3098591549295774,0.2784810126582278,0.3846153846153846,0.2093023255813953,0.5333333333333333,0.3793103448275862,0.1884057971014492,0.2857142857142857,0.4210526315789473,0.3235294117647059,0.2857142857142857,0.2407407407407407,0.4482758620689655,6,2,1,34.0,67.0,59.0,29.0,0.1764705882352941,0.0298507462686567,0.0169491525423728,0.0,19,0.0,44.0,2.3157894736842106,3.2,59.49999999999999,3.131578947368421
59,58,25,2023-02-08,29-200,MIN,@,UTA,W (+25),0,13:44,3.0,5.0,.600,3.0,5.0,.600,0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,9.0,8.0,-6,0.0,0.0,,1,25,19,22,22,25,9,8,11,13,8,16,22,20,13,13,15.0,79.0,52.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.3164556962025316,0.3653846153846153,0.3098591549295774,0.2784810126582278,0.3846153846153846,0.2093023255813953,0.5333333333333333,0.3793103448275862,0.1884057971014492,0.2857142857142857,0.4210526315789473,0.3235294117647059,0.2857142857142857,0.2407407407407407,0.4482758620689655,6,2,1,34.0,67.0,59.0,29.0,0.1764705882352941,0.0298507462686567,0.0169491525423728,0.0,19,8.0,126.0,6.631578947368421,7.999999999999998,132.20000000000002,6.957894736842106
