Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
49,48,,2023-01-21,20-057,MIN,,HOU,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,80.0,4.444444444444445,0.0,88.39999999999998,4.91111111111111
50,49,,2023-01-23,20-059,MIN,@,HOU,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,54.0,3.0,0.0,60.10000000000001,3.3388888888888895
51,50,,2023-01-25,20-061,MIN,@,NOP,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,65.0,3.611111111111111,0.0,80.89999999999999,4.494444444444444
52,51,,2023-01-27,20-063,MIN,,MEM,W (+11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,94.0,5.222222222222222,0.0,95.7,5.316666666666666
53,52,,2023-01-28,20-064,MIN,,SAC,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,75.0,4.166666666666667,0.0,75.8,4.211111111111111
54,53,,2023-01-30,20-066,MIN,,SAC,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,81.0,4.5,0.0,96.59999999999998,5.366666666666665
55,54,,2023-02-01,20-068,MIN,,GSW,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,71.0,3.9444444444444446,0.0,79.79999999999998,4.433333333333333
56,55,,2023-02-03,20-070,MIN,,ORL,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,52.0,2.888888888888889,0.0,62.7,3.4833333333333334
57,56,8,2023-02-05,20-072,MIN,,DEN,W (+30),0,4:16,1.0,3.0,.333,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.3,-1,3.0,1.0,0.3333333333333333,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,1.0,59.0,3.2777777777777777,1.2999999999999998,73.9,4.105555555555556
58,57,9,2023-02-07,20-074,MIN,@,DEN,L (-34),0,17:04,4.0,7.0,.571,1.0,1.0,1.000,2,2.0,1.000,1.0,4.0,5.0,0.0,1.0,2.0,0.0,1.0,11.0,11.6,+3,6.0,3.0,0.5,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,10.0,34.0,1.8888888888888888,10.8,51.9,2.8833333333333333
59,58,10,2023-02-08,20-075,MIN,@,UTA,W (+25),0,29:01,6.0,12.0,.500,0.0,2.0,.000,0,0.0,,2.0,9.0,11.0,0.0,1.0,2.0,0.0,4.0,12.0,10.9,+9,10.0,6.0,0.6,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,14.0,120.0,6.666666666666667,10.9,129.3,7.183333333333334
60,59,11,2023-02-10,20-077,MIN,@,MEM,L (-21),0,1:39,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,0.0,63.0,3.5,0.0,71.2,3.9555555555555557
61,60,,2023-02-13,20-080,MIN,@,DAL,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,79.0,4.388888888888889,0.0,103.1,5.727777777777778
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-16,20-083,MIN,,WAS,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,69.0,3.8333333333333335,0.0,81.9,4.550000000000001
64,62,,2023-02-24,20-091,MIN,,CHO,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,81.0,4.5,0.0,81.39999999999999,4.522222222222222
65,63,,2023-02-26,20-093,MIN,@,GSW,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,68.0,3.7777777777777777,0.0,78.8,4.377777777777777
66,64,,2023-02-28,20-095,MIN,@,LAC,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,76.0,4.222222222222222,0.0,99.1,5.5055555555555555
67,65,,2023-03-03,20-098,MIN,@,LAL,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,65.0,3.611111111111111,0.0,75.8,4.211111111111111
68,66,,2023-03-04,20-099,MIN,@,SAC,W (+4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,84.0,4.666666666666667,0.0,95.9,5.327777777777778
69,67,12,2023-03-07,20-102,MIN,,PHI,L (-23),0,5:25,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,+1,0.0,0.0,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,-1.0,66.0,3.6666666666666665,-0.7,80.4,4.466666666666667
70,68,,2023-03-10,20-105,MIN,,BRK,L (-1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,68.0,3.7777777777777777,0.0,79.70000000000002,4.427777777777779
71,69,13,2023-03-13,20-108,MIN,@,ATL,W (+21),0,2:09,2.0,3.0,.667,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.3,-2,2.0,1.0,0.5,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,2.0,114.0,6.333333333333333,3.3000000000000003,132.99999999999997,7.3888888888888875
72,70,,2023-03-15,20-110,MIN,,BOS,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,64.0,3.555555555555556,0.0,77.0,4.277777777777778
73,71,,2023-03-17,20-112,MIN,@,CHI,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,75.0,4.166666666666667,0.0,92.3,5.127777777777777
74,72,14,2023-03-18,20-113,MIN,@,TOR,L (-15),0,15:44,2.0,3.0,.667,0.0,0.0,,2,2.0,1.000,0.0,3.0,3.0,1.0,1.0,0.0,3.0,2.0,6.0,3.5,-1,3.0,2.0,0.6666666666666666,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,3.0,58.0,3.2222222222222223,2.7,66.00000000000001,3.6666666666666674
75,73,,2023-03-20,20-115,MIN,@,NYK,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,81.0,4.5,0.0,97.0,5.388888888888889
76,74,,2023-03-22,20-117,MIN,,ATL,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,68.0,3.7777777777777777,0.0,92.5,5.138888888888889
77,75,,2023-03-26,20-121,MIN,@,GSW,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,9,8,8,14,11,8,2,11,13,14,13,12,9,15,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0,0.1772151898734177,0.173076923076923,0.32,0.1126760563380281,0.1772151898734177,0.1692307692307692,0.1860465116279069,0.0689655172413793,0.1594202898550724,0.4642857142857143,0.3684210526315789,0.1911764705882352,0.1714285714285714,0.1666666666666666,0.5172413793103449,3,6,5,34.0,67.0,59.0,29.0,0.088235294117647,0.0895522388059701,0.0847457627118644,0.0,18,,61.0,3.388888888888889,0.0,61.49999999999999,3.416666666666666
