Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Lawson,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Luka Garza,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
51.0,40.0,2023-01-27,29-129,MIN,MEM,1,27.016666666666666,9.0,16.0,.563,4.0,7.0,.571,1,1.0,1.000,1.0,2.0,3.0,6.0,2.0,1.0,1.0,5.0,23.0,20.6,+4,9.0,5.0,0.5555555555555556,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,17.0,77.0,4.052631578947368,20.200000000000006,75.5,3.973684210526316,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,L (-5),L (-5)
52.0,41.0,2023-01-28,29-130,MIN,SAC,1,26.95,2.0,4.0,.500,1.0,1.0,1.000,4,5.0,.800,1.0,3.0,4.0,5.0,0.0,0.0,0.0,4.0,9.0,10.1,+13,3.0,1.0,0.3333333333333333,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,9.0,66.0,3.473684210526316,8.500000000000002,67.29999999999998,3.542105263157894,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,W (+9),W (+9)
53.0,42.0,2023-01-30,29-132,MIN,SAC,1,36.25,3.0,8.0,.375,1.0,3.0,.333,2,2.0,1.000,2.0,6.0,8.0,6.0,0.0,1.0,3.0,3.0,9.0,8.5,-4,5.0,2.0,0.4,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,11.0,70.0,3.684210526315789,7.699999999999996,88.89999999999998,4.678947368421052,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,W (+11),W (+11)
54.0,43.0,2023-02-01,29-134,MIN,GSW,1,39.3,4.0,6.0,.667,0.0,1.0,.000,1,5.0,.200,3.0,9.0,12.0,4.0,0.0,1.0,0.0,1.0,9.0,12.7,+17,5.0,4.0,0.8,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,15.0,56.0,2.9473684210526314,12.3,67.49999999999999,3.552631578947368,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,W (+7),W (+7)
55.0,44.0,2023-02-03,29-136,MIN,ORL,1,5.366666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3,0,0.0,0.0,,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,1.0,51.0,2.6842105263157894,0.2999999999999999,62.400000000000006,3.28421052631579,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,L (-7),L (-7)
56.0,45.0,2023-02-05,29-138,MIN,DEN,1,13.05,1.0,1.0,1.000,0.0,0.0,,2,2.0,1.000,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,4.0,5.3,+15,1.0,1.0,1.0,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,5.0,55.0,2.894736842105264,4.500000000000001,70.7,3.721052631578948,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,W (+5),W (+5)
57.0,,2023-02-07,29-140,MIN,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,,44.0,2.3157894736842106,0.0,62.7,3.3000000000000003,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,L (-7),L (-7)
58.0,,2023-02-08,29-141,MIN,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,,134.0,7.052631578947368,0.0,140.2,7.378947368421052,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,W (+30),W (+30)
59.0,46.0,2023-02-10,29-143,MIN,MEM,1,17.1,4.0,6.0,.667,2.0,3.0,.667,2,2.0,1.000,1.0,5.0,6.0,2.0,1.0,0.0,2.0,0.0,12.0,12.0,-6,3.0,2.0,0.6666666666666666,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,11.0,52.0,2.736842105263158,11.199999999999996,60.0,3.1578947368421053,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,L (-34),L (-34)
60.0,47.0,2023-02-13,29-146,MIN,DAL,0,24.183333333333334,4.0,9.0,.444,0.0,2.0,.000,4,4.0,1.000,1.0,3.0,4.0,5.0,2.0,1.0,0.0,0.0,12.0,15.1,-15,7.0,4.0,0.5714285714285714,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,11.0,68.0,3.5789473684210527,13.499999999999998,89.6,4.71578947368421,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,W (+25),W (+25)
61.0,48.0,2023-02-16,29-149,MIN,WAS,1,31.133333333333333,7.0,13.0,.538,0.0,1.0,.000,4,4.0,1.000,1.0,4.0,5.0,8.0,2.0,0.0,1.0,1.0,18.0,19.8,-1,12.0,7.0,0.5833333333333334,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,15.0,54.0,2.8421052631578947,18.2,63.7,3.3526315789473684,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,L (-21),L (-21)
62.0,49.0,2023-02-24,29-157,MIN,CHO,1,28.4,3.0,6.0,.500,0.0,0.0,,0,3.0,.000,1.0,6.0,7.0,6.0,0.0,2.0,4.0,2.0,6.0,5.1,-12,6.0,3.0,0.5,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,8.0,73.0,3.842105263157895,5.099999999999998,76.29999999999998,4.01578947368421,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,W (+3),W (+3)
63.0,50.0,2023-02-26,29-159,MIN,GSW,1,30.366666666666667,4.0,8.0,.500,1.0,3.0,.333,3,3.0,1.000,1.0,8.0,9.0,5.0,0.0,1.0,1.0,2.0,12.0,13.5,+1,5.0,3.0,0.6,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,15.0,53.0,2.789473684210526,12.299999999999995,66.5,3.5,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,,
64.0,51.0,2023-02-28,29-161,MIN,LAC,1,25.916666666666668,6.0,12.0,.500,0.0,1.0,.000,0,0.0,,1.0,9.0,10.0,3.0,2.0,0.0,2.0,4.0,12.0,9.9,-5,11.0,6.0,0.5454545454545454,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,13.0,63.0,3.3157894736842106,9.9,89.19999999999999,4.694736842105263,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,L (-8),L (-8)
65.0,52.0,2023-03-03,29-164,MIN,LAL,1,35.06666666666667,3.0,6.0,.500,0.0,0.0,,2,2.0,1.000,0.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,8.0,8.6,+1,6.0,3.0,0.5,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,8.0,57.0,3.0,7.799999999999997,68.0,3.5789473684210527,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,L (-8),L (-8)
66.0,53.0,2023-03-04,29-165,MIN,SAC,1,35.766666666666666,7.0,8.0,.875,3.0,3.0,1.000,1,3.0,.333,0.0,7.0,7.0,9.0,1.0,2.0,1.0,0.0,18.0,24.2,+17,5.0,4.0,0.8,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,25.0,59.0,3.1052631578947367,23.8,72.1,3.794736842105263,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,L (-5),L (-5)
67.0,54.0,2023-03-07,29-168,MIN,PHI,1,28.366666666666667,3.0,7.0,.429,0.0,1.0,.000,1,2.0,.500,2.0,3.0,5.0,2.0,1.0,1.0,1.0,0.0,7.0,7.3,-11,6.0,3.0,0.5,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,6.0,59.0,3.1052631578947367,6.9,72.8,3.831578947368421,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,W (+7),W (+7)
68.0,55.0,2023-03-10,29-171,MIN,BRK,1,38.75,7.0,12.0,.583,1.0,2.0,.500,0,0.0,,1.0,6.0,7.0,11.0,1.0,0.0,2.0,3.0,15.0,17.4,+12,10.0,6.0,0.6,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,20.0,48.0,2.526315789473684,17.400000000000002,62.29999999999999,3.278947368421052,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,W (+8),W (+8)
69.0,56.0,2023-03-13,29-174,MIN,ATL,1,36.53333333333333,5.0,6.0,.833,1.0,2.0,.500,3,3.0,1.000,0.0,10.0,10.0,12.0,2.0,2.0,2.0,1.0,14.0,24.2,+33,4.0,4.0,1.0,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,29.0,87.0,4.578947368421052,23.0,113.29999999999998,5.963157894736841,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,W (+4),W (+4)
70.0,57.0,2023-03-15,29-176,MIN,BOS,1,36.35,7.0,14.0,.500,0.0,1.0,.000,1,1.0,1.000,4.0,3.0,7.0,8.0,0.0,2.0,2.0,4.0,15.0,15.1,-8,13.0,7.0,0.5384615384615384,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,15.0,49.0,2.5789473684210527,14.700000000000005,62.3,3.2789473684210524,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,L (-23),L (-23)
71.0,58.0,2023-03-17,29-178,MIN,CHI,1,51.083333333333336,4.0,14.0,.286,0.0,1.0,.000,3,6.0,.500,2.0,8.0,10.0,12.0,1.0,2.0,3.0,4.0,11.0,11.6,-3,13.0,4.0,0.3076923076923077,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,13.0,62.0,3.263157894736842,10.4,81.9,4.310526315789474,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,L (-1),L (-1)
72.0,59.0,2023-03-18,29-179,MIN,TOR,1,31.816666666666663,6.0,14.0,.429,0.0,2.0,.000,0,0.0,,2.0,5.0,7.0,5.0,0.0,0.0,0.0,4.0,12.0,9.4,-5,12.0,6.0,0.5,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,10.0,51.0,2.6842105263157894,9.400000000000002,59.3,3.121052631578947,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,W (+21),W (+21)
73.0,60.0,2023-03-20,29-181,MIN,NYK,1,34.083333333333336,4.0,8.0,.500,1.0,2.0,.500,1,3.0,.333,2.0,7.0,9.0,5.0,1.0,0.0,3.0,3.0,10.0,9.0,+11,6.0,3.0,0.5,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,11.0,70.0,3.684210526315789,8.600000000000001,88.39999999999999,4.652631578947368,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,L (-2),L (-2)
74.0,61.0,2023-03-22,29-183,MIN,ATL,1,35.85,4.0,8.0,.500,1.0,3.0,.333,0,0.0,,1.0,2.0,3.0,7.0,0.0,0.0,2.0,0.0,9.0,9.2,-4,5.0,3.0,0.6,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,9.0,59.0,3.1052631578947367,9.199999999999998,83.30000000000001,4.3842105263157904,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,L (-8),L (-8)
75.0,62.0,2023-03-26,29-187,MIN,GSW,0,31.616666666666667,5.0,10.0,.500,1.0,3.0,.333,1,2.0,.500,2.0,8.0,10.0,7.0,5.0,1.0,2.0,0.0,12.0,19.0,-10,7.0,4.0,0.5714285714285714,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,21.0,40.0,2.1052631578947367,18.6,42.9,2.2578947368421054,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,L (-15),L (-15)
76.0,63.0,2023-03-27,29-188,MIN,SAC,1,36.016666666666666,5.0,10.0,.500,2.0,3.0,.667,3,4.0,.750,3.0,1.0,4.0,11.0,2.0,0.0,1.0,4.0,15.0,19.1,0,7.0,3.0,0.4285714285714285,1,66,45,13,42,66,52,37,11,24,24,30,56,59,46,23,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.8354430379746836,0.8653846153846154,0.52,0.5915492957746479,0.8354430379746836,0.8,0.8604651162790697,0.7333333333333333,0.8275862068965517,0.8571428571428571,0.7894736842105263,0.8235294117647058,0.8428571428571429,0.8518518518518519,0.7931034482758621,19,22,22,34.0,67.0,59.0,29.0,0.5588235294117647,0.3283582089552239,0.3728813559322034,0.0,19,17.0,71.0,3.736842105263158,17.9,86.49999999999999,4.552631578947367,14.8,5.1,2.5,0.2,2.3,0.0681483041921213,0.583,0.212,0.275,2.2,2.5,W (+6),W (+6)
