Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,4.0,2022-11-07,25-048,MIN,NYK,0,2.5,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,+3,0.0,0.0,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,1.0,71.0,3.9444444444444446,0.3,79.4,4.411111111111111,14.5,0.7,-3.2,-2.4,-0.8,0.0146408257847061,0.655,0.272,0.704,-0.1,0.4,L (-13),L (-13)
12.0,5.0,2022-11-09,25-050,MIN,PHO,0,5.3,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.5,-3,0.0,0.0,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,3.0,67.0,3.7222222222222223,1.5,80.6,4.477777777777778,14.5,0.7,-3.2,-2.4,-0.8,0.0146408257847061,0.655,0.272,0.704,-0.1,0.4,L (-12),L (-12)
13.0,,2022-11-11,25-052,MIN,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,73.0,4.055555555555555,0.0,84.70000000000002,4.705555555555557,14.5,0.7,-3.2,-2.4,-0.8,0.0146408257847061,0.655,0.272,0.704,-0.1,0.4,L (-11),L (-11)
14.0,,2022-11-13,25-054,MIN,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,69.0,3.8333333333333335,0.0,73.2,4.066666666666666,14.5,0.7,-3.2,-2.4,-0.8,0.0146408257847061,0.655,0.272,0.704,-0.1,0.4,W (+5),W (+5)
15.0,6.0,2022-11-16,25-057,MIN,ORL,0,1.7666666666666666,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-5,0.0,0.0,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,-1.0,81.0,4.5,-1.0,97.4,5.411111111111111,14.5,0.7,-3.2,-2.4,-0.8,0.0146408257847061,0.655,0.272,0.704,-0.1,0.4,W (+18),W (+18)
16.0,,2022-11-19,25-060,MIN,PHI,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,68.0,3.7777777777777777,0.0,73.49999999999999,4.083333333333332,14.5,0.7,-3.2,-2.4,-0.8,0.0146408257847061,0.655,0.272,0.704,-0.1,0.4,W (+3),W (+3)
17.0,,2022-11-21,25-062,MIN,MIA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,75.0,4.166666666666667,0.0,81.89999999999999,4.55,14.5,0.7,-3.2,-2.4,-0.8,0.0146408257847061,0.655,0.272,0.704,-0.1,0.4,W (+4),W (+4)
18.0,7.0,2022-11-23,25-064,MIN,IND,0,0.95,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0.0,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,0.0,83.0,4.611111111111111,0.0,82.7,4.594444444444445,14.5,0.7,-3.2,-2.4,-0.8,0.0146408257847061,0.655,0.272,0.704,-0.1,0.4,W (+14),W (+14)
19.0,,2022-11-25,25-066,MIN,CHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,45.0,2.5,0.0,51.49999999999999,2.8611111111111107,14.5,0.7,-3.2,-2.4,-0.8,0.0146408257847061,0.655,0.272,0.704,-0.1,0.4,L (-2),L (-2)
20.0,8.0,2022-11-27,25-068,MIN,GSW,0,3.4166666666666665,0.0,1.0,.000,0.0,0.0,,0,2.0,.000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5,-4,1.0,0.0,0.0,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,-2.0,37.0,2.055555555555556,-0.5,57.6,3.2,14.5,0.7,-3.2,-2.4,-0.8,0.0146408257847061,0.655,0.272,0.704,-0.1,0.4,L (-23),L (-23)
21.0,9.0,2022-11-28,25-069,MIN,WAS,0,4.5,0.0,0.0,,0.0,0.0,,2,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.3,+10,0.0,0.0,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,1.0,57.0,3.1666666666666665,1.4999999999999998,78.3,4.35,14.5,0.7,-3.2,-2.4,-0.8,0.0146408257847061,0.655,0.272,0.704,-0.1,0.4,,
22.0,,2022-11-30,25-071,MIN,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,63.0,3.5,0.0,79.89999999999999,4.438888888888888,14.5,0.7,-3.2,-2.4,-0.8,0.0146408257847061,0.655,0.272,0.704,-0.1,0.4,L (-15),L (-15)
23.0,,2022-12-03,25-074,MIN,OKC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,74.0,4.111111111111111,0.0,79.8,4.433333333333334,14.5,0.7,-3.2,-2.4,-0.8,0.0146408257847061,0.655,0.272,0.704,-0.1,0.4,W (+8),W (+8)
24.0,,2022-12-07,25-078,MIN,IND,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,37,25,16,28,36,33,15,14,11,30,22,32,27,22,22,15.0,79.0,52.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,68.0,70.0,54.0,29.0,0.0,0.4683544303797468,0.4807692307692308,0.64,0.3943661971830985,0.4556962025316455,0.5076923076923077,0.3488372093023256,0.9333333333333332,0.3793103448275862,0.4347826086956521,0.7857142857142857,0.4705882352941176,0.3857142857142857,0.4074074074074074,0.7586206896551724,11,6,5,34.0,67.0,59.0,29.0,0.3235294117647059,0.0895522388059701,0.0847457627118644,0.0,18,,70.0,3.888888888888889,0.0,79.70000000000002,4.427777777777779,14.5,0.7,-3.2,-2.4,-0.8,0.0146408257847061,0.655,0.272,0.704,-0.1,0.4,L (-7),L (-7)
