Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Reggie Jackson,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
30,30,,2022-12-18,27-081,CHO,@,DEN,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,50.0,2.9411764705882355,0.0,65.49999999999999,3.8529411764705874
31,31,,2022-12-19,27-082,CHO,@,SAC,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,81.0,4.764705882352941,0.0,91.6,5.388235294117647
32,32,,2022-12-21,27-084,CHO,@,LAC,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,50.0,2.9411764705882355,0.0,60.7,3.570588235294118
33,33,,2022-12-23,27-086,CHO,@,LAL,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,77.0,4.529411764705882,0.0,93.5,5.5
34,34,,2022-12-26,27-089,CHO,@,POR,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,39.0,2.294117647058824,0.0,56.1,3.3000000000000003
35,35,,2022-12-27,27-090,CHO,@,GSW,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,26.0,1.5294117647058822,0.0,46.5,2.735294117647059
36,36,,2022-12-29,27-092,CHO,,OKC,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,74.0,4.352941176470588,0.0,81.19999999999999,4.776470588235293
37,37,,2022-12-31,27-094,CHO,,BRK,L (-17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,41.0,2.411764705882353,0.0,57.19999999999999,3.3647058823529403
38,38,,2023-01-02,27-096,CHO,,LAL,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,47.0,2.764705882352941,0.0,65.2,3.835294117647059
39,39,2,2023-01-04,27-098,CHO,,MEM,L (-24),0,21:01,2.0,7.0,.286,0.0,2.0,.000,0,0.0,,2.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,4.0,2.9,-11,5.0,2.0,0.4,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,3.0,43.0,2.5294117647058822,2.9,60.6,3.5647058823529414
40,40,3,2023-01-06,27-100,CHO,@,MIL,W (+29),0,21:42,2.0,7.0,.286,0.0,4.0,.000,0,2.0,.000,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,2.8,+10,3.0,2.0,0.6666666666666666,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,2.0,80.0,4.705882352941177,2.8000000000000007,106.3,6.252941176470588
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,0.0,0.0,0.0,0.0,0.0
42,41,4,2023-01-08,27-102,CHO,@,IND,L (-5),0,25:40,1.0,6.0,.167,1.0,2.0,.500,0,0.0,,1.0,5.0,6.0,1.0,1.0,1.0,0.0,0.0,3.0,3.8,+2,4.0,0.0,0.0,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,6.0,39.0,2.294117647058824,3.8000000000000007,51.79999999999998,3.0470588235294107
43,42,5,2023-01-10,27-104,CHO,@,TOR,L (-12),0,21:39,3.0,7.0,.429,1.0,4.0,.250,0,0.0,,0.0,3.0,3.0,2.0,1.0,0.0,0.0,4.0,7.0,5.0,-2,3.0,2.0,0.6666666666666666,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,6.0,66.0,3.882352941176471,5.0,83.80000000000001,4.929411764705883
44,43,6,2023-01-12,27-106,CHO,@,TOR,L (-10),0,21:47,3.0,4.0,.750,1.0,2.0,.500,2,3.0,.667,1.0,1.0,2.0,3.0,1.0,0.0,1.0,4.0,9.0,8.5,-12,2.0,2.0,1.0,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,7.0,45.0,2.647058823529412,7.700000000000001,53.7,3.158823529411765
45,44,7,2023-01-14,27-108,CHO,,BOS,L (-16),0,20:58,3.0,5.0,.600,0.0,0.0,,2,2.0,1.000,3.0,2.0,5.0,0.0,0.0,0.0,0.0,4.0,8.0,6.8,-7,5.0,3.0,0.6,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,6.0,49.0,2.8823529411764706,5.999999999999998,66.7,3.923529411764706
46,45,,2023-01-16,27-110,CHO,,BOS,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,36.0,2.117647058823529,0.0,52.399999999999984,3.08235294117647
47,46,,2023-01-18,27-112,CHO,@,HOU,W (+5),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,63.0,3.7058823529411766,0.0,86.9,5.111764705882353
48,47,,2023-01-21,27-115,CHO,@,ATL,W (+4),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,62.0,3.647058823529412,0.0,82.20000000000002,4.835294117647059
49,48,,2023-01-23,27-117,CHO,@,UTA,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,26.0,1.5294117647058822,0.0,42.8,2.5176470588235293
50,49,,2023-01-24,27-118,CHO,@,PHO,L (-31),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,24.0,1.411764705882353,0.0,37.2,2.1882352941176473
51,50,,2023-01-26,27-120,CHO,,CHI,W (+15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,51.0,3.0,0.0,63.9,3.7588235294117647
52,51,,2023-01-29,27-123,CHO,,MIA,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,68.0,4.0,0.0,88.0,5.176470588235294
53,52,,2023-01-31,27-125,CHO,@,MIL,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,56.0,3.294117647058824,0.0,68.9,4.052941176470589
54,53,,2023-02-02,27-127,CHO,@,CHI,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,46.0,2.7058823529411766,0.0,71.0,4.176470588235294
55,54,,2023-02-03,27-128,CHO,@,DET,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,48.0,2.823529411764706,0.0,68.10000000000001,4.005882352941177
56,55,,2023-02-05,27-130,CHO,,ORL,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,48.0,2.823529411764706,0.0,64.0,3.764705882352941
57,56,,2023-02-08,27-133,CHO,@,WAS,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,54.0,3.176470588235294,0.0,70.4,4.141176470588236
58,57,,2023-02-10,27-135,CHO,@,BOS,L (-11),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,82.0,4.823529411764706,0.0,106.5,6.264705882352941
59,58,,2023-02-11,27-136,CHO,,DEN,L (-14),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,64.0,3.764705882352941,0.0,86.99999999999999,5.117647058823529
60,59,,2023-02-13,27-138,CHO,,ATL,W (+6),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,114.0,6.705882352941177,0.0,134.2,7.894117647058823
61,60,,2023-02-15,27-140,CHO,,SAS,W (+10),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,5,7,1,7,2,7,3,1,1,6,6,7,5,7,7,1,46.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,44.0,4.0,0.108695652173913,0.1296296296296296,0.02,0.0875,0.0588235294117647,0.1014492753623188,0.0652173913043478,0.0208333333333333,0.2,0.1666666666666666,0.1395348837209302,0.0886075949367088,0.0769230769230769,0.0958904109589041,0.1111111111111111,0.0227272727272727,0.0,3,67.0,32.0,0.0,0.0,17,,87.0,5.117647058823529,0.0,98.7,5.805882352941176
