Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,Nick Richards,P.J. Washington,Terry Rozier,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Xavier Sneed,Shared Games with Reggie Jackson,Shared Games with Svi Mykhailiuk,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
52,51,,2023-01-29,21-231,CHO,,MIA,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,68.0,3.7777777777777777,0.0,88.0,4.888888888888889
53,52,,2023-01-31,21-233,CHO,@,MIL,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,56.0,3.111111111111111,0.0,68.9,3.827777777777778
54,53,,2023-02-02,21-235,CHO,@,CHI,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,46.0,2.555555555555556,0.0,71.0,3.9444444444444446
55,54,,2023-02-03,21-236,CHO,@,DET,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,48.0,2.6666666666666665,0.0,68.10000000000001,3.7833333333333337
56,55,,2023-02-05,21-238,CHO,,ORL,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,48.0,2.6666666666666665,0.0,64.0,3.5555555555555554
57,56,,2023-02-08,21-241,CHO,@,WAS,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,54.0,3.0,0.0,70.4,3.9111111111111114
58,57,,2023-02-10,21-243,CHO,@,BOS,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,82.0,4.555555555555555,0.0,106.5,5.916666666666667
59,58,,2023-02-11,21-244,CHO,,DEN,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,64.0,3.555555555555556,0.0,86.99999999999999,4.833333333333332
60,59,,2023-02-13,21-246,CHO,,ATL,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,114.0,6.333333333333333,0.0,134.2,7.455555555555555
61,60,,2023-02-15,21-248,CHO,,SAS,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,87.0,4.833333333333333,0.0,98.7,5.483333333333333
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-24,21-257,CHO,@,MIN,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,88.0,4.888888888888889,0.0,102.0,5.666666666666667
64,62,,2023-02-25,21-258,CHO,,MIA,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,66.0,3.6666666666666665,0.0,81.0,4.5
65,63,,2023-02-27,21-260,CHO,,DET,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,81.0,4.5,0.0,93.9,5.216666666666667
66,64,,2023-03-01,21-262,CHO,,PHO,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,48.0,2.6666666666666665,0.0,65.00000000000001,3.611111111111112
67,65,,2023-03-03,21-264,CHO,,ORL,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,61.0,3.388888888888889,0.0,80.00000000000001,4.4444444444444455
68,66,,2023-03-05,21-266,CHO,@,BRK,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,44.0,2.4444444444444446,0.0,53.1,2.95
69,67,,2023-03-07,21-268,CHO,@,NYK,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,78.0,4.333333333333333,0.0,93.3,5.183333333333334
70,68,,2023-03-09,21-270,CHO,@,DET,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,80.0,4.444444444444445,0.0,102.1,5.672222222222222
71,69,,2023-03-11,21-272,CHO,,UTA,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,77.0,4.277777777777778,0.0,94.09999999999998,5.227777777777777
72,70,,2023-03-12,21-273,CHO,,CLE,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,70.0,3.888888888888889,0.0,81.0,4.5
73,71,,2023-03-14,21-275,CHO,,CLE,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,76.0,4.222222222222222,0.0,84.89999999999999,4.716666666666666
74,72,,2023-03-17,21-278,CHO,,PHI,L (-39),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,36.0,2.0,0.0,53.6,2.977777777777778
75,73,,2023-03-20,21-281,CHO,,IND,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,70.0,3.888888888888889,0.0,94.4,5.2444444444444445
76,74,,2023-03-23,21-284,CHO,@,NOP,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,54.0,3.0,0.0,63.49999999999999,3.5277777777777772
77,75,37,2023-03-24,21-285,CHO,@,DAL,W (+8),0,21:01,0.0,4.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,-0.9,-12,3.0,0.0,0.0,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,1.0,83.0,4.611111111111111,-0.9000000000000004,104.0,5.777777777777778
78,76,38,2023-03-26,21-287,CHO,,DAL,W (+6),0,19:49,2.0,7.0,.286,0.0,3.0,.000,2,2.0,1.000,1.0,4.0,5.0,5.0,1.0,0.0,1.0,2.0,6.0,6.5,+2,4.0,2.0,0.5,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,7.0,70.0,3.888888888888889,5.700000000000001,76.8,4.266666666666667
79,77,39,2023-03-28,21-289,CHO,@,OKC,W (+3),1,38:30,7.0,15.0,.467,2.0,5.0,.400,3,4.0,.750,1.0,3.0,4.0,9.0,0.0,4.0,5.0,4.0,19.0,15.0,+13,10.0,5.0,0.5,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,12.0,82.0,4.555555555555555,13.799999999999995,94.9,5.272222222222222
80,78,40,2023-03-31,21-292,CHO,,CHI,L (-30),1,33:18,4.0,13.0,.308,0.0,5.0,.000,1,3.0,.333,0.0,4.0,4.0,9.0,1.0,0.0,3.0,3.0,9.0,5.0,-28,8.0,4.0,0.5,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,4.0,49.0,2.7222222222222223,4.599999999999997,49.8,2.7666666666666666
81,79,41,2023-04-02,21-294,CHO,,TOR,L (-20),1,40:55,4.0,16.0,.250,0.0,6.0,.000,0,0.0,,1.0,7.0,8.0,14.0,0.0,1.0,2.0,2.0,8.0,8.9,-16,10.0,4.0,0.4,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,13.0,41.0,2.2777777777777777,8.899999999999995,59.80000000000001,3.322222222222223
82,80,42,2023-04-04,21-296,CHO,,TOR,L (-20),1,39:03,5.0,14.0,.357,1.0,2.0,.500,2,2.0,1.000,1.0,5.0,6.0,11.0,2.0,0.0,6.0,3.0,13.0,9.9,-8,12.0,4.0,0.3333333333333333,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,10.0,52.0,2.888888888888889,9.1,55.6,3.088888888888889
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,,0.0,0.0,0.0,0.0,0.0
84,81,43,2023-04-07,21-299,CHO,,HOU,L (-3),1,38:13,8.0,15.0,.533,4.0,8.0,.500,2,3.0,.667,0.0,1.0,1.0,8.0,5.0,1.0,4.0,4.0,22.0,20.3,+1,7.0,4.0,0.5714285714285714,22,1,16,20,36,32,33,30,33,4,13,14,36,39,39,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,63.0,4.0,0.4782608695652174,0.1428571428571428,0.2962962962962963,0.4,0.45,0.9411764705882352,0.4782608695652174,0.6521739130434783,0.6875,0.8,0.3611111111111111,0.3255813953488372,0.4556962025316455,0.6,0.5342465753424658,0.4126984126984127,0.0,22,8,67.0,32.0,0.0,0.25,18,15.0,49.0,2.7222222222222223,19.500000000000004,62.6,3.477777777777778
