Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,Nick Richards,P.J. Washington,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Reggie Jackson,Shared Games with Svi Mykhailiuk,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,4,2022-11-07,28-235,CHO,,WAS,L (-8),1,37:31,9.0,23.0,.391,1.0,9.0,.111,0,0.0,,1.0,2.0,3.0,5.0,0.0,0.0,2.0,1.0,19.0,8.9,-12,14.0,8.0,0.5714285714285714,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,2.0,46.0,2.555555555555556,8.900000000000004,64.19999999999999,3.566666666666666
11,12,5,2022-11-09,28-237,CHO,,POR,L (-10),1,34:42,6.0,20.0,.300,5.0,13.0,.385,1,1.0,1.000,2.0,3.0,5.0,5.0,0.0,0.0,2.0,3.0,18.0,9.0,+9,7.0,1.0,0.1428571428571428,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,5.0,19.0,1.0555555555555556,8.599999999999994,37.0,2.0555555555555554
12,13,6,2022-11-10,28-238,CHO,@,MIA,L (-5),1,43:23,8.0,25.0,.320,3.0,10.0,.300,3,4.0,.750,3.0,5.0,8.0,3.0,0.0,0.0,1.0,2.0,22.0,11.2,+1,15.0,5.0,0.3333333333333333,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,3.0,30.0,1.6666666666666667,9.999999999999998,37.7,2.0944444444444446
13,14,7,2022-11-12,28-240,CHO,@,MIA,L (-17),1,34:06,8.0,17.0,.471,4.0,9.0,.444,2,3.0,.667,0.0,1.0,1.0,6.0,2.0,0.0,2.0,0.0,22.0,17.4,-19,8.0,4.0,0.5,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,9.0,43.0,2.388888888888889,16.6,60.3,3.3499999999999996
14,15,8,2022-11-14,28-242,CHO,@,ORL,W (+7),1,33:49,7.0,15.0,.467,1.0,8.0,.125,2,2.0,1.000,1.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,17.0,12.2,+17,7.0,6.0,0.8571428571428571,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,6.0,36.0,2.0,11.4,54.2,3.011111111111111
15,16,9,2022-11-16,28-244,CHO,,IND,L (-12),1,32:56,7.0,17.0,.412,1.0,4.0,.250,2,2.0,1.000,0.0,2.0,2.0,8.0,0.0,0.0,5.0,3.0,17.0,7.9,-22,13.0,6.0,0.4615384615384615,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,3.0,44.0,2.4444444444444446,7.100000000000001,68.19999999999999,3.7888888888888883
16,17,10,2022-11-18,28-246,CHO,@,CLE,L (-10),1,48:46,11.0,32.0,.344,5.0,16.0,.313,1,1.0,1.000,3.0,2.0,5.0,5.0,1.0,0.0,3.0,4.0,28.0,12.6,-12,16.0,6.0,0.375,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,3.0,60.0,3.333333333333333,12.200000000000005,69.3,3.8499999999999996
17,18,11,2022-11-20,28-248,CHO,@,WAS,L (-4),1,37:36,3.0,14.0,.214,0.0,6.0,.000,2,3.0,.667,3.0,4.0,7.0,5.0,1.0,0.0,2.0,3.0,8.0,3.6,-17,8.0,3.0,0.375,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,2.0,48.0,2.6666666666666665,2.8000000000000007,61.3,3.4055555555555554
18,19,12,2022-11-23,28-251,CHO,,PHI,W (+6),1,40:21,9.0,18.0,.500,1.0,3.0,.333,3,5.0,.600,0.0,2.0,2.0,6.0,1.0,0.0,2.0,2.0,22.0,15.2,+13,15.0,8.0,0.5333333333333333,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,6.0,27.0,1.5,14.000000000000004,38.39999999999999,2.133333333333333
19,20,13,2022-11-25,28-253,CHO,,MIN,W (+2),1,37:57,9.0,23.0,.391,1.0,6.0,.167,3,4.0,.750,1.0,3.0,4.0,8.0,0.0,0.0,6.0,2.0,22.0,9.5,-5,17.0,8.0,0.4705882352941176,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,1.0,51.0,2.833333333333333,8.299999999999999,68.10000000000001,3.7833333333333337
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,,0.0,0.0,0.0,0.0,0.0
21,21,,2022-11-28,28-256,CHO,@,BOS,L (-35),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,,51.0,2.833333333333333,0.0,66.19999999999999,3.677777777777777
22,22,14,2022-12-02,28-260,CHO,,WAS,W (+1),1,40:51,8.0,21.0,.381,2.0,5.0,.400,7,7.0,1.000,1.0,4.0,5.0,8.0,2.0,0.0,0.0,1.0,25.0,22.6,-8,16.0,6.0,0.375,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,12.0,41.0,2.2777777777777777,19.8,52.400000000000006,2.9111111111111114
23,23,15,2022-12-03,28-261,CHO,,MIL,L (-9),1,35:31,10.0,21.0,.476,1.0,7.0,.143,5,5.0,1.000,0.0,5.0,5.0,4.0,0.0,0.0,4.0,4.0,26.0,14.0,-2,14.0,9.0,0.6428571428571429,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,5.0,11.0,0.6111111111111112,11.999999999999998,18.300000000000004,1.0166666666666668
24,24,16,2022-12-05,28-263,CHO,,LAC,L (-2),1,37:30,8.0,22.0,.364,3.0,8.0,.375,3,4.0,.750,1.0,4.0,5.0,8.0,2.0,0.0,2.0,1.0,22.0,16.5,+7,14.0,5.0,0.3571428571428571,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,9.0,45.0,2.5,15.299999999999995,58.1,3.227777777777778
25,25,17,2022-12-07,28-265,CHO,@,BRK,L (-6),1,40:03,13.0,24.0,.542,3.0,6.0,.500,0,1.0,.000,1.0,1.0,2.0,5.0,1.0,0.0,1.0,2.0,29.0,20.7,-6,18.0,10.0,0.5555555555555556,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,11.0,32.0,1.7777777777777777,20.700000000000006,40.7,2.261111111111111
26,26,18,2022-12-09,28-267,CHO,,NYK,L (-19),1,32:18,10.0,19.0,.526,3.0,7.0,.429,1,2.0,.500,1.0,5.0,6.0,4.0,0.0,0.0,4.0,3.0,24.0,14.1,-9,12.0,7.0,0.5833333333333334,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,9.0,27.0,1.5,13.700000000000005,36.99999999999999,2.0555555555555554
27,27,19,2022-12-11,28-269,CHO,@,PHI,L (-18),1,34:17,10.0,20.0,.500,5.0,8.0,.625,4,4.0,1.000,2.0,6.0,8.0,6.0,0.0,0.0,5.0,5.0,29.0,19.4,-9,12.0,5.0,0.4166666666666667,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,14.0,25.0,1.3888888888888888,17.79999999999999,46.60000000000001,2.5888888888888895
28,28,20,2022-12-14,28-272,CHO,,DET,L (-7),1,41:56,8.0,28.0,.286,2.0,13.0,.154,7,8.0,.875,0.0,5.0,5.0,2.0,1.0,1.0,0.0,4.0,25.0,11.2,-15,15.0,6.0,0.4,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,-2.0,36.0,2.0,8.400000000000007,55.8,3.0999999999999996
29,29,21,2022-12-16,28-274,CHO,,ATL,L (-19),1,32:02,4.0,11.0,.364,2.0,6.0,.333,0,0.0,,0.0,0.0,0.0,9.0,1.0,0.0,3.0,1.0,10.0,7.8,-13,5.0,2.0,0.4,32,7,44,39,46,17,51,33,38,2,33,34,46,48,58,26,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,73.0,44.0,4.0,0.6956521739130435,1.0,0.8148148148148148,0.78,0.575,0.5,0.7391304347826086,0.717391304347826,0.7916666666666666,0.4,0.9166666666666666,0.7906976744186046,0.5822784810126582,0.7384615384615385,0.7945205479452054,0.5909090909090909,0.0,28,10,67.0,32.0,0.0,0.3125,18,6.0,47.0,2.611111111111111,7.799999999999999,66.3,3.683333333333333
