Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
55.0,51.0,2023-02-06,21-194,DET,BOS,0,32.18333333333333,7.0,16.0,.438,3.0,7.0,.429,0,0.0,,0.0,2.0,2.0,9.0,2.0,1.0,1.0,3.0,17.0,16.0,+3,9.0,4.0,0.4444444444444444,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,14.0,40.0,2.0,16.000000000000004,46.3,2.315,0.0868988391376451,W (+6),W (+6)
56.0,52.0,2023-02-08,21-196,DET,CLE,1,29.416666666666668,4.0,9.0,.444,1.0,4.0,.250,0,0.0,,0.0,2.0,2.0,6.0,2.0,0.0,2.0,4.0,9.0,7.5,-8,5.0,3.0,0.6,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,8.0,29.0,1.45,7.499999999999998,41.99999999999999,2.1,0.0868988391376451,L (-16),L (-16)
57.0,53.0,2023-02-10,21-198,DET,SAS,1,39.083333333333336,1.0,11.0,.091,0.0,4.0,.000,2,2.0,1.000,1.0,3.0,4.0,6.0,1.0,0.0,3.0,4.0,4.0,-1.1,-3,7.0,1.0,0.1428571428571428,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,-1.0,72.0,3.6,-1.9,96.9,4.845000000000001,0.0868988391376451,L (-12),L (-12)
58.0,54.0,2023-02-12,21-200,DET,TOR,1,20.633333333333333,1.0,10.0,.100,0.0,5.0,.000,0,0.0,,0.0,4.0,4.0,5.0,0.0,1.0,3.0,4.0,2.0,-3.8,-13,5.0,1.0,0.2,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,-1.0,61.0,3.05,-3.8,86.0,4.3,0.0868988391376451,L (-28),L (-28)
59.0,55.0,2023-02-15,21-203,DET,BOS,1,30.2,3.0,11.0,.273,2.0,7.0,.286,2,2.0,1.000,0.0,2.0,2.0,9.0,2.0,0.0,1.0,1.0,10.0,11.0,-6,4.0,1.0,0.25,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,9.0,60.0,3.0,10.199999999999998,69.6,3.4799999999999995,0.0868988391376451,W (+7),W (+7)
60.0,56.0,2023-02-23,21-211,DET,ORL,1,31.966666666666665,4.0,10.0,.400,1.0,4.0,.250,3,3.0,1.000,0.0,3.0,3.0,5.0,0.0,0.0,3.0,4.0,12.0,6.4,-2,6.0,3.0,0.5,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,4.0,79.0,3.95,5.200000000000001,79.69999999999999,3.985,0.0868988391376451,L (-1),L (-1)
61.0,57.0,2023-02-25,21-213,DET,TOR,1,32.03333333333333,1.0,6.0,.167,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,6.0,1.0,1.0,3.0,3.0,3.0,1.2,-2,2.0,0.0,0.0,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,3.0,67.0,3.35,1.1999999999999984,82.60000000000001,4.130000000000001,0.0868988391376451,L (-18),L (-18)
62.0,58.0,2023-02-27,21-215,DET,CHO,1,35.31666666666667,4.0,13.0,.308,0.0,2.0,.000,4,4.0,1.000,0.0,4.0,4.0,10.0,4.0,2.0,1.0,3.0,12.0,15.9,-13,11.0,4.0,0.3636363636363636,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,14.0,33.0,1.65,14.299999999999994,50.70000000000001,2.5350000000000006,0.0868988391376451,L (-2),L (-2)
63.0,59.0,2023-03-01,21-217,DET,CHI,1,24.35,5.0,9.0,.556,1.0,4.0,.250,0,0.0,,0.0,2.0,2.0,7.0,3.0,0.0,3.0,2.0,11.0,11.4,-17,5.0,4.0,0.8,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,11.0,58.0,2.9,11.4,76.3,3.815,0.0868988391376451,,
64.0,60.0,2023-03-04,21-220,DET,CLE,1,17.6,2.0,7.0,.286,0.0,1.0,.000,1,3.0,.333,0.0,2.0,2.0,5.0,1.0,0.0,1.0,1.0,5.0,3.8,-16,6.0,2.0,0.3333333333333333,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,2.0,63.0,3.15,3.3999999999999986,68.8,3.44,0.0868988391376451,L (-4),L (-4)
65.0,,2023-03-06,21-222,DET,POR,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,,72.0,3.6,0.0,84.6,4.23,0.0868988391376451,L (-11),L (-11)
66.0,,2023-03-07,21-223,DET,WAS,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,,78.0,3.9,0.0,88.49999999999997,4.424999999999999,0.0868988391376451,L (-2),L (-2)
67.0,61.0,2023-03-09,21-225,DET,CHO,0,18.8,0.0,6.0,.000,0.0,1.0,.000,1,2.0,.500,0.0,4.0,4.0,5.0,1.0,0.0,2.0,2.0,1.0,-0.7,-9,5.0,0.0,0.0,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,1.0,36.0,1.8,-1.0999999999999992,52.29999999999999,2.615,0.0868988391376451,L (-24),L (-24)
68.0,62.0,2023-03-11,21-227,DET,IND,1,36.85,7.0,17.0,.412,0.0,4.0,.000,3,4.0,.750,0.0,6.0,6.0,13.0,2.0,1.0,5.0,1.0,17.0,15.7,-5,13.0,7.0,0.5384615384615384,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,13.0,59.0,2.95,14.500000000000009,73.59999999999998,3.679999999999999,0.0868988391376451,L (-6),L (-6)
69.0,63.0,2023-03-13,21-229,DET,IND,1,28.766666666666666,4.0,11.0,.364,0.0,3.0,.000,2,2.0,1.000,0.0,1.0,1.0,11.0,2.0,0.0,5.0,1.0,10.0,8.5,-11,8.0,4.0,0.5,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,6.0,47.0,2.35,7.700000000000001,60.8,3.04,0.0868988391376451,L (-2),L (-2)
70.0,64.0,2023-03-14,21-230,DET,WAS,1,35.416666666666664,10.0,21.0,.476,0.0,2.0,.000,0,0.0,,0.0,3.0,3.0,7.0,3.0,0.0,5.0,3.0,20.0,11.9,-29,19.0,10.0,0.5263157894736842,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,7.0,36.0,1.8,11.9,38.6,1.93,0.0868988391376451,L (-10),L (-10)
71.0,65.0,2023-03-16,21-232,DET,DEN,1,34.483333333333334,5.0,12.0,.417,0.0,3.0,.000,0,0.0,,1.0,0.0,1.0,7.0,1.0,2.0,4.0,4.0,10.0,6.0,-9,9.0,5.0,0.5555555555555556,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,5.0,58.0,2.9,5.999999999999998,73.8,3.69,0.0868988391376451,L (-6),L (-6)
72.0,66.0,2023-03-19,21-235,DET,MIA,1,37.766666666666666,6.0,14.0,.429,1.0,3.0,.333,0,0.0,,1.0,3.0,4.0,11.0,2.0,0.0,4.0,3.0,13.0,11.7,-3,11.0,5.0,0.4545454545454545,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,12.0,32.0,1.6,11.7,40.5,2.025,0.0868988391376451,W (+20),W (+20)
73.0,67.0,2023-03-21,21-237,DET,ATL,1,33.6,7.0,17.0,.412,2.0,6.0,.333,5,5.0,1.000,1.0,1.0,2.0,6.0,0.0,0.0,3.0,3.0,21.0,12.9,-24,11.0,5.0,0.4545454545454545,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,4.0,44.0,2.2,10.900000000000002,65.5,3.275,0.0868988391376451,L (-20),L (-20)
74.0,68.0,2023-03-24,21-240,DET,TOR,1,28.05,1.0,6.0,.167,1.0,3.0,.333,3,3.0,1.000,0.0,5.0,5.0,7.0,4.0,0.0,3.0,2.0,6.0,8.8,-18,3.0,0.0,0.0,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,10.0,36.0,1.8,7.600000000000001,51.2,2.56,0.0868988391376451,L (-19),L (-19)
75.0,69.0,2023-03-27,21-243,DET,MIL,1,37.3,6.0,17.0,.353,0.0,3.0,.000,2,5.0,.400,0.0,3.0,3.0,5.0,2.0,0.0,0.0,4.0,14.0,8.1,-1,14.0,6.0,0.4285714285714285,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,2.0,79.0,3.95,7.299999999999999,100.60000000000002,5.030000000000001,0.0868988391376451,L (-12),L (-12)
76.0,70.0,2023-03-29,21-245,DET,OKC,1,31.6,5.0,14.0,.357,1.0,4.0,.250,0,0.0,,0.0,6.0,6.0,5.0,0.0,0.0,1.0,3.0,11.0,6.3,-5,10.0,4.0,0.4,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,7.0,57.0,2.85,6.300000000000002,62.59999999999998,3.129999999999999,0.0868988391376451,L (-22),L (-22)
77.0,71.0,2023-03-31,21-247,DET,HOU,1,28.166666666666668,3.0,8.0,.375,1.0,3.0,.333,3,4.0,.750,2.0,3.0,5.0,6.0,0.0,1.0,2.0,3.0,10.0,9.2,,5.0,2.0,0.4,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,8.0,55.0,2.75,8.0,68.3,3.415,0.0868988391376451,L (-21),L (-21)
78.0,72.0,2023-04-02,21-249,DET,ORL,1,33.78333333333333,6.0,12.0,.500,0.0,3.0,.000,8,8.0,1.000,0.0,2.0,2.0,7.0,0.0,0.0,5.0,4.0,20.0,12.9,-19,9.0,6.0,0.6666666666666666,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,4.0,24.0,1.2,9.7,30.0,1.5,0.0868988391376451,L (-9),L (-9)
79.0,73.0,2023-04-04,21-251,DET,MIA,1,42.11666666666667,3.0,8.0,.375,0.0,3.0,.000,1,1.0,1.000,0.0,1.0,1.0,8.0,0.0,0.0,4.0,3.0,7.0,3.3,+2,5.0,3.0,0.6,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,3.0,49.0,2.45,2.8999999999999995,64.3,3.215,0.0868988391376451,L (-1),L (-1)
80.0,74.0,2023-04-05,21-252,DET,BRK,1,35.38333333333333,2.0,8.0,.250,0.0,2.0,.000,0,0.0,,0.0,4.0,4.0,6.0,2.0,1.0,3.0,3.0,4.0,3.1,-17,6.0,2.0,0.3333333333333333,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,6.0,42.0,2.1,3.0999999999999988,48.8,2.44,0.0868988391376451,L (-6),L (-6)
81.0,75.0,2023-04-07,21-254,DET,IND,1,39.86666666666667,9.0,19.0,.474,3.0,7.0,.429,7,7.0,1.000,2.0,2.0,4.0,6.0,4.0,1.0,1.0,4.0,28.0,26.6,+6,12.0,6.0,0.5,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,16.0,47.0,2.35,23.8,56.8,2.84,0.0868988391376451,L (-26),L (-26)
82.0,76.0,2023-04-09,21-256,DET,CHI,1,39.266666666666666,8.0,18.0,.444,3.0,8.0,.375,7,8.0,.875,2.0,6.0,8.0,7.0,0.0,1.0,5.0,0.0,26.0,20.0,-4,10.0,5.0,0.5,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,11.0,19.0,0.95,17.2,11.7,0.585,0.0868988391376451,L (-13),L (-13)
