Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
11.0,11.0,2022-11-07,21-103,DET,OKC,0,17.466666666666665,2.0,5.0,.400,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,5.0,2.7,-11,5.0,2.0,0.4,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,0.0,59.0,2.95,2.3,60.89999999999999,3.0449999999999995,0.0868988391376451,W (+9),W (+9)
12.0,12.0,2022-11-09,21-105,DET,BOS,0,22.383333333333333,7.0,12.0,.583,1.0,2.0,.500,1,1.0,1.000,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,16.0,11.9,-7,10.0,6.0,0.6,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,7.0,54.0,2.7,11.5,68.8,3.44,0.0868988391376451,L (-16),L (-16)
13.0,13.0,2022-11-11,21-107,DET,NYK,0,34.18333333333333,4.0,12.0,.333,1.0,6.0,.167,2,2.0,1.000,0.0,6.0,6.0,7.0,3.0,0.0,4.0,3.0,11.0,8.7,+6,6.0,3.0,0.5,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,9.0,55.0,2.75,7.899999999999999,72.89999999999999,3.645,0.0868988391376451,L (-9),L (-9)
14.0,14.0,2022-11-12,21-108,DET,BOS,1,35.15,6.0,14.0,.429,3.0,6.0,.500,0,0.0,,2.0,4.0,6.0,7.0,0.0,0.0,3.0,2.0,15.0,11.3,-2,8.0,3.0,0.375,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,11.0,57.0,2.85,11.299999999999995,64.6,3.2299999999999995,0.0868988391376451,L (-9),L (-9)
15.0,15.0,2022-11-14,21-110,DET,TOR,1,24.4,3.0,6.0,.500,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,6.0,8.0,-9,5.0,3.0,0.6,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,8.0,33.0,1.65,8.0,57.2,2.8600000000000003,0.0868988391376451,L (-4),L (-4)
16.0,16.0,2022-11-17,21-113,DET,LAC,1,27.616666666666667,1.0,8.0,.125,0.0,2.0,.000,3,4.0,.750,0.0,3.0,3.0,1.0,3.0,2.0,1.0,5.0,5.0,2.4,-17,6.0,1.0,0.1666666666666666,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,1.0,27.0,1.35,1.200000000000001,38.8,1.94,0.0868988391376451,L (-5),L (-5)
17.0,17.0,2022-11-18,21-114,DET,LAL,1,34.7,7.0,14.0,.500,4.0,6.0,.667,0,0.0,,0.0,2.0,2.0,9.0,1.0,1.0,0.0,6.0,18.0,17.2,-21,8.0,3.0,0.375,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,17.0,43.0,2.15,17.200000000000003,73.89999999999999,3.695,0.0868988391376451,L (-7),L (-7)
18.0,18.0,2022-11-20,21-116,DET,SAC,1,28.916666666666668,3.0,9.0,.333,2.0,3.0,.667,1,1.0,1.000,0.0,1.0,1.0,6.0,0.0,1.0,1.0,3.0,9.0,6.9,-10,6.0,1.0,0.1666666666666666,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,6.0,55.0,2.75,6.499999999999997,78.89999999999998,3.944999999999999,0.0868988391376451,L (-8),L (-8)
19.0,19.0,2022-11-22,21-118,DET,DEN,1,28.066666666666663,3.0,9.0,.333,1.0,5.0,.200,2,2.0,1.000,0.0,1.0,1.0,9.0,0.0,0.0,4.0,4.0,9.0,4.9,-6,4.0,2.0,0.5,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,4.0,57.0,2.85,4.1,69.2,3.46,0.0868988391376451,W (+2),W (+2)
20.0,20.0,2022-11-23,21-119,DET,UTA,1,16.566666666666666,1.0,5.0,.200,0.0,0.0,,0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,0.1,+2,5.0,1.0,0.2,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,2.0,72.0,3.6,0.0999999999999994,92.89999999999998,4.644999999999999,0.0868988391376451,W (+9),W (+9)
21.0,21.0,2022-11-25,21-121,DET,PHO,1,37.766666666666666,7.0,18.0,.389,1.0,4.0,.250,2,2.0,1.000,2.0,6.0,8.0,9.0,3.0,0.0,3.0,5.0,17.0,14.7,-8,14.0,6.0,0.4285714285714285,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,14.0,33.0,1.65,13.899999999999997,43.9,2.195,0.0868988391376451,,
22.0,22.0,2022-11-27,21-123,DET,CLE,1,32.63333333333333,7.0,13.0,.538,2.0,5.0,.400,0,0.0,,1.0,2.0,3.0,8.0,2.0,1.0,3.0,5.0,16.0,14.3,-4,8.0,5.0,0.625,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,14.0,25.0,1.25,14.300000000000004,35.6,1.78,0.0868988391376451,L (-6),L (-6)
23.0,23.0,2022-11-29,21-125,DET,NYK,1,26.03333333333333,5.0,11.0,.455,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,6.0,3.0,0.0,0.0,1.0,11.0,12.4,-22,7.0,4.0,0.5714285714285714,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,10.0,48.0,2.4,12.4,58.19999999999999,2.91,0.0868988391376451,L (-8),L (-8)
24.0,24.0,2022-12-01,21-127,DET,DAL,1,32.983333333333334,10.0,13.0,.769,2.0,4.0,.500,0,0.0,,0.0,4.0,4.0,8.0,0.0,0.0,2.0,5.0,22.0,19.7,+9,9.0,8.0,0.8888888888888888,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,19.0,67.0,3.35,19.7,80.7,4.035,0.0868988391376451,L (-30),L (-30)
25.0,25.0,2022-12-04,21-130,DET,MEM,1,29.35,5.0,13.0,.385,3.0,5.0,.600,0,0.0,,0.0,2.0,2.0,6.0,1.0,2.0,3.0,5.0,13.0,8.1,-6,8.0,2.0,0.25,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,8.0,56.0,2.8,8.1,61.99999999999999,3.1,0.0868988391376451,W (+6),W (+6)
26.0,26.0,2022-12-06,21-132,DET,MIA,1,23.03333333333333,2.0,8.0,.250,2.0,4.0,.500,0,0.0,,0.0,1.0,1.0,6.0,0.0,1.0,0.0,2.0,6.0,5.6,-3,4.0,0.0,0.0,46,55,3,10,12,56,52,49,47,68,63,12,39,37,12,27,48,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,42.0,17.0,32.0,77.0,1.0,0.9019607843137256,0.9322033898305084,1.0,1.0,1.0,0.9032258064516128,0.9285714285714286,0.9423076923076924,0.94,0.918918918918919,0.9402985074626866,0.8571428571428571,0.6190476190476191,0.8809523809523809,0.7058823529411765,0.84375,0.6233766233766234,0.0,22,15,19,40.0,36.0,45.0,47.0,0.4888888888888889,0.375,0.0,0.4042553191489361,20,6.0,64.0,3.2,5.599999999999999,73.60000000000001,3.6800000000000006,0.0868988391376451,L (-10),L (-10)
