Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,11.0,2022-11-07,21-043,DET,OKC,1.0,35.63333333333333,8.0,21.0,0.381,2.0,7.0,0.286,3.0,4.0,0.75,1.0,10.0,11.0,7.0,0.0,1.0,5.0,4.0,21.0,11.8,12.0,14.0,6.0,0.4285714285714285,12,2,1,10,12,10,12,11,9,1,8,12,4,5,12,51.0,59.0,3.0,10.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.2033898305084746,0.6666666666666666,0.1,0.1612903225806451,0.2142857142857142,0.1923076923076923,0.24,0.1486486486486486,0.1343283582089552,0.0714285714285714,0.1269841269841269,0.1578947368421052,0.0,0.2352941176470588,0.15625,0.1558441558441558,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,15,10.0,49.0,3.2666666666666666,10.6,52.6,3.506666666666667,14.0,-0.1,-0.7,-0.1,-0.6,0.0264234383637368,0.492,0.272,0.192,0.1,-0.4,W (+9),W (+9)
12.0,12.0,2022-11-09,21-045,DET,BOS,1.0,23.966666666666665,1.0,11.0,0.091,0.0,6.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,2.0,4.0,-2.7,-17.0,5.0,1.0,0.2,12,2,1,10,12,10,12,11,9,1,8,12,4,5,12,51.0,59.0,3.0,10.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.2033898305084746,0.6666666666666666,0.1,0.1612903225806451,0.2142857142857142,0.1923076923076923,0.24,0.1486486486486486,0.1343283582089552,0.0714285714285714,0.1269841269841269,0.1578947368421052,0.0,0.2352941176470588,0.15625,0.1558441558441558,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,15,-5.0,66.0,4.4,-3.5,83.8,5.586666666666667,14.0,-0.1,-0.7,-0.1,-0.6,0.0264234383637368,0.492,0.272,0.192,0.1,-0.4,L (-16),L (-16)
13.0,,2022-11-11,21-047,DET,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,2,1,10,12,10,12,11,9,1,8,12,4,5,12,51.0,59.0,3.0,10.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.2033898305084746,0.6666666666666666,0.1,0.1612903225806451,0.2142857142857142,0.1923076923076923,0.24,0.1486486486486486,0.1343283582089552,0.0714285714285714,0.1269841269841269,0.1578947368421052,0.0,0.2352941176470588,0.15625,0.1558441558441558,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,15,,64.0,4.266666666666667,0.0,80.8,5.386666666666667,14.0,-0.1,-0.7,-0.1,-0.6,0.0264234383637368,0.492,0.272,0.192,0.1,-0.4,L (-9),L (-9)
14.0,,2022-11-12,21-048,DET,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,2,1,10,12,10,12,11,9,1,8,12,4,5,12,51.0,59.0,3.0,10.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.2033898305084746,0.6666666666666666,0.1,0.1612903225806451,0.2142857142857142,0.1923076923076923,0.24,0.1486486486486486,0.1343283582089552,0.0714285714285714,0.1269841269841269,0.1578947368421052,0.0,0.2352941176470588,0.15625,0.1558441558441558,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,15,,68.0,4.533333333333333,0.0,75.89999999999998,5.059999999999999,14.0,-0.1,-0.7,-0.1,-0.6,0.0264234383637368,0.492,0.272,0.192,0.1,-0.4,L (-9),L (-9)
15.0,,2022-11-14,21-050,DET,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,2,1,10,12,10,12,11,9,1,8,12,4,5,12,51.0,59.0,3.0,10.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.2033898305084746,0.6666666666666666,0.1,0.1612903225806451,0.2142857142857142,0.1923076923076923,0.24,0.1486486486486486,0.1343283582089552,0.0714285714285714,0.1269841269841269,0.1578947368421052,0.0,0.2352941176470588,0.15625,0.1558441558441558,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,15,,41.0,2.7333333333333334,0.0,65.2,4.346666666666667,14.0,-0.1,-0.7,-0.1,-0.6,0.0264234383637368,0.492,0.272,0.192,0.1,-0.4,L (-4),L (-4)
16.0,,2022-11-17,21-053,DET,LAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,2,1,10,12,10,12,11,9,1,8,12,4,5,12,51.0,59.0,3.0,10.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.2033898305084746,0.6666666666666666,0.1,0.1612903225806451,0.2142857142857142,0.1923076923076923,0.24,0.1486486486486486,0.1343283582089552,0.0714285714285714,0.1269841269841269,0.1578947368421052,0.0,0.2352941176470588,0.15625,0.1558441558441558,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,15,,28.0,1.8666666666666667,0.0,40.0,2.6666666666666665,14.0,-0.1,-0.7,-0.1,-0.6,0.0264234383637368,0.492,0.272,0.192,0.1,-0.4,L (-5),L (-5)
17.0,,2022-11-18,21-054,DET,LAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,2,1,10,12,10,12,11,9,1,8,12,4,5,12,51.0,59.0,3.0,10.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.2033898305084746,0.6666666666666666,0.1,0.1612903225806451,0.2142857142857142,0.1923076923076923,0.24,0.1486486486486486,0.1343283582089552,0.0714285714285714,0.1269841269841269,0.1578947368421052,0.0,0.2352941176470588,0.15625,0.1558441558441558,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,15,,60.0,4.0,0.0,91.1,6.073333333333333,14.0,-0.1,-0.7,-0.1,-0.6,0.0264234383637368,0.492,0.272,0.192,0.1,-0.4,L (-7),L (-7)
18.0,,2022-11-20,21-056,DET,SAC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,2,1,10,12,10,12,11,9,1,8,12,4,5,12,51.0,59.0,3.0,10.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.2033898305084746,0.6666666666666666,0.1,0.1612903225806451,0.2142857142857142,0.1923076923076923,0.24,0.1486486486486486,0.1343283582089552,0.0714285714285714,0.1269841269841269,0.1578947368421052,0.0,0.2352941176470588,0.15625,0.1558441558441558,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,15,,61.0,4.066666666666666,0.0,85.39999999999998,5.693333333333332,14.0,-0.1,-0.7,-0.1,-0.6,0.0264234383637368,0.492,0.272,0.192,0.1,-0.4,L (-8),L (-8)
19.0,,2022-11-22,21-058,DET,DEN,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,2,1,10,12,10,12,11,9,1,8,12,4,5,12,51.0,59.0,3.0,10.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.2033898305084746,0.6666666666666666,0.1,0.1612903225806451,0.2142857142857142,0.1923076923076923,0.24,0.1486486486486486,0.1343283582089552,0.0714285714285714,0.1269841269841269,0.1578947368421052,0.0,0.2352941176470588,0.15625,0.1558441558441558,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,15,,61.0,4.066666666666666,0.0,73.30000000000001,4.886666666666668,14.0,-0.1,-0.7,-0.1,-0.6,0.0264234383637368,0.492,0.272,0.192,0.1,-0.4,W (+2),W (+2)
20.0,,2022-11-23,21-059,DET,UTA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,2,1,10,12,10,12,11,9,1,8,12,4,5,12,51.0,59.0,3.0,10.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.2033898305084746,0.6666666666666666,0.1,0.1612903225806451,0.2142857142857142,0.1923076923076923,0.24,0.1486486486486486,0.1343283582089552,0.0714285714285714,0.1269841269841269,0.1578947368421052,0.0,0.2352941176470588,0.15625,0.1558441558441558,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,15,,74.0,4.933333333333334,0.0,92.99999999999996,6.1999999999999975,14.0,-0.1,-0.7,-0.1,-0.6,0.0264234383637368,0.492,0.272,0.192,0.1,-0.4,W (+9),W (+9)
21.0,,2022-11-25,21-061,DET,PHO,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,2,1,10,12,10,12,11,9,1,8,12,4,5,12,51.0,59.0,3.0,10.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.2033898305084746,0.6666666666666666,0.1,0.1612903225806451,0.2142857142857142,0.1923076923076923,0.24,0.1486486486486486,0.1343283582089552,0.0714285714285714,0.1269841269841269,0.1578947368421052,0.0,0.2352941176470588,0.15625,0.1558441558441558,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,15,,47.0,3.1333333333333333,0.0,57.79999999999999,3.8533333333333326,14.0,-0.1,-0.7,-0.1,-0.6,0.0264234383637368,0.492,0.272,0.192,0.1,-0.4,,
22.0,,2022-11-27,21-063,DET,CLE,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,2,1,10,12,10,12,11,9,1,8,12,4,5,12,51.0,59.0,3.0,10.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.2033898305084746,0.6666666666666666,0.1,0.1612903225806451,0.2142857142857142,0.1923076923076923,0.24,0.1486486486486486,0.1343283582089552,0.0714285714285714,0.1269841269841269,0.1578947368421052,0.0,0.2352941176470588,0.15625,0.1558441558441558,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,15,,39.0,2.6,0.0,49.90000000000001,3.3266666666666675,14.0,-0.1,-0.7,-0.1,-0.6,0.0264234383637368,0.492,0.272,0.192,0.1,-0.4,L (-6),L (-6)
23.0,,2022-11-29,21-065,DET,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,2,1,10,12,10,12,11,9,1,8,12,4,5,12,51.0,59.0,3.0,10.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.2033898305084746,0.6666666666666666,0.1,0.1612903225806451,0.2142857142857142,0.1923076923076923,0.24,0.1486486486486486,0.1343283582089552,0.0714285714285714,0.1269841269841269,0.1578947368421052,0.0,0.2352941176470588,0.15625,0.1558441558441558,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,15,,58.0,3.866666666666666,0.0,70.6,4.706666666666666,14.0,-0.1,-0.7,-0.1,-0.6,0.0264234383637368,0.492,0.272,0.192,0.1,-0.4,L (-8),L (-8)
24.0,,2022-12-01,21-067,DET,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,2,1,10,12,10,12,11,9,1,8,12,4,5,12,51.0,59.0,3.0,10.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.2033898305084746,0.6666666666666666,0.1,0.1612903225806451,0.2142857142857142,0.1923076923076923,0.24,0.1486486486486486,0.1343283582089552,0.0714285714285714,0.1269841269841269,0.1578947368421052,0.0,0.2352941176470588,0.15625,0.1558441558441558,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,15,,86.0,5.733333333333333,0.0,100.40000000000002,6.693333333333334,14.0,-0.1,-0.7,-0.1,-0.6,0.0264234383637368,0.492,0.272,0.192,0.1,-0.4,L (-30),L (-30)
25.0,,2022-12-04,21-070,DET,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12,2,1,10,12,10,12,11,9,1,8,12,4,5,12,51.0,59.0,3.0,10.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0,0.2033898305084746,0.6666666666666666,0.1,0.1612903225806451,0.2142857142857142,0.1923076923076923,0.24,0.1486486486486486,0.1343283582089552,0.0714285714285714,0.1269841269841269,0.1578947368421052,0.0,0.2352941176470588,0.15625,0.1558441558441558,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,15,,64.0,4.266666666666667,0.0,70.1,4.673333333333333,14.0,-0.1,-0.7,-0.1,-0.6,0.0264234383637368,0.492,0.272,0.192,0.1,-0.4,W (+6),W (+6)
