Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
11.0,,2022-11-07,25-266,DET,OKC,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,59.0,3.4705882352941178,0.0,63.19999999999999,3.7176470588235286,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,W (+9),W (+9)
12.0,,2022-11-09,25-268,DET,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,61.0,3.588235294117647,0.0,80.3,4.723529411764706,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,L (-16),L (-16)
13.0,,2022-11-11,25-270,DET,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,64.0,3.764705882352941,0.0,80.8,4.752941176470588,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,L (-9),L (-9)
14.0,,2022-11-12,25-271,DET,BOS,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,68.0,4.0,0.0,75.89999999999998,4.46470588235294,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,L (-9),L (-9)
15.0,,2022-11-14,25-273,DET,TOR,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,41.0,2.411764705882353,0.0,65.2,3.835294117647059,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,L (-4),L (-4)
16.0,,2022-11-17,25-276,DET,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,28.0,1.6470588235294117,0.0,40.0,2.3529411764705883,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,L (-5),L (-5)
17.0,,2022-11-18,25-277,DET,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,60.0,3.5294117647058822,0.0,91.1,5.358823529411764,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,L (-7),L (-7)
18.0,,2022-11-20,25-279,DET,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,61.0,3.588235294117647,0.0,85.39999999999998,5.023529411764705,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,L (-8),L (-8)
19.0,,2022-11-22,25-281,DET,DEN,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,61.0,3.588235294117647,0.0,73.30000000000001,4.311764705882354,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,W (+2),W (+2)
20.0,,2022-11-23,25-282,DET,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,74.0,4.352941176470588,0.0,92.99999999999996,5.470588235294115,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,W (+9),W (+9)
21.0,3.0,2022-11-25,25-284,DET,PHO,0,2.2,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,0.0,0.0,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,0.0,47.0,2.764705882352941,0.0,57.79999999999999,3.3999999999999995,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,,
22.0,,2022-11-27,25-286,DET,CLE,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,39.0,2.294117647058824,0.0,49.90000000000001,2.9352941176470595,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,L (-6),L (-6)
23.0,,2022-11-29,25-288,DET,NYK,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,58.0,3.411764705882353,0.0,70.6,4.152941176470588,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,L (-8),L (-8)
24.0,,2022-12-01,25-290,DET,DAL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,86.0,5.0588235294117645,0.0,100.40000000000002,5.905882352941178,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,L (-30),L (-30)
25.0,,2022-12-04,25-293,DET,MEM,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,3,1,2,2,3,2,2,2,2,1,3,3,1,2,3,2,51.0,59.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.0196078431372549,0.0508474576271186,0.1,0.1666666666666666,0.032258064516129,0.0535714285714285,0.0384615384615384,0.04,0.027027027027027,0.0298507462686567,0.0714285714285714,0.0476190476190476,0.0394736842105263,0.0238095238095238,0.1176470588235294,0.09375,0.0259740259740259,0.0,40.0,36.0,45.0,47.0,0.0,0.0,0.0,0.0,17,,64.0,3.764705882352941,0.0,70.1,4.123529411764705,18.6,0.0,2.9,2.1,0.8,0.0004422332780541,1.064,0.0,2.0,0.0,0.0,W (+6),W (+6)
