Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Stanley Umude,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Stanley Umude
73,71,66,2023-03-19,23-344,ATL,@,SAS,L (-8),0,20.116666666666667,0.0,2.0,.000,0.0,1.0,.000,1,2,.500,0,2,2,1,1,0,1,1,1,0.1,-2,1.0,0.0,0.0,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
74,72,67,2023-03-21,23-346,ATL,,DET,W (+22),0,19.85,5.0,13.0,.385,2.0,4.0,.500,2,4,.500,5,6,11,1,0,0,0,0,14,12.1,+11,9.0,3.0,0.3333333333333333,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
75,73,68,2023-03-22,23-347,ATL,@,MIN,L (-1),0,19.0,4.0,9.0,.444,4.0,7.0,.571,4,4,1.000,1,5,6,2,0,0,3,2,16,11.1,+3,2.0,0.0,0.0,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
76,74,69,2023-03-25,23-350,ATL,,IND,W (+13),0,24.516666666666666,7.0,16.0,.438,3.0,7.0,.429,1,1,1.000,2,4,6,1,0,0,0,1,18,12.5,+9,9.0,4.0,0.4444444444444444,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
77,75,70,2023-03-26,23-351,ATL,,MEM,L (-4),0,18.233333333333334,4.0,11.0,.364,0.0,4.0,.000,1,1,1.000,0,3,3,1,0,0,1,1,9,3.1,-5,7.0,4.0,0.5714285714285714,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
78,76,71,2023-03-28,23-353,ATL,,CLE,W (+2),0,21.15,4.0,8.0,.500,1.0,5.0,.200,2,2,1.000,3,7,10,3,1,0,1,0,11,13.3,+23,3.0,3.0,1.0,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
79,77,72,2023-03-31,23-356,ATL,@,BRK,L (-17),1,29.5,6.0,14.0,.429,2.0,7.0,.286,2,2,1.000,3,4,7,2,2,0,1,1,16,13.9,-28,7.0,4.0,0.5714285714285714,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
80,78,73,2023-04-02,23-358,ATL,,DAL,W (+2),1,38.13333333333333,6.0,13.0,.462,1.0,6.0,.167,0,0,,5,3,8,2,2,0,0,3,13,12.9,+10,7.0,5.0,0.7142857142857143,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
81,79,74,2023-04-04,23-360,ATL,@,CHI,W (+18),1,33.93333333333333,8.0,13.0,.615,2.0,6.0,.333,0,0,,1,3,4,4,1,0,0,1,18,17.1,+19,7.0,6.0,0.8571428571428571,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
82,80,75,2023-04-05,23-361,ATL,,WAS,W (+18),1,25.25,4.0,9.0,.444,2.0,5.0,.400,0,0,,2,2,4,1,1,0,2,3,10,5.8,+9,4.0,2.0,0.5,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
83,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
84,81,76,2023-04-07,23-363,ATL,,PHI,L (-5),0,27.433333333333334,6.0,11.0,.545,3.0,7.0,.429,0,0,,1,2,3,1,0,0,0,2,15,10.9,0,4.0,3.0,0.75,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
85,82,77,2023-04-09,24-000,ATL,@,BOS,L (-6),1,15.0,4.0,8.0,.500,1.0,3.0,.333,0,0,,2,2,4,3,3,0,0,0,9,12.1,+6,5.0,3.0,0.6,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
