Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Stanley Umude,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Stanley Umude
10,11,11,2022-11-07,23-212,DET,,OKC,W (+9),1,36.61666666666667,8.0,17.0,.471,1.0,7.0,.143,8,8,1.000,1,4,5,2,0,0,1,2,25,17.8,+29,10.0,7.0,0.7,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
11,12,12,2022-11-09,23-214,DET,@,BOS,L (-16),1,32.8,4.0,12.0,.333,1.0,6.0,.167,9,10,.900,1,3,4,0,1,0,1,2,18,11.6,-20,6.0,3.0,0.5,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
12,13,13,2022-11-11,23-216,DET,@,NYK,L (-9),1,27.183333333333334,4.0,10.0,.400,0.0,3.0,.000,3,3,1.000,2,3,5,1,1,0,1,1,11,8.2,-8,7.0,4.0,0.5714285714285714,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
13,14,14,2022-11-12,23-217,DET,,BOS,L (-9),1,30.483333333333334,3.0,13.0,.231,2.0,6.0,.333,2,2,1.000,0,2,2,2,1,0,0,3,10,3.9,-3,7.0,1.0,0.1428571428571428,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
14,15,15,2022-11-14,23-219,DET,,TOR,L (-4),0,30.8,3.0,10.0,.300,1.0,5.0,.200,2,2,1.000,2,4,6,3,1,0,2,1,9,6.5,-10,5.0,2.0,0.4,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
15,16,16,2022-11-17,23-222,DET,@,LAC,L (-5),1,31.616666666666667,4.0,11.0,.364,2.0,8.0,.250,1,1,1.000,2,6,8,2,1,0,1,2,11,8.7,-8,3.0,2.0,0.6666666666666666,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
16,17,17,2022-11-18,23-223,DET,@,LAL,L (-7),1,21.366666666666667,2.0,7.0,.286,0.0,2.0,.000,0,0,,1,2,3,2,0,0,2,2,4,-0.2,-3,5.0,2.0,0.4,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
17,18,,2022-11-20,23-225,DET,@,SAC,L (-8),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
18,19,,2022-11-22,23-227,DET,@,DEN,W (+2),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
19,20,,2022-11-23,23-228,DET,@,UTA,W (+9),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
20,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
21,21,,2022-11-25,23-230,DET,@,PHO,L (-6),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
22,22,18,2022-11-27,23-232,DET,,CLE,L (-8),1,34.96666666666667,6.0,15.0,.400,1.0,5.0,.200,2,3,.667,0,5,5,0,2,1,2,1,15,8.3,-3,10.0,5.0,0.5,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
23,23,19,2022-11-29,23-234,DET,,NYK,L (-30),0,18.383333333333333,4.0,11.0,.364,0.0,5.0,.000,3,3,1.000,0,1,1,1,0,0,0,1,11,5.5,-9,6.0,4.0,0.6666666666666666,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
24,24,20,2022-12-01,23-236,DET,,DAL,W (+6),0,18.55,2.0,7.0,.286,1.0,3.0,.333,1,2,.500,2,3,5,1,0,0,0,2,6,3.7,+2,4.0,1.0,0.25,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
25,25,21,2022-12-04,23-239,DET,,MEM,L (-10),0,33.0,7.0,16.0,.438,1.0,6.0,.167,9,12,.750,2,4,6,7,0,0,1,3,24,19.7,+12,10.0,6.0,0.6,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
26,26,22,2022-12-06,23-241,DET,@,MIA,W (+20),0,30.7,4.0,10.0,.400,1.0,3.0,.333,5,5,1.000,0,3,3,4,3,0,1,3,14,13.1,+30,7.0,3.0,0.4285714285714285,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
27,27,23,2022-12-07,23-242,DET,@,NOP,L (-6),0,24.266666666666666,9.0,17.0,.529,5.0,10.0,.500,2,2,1.000,0,4,4,0,1,0,0,2,25,18.1,+6,7.0,4.0,0.5714285714285714,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
28,28,24,2022-12-09,23-244,DET,@,MEM,L (-11),0,28.783333333333335,2.0,10.0,.200,1.0,4.0,.250,5,6,.833,0,2,2,3,1,0,1,3,10,4.9,+11,6.0,1.0,0.1666666666666666,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
29,29,25,2022-12-11,23-246,DET,,LAL,L (-7),0,25.816666666666666,5.0,14.0,.357,4.0,8.0,.500,0,1,.000,1,2,3,1,2,0,0,1,14,9.4,-7,6.0,1.0,0.1666666666666666,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
30,30,26,2022-12-14,23-249,DET,@,CHO,W (+7),0,17.8,2.0,6.0,.333,1.0,4.0,.250,0,1,.000,0,0,0,0,0,0,0,1,5,0.8,+1,2.0,1.0,0.5,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
31,31,27,2022-12-16,23-251,DET,,SAC,L (-9),0,27.216666666666665,5.0,11.0,.455,2.0,5.0,.400,2,4,.500,1,1,2,0,1,0,0,0,14,9.5,-1,6.0,3.0,0.5,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
32,32,28,2022-12-18,23-253,DET,,BRK,L (-3),0,19.233333333333334,4.0,7.0,.571,0.0,2.0,.000,2,3,.667,0,1,1,0,0,0,0,1,10,6.2,-16,5.0,4.0,0.8,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
33,33,29,2022-12-20,23-255,DET,,UTA,L (-15),0,20.366666666666667,2.0,8.0,.250,2.0,4.0,.500,1,2,.500,0,5,5,1,0,0,0,1,7,3.6,-14,4.0,0.0,0.0,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
34,34,30,2022-12-21,23-256,DET,@,PHI,L (-20),0,27.083333333333332,4.0,10.0,.400,2.0,5.0,.400,1,3,.333,2,1,3,1,1,0,2,0,11,6.2,-6,5.0,2.0,0.4,39,49,2,1,12,34,43,30,45,49,44,14,38,48,21,13,19,0,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,1.0,0.7647058823529411,0.8305084745762712,0.6666666666666666,0.1,1.0,0.5483870967741935,0.7678571428571429,0.5769230769230769,0.9,0.6621621621621622,0.6567164179104478,1.0,0.6031746031746031,0.631578947368421,0.5,0.7647058823529411,0.59375,0.0
