Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,JaMychal Green,Jonathan Kuminga,Jordan Poole,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Buddy Boeheim,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Eugene Omoruyi,Frank Kaminsky,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Killian Hayes,Marvin Bagley III,R.J. Hampton,Rodney McGruder,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Frank Kaminsky,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Rodney McGruder,co_inf with Eugene Omoruyi,co_inf with Jared Rhoden,co_inf with R.J. Hampton,co_inf with Stanley Umude,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
30,30,13,2022-12-16,21-260,GSW,@,PHI,L (-12),0,11:13,3.0,5.0,.600,0.0,0.0,,0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,2.0,3.0,6.0,2.1,-7,5.0,3.0,0.6,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,3.0,99.0,3.193548387096774,2.1000000000000005,105.89999999999998,3.416129032258064
31,31,14,2022-12-18,21-262,GSW,@,TOR,W (+16),0,2:21,0.0,0.0,,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-1,0.0,0.0,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,1.0,49.0,1.5806451612903225,0.7,58.39999999999998,1.8838709677419347
32,32,15,2022-12-20,21-264,GSW,@,NYK,L (-38),0,22:05,1.0,4.0,.250,0.0,1.0,.000,2,2.0,1.000,0.0,3.0,3.0,0.0,1.0,2.0,2.0,5.0,4.0,0.9,-29,3.0,1.0,0.3333333333333333,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,2.0,59.0,1.903225806451613,0.1000000000000014,77.3,2.4935483870967743
33,33,16,2022-12-21,21-265,GSW,@,BRK,L (-30),0,27:48,12.0,14.0,.857,1.0,1.0,1.000,5,8.0,.625,1.0,5.0,6.0,2.0,0.0,1.0,1.0,1.0,30.0,26.7,-12,13.0,11.0,0.8461538461538461,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,16.0,50.0,1.6129032258064515,24.700000000000006,65.5,2.1129032258064515
34,34,17,2022-12-25,21-269,GSW,,MEM,W (+14),0,8:17,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1,+8,0.0,0.0,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,5.0,37.0,1.1935483870967742,1.1,52.2,1.6838709677419357
35,35,18,2022-12-27,21-271,GSW,,CHO,W (+5),0,9:44,4.0,7.0,.571,0.0,0.0,,0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,8.0,5.4,+1,7.0,4.0,0.5714285714285714,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,3.0,45.0,1.4516129032258065,5.4,62.5,2.0161290322580645
36,36,19,2022-12-28,21-272,GSW,,UTA,W (+5),0,7:21,2.0,4.0,.500,0.0,0.0,,0,0.0,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,3.6,-2,4.0,2.0,0.5,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,4.0,63.0,2.032258064516129,3.599999999999999,84.39999999999999,2.72258064516129
37,37,,2022-12-30,21-274,GSW,,POR,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,57.0,1.8387096774193548,0.0,64.5,2.0806451612903225
38,38,,2023-01-02,21-277,GSW,,ATL,W (+2),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,64.0,2.064516129032258,0.0,80.8,2.606451612903226
39,39,,2023-01-04,21-279,GSW,,DET,L (-3),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,65.0,2.096774193548387,0.0,75.59999999999998,2.438709677419354
40,40,,2023-01-07,21-282,GSW,,ORL,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,39.0,1.2580645161290325,0.0,56.00000000000001,1.806451612903226
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-10,21-285,GSW,,PHO,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,89.0,2.870967741935484,0.0,105.60000000000002,3.4064516129032265
43,42,,2023-01-13,21-288,GSW,@,SAS,W (+31),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,55.0,1.7741935483870968,0.0,73.19999999999999,2.3612903225806448
44,43,,2023-01-15,21-290,GSW,@,CHI,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,55.0,1.7741935483870968,0.0,70.3,2.267741935483871
45,44,,2023-01-16,21-291,GSW,@,WAS,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,28.0,0.9032258064516128,0.0,50.7,1.635483870967742
46,45,,2023-01-19,21-294,GSW,@,BOS,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,70.0,2.2580645161290325,0.0,80.4,2.5935483870967744
47,46,,2023-01-20,21-295,GSW,@,CLE,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,44.0,1.4193548387096775,0.0,56.5,1.8225806451612903
48,47,,2023-01-22,21-297,GSW,,BRK,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,53.0,1.7096774193548387,0.0,52.4,1.6903225806451612
49,48,,2023-01-25,21-300,GSW,,MEM,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,44.0,1.4193548387096775,0.0,60.29999999999998,1.9451612903225801
