Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Andrew Wiggins,Shared Games with Anthony Lamb,Shared Games with Donte DiVincenzo,Shared Games with Draymond Green,Shared Games with JaMychal Green,Shared Games with Jonathan Kuminga,Shared Games with Jordan Poole,Shared Games with Kevon Looney,Shared Games with Klay Thompson,Shared Games with Moses Moody,Shared Games with Patrick Baldwin Jr.,Shared Games with Ryan Rollins,Shared Games with Stephen Curry,Shared Games with Ty Jerome,Andre Iguodala,Andrew Wiggins,Anthony Lamb,Donte DiVincenzo,Draymond Green,JaMychal Green,Jonathan Kuminga,Jordan Poole,Kevon Looney,Klay Thompson,Lester Quinones,Moses Moody,Patrick Baldwin Jr.,Ryan Rollins,Stephen Curry,Ty Jerome,co_inf with Andre Iguodala,co_inf with Andrew Wiggins,co_inf with Anthony Lamb,co_inf with Donte DiVincenzo,co_inf with Draymond Green,co_inf with JaMychal Green,co_inf with Jonathan Kuminga,co_inf with Jordan Poole,co_inf with Kevon Looney,co_inf with Klay Thompson,co_inf with Lester Quinones,co_inf with Moses Moody,co_inf with Patrick Baldwin Jr.,co_inf with Ryan Rollins,co_inf with Stephen Curry,co_inf with Ty Jerome,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Buddy Boeheim,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Eugene Omoruyi,Frank Kaminsky,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Killian Hayes,Marvin Bagley III,R.J. Hampton,Rodney McGruder,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Frank Kaminsky,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Rodney McGruder,co_inf with Eugene Omoruyi,co_inf with Jared Rhoden,co_inf with R.J. Hampton,co_inf with Stanley Umude,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
70,68,32,2023-03-13,21-347,DET,,IND,W (+20),1,24:28,8.0,15.0,.533,0.0,1.0,.000,2,4.0,.500,5.0,9.0,14.0,1.0,0.0,3.0,2.0,2.0,18.0,16.1,-1,14.0,8.0,0.5714285714285714,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,15.0,57.0,1.8387096774193548,15.299999999999994,72.8,2.3483870967741933
71,69,33,2023-03-14,21-348,DET,@,WAS,L (-20),1,30:54,4.0,15.0,.267,0.0,1.0,.000,4,4.0,1.000,5.0,5.0,10.0,1.0,1.0,1.0,0.0,1.0,12.0,10.1,-9,14.0,4.0,0.2857142857142857,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,6.0,47.0,1.5161290322580645,8.5,59.99999999999999,1.9354838709677418
72,70,34,2023-03-16,21-350,DET,,DEN,L (-19),1,29:55,7.0,14.0,.500,0.0,0.0,,0,0.0,,3.0,6.0,9.0,1.0,0.0,0.0,2.0,3.0,14.0,8.4,-13,14.0,7.0,0.5,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,8.0,35.0,1.1290322580645162,8.399999999999999,42.1,1.3580645161290323
73,71,35,2023-03-19,21-353,DET,,MIA,L (-12),1,33:04,10.0,13.0,.769,1.0,1.0,1.000,1,1.0,1.000,4.0,9.0,13.0,0.0,0.0,0.0,1.0,2.0,22.0,20.6,-5,12.0,9.0,0.75,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,20.0,43.0,1.3870967741935485,20.2,59.6,1.9225806451612903
74,72,36,2023-03-21,21-355,DET,@,ATL,L (-22),1,19:07,2.0,6.0,.333,0.0,2.0,.000,2,2.0,1.000,2.0,3.0,5.0,0.0,0.0,0.0,1.0,6.0,6.0,1.5,-23,4.0,2.0,0.5,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,2.0,42.0,1.3548387096774193,0.7000000000000002,51.5,1.6612903225806452
75,73,37,2023-03-24,21-358,DET,@,TOR,L (-21),1,23:27,7.0,13.0,.538,0.0,0.0,,0,2.0,.000,0.0,4.0,4.0,1.0,0.0,1.0,2.0,1.0,14.0,7.1,-12,13.0,7.0,0.5384615384615384,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,3.0,45.0,1.4516129032258065,7.099999999999998,69.3,2.235483870967742
76,74,38,2023-03-27,21-361,DET,,MIL,L (-9),1,20:20,5.0,12.0,.417,0.0,1.0,.000,4,4.0,1.000,3.0,3.0,6.0,1.0,1.0,0.0,1.0,1.0,14.0,10.9,-18,11.0,5.0,0.4545454545454545,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,5.0,41.0,1.3225806451612905,9.3,49.5,1.596774193548387
77,75,39,2023-03-29,21-363,DET,@,OKC,L (-1),1,28:48,7.0,9.0,.778,0.0,0.0,,0,0.0,,2.0,9.0,11.0,0.0,0.0,0.0,3.0,3.0,14.0,10.4,-11,9.0,7.0,0.7777777777777778,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,13.0,68.0,2.193548387096774,10.4,97.5,3.1451612903225805
78,76,40,2023-03-31,22-000,DET,@,HOU,L (-6),1,23:30,4.0,10.0,.400,0.0,2.0,.000,0,0.0,,1.0,3.0,4.0,1.0,0.0,3.0,0.0,6.0,8.0,4.6,,8.0,4.0,0.5,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,6.0,58.0,1.870967741935484,4.599999999999998,64.3,2.074193548387097
79,77,41,2023-04-02,22-002,DET,@,ORL,L (-26),1,22:32,4.0,8.0,.500,0.0,0.0,,4,4.0,1.000,1.0,9.0,10.0,1.0,0.0,0.0,0.0,3.0,12.0,10.9,-22,8.0,4.0,0.5,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,11.0,52.0,1.6774193548387095,9.3,67.0,2.161290322580645
80,78,42,2023-04-04,22-004,DET,,MIA,L (-13),1,29:41,6.0,14.0,.429,0.0,0.0,,2,4.0,.500,2.0,4.0,6.0,1.0,0.0,0.0,1.0,5.0,14.0,6.1,-10,14.0,6.0,0.4285714285714285,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,2.0,26.0,0.8387096774193549,5.299999999999997,34.39999999999999,1.1096774193548384
81,79,43,2023-04-05,22-005,DET,,BRK,L (-15),1,29:02,5.0,10.0,.500,0.0,1.0,.000,6,7.0,.857,0.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,16.0,13.2,+6,9.0,5.0,0.5555555555555556,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,5.0,47.0,1.5161290322580645,10.799999999999995,56.4,1.8193548387096774
82,80,44,2023-04-07,22-007,DET,@,IND,W (+7),1,7:31,1.0,2.0,.500,0.0,0.0,,1,2.0,.500,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.1,-14,2.0,1.0,0.5,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,2.0,46.0,1.4838709677419355,1.6999999999999995,50.20000000000001,1.6193548387096777
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,,0.0,0.0,0.0,0.0,0.0
84,81,45,2023-04-09,22-009,DET,@,CHI,L (-22),1,24:50,4.0,9.0,.444,0.0,0.0,,3,4.0,.750,6.0,6.0,12.0,0.0,0.0,1.0,4.0,2.0,11.0,7.8,-31,9.0,4.0,0.4444444444444444,12,11,12,17,16,18,21,21,15,21,7,9,11,17,8.0,37.0,62.0,72.0,73.0,57.0,67.0,82.0,82.0,69.0,4.0,63.0,31.0,12.0,56.0,45.0,0.0,0.3243243243243243,0.1774193548387097,0.1666666666666666,0.2328767123287671,0.2807017543859649,0.2686567164179104,0.2560975609756097,0.2560975609756097,0.217391304347826,0.0,0.3333333333333333,0.2258064516129032,0.75,0.1964285714285714,0.3777777777777777,7,5,8,23,8,17,4,20,17,22,22,16,2,11,25,17,19,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,14.0,76.0,42.0,47.0,32.0,1.0,0.1372549019607843,0.0847457627118644,0.0,0.8,0.0,0.3709677419354839,0.0,0.1428571428571428,0.3269230769230769,0.08,0.2702702702702703,0.2537313432835821,0.2894736842105263,0.3809523809523809,0.34375,0.425,0.0,0.4042553191489361,0.0,31,7.0,56.0,1.806451612903225,6.599999999999996,74.0,2.3870967741935485
