Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Michael Carter-Williams,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with Terrence Ross,Shared Games with Wendell Carter Jr.,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,Terrence Ross,Wendell Carter Jr.,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with Terrence Ross,co_inf with Wendell Carter Jr.,Shared Games with Goga Bitadze,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Buddy Boeheim,Shared Games with Cory Joseph,Shared Games with Eugene Omoruyi,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with James Wiseman,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Rodney McGruder,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Eugene Omoruyi,Frank Kaminsky,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,James Wiseman,Jared Rhoden,Killian Hayes,Marvin Bagley III,Rodney McGruder,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with James Wiseman,co_inf with Jared Rhoden,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Rodney McGruder,co_inf with Stanley Umude,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
29,29,,2022-12-14,21-310,ORL,,ATL,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,82.0,2.6451612903225805,0.0,93.29999999999998,3.0096774193548383
30,30,22,2022-12-23,21-319,ORL,,SAS,W (+20),0,4:49,0.0,1.0,.000,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1,-3,1.0,0.0,0.0,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,-2.0,104.0,3.3548387096774195,-0.5,108.49999999999996,3.4999999999999987
31,31,23,2022-12-27,21-323,ORL,,LAL,L (-19),0,2:26,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,-1,1.0,0.0,0.0,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,1.0,49.0,1.5806451612903225,0.3,58.79999999999999,1.8967741935483868
32,32,24,2022-12-28,21-324,ORL,@,DET,L (-20),0,2:44,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,0.0,61.0,1.967741935483871,0.0,77.4,2.4967741935483874
33,33,,2022-12-30,21-326,ORL,,WAS,L (-19),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,66.0,2.129032258064516,0.0,90.2,2.9096774193548387
34,34,25,2023-01-04,21-331,ORL,,OKC,W (+11),0,23:05,4.0,7.0,.571,1.0,4.0,.250,3,4.0,.750,0.0,4.0,4.0,1.0,0.0,0.0,2.0,2.0,12.0,7.4,+14,3.0,3.0,1.0,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,4.0,38.0,1.2258064516129032,6.1999999999999975,47.1,1.5193548387096774
35,35,,2023-01-05,21-332,ORL,,MEM,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,48.0,1.5483870967741935,0.0,67.9,2.1903225806451614
36,36,,2023-01-07,21-334,ORL,@,GSW,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,67.0,2.161290322580645,0.0,87.99999999999999,2.8387096774193545
37,37,,2023-01-09,21-336,ORL,@,SAC,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,57.0,1.8387096774193548,0.0,64.5,2.0806451612903225
38,38,,2023-01-10,21-337,ORL,@,POR,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,64.0,2.064516129032258,0.0,80.8,2.606451612903226
39,39,,2023-01-13,21-340,ORL,@,UTA,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,65.0,2.096774193548387,0.0,75.6,2.4387096774193546
40,40,,2023-01-15,21-342,ORL,@,DEN,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,39.0,1.2580645161290325,0.0,56.000000000000014,1.8064516129032262
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,0.0,0.0,0.0,0.0,0.0
42,41,26,2023-01-20,21-347,ORL,,NOP,W (+13),0,0:55,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,0.0,89.0,2.870967741935484,0.0,105.60000000000002,3.4064516129032265
43,42,,2023-01-21,21-348,ORL,@,WAS,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,55.0,1.7741935483870968,0.0,73.19999999999999,2.3612903225806448
44,43,,2023-01-23,21-350,ORL,,BOS,W (+15),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,55.0,1.7741935483870968,0.0,70.3,2.267741935483871
45,44,,2023-01-25,21-352,ORL,,IND,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,28.0,0.9032258064516128,0.0,50.7,1.635483870967742
46,45,,2023-01-27,21-354,ORL,@,MIA,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,70.0,2.2580645161290325,0.0,80.4,2.5935483870967744
47,46,,2023-01-28,21-355,ORL,,CHI,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,44.0,1.4193548387096775,0.0,56.5,1.8225806451612903
48,47,,2023-01-30,21-357,ORL,@,PHI,W (+10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,16,25,19,15,11,26,7,13,17,8,4,21,11,20,23,14,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,63.0,57.0,0.4324324324324324,0.3571428571428571,0.3725490196078431,0.5555555555555556,0.1833333333333333,0.325,0.1458333333333333,0.2452830188679245,0.0,0.0,0.5,0.1333333333333333,1.0,0.4285714285714285,0.1929824561403508,0.2777777777777778,0.365079365079365,0.2456140350877192,18,9,7,6,20,16,10,16,6,17,14,19,19,13,11,51.0,59.0,3.0,10.0,12.0,62.0,40.0,36.0,56.0,52.0,50.0,74.0,67.0,45.0,14.0,76.0,42.0,32.0,1.0,0.1764705882352941,0.1186440677966101,0.0,0.6,0.0,0.3225806451612903,0.4,0.0,0.1785714285714285,0.3076923076923077,0.12,0.2297297297297297,0.208955223880597,0.4222222222222222,0.0,0.25,0.3095238095238095,0.34375,0.0,31,,53.0,1.7096774193548387,0.0,52.4,1.6903225806451612
