Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Vernon Carey Jr.,Shared Games with Will Barton,Anthony Gill,Bradley Beal,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Marcus Smart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
74,72,,2023-03-21,21-155,WAS,@,ORL,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,3,5,1,4,2,6,5,4,4,4,3,2,2,4,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.0405405405405405,0.0641025641025641,0.02,0.0526315789473684,0.3333333333333333,0.0,0.2142857142857142,0.0806451612903225,0.0,0.0615384615384615,0.0625,0.064516129032258,0.0,0.0476190476190476,0.0408163265306122,0.1818181818181818,0.0714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,64.0,4.0,0.0,76.1,4.75625
75,73,,2023-03-22,21-156,WAS,,DEN,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,3,5,1,4,2,6,5,4,4,4,3,2,2,4,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.0405405405405405,0.0641025641025641,0.02,0.0526315789473684,0.3333333333333333,0.0,0.2142857142857142,0.0806451612903225,0.0,0.0615384615384615,0.0625,0.064516129032258,0.0,0.0476190476190476,0.0408163265306122,0.1818181818181818,0.0714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,58.0,3.625,0.0,70.69999999999999,4.418749999999999
76,74,,2023-03-24,21-158,WAS,,SAS,W (+12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,3,5,1,4,2,6,5,4,4,4,3,2,2,4,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.0405405405405405,0.0641025641025641,0.02,0.0526315789473684,0.3333333333333333,0.0,0.2142857142857142,0.0806451612903225,0.0,0.0615384615384615,0.0625,0.064516129032258,0.0,0.0476190476190476,0.0408163265306122,0.1818181818181818,0.0714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,101.0,6.3125,0.0,117.3,7.33125
77,75,,2023-03-26,21-160,WAS,@,TOR,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,3,5,1,4,2,6,5,4,4,4,3,2,2,4,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.0405405405405405,0.0641025641025641,0.02,0.0526315789473684,0.3333333333333333,0.0,0.2142857142857142,0.0806451612903225,0.0,0.0615384615384615,0.0625,0.064516129032258,0.0,0.0476190476190476,0.0408163265306122,0.1818181818181818,0.0714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,75.0,4.6875,0.0,93.5,5.84375
78,76,,2023-03-28,21-162,WAS,,BOS,W (+19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,3,5,1,4,2,6,5,4,4,4,3,2,2,4,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.0405405405405405,0.0641025641025641,0.02,0.0526315789473684,0.3333333333333333,0.0,0.2142857142857142,0.0806451612903225,0.0,0.0615384615384615,0.0625,0.064516129032258,0.0,0.0476190476190476,0.0408163265306122,0.1818181818181818,0.0714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,101.0,6.3125,0.0,106.9,6.68125
79,77,,2023-03-31,21-165,WAS,,ORL,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,3,5,1,4,2,6,5,4,4,4,3,2,2,4,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.0405405405405405,0.0641025641025641,0.02,0.0526315789473684,0.3333333333333333,0.0,0.2142857142857142,0.0806451612903225,0.0,0.0615384615384615,0.0625,0.064516129032258,0.0,0.0476190476190476,0.0408163265306122,0.1818181818181818,0.0714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,79.0,4.9375,0.0,87.3,5.45625
80,78,,2023-04-02,21-167,WAS,@,NYK,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,3,5,1,4,2,6,5,4,4,4,3,2,2,4,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.0405405405405405,0.0641025641025641,0.02,0.0526315789473684,0.3333333333333333,0.0,0.2142857142857142,0.0806451612903225,0.0,0.0615384615384615,0.0625,0.064516129032258,0.0,0.0476190476190476,0.0408163265306122,0.1818181818181818,0.0714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,77.0,4.8125,0.0,91.6,5.725
81,79,,2023-04-04,21-169,WAS,,MIL,L (-12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,4,3,5,1,4,2,6,5,4,4,4,3,2,2,4,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.0405405405405405,0.0641025641025641,0.02,0.0526315789473684,0.3333333333333333,0.0,0.2142857142857142,0.0806451612903225,0.0,0.0615384615384615,0.0625,0.064516129032258,0.0,0.0476190476190476,0.0408163265306122,0.1818181818181818,0.0714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,38.0,2.375,0.0,49.9,3.11875
82,80,5,2023-04-05,21-170,WAS,@,ATL,L (-18),0,3:23,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.7,+2,1.0,0.0,0.0,6,4,3,5,1,4,2,6,5,4,4,4,3,2,2,4,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.0405405405405405,0.0641025641025641,0.02,0.0526315789473684,0.3333333333333333,0.0,0.2142857142857142,0.0806451612903225,0.0,0.0615384615384615,0.0625,0.064516129032258,0.0,0.0476190476190476,0.0408163265306122,0.1818181818181818,0.0714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,-2.0,48.0,3.0,-1.7,61.9,3.86875
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,6,4,3,5,1,4,2,6,5,4,4,4,3,2,2,4,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.0405405405405405,0.0641025641025641,0.02,0.0526315789473684,0.3333333333333333,0.0,0.2142857142857142,0.0806451612903225,0.0,0.0615384615384615,0.0625,0.064516129032258,0.0,0.0476190476190476,0.0408163265306122,0.1818181818181818,0.0714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,21-172,WAS,,MIA,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,4,3,5,1,4,2,6,5,4,4,4,3,2,2,4,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.0405405405405405,0.0641025641025641,0.02,0.0526315789473684,0.3333333333333333,0.0,0.2142857142857142,0.0806451612903225,0.0,0.0615384615384615,0.0625,0.064516129032258,0.0,0.0476190476190476,0.0408163265306122,0.1818181818181818,0.0714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,,50.0,3.125,0.0,63.1,3.94375
85,82,6,2023-04-09,21-174,WAS,,HOU,L (-5),1,45:26,2.0,14.0,.143,1.0,7.0,.143,2,2.0,1.000,2.0,10.0,12.0,4.0,1.0,0.0,1.0,4.0,7.0,3.6,-6,7.0,1.0,0.1428571428571428,6,4,3,5,1,4,2,6,5,4,4,4,3,2,2,4,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.0405405405405405,0.0641025641025641,0.02,0.0526315789473684,0.3333333333333333,0.0,0.2142857142857142,0.0806451612903225,0.0,0.0615384615384615,0.0625,0.064516129032258,0.0,0.0476190476190476,0.0408163265306122,0.1818181818181818,0.0714285714285714,0.0,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,61.0,16,7.0,32.0,2.0,2.800000000000001,43.10000000000001,2.6937500000000005
