Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Jay Huff,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Quenton Jackson,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Vernon Carey Jr.,Shared Games with Will Barton,Anthony Gill,Bradley Beal,Corey Kispert,Daniel Gafford,Delon Wright,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,Shared Games with A.J. Green,Shared Games with A.J. Lawson,Shared Games with Aaron Gordon,Shared Games with Aaron Holiday,Shared Games with Aaron Nesmith,Shared Games with Admiral Schofield,Shared Games with AJ Griffin,Shared Games with Al Horford,Shared Games with Alec Burks,Shared Games with Aleksej Pokusevski,Shared Games with Alex Len,Shared Games with Alize Johnson,Shared Games with Alperen Şengün,Shared Games with Amir Coffey,Shared Games with Andre Drummond,Shared Games with Andre Iguodala,Shared Games with Andrew Nembhard,Shared Games with Andrew Wiggins,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Deni Avdija,Marcus Smart,co_inf with A.J. Green,co_inf with A.J. Lawson,co_inf with Aaron Gordon,co_inf with Aaron Holiday,co_inf with Aaron Nesmith,co_inf with Admiral Schofield,co_inf with AJ Griffin,co_inf with Al Horford,co_inf with Alec Burks,co_inf with Aleksej Pokusevski,co_inf with Alex Caruso,co_inf with Alex Len,co_inf with Alize Johnson,co_inf with Alondes Williams,co_inf with Alperen Şengün,co_inf with Amir Coffey,co_inf with Andre Drummond,co_inf with Andre Iguodala,co_inf with Andrew Nembhard,co_inf with Andrew Wiggins,co_inf with Anfernee Simons,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
64,62,60,2023-03-02,22-058,WAS,,TOR,W (+11),0,28:27,2.0,7.0,.286,0.0,3.0,.000,2,3.0,.667,1.0,8.0,9.0,3.0,0.0,1.0,0.0,2.0,6.0,6.6,-3,4.0,2.0,0.5,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,76.0,61.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.0,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,36,9.0,176.0,4.888888888888889,5.8,198.2,5.5055555555555555
65,63,61,2023-03-04,22-060,WAS,,TOR,L (-7),0,7:20,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,-2.3,+1,0.0,0.0,,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,76.0,61.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.0,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,36,0.0,143.0,3.9722222222222223,-2.3000000000000003,170.6,4.738888888888889
66,64,62,2023-03-05,22-061,WAS,,MIL,L (-6),0,31:07,5.0,10.0,.500,2.0,4.0,.500,5,5.0,1.000,2.0,4.0,6.0,2.0,3.0,0.0,2.0,4.0,17.0,15.4,-13,6.0,3.0,0.5,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,76.0,61.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.0,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,36,11.0,137.0,3.8055555555555554,13.399999999999997,142.99999999999997,3.9722222222222214
67,65,63,2023-03-07,22-063,WAS,@,DET,W (+2),0,20:45,2.0,2.0,1.000,1.0,1.0,1.000,2,2.0,1.000,0.0,5.0,5.0,2.0,0.0,0.0,4.0,4.0,7.0,3.7,+6,1.0,1.0,1.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,76.0,61.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.0,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,36,6.0,185.0,5.138888888888889,2.9000000000000004,223.2,6.199999999999999
68,66,64,2023-03-08,22-064,WAS,,ATL,L (-2),0,23:06,1.0,6.0,.167,0.0,3.0,.000,0,0.0,,1.0,7.0,8.0,3.0,0.0,0.0,3.0,3.0,2.0,-1.1,-14,3.0,1.0,0.3333333333333333,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,76.0,61.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.0,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,36,4.0,178.0,4.944444444444445,-1.1000000000000003,220.8,6.133333333333334
69,67,65,2023-03-10,22-066,WAS,,ATL,L (-7),0,17:52,2.0,5.0,.400,1.0,2.0,.500,0,0.0,,0.0,6.0,6.0,3.0,0.0,0.0,0.0,2.0,5.0,5.4,-19,3.0,1.0,0.3333333333333333,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,76.0,61.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.0,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,36,9.0,152.0,4.222222222222222,5.4,170.4,4.733333333333333
70,68,66,2023-03-12,22-068,WAS,@,PHI,L (-19),0,23:38,1.0,8.0,.125,0.0,2.0,.000,2,2.0,1.000,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,4.0,0.7,+3,6.0,1.0,0.1666666666666666,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,76.0,61.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.0,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,36,-1.0,89.0,2.4722222222222223,-0.1,120.4,3.3444444444444446
71,69,67,2023-03-14,22-070,WAS,,DET,W (+20),0,28:15,6.0,8.0,.750,1.0,3.0,.333,0,0.0,,0.0,6.0,6.0,2.0,0.0,0.0,1.0,1.0,13.0,11.6,+3,5.0,5.0,1.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,76.0,61.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.0,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,36,12.0,153.0,4.25,11.599999999999998,185.0,5.138888888888889
72,70,68,2023-03-17,22-073,WAS,@,CLE,L (-23),0,18:26,0.0,3.0,.000,0.0,3.0,.000,2,4.0,.500,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.7,+2,0.0,0.0,,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,76.0,61.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.0,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,36,-1.0,123.0,3.4166666666666665,-0.1000000000000003,146.99999999999994,4.083333333333332
73,71,69,2023-03-18,22-074,WAS,,SAC,L (-14),0,28:13,1.0,9.0,.111,1.0,2.0,.500,0,0.0,,3.0,8.0,11.0,6.0,1.0,0.0,1.0,1.0,3.0,5.4,-2,7.0,0.0,0.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,76.0,61.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.0,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,36,11.0,150.0,4.166666666666667,5.4,176.2,4.894444444444444
74,72,70,2023-03-21,22-077,WAS,@,ORL,L (-10),0,33:57,5.0,6.0,.833,3.0,4.0,.750,2,3.0,.667,0.0,10.0,10.0,3.0,2.0,0.0,4.0,2.0,15.0,14.7,-14,2.0,2.0,1.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,76.0,61.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.0,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,36,17.0,94.0,2.611111111111111,13.900000000000002,124.4,3.4555555555555557
75,73,71,2023-03-22,22-078,WAS,,DEN,L (-14),1,31:41,7.0,9.0,.778,1.0,2.0,.500,1,2.0,.500,0.0,8.0,8.0,6.0,0.0,0.0,4.0,1.0,16.0,14.3,-23,7.0,6.0,0.8571428571428571,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,76.0,61.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.0,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,36,15.0,95.0,2.638888888888889,13.9,113.6,3.1555555555555554
76,74,72,2023-03-24,22-080,WAS,,SAS,W (+12),1,33:32,9.0,14.0,.643,3.0,6.0,.500,0,1.0,.000,0.0,11.0,11.0,6.0,1.0,0.0,2.0,4.0,21.0,19.3,0,8.0,6.0,0.75,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,76.0,61.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.0,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,36,22.0,168.0,4.666666666666667,19.300000000000004,196.00000000000003,5.4444444444444455
77,75,73,2023-03-26,22-082,WAS,@,TOR,L (-10),1,34:26,6.0,13.0,.462,1.0,4.0,.250,2,4.0,.500,3.0,6.0,9.0,7.0,1.0,0.0,3.0,2.0,15.0,13.5,+3,9.0,5.0,0.5555555555555556,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,76.0,61.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.0,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,36,12.0,131.0,3.638888888888889,12.7,161.59999999999997,4.488888888888888
78,76,74,2023-03-28,22-084,WAS,,BOS,W (+19),1,36:31,10.0,16.0,.625,2.0,5.0,.400,3,5.0,.600,0.0,10.0,10.0,5.0,1.0,0.0,4.0,1.0,25.0,20.1,+12,11.0,8.0,0.7272727272727273,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,76.0,61.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.0,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,36,16.0,182.0,5.055555555555555,18.9,175.99999999999994,4.8888888888888875
79,77,75,2023-03-31,22-087,WAS,,ORL,L (-7),1,31:48,2.0,14.0,.143,0.0,6.0,.000,2,3.0,.667,0.0,6.0,6.0,4.0,0.0,0.0,1.0,4.0,6.0,-1.4,,8.0,2.0,0.25,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,76.0,61.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.0,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,36,-2.0,175.0,4.861111111111111,-2.2000000000000006,179.0,4.972222222222222
80,78,76,2023-04-02,22-089,WAS,@,NYK,L (-9),1,34:25,3.0,8.0,.375,1.0,3.0,.333,2,2.0,1.000,0.0,3.0,3.0,5.0,3.0,1.0,8.0,4.0,9.0,3.1,-3,5.0,2.0,0.4,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,76.0,61.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.0,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,36,3.0,150.0,4.166666666666667,2.3000000000000007,178.59999999999997,4.96111111111111
81,79,,2023-04-04,22-091,WAS,,MIL,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,54,48,68,73,48,6,4,7,23,57,64,62,60,9,28,47,11,39,59.0,50.0,74.0,78.0,50.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,76.0,61.0,0.9152542372881356,0.96,0.918918918918919,0.935897435897436,0.96,1.0,0.6666666666666666,1.0,0.8214285714285714,0.9193548387096774,0.0,0.9846153846153848,0.96875,0.0,0.967741935483871,1.0,0.4444444444444444,0.9591836734693876,1.0,0.6964285714285714,0.0,36,,81.0,2.25,0.0,99.8,2.772222222222222
