Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Isaiah Todd,Shared Games with Jay Huff,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Vernon Carey Jr.,Shared Games with Will Barton,Anthony Gill,Bradley Beal,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,Shared Games with A.J. Green,Shared Games with A.J. Lawson,Shared Games with Aaron Gordon,Shared Games with Aaron Holiday,Shared Games with Aaron Nesmith,Shared Games with Aaron Wiggins,Shared Games with AJ Griffin,Shared Games with Al Horford,Shared Games with Alec Burks,Shared Games with Aleksej Pokusevski,Shared Games with Alex Len,Shared Games with Alize Johnson,Shared Games with Alperen Şengün,Shared Games with Andre Drummond,Shared Games with Andre Iguodala,Shared Games with Andrew Nembhard,Shared Games with Andrew Wiggins,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Devon Dotson,Marcus Smart,co_inf with A.J. Green,co_inf with A.J. Lawson,co_inf with Aaron Gordon,co_inf with Aaron Holiday,co_inf with Aaron Nesmith,co_inf with Aaron Wiggins,co_inf with AJ Griffin,co_inf with Al Horford,co_inf with Alec Burks,co_inf with Aleksej Pokusevski,co_inf with Alex Caruso,co_inf with Alex Len,co_inf with Alize Johnson,co_inf with Alondes Williams,co_inf with Alperen Şengün,co_inf with Amir Coffey,co_inf with Andre Drummond,co_inf with Andre Iguodala,co_inf with Andrew Nembhard,co_inf with Andrew Wiggins,co_inf with Anfernee Simons,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,3,2022-12-10,23-130,WAS,,LAC,L (-7),0,15:07,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,2.0,2.0,4.0,3.0,1.0,0.0,2.0,4.0,3.0,2.8,-10,1.0,0.0,0.0,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,6.0,61.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,34,6.0,151.0,4.441176470588236,2.8000000000000007,149.2,4.388235294117647
11,12,4,2022-12-12,23-132,WAS,,BRK,L (-12),0,12:05,0.0,3.0,.000,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.2,-6,2.0,0.0,0.0,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,6.0,61.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,34,0.0,191.0,5.617647058823529,-1.1999999999999995,167.00000000000003,4.911764705882354
12,13,5,2022-12-14,23-134,WAS,@,DEN,L (-13),0,1:44,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,+3,1.0,0.0,0.0,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,6.0,61.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,34,1.0,200.0,5.882352941176471,1.0,202.2,5.947058823529411
13,14,,2022-12-17,23-137,WAS,@,LAC,L (-9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,6.0,61.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,34,,151.0,4.441176470588236,0.0,151.79999999999998,4.46470588235294
14,15,,2022-12-18,23-138,WAS,@,LAL,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,6.0,61.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,34,,168.0,4.941176470588236,0.0,188.40000000000003,5.541176470588236
15,16,,2022-12-20,23-140,WAS,@,PHO,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,6.0,61.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,34,,158.0,4.647058823529412,0.0,153.80000000000004,4.523529411764707
16,17,6,2022-12-22,23-142,WAS,@,UTA,L (-8),0,3:11,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.7,+8,0.0,0.0,,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,6.0,61.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,34,2.0,141.0,4.147058823529412,1.7,150.4,4.423529411764706
17,18,,2022-12-23,23-143,WAS,@,SAC,W (+14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,6.0,61.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,34,,174.0,5.117647058823529,0.0,179.79999999999998,5.288235294117647
18,19,,2022-12-27,23-147,WAS,,PHI,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,6.0,61.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,34,,173.0,5.088235294117647,0.0,194.4,5.7176470588235295
19,20,,2022-12-28,23-148,WAS,,PHO,W (+25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,6.0,61.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,34,,141.0,4.147058823529412,0.0,195.0,5.735294117647059
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,6.0,61.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,34,,0.0,0.0,0.0,0.0,0.0
21,21,,2022-12-30,23-150,WAS,@,ORL,W (+19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,6.0,61.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,34,,227.0,6.676470588235294,0.0,244.4,7.188235294117647
22,22,,2023-01-01,23-152,WAS,@,MIL,W (+23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,6.0,61.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,34,,115.0,3.3823529411764706,0.0,136.0,4.0
23,23,,2023-01-03,23-154,WAS,@,MIL,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,6.0,61.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,34,,155.0,4.5588235294117645,0.0,167.19999999999996,4.917647058823528
24,24,,2023-01-06,23-157,WAS,@,OKC,L (-17),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,6.0,61.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,34,,152.0,4.470588235294118,0.0,179.8,5.288235294117648
25,25,,2023-01-09,23-160,WAS,,NOP,L (-20),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,6.0,61.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,34,,138.0,4.0588235294117645,0.0,156.0,4.588235294117647
26,26,,2023-01-11,23-162,WAS,,CHI,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,5,3,4,6,1,6,2,2,3,5,5,6,5,5,3,2,6,59.0,50.0,74.0,78.0,50.0,76.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,6.0,61.0,0.0847457627118644,0.06,0.054054054054054,0.0769230769230769,0.02,0.0789473684210526,0.3333333333333333,0.2857142857142857,0.1071428571428571,0.0806451612903225,0.0,0.0769230769230769,0.09375,0.0,0.0806451612903225,0.0,0.0793650793650793,0.0612244897959183,0.1818181818181818,0.1071428571428571,0.0,34,,141.0,4.147058823529412,0.0,167.39999999999998,4.923529411764705
