Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
52,51,50,2023-01-30,23-022,SAS,,WAS,L (-21),1,30:36,4.0,9.0,.444,0.0,2.0,.000,1,1.0,1.000,1.0,3.0,4.0,9.0,0.0,0.0,1.0,1.0,9.0,10.8,-4,7.0,4.0,0.5714285714285714,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,11.0,43.0,2.263157894736842,10.4,61.4,3.231578947368421
53,52,51,2023-02-01,23-024,SAS,,SAC,L (-10),1,8:40,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.8,-1,0.0,0.0,,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,3.0,41.0,2.1578947368421053,1.7999999999999998,48.50000000000001,2.5526315789473686
54,53,,2023-02-03,23-026,SAS,,PHI,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,,38.0,2.0,0.0,51.6,2.7157894736842105
55,54,,2023-02-06,23-029,SAS,@,CHI,L (-24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,,27.0,1.4210526315789471,0.0,35.7,1.8789473684210527
56,55,,2023-02-08,23-031,SAS,@,TOR,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,,46.0,2.421052631578948,0.0,58.0,3.0526315789473686
57,56,,2023-02-10,23-033,SAS,@,DET,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,,49.0,2.5789473684210527,0.0,59.1,3.110526315789474
58,57,52,2023-02-11,23-034,SAS,@,ATL,L (-19),1,24:48,3.0,8.0,.375,0.0,1.0,.000,2,2.0,1.000,3.0,4.0,7.0,3.0,2.0,0.0,2.0,0.0,8.0,9.0,-17,7.0,3.0,0.4285714285714285,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,8.0,58.0,3.0526315789473686,8.199999999999998,83.3,4.38421052631579
59,58,,2023-02-13,23-036,SAS,@,CLE,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,,67.0,3.526315789473684,0.0,80.69999999999999,4.247368421052631
60,59,,2023-02-15,23-038,SAS,@,CHO,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,,73.0,3.842105263157895,0.0,80.89999999999999,4.257894736842105
61,60,,2023-02-23,23-046,SAS,@,DAL,L (-26),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,,57.0,3.0,0.0,67.3,3.5421052631578944
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-25,23-048,SAS,@,UTA,L (-16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,,57.0,3.0,0.0,75.8,3.9894736842105263
64,62,,2023-02-28,23-051,SAS,@,UTA,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,,79.0,4.157894736842105,0.0,87.8,4.621052631578947
65,63,53,2023-03-02,23-053,SAS,,IND,W (+11),0,20:53,1.0,6.0,.167,0.0,1.0,.000,0,0.0,,1.0,3.0,4.0,5.0,0.0,0.0,0.0,2.0,2.0,2.5,+2,5.0,1.0,0.2,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,5.0,58.0,3.0526315789473686,2.500000000000001,71.8,3.7789473684210524
66,64,54,2023-03-04,23-055,SAS,,HOU,L (-12),1,25:04,5.0,9.0,.556,1.0,1.0,1.000,1,1.0,1.000,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,12.0,10.4,-17,8.0,4.0,0.5,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,7.0,60.0,3.1578947368421053,10.0,64.19999999999999,3.378947368421052
67,65,,2023-03-05,23-056,SAS,@,HOU,L (-32),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,,41.0,2.1578947368421053,0.0,62.79999999999999,3.3052631578947365
68,66,55,2023-03-10,23-061,SAS,,DEN,W (+8),0,25:22,5.0,7.0,.714,0.0,1.0,.000,4,5.0,.800,0.0,2.0,2.0,8.0,3.0,0.0,3.0,1.0,14.0,16.5,+21,6.0,5.0,0.8333333333333334,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,12.0,85.0,4.473684210526316,14.900000000000006,93.29999999999998,4.910526315789473
69,67,,2023-03-12,23-063,SAS,,OKC,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,,40.0,2.1052631578947367,0.0,38.99999999999999,2.052631578947368
70,68,,2023-03-14,23-065,SAS,,ORL,W (+18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,,109.0,5.7368421052631575,0.0,118.6,6.242105263157894
71,69,56,2023-03-15,23-066,SAS,,DAL,L (-9),1,32:02,6.0,11.0,.545,0.0,1.0,.000,1,2.0,.500,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,13.0,11.7,-19,10.0,6.0,0.6,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,7.0,68.0,3.5789473684210527,11.300000000000002,83.89999999999999,4.41578947368421
72,70,57,2023-03-17,23-068,SAS,,MEM,L (-6),0,33:36,2.0,4.0,.500,0.0,1.0,.000,4,6.0,.667,1.0,2.0,3.0,9.0,2.0,0.0,2.0,2.0,8.0,12.0,-3,3.0,2.0,0.6666666666666666,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,10.0,94.0,4.947368421052632,10.399999999999997,112.0,5.894736842105263
73,71,58,2023-03-19,23-070,SAS,,ATL,W (+8),1,28:55,4.0,10.0,.400,0.0,1.0,.000,3,3.0,1.000,0.0,2.0,2.0,6.0,1.0,1.0,0.0,1.0,11.0,11.7,-4,9.0,4.0,0.4444444444444444,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,8.0,79.0,4.157894736842105,10.499999999999998,94.0,4.947368421052632
74,72,59,2023-03-21,23-072,SAS,@,NOP,L (-35),1,32:01,7.0,13.0,.538,1.0,3.0,.333,0,1.0,.000,1.0,4.0,5.0,8.0,1.0,0.0,2.0,1.0,15.0,14.4,-16,10.0,6.0,0.6,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,13.0,17.0,0.8947368421052632,14.4,19.099999999999994,1.0052631578947366
75,73,,2023-03-22,23-073,SAS,@,MIL,L (-36),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,,28.0,1.4736842105263157,0.0,46.70000000000001,2.4578947368421056
76,74,60,2023-03-24,23-075,SAS,@,WAS,L (-12),1,28:44,5.0,9.0,.556,0.0,1.0,.000,0,0.0,,1.0,1.0,2.0,12.0,2.0,0.0,0.0,3.0,10.0,15.9,+7,8.0,5.0,0.625,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,17.0,80.0,4.2105263157894735,15.9,90.9,4.78421052631579
77,75,61,2023-03-26,23-077,SAS,@,BOS,L (-44),1,26:27,4.0,9.0,.444,1.0,1.0,1.000,2,3.0,.667,1.0,4.0,5.0,4.0,3.0,0.0,1.0,2.0,11.0,11.8,-26,8.0,3.0,0.375,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,10.0,62.0,3.263157894736842,11.0,80.40000000000002,4.231578947368422
78,76,62,2023-03-29,23-080,SAS,,UTA,L (-11),1,28:09,8.0,12.0,.667,1.0,2.0,.500,0,1.0,.000,0.0,1.0,1.0,6.0,3.0,0.0,2.0,4.0,17.0,15.3,+7,10.0,7.0,0.7,24,26,33,19,53,24,36,42,49,38,53,53,54,42,29,51,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,63.0,0.0,0.6486486486486487,0.7428571428571429,0.868421052631579,0.6785714285714286,0.828125,0.7741935483870968,0.8571428571428571,0.5833333333333334,0.875,0.0,0.5846153846153846,0.0,0.7910447761194029,0.8412698412698413,0.8181818181818182,0.9767441860465116,0.9666666666666668,0.8095238095238095,12,10,14,73.0,17.0,23.0,20.0,43.0,0.1643835616438356,0.5882352941176471,0.0,0.0,0.3255813953488372,19,12.0,48.0,2.526315789473684,15.3,59.09999999999998,3.1105263157894725
