Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
74,72,37,2023-03-21,23-147,SAS,@,NOP,L (-35),1,21:09,0.0,6.0,.000,0.0,2.0,.000,0,0.0,,2.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,-2.6,-4,4.0,0.0,0.0,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,-2.0,32.0,1.6842105263157894,-2.6,36.1,1.9000000000000001
75,73,,2023-03-22,23-148,SAS,@,MIL,L (-36),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,28.0,1.4736842105263157,0.0,46.70000000000001,2.4578947368421056
76,74,,2023-03-24,23-150,SAS,@,WAS,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,97.0,5.105263157894737,0.0,106.8,5.621052631578947
77,75,38,2023-03-26,23-152,SAS,@,BOS,L (-44),0,18:56,3.0,6.0,.500,1.0,2.0,.500,1,2.0,.500,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0,7.6,-16,4.0,2.0,0.5,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,4.0,68.0,3.5789473684210527,7.2,84.20000000000002,4.431578947368422
78,76,39,2023-03-29,23-155,SAS,,UTA,L (-11),0,18:06,4.0,9.0,.444,1.0,3.0,.333,0,0.0,,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,9.0,5.7,-8,6.0,3.0,0.5,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,6.0,54.0,2.8421052631578947,5.699999999999999,68.69999999999999,3.61578947368421
79,77,,2023-03-31,23-157,SAS,@,GSW,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,63.0,3.3157894736842106,0.0,90.0,4.7368421052631575
80,78,40,2023-04-02,23-159,SAS,@,SAC,W (+8),0,7:48,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,-2.8,-5,1.0,0.0,0.0,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,-3.0,95.0,5.0,-2.8,109.6,5.768421052631578
81,79,,2023-04-04,23-161,SAS,@,PHO,L (-21),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,53.0,2.789473684210526,0.0,68.2,3.5894736842105264
82,80,41,2023-04-06,23-163,SAS,,POR,W (+2),0,18:06,2.0,5.0,.400,0.0,1.0,.000,0,0.0,,2.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,4.0,2.7,+2,4.0,2.0,0.5,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,3.0,65.0,3.421052631578948,2.699999999999997,93.60000000000002,4.926315789473685
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,0.0,0.0,0.0,0.0,0.0
84,81,42,2023-04-08,23-165,SAS,,MIN,L (-20),0,18:30,1.0,4.0,.250,0.0,1.0,.000,3,4.0,.750,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,2.2,-17,3.0,1.0,0.3333333333333333,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,-3.0,59.0,3.1052631578947367,1.0000000000000004,69.5,3.6578947368421053
85,82,43,2023-04-09,23-166,SAS,@,DAL,W (+21),0,14:39,1.0,3.0,.333,0.0,1.0,.000,3,3.0,1.000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,+9,2.0,1.0,0.5,14,15,19,10,32,13,21,25,27,24,29,30,35,17,42,36,4.0,37.0,35.0,38.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,30.0,68.0,63.0,0.0,0.3783783783783784,0.4285714285714285,0.5,0.3571428571428571,0.5,0.4193548387096774,0.5,0.3472222222222222,0.4821428571428571,0.0,0.3692307692307692,0.0,0.4328358208955223,0.4761904761904761,0.5303030303030303,0.5666666666666667,0.6176470588235294,0.5714285714285714,6,6,9,73.0,17.0,23.0,20.0,43.0,0.0821917808219178,0.3529411764705882,0.0,0.0,0.2093023255813953,19,0.0,61.0,3.210526315789474,2.8000000000000007,66.2,3.4842105263157896
