Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Ingram,Shared Games with CJ McCollum,Shared Games with Dereon Seabron,Shared Games with Dyson Daniels,Shared Games with Garrett Temple,Shared Games with Herbert Jones,Shared Games with Jaxson Hayes,Shared Games with Jonas Valančiūnas,Shared Games with Jose Alvarado,Shared Games with Kira Lewis Jr.,Shared Games with Larry Nance Jr.,Shared Games with Naji Marshall,Shared Games with Trey Murphy III,Shared Games with Willy Hernangómez,Shared Games with Zion Williamson,Brandon Ingram,CJ McCollum,Dereon Seabron,Dyson Daniels,Garrett Temple,Herbert Jones,Jaxson Hayes,Jonas Valančiūnas,Jose Alvarado,Kira Lewis Jr.,Larry Nance Jr.,Naji Marshall,Trey Murphy III,Willy Hernangómez,Zion Williamson,co_inf with Brandon Ingram,co_inf with CJ McCollum,co_inf with Dereon Seabron,co_inf with Dyson Daniels,co_inf with Garrett Temple,co_inf with Herbert Jones,co_inf with Jaxson Hayes,co_inf with Jonas Valančiūnas,co_inf with Jose Alvarado,co_inf with Kira Lewis Jr.,co_inf with Larry Nance Jr.,co_inf with Naji Marshall,co_inf with Trey Murphy III,co_inf with Willy Hernangómez,co_inf with Zion Williamson,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Jeremy Sochan,Shared Games with Julian Champagnie,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Sandro Mamukelashvili,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Jeremy Sochan,Jordan Hall,Joshua Primo,Julian Champagnie,Justin Jackson,Keita Bates-Diop,Keldon Johnson,Khem Birch,Malaki Branham,Romeo Langford,Sandro Mamukelashvili,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Joshua Primo,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Khem Birch,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Sandro Mamukelashvili,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
30,30,30,2022-12-19,27-300,NOP,,MIL,L (-9),0,7:06,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-9,0.0,0.0,,18,47,4,39,17,37,30,52,52,8,43,48,50,27,29,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4,0.6266666666666667,0.8,0.6610169491525424,0.68,0.5606060606060606,0.6382978723404256,0.6582278481012658,0.8524590163934426,0.32,0.6615384615384615,0.6233766233766234,0.6329113924050633,0.7105263157894737,1.0,19,9,7,17,11,8,11,12,19,12,18,6,15,12,16,4.0,37.0,35.0,38.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.5135135135135135,0.2571428571428571,0.1842105263157894,0.6071428571428571,0.171875,0.2580645161290322,0.1964285714285714,0.0,0.0,0.7058823529411765,0.0,0.2835820895522388,0.1904761904761904,0.0,0.2727272727272727,0.1395348837209302,0.3488372093023256,0.0,0.1764705882352941,0.2539682539682539,30,-1.0,80.0,2.6666666666666665,-0.7,82.49999999999999,2.7499999999999996
31,31,31,2022-12-22,27-303,NOP,,SAS,W (+9),0,8:50,1.0,2.0,.500,1.0,2.0,.500,3,4.0,.750,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,-8,0.0,0.0,,18,47,4,39,17,37,30,52,52,8,43,48,50,27,29,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4,0.6266666666666667,0.8,0.6610169491525424,0.68,0.5606060606060606,0.6382978723404256,0.6582278481012658,0.8524590163934426,0.32,0.6615384615384615,0.6233766233766234,0.6329113924050633,0.7105263157894737,1.0,19,9,7,17,11,8,11,12,19,12,18,6,15,12,16,4.0,37.0,35.0,38.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.5135135135135135,0.2571428571428571,0.1842105263157894,0.6071428571428571,0.171875,0.2580645161290322,0.1964285714285714,0.0,0.0,0.7058823529411765,0.0,0.2835820895522388,0.1904761904761904,0.0,0.2727272727272727,0.1395348837209302,0.3488372093023256,0.0,0.1764705882352941,0.2539682539682539,30,2.0,46.0,1.5333333333333334,4.800000000000001,53.400000000000006,1.7800000000000002
32,32,32,2022-12-23,27-304,NOP,@,OKC,W (+3),0,18:18,3.0,6.0,.500,1.0,4.0,.250,2,2.0,1.000,1.0,1.0,2.0,5.0,1.0,0.0,1.0,1.0,9.0,10.1,-1,2.0,2.0,1.0,18,47,4,39,17,37,30,52,52,8,43,48,50,27,29,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4,0.6266666666666667,0.8,0.6610169491525424,0.68,0.5606060606060606,0.6382978723404256,0.6582278481012658,0.8524590163934426,0.32,0.6615384615384615,0.6233766233766234,0.6329113924050633,0.7105263157894737,1.0,19,9,7,17,11,8,11,12,19,12,18,6,15,12,16,4.0,37.0,35.0,38.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.5135135135135135,0.2571428571428571,0.1842105263157894,0.6071428571428571,0.171875,0.2580645161290322,0.1964285714285714,0.0,0.0,0.7058823529411765,0.0,0.2835820895522388,0.1904761904761904,0.0,0.2727272727272727,0.1395348837209302,0.3488372093023256,0.0,0.1764705882352941,0.2539682539682539,30,8.0,50.0,1.6666666666666667,9.3,67.39999999999999,2.2466666666666666
33,33,33,2022-12-26,27-307,NOP,,IND,W (+20),0,19:55,3.0,8.0,.375,3.0,7.0,.429,2,2.0,1.000,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,11.0,10.7,+31,1.0,0.0,0.0,18,47,4,39,17,37,30,52,52,8,43,48,50,27,29,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4,0.6266666666666667,0.8,0.6610169491525424,0.68,0.5606060606060606,0.6382978723404256,0.6582278481012658,0.8524590163934426,0.32,0.6615384615384615,0.6233766233766234,0.6329113924050633,0.7105263157894737,1.0,19,9,7,17,11,8,11,12,19,12,18,6,15,12,16,4.0,37.0,35.0,38.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.5135135135135135,0.2571428571428571,0.1842105263157894,0.6071428571428571,0.171875,0.2580645161290322,0.1964285714285714,0.0,0.0,0.7058823529411765,0.0,0.2835820895522388,0.1904761904761904,0.0,0.2727272727272727,0.1395348837209302,0.3488372093023256,0.0,0.1764705882352941,0.2539682539682539,30,8.0,51.0,1.7,9.899999999999997,73.6,2.453333333333333
34,34,34,2022-12-28,27-309,NOP,,MIN,W (+1),0,15:47,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,1.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,+2,1.0,0.0,0.0,18,47,4,39,17,37,30,52,52,8,43,48,50,27,29,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4,0.6266666666666667,0.8,0.6610169491525424,0.68,0.5606060606060606,0.6382978723404256,0.6582278481012658,0.8524590163934426,0.32,0.6615384615384615,0.6233766233766234,0.6329113924050633,0.7105263157894737,1.0,19,9,7,17,11,8,11,12,19,12,18,6,15,12,16,4.0,37.0,35.0,38.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.5135135135135135,0.2571428571428571,0.1842105263157894,0.6071428571428571,0.171875,0.2580645161290322,0.1964285714285714,0.0,0.0,0.7058823529411765,0.0,0.2835820895522388,0.1904761904761904,0.0,0.2727272727272727,0.1395348837209302,0.3488372093023256,0.0,0.1764705882352941,0.2539682539682539,30,3.0,44.0,1.4666666666666666,0.5000000000000003,59.39999999999999,1.9799999999999998
35,35,35,2022-12-30,27-311,NOP,,PHI,W (+11),0,17:12,1.0,3.0,.333,1.0,3.0,.333,0,1.0,.000,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2.6,+9,0.0,0.0,,18,47,4,39,17,37,30,52,52,8,43,48,50,27,29,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4,0.6266666666666667,0.8,0.6610169491525424,0.68,0.5606060606060606,0.6382978723404256,0.6582278481012658,0.8524590163934426,0.32,0.6615384615384615,0.6233766233766234,0.6329113924050633,0.7105263157894737,1.0,19,9,7,17,11,8,11,12,19,12,18,6,15,12,16,4.0,37.0,35.0,38.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.5135135135135135,0.2571428571428571,0.1842105263157894,0.6071428571428571,0.171875,0.2580645161290322,0.1964285714285714,0.0,0.0,0.7058823529411765,0.0,0.2835820895522388,0.1904761904761904,0.0,0.2727272727272727,0.1395348837209302,0.3488372093023256,0.0,0.1764705882352941,0.2539682539682539,30,2.0,46.0,1.5333333333333334,2.6,64.10000000000001,2.136666666666667
36,36,36,2022-12-31,27-312,NOP,@,MEM,L (-15),0,17:20,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.9,-5,0.0,0.0,,18,47,4,39,17,37,30,52,52,8,43,48,50,27,29,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4,0.6266666666666667,0.8,0.6610169491525424,0.68,0.5606060606060606,0.6382978723404256,0.6582278481012658,0.8524590163934426,0.32,0.6615384615384615,0.6233766233766234,0.6329113924050633,0.7105263157894737,1.0,19,9,7,17,11,8,11,12,19,12,18,6,15,12,16,4.0,37.0,35.0,38.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.5135135135135135,0.2571428571428571,0.1842105263157894,0.6071428571428571,0.171875,0.2580645161290322,0.1964285714285714,0.0,0.0,0.7058823529411765,0.0,0.2835820895522388,0.1904761904761904,0.0,0.2727272727272727,0.1395348837209302,0.3488372093023256,0.0,0.1764705882352941,0.2539682539682539,30,1.0,47.0,1.5666666666666669,0.8999999999999999,65.39999999999999,2.1799999999999997
37,37,37,2023-01-02,27-314,NOP,@,PHI,L (-9),0,12:30,0.0,3.0,.000,0.0,3.0,.000,2,2.0,1.000,1.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0,2.0,3.9,-1,0.0,0.0,,18,47,4,39,17,37,30,52,52,8,43,48,50,27,29,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4,0.6266666666666667,0.8,0.6610169491525424,0.68,0.5606060606060606,0.6382978723404256,0.6582278481012658,0.8524590163934426,0.32,0.6615384615384615,0.6233766233766234,0.6329113924050633,0.7105263157894737,1.0,19,9,7,17,11,8,11,12,19,12,18,6,15,12,16,4.0,37.0,35.0,38.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.5135135135135135,0.2571428571428571,0.1842105263157894,0.6071428571428571,0.171875,0.2580645161290322,0.1964285714285714,0.0,0.0,0.7058823529411765,0.0,0.2835820895522388,0.1904761904761904,0.0,0.2727272727272727,0.1395348837209302,0.3488372093023256,0.0,0.1764705882352941,0.2539682539682539,30,5.0,35.0,1.1666666666666667,3.1000000000000014,45.89999999999999,1.5299999999999998
38,38,38,2023-01-04,27-316,NOP,,HOU,W (+11),0,12:43,0.0,4.0,.000,0.0,3.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.1,-1,1.0,0.0,0.0,18,47,4,39,17,37,30,52,52,8,43,48,50,27,29,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4,0.6266666666666667,0.8,0.6610169491525424,0.68,0.5606060606060606,0.6382978723404256,0.6582278481012658,0.8524590163934426,0.32,0.6615384615384615,0.6233766233766234,0.6329113924050633,0.7105263157894737,1.0,19,9,7,17,11,8,11,12,19,12,18,6,15,12,16,4.0,37.0,35.0,38.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.5135135135135135,0.2571428571428571,0.1842105263157894,0.6071428571428571,0.171875,0.2580645161290322,0.1964285714285714,0.0,0.0,0.7058823529411765,0.0,0.2835820895522388,0.1904761904761904,0.0,0.2727272727272727,0.1395348837209302,0.3488372093023256,0.0,0.1764705882352941,0.2539682539682539,30,-3.0,38.0,1.2666666666666666,-2.1,49.2,1.6400000000000001
39,39,39,2023-01-06,27-318,NOP,,BRK,L (-6),0,12:10,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.5,+5,2.0,1.0,0.5,18,47,4,39,17,37,30,52,52,8,43,48,50,27,29,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4,0.6266666666666667,0.8,0.6610169491525424,0.68,0.5606060606060606,0.6382978723404256,0.6582278481012658,0.8524590163934426,0.32,0.6615384615384615,0.6233766233766234,0.6329113924050633,0.7105263157894737,1.0,19,9,7,17,11,8,11,12,19,12,18,6,15,12,16,4.0,37.0,35.0,38.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.5135135135135135,0.2571428571428571,0.1842105263157894,0.6071428571428571,0.171875,0.2580645161290322,0.1964285714285714,0.0,0.0,0.7058823529411765,0.0,0.2835820895522388,0.1904761904761904,0.0,0.2727272727272727,0.1395348837209302,0.3488372093023256,0.0,0.1764705882352941,0.2539682539682539,30,2.0,39.0,1.3,1.5000000000000004,57.899999999999984,1.9299999999999995
40,40,40,2023-01-07,27-319,NOP,@,DAL,L (-10),0,15:33,2.0,7.0,.286,0.0,4.0,.000,0,2.0,.000,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,4.0,3.2,-13,3.0,2.0,0.6666666666666666,18,47,4,39,17,37,30,52,52,8,43,48,50,27,29,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4,0.6266666666666667,0.8,0.6610169491525424,0.68,0.5606060606060606,0.6382978723404256,0.6582278481012658,0.8524590163934426,0.32,0.6615384615384615,0.6233766233766234,0.6329113924050633,0.7105263157894737,1.0,19,9,7,17,11,8,11,12,19,12,18,6,15,12,16,4.0,37.0,35.0,38.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.5135135135135135,0.2571428571428571,0.1842105263157894,0.6071428571428571,0.171875,0.2580645161290322,0.1964285714285714,0.0,0.0,0.7058823529411765,0.0,0.2835820895522388,0.1904761904761904,0.0,0.2727272727272727,0.1395348837209302,0.3488372093023256,0.0,0.1764705882352941,0.2539682539682539,30,0.0,55.0,1.8333333333333333,3.2,65.8,2.1933333333333334
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,18,47,4,39,17,37,30,52,52,8,43,48,50,27,29,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4,0.6266666666666667,0.8,0.6610169491525424,0.68,0.5606060606060606,0.6382978723404256,0.6582278481012658,0.8524590163934426,0.32,0.6615384615384615,0.6233766233766234,0.6329113924050633,0.7105263157894737,1.0,19,9,7,17,11,8,11,12,19,12,18,6,15,12,16,4.0,37.0,35.0,38.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.5135135135135135,0.2571428571428571,0.1842105263157894,0.6071428571428571,0.171875,0.2580645161290322,0.1964285714285714,0.0,0.0,0.7058823529411765,0.0,0.2835820895522388,0.1904761904761904,0.0,0.2727272727272727,0.1395348837209302,0.3488372093023256,0.0,0.1764705882352941,0.2539682539682539,30,,0.0,0.0,0.0,0.0,0.0
42,41,41,2023-01-09,27-321,NOP,@,WAS,W (+20),0,17:31,3.0,5.0,.600,2.0,4.0,.500,3,4.0,.750,0.0,1.0,1.0,6.0,1.0,1.0,0.0,2.0,11.0,13.7,+16,1.0,1.0,1.0,18,47,4,39,17,37,30,52,52,8,43,48,50,27,29,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4,0.6266666666666667,0.8,0.6610169491525424,0.68,0.5606060606060606,0.6382978723404256,0.6582278481012658,0.8524590163934426,0.32,0.6615384615384615,0.6233766233766234,0.6329113924050633,0.7105263157894737,1.0,19,9,7,17,11,8,11,12,19,12,18,6,15,12,16,4.0,37.0,35.0,38.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.5135135135135135,0.2571428571428571,0.1842105263157894,0.6071428571428571,0.171875,0.2580645161290322,0.1964285714285714,0.0,0.0,0.7058823529411765,0.0,0.2835820895522388,0.1904761904761904,0.0,0.2727272727272727,0.1395348837209302,0.3488372093023256,0.0,0.1764705882352941,0.2539682539682539,30,11.0,36.0,1.2,12.499999999999998,49.39999999999999,1.6466666666666663
43,42,42,2023-01-11,27-323,NOP,@,BOS,L (-11),0,20:45,1.0,3.0,.333,0.0,2.0,.000,0,0.0,,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,4.0,-11,1.0,1.0,1.0,18,47,4,39,17,37,30,52,52,8,43,48,50,27,29,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4,0.6266666666666667,0.8,0.6610169491525424,0.68,0.5606060606060606,0.6382978723404256,0.6582278481012658,0.8524590163934426,0.32,0.6615384615384615,0.6233766233766234,0.6329113924050633,0.7105263157894737,1.0,19,9,7,17,11,8,11,12,19,12,18,6,15,12,16,4.0,37.0,35.0,38.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.5135135135135135,0.2571428571428571,0.1842105263157894,0.6071428571428571,0.171875,0.2580645161290322,0.1964285714285714,0.0,0.0,0.7058823529411765,0.0,0.2835820895522388,0.1904761904761904,0.0,0.2727272727272727,0.1395348837209302,0.3488372093023256,0.0,0.1764705882352941,0.2539682539682539,30,5.0,65.0,2.1666666666666665,4.0,76.39999999999998,2.546666666666666
44,43,43,2023-01-13,27-325,NOP,@,DET,W (+6),0,13:55,1.0,6.0,.167,1.0,5.0,.200,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,3.0,-0.2,-9,1.0,0.0,0.0,18,47,4,39,17,37,30,52,52,8,43,48,50,27,29,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4,0.6266666666666667,0.8,0.6610169491525424,0.68,0.5606060606060606,0.6382978723404256,0.6582278481012658,0.8524590163934426,0.32,0.6615384615384615,0.6233766233766234,0.6329113924050633,0.7105263157894737,1.0,19,9,7,17,11,8,11,12,19,12,18,6,15,12,16,4.0,37.0,35.0,38.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.5135135135135135,0.2571428571428571,0.1842105263157894,0.6071428571428571,0.171875,0.2580645161290322,0.1964285714285714,0.0,0.0,0.7058823529411765,0.0,0.2835820895522388,0.1904761904761904,0.0,0.2727272727272727,0.1395348837209302,0.3488372093023256,0.0,0.1764705882352941,0.2539682539682539,30,0.0,23.0,0.7666666666666667,-0.2000000000000004,49.60000000000001,1.6533333333333335
45,44,44,2023-01-16,27-328,NOP,@,CLE,L (-10),0,14:03,1.0,4.0,.250,1.0,4.0,.250,3,3.0,1.000,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,6.0,4.8,0,0.0,0.0,,18,47,4,39,17,37,30,52,52,8,43,48,50,27,29,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4,0.6266666666666667,0.8,0.6610169491525424,0.68,0.5606060606060606,0.6382978723404256,0.6582278481012658,0.8524590163934426,0.32,0.6615384615384615,0.6233766233766234,0.6329113924050633,0.7105263157894737,1.0,19,9,7,17,11,8,11,12,19,12,18,6,15,12,16,4.0,37.0,35.0,38.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.5135135135135135,0.2571428571428571,0.1842105263157894,0.6071428571428571,0.171875,0.2580645161290322,0.1964285714285714,0.0,0.0,0.7058823529411765,0.0,0.2835820895522388,0.1904761904761904,0.0,0.2727272727272727,0.1395348837209302,0.3488372093023256,0.0,0.1764705882352941,0.2539682539682539,30,3.0,28.0,0.9333333333333332,3.6000000000000005,40.7,1.3566666666666667
46,45,45,2023-01-18,27-330,NOP,,MIA,L (-26),0,19:50,2.0,3.0,.667,2.0,2.0,1.000,0,2.0,.000,0.0,3.0,3.0,3.0,0.0,0.0,1.0,3.0,6.0,4.7,-16,1.0,0.0,0.0,18,47,4,39,17,37,30,52,52,8,43,48,50,27,29,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4,0.6266666666666667,0.8,0.6610169491525424,0.68,0.5606060606060606,0.6382978723404256,0.6582278481012658,0.8524590163934426,0.32,0.6615384615384615,0.6233766233766234,0.6329113924050633,0.7105263157894737,1.0,19,9,7,17,11,8,11,12,19,12,18,6,15,12,16,4.0,37.0,35.0,38.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.5135135135135135,0.2571428571428571,0.1842105263157894,0.6071428571428571,0.171875,0.2580645161290322,0.1964285714285714,0.0,0.0,0.7058823529411765,0.0,0.2835820895522388,0.1904761904761904,0.0,0.2727272727272727,0.1395348837209302,0.3488372093023256,0.0,0.1764705882352941,0.2539682539682539,30,6.0,39.0,1.3,4.699999999999999,49.400000000000006,1.646666666666667
47,46,46,2023-01-20,27-332,NOP,@,ORL,L (-13),0,12:36,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.3,-21,1.0,0.0,0.0,18,47,4,39,17,37,30,52,52,8,43,48,50,27,29,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4,0.6266666666666667,0.8,0.6610169491525424,0.68,0.5606060606060606,0.6382978723404256,0.6582278481012658,0.8524590163934426,0.32,0.6615384615384615,0.6233766233766234,0.6329113924050633,0.7105263157894737,1.0,19,9,7,17,11,8,11,12,19,12,18,6,15,12,16,4.0,37.0,35.0,38.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.5135135135135135,0.2571428571428571,0.1842105263157894,0.6071428571428571,0.171875,0.2580645161290322,0.1964285714285714,0.0,0.0,0.7058823529411765,0.0,0.2835820895522388,0.1904761904761904,0.0,0.2727272727272727,0.1395348837209302,0.3488372093023256,0.0,0.1764705882352941,0.2539682539682539,30,0.0,60.0,2.0,1.2999999999999998,74.6,2.4866666666666664
48,47,47,2023-01-22,27-334,NOP,@,MIA,L (-4),0,16:47,2.0,6.0,.333,2.0,6.0,.333,1,2.0,.500,0.0,2.0,2.0,3.0,5.0,0.0,1.0,0.0,7.0,9.9,+8,0.0,0.0,,18,47,4,39,17,37,30,52,52,8,43,48,50,27,29,45.0,75.0,5.0,59.0,25.0,66.0,47.0,79.0,61.0,25.0,65.0,77.0,79.0,38.0,29.0,0.4,0.6266666666666667,0.8,0.6610169491525424,0.68,0.5606060606060606,0.6382978723404256,0.6582278481012658,0.8524590163934426,0.32,0.6615384615384615,0.6233766233766234,0.6329113924050633,0.7105263157894737,1.0,19,9,7,17,11,8,11,12,19,12,18,6,15,12,16,4.0,37.0,35.0,38.0,28.0,64.0,31.0,56.0,9.0,4.0,17.0,23.0,67.0,63.0,20.0,66.0,43.0,43.0,30.0,68.0,63.0,0.0,0.5135135135135135,0.2571428571428571,0.1842105263157894,0.6071428571428571,0.171875,0.2580645161290322,0.1964285714285714,0.0,0.0,0.7058823529411765,0.0,0.2835820895522388,0.1904761904761904,0.0,0.2727272727272727,0.1395348837209302,0.3488372093023256,0.0,0.1764705882352941,0.2539682539682539,30,8.0,54.0,1.8,9.5,75.30000000000001,2.5100000000000002
