Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Norman Powell,Paul George,Reggie Jackson,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Norman Powell,co_inf with Paul George,co_inf with Reggie Jackson,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Mason Plumlee,Shared Games with Bones Hyland,Shared Games with Eric Gordon,Shared Games with Russell Westbrook,Bones Hyland,Eric Gordon,Justin Holiday,Mason Plumlee,Russell Westbrook,co_inf with Mason Plumlee,co_inf with Bones Hyland,co_inf with Eric Gordon,co_inf with Justin Holiday,co_inf with Russell Westbrook,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
48,47,44,2023-01-18,34-035,LAC,@,UTA,L (-23),1,23:18,4.0,5.0,.800,3.0,4.0,.750,0,0.0,,2.0,3.0,5.0,1.0,0.0,0.0,0.0,2.0,11.0,11.3,-6,1.0,1.0,1.0,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,12.0,73.0,3.842105263157895,11.3,85.2,4.484210526315789
49,48,45,2023-01-20,34-037,LAC,@,SAS,W (+5),0,22:18,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,2.2,+6,0.0,0.0,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,4.0,98.0,5.157894736842105,2.200000000000001,134.4,7.0736842105263165
50,49,46,2023-01-22,34-039,LAC,@,DAL,W (+14),0,28:26,2.0,5.0,.400,2.0,5.0,.400,2,2.0,1.000,0.0,6.0,6.0,0.0,0.0,2.0,0.0,4.0,8.0,6.9,+23,0.0,0.0,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,9.0,67.0,3.526315789473684,6.100000000000001,92.3,4.8578947368421055
51,50,47,2023-01-24,34-041,LAC,@,LAL,W (+18),0,23:42,1.0,2.0,.500,1.0,2.0,.500,1,2.0,.500,1.0,5.0,6.0,6.0,0.0,1.0,2.0,2.0,4.0,6.9,+4,0.0,0.0,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,11.0,117.0,6.157894736842105,6.499999999999998,141.0,7.421052631578948
52,51,48,2023-01-26,34-043,LAC,,SAS,W (+38),0,25:57,3.0,5.0,.600,3.0,5.0,.600,0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,9.0,8.9,+18,0.0,0.0,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,10.0,101.0,5.315789473684211,8.899999999999999,129.0,6.7894736842105265
53,52,49,2023-01-28,34-045,LAC,@,ATL,W (+7),0,20:48,2.0,3.0,.667,2.0,3.0,.667,2,2.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,8.0,5.6,+3,0.0,0.0,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,4.0,109.0,5.7368421052631575,4.8,121.29999999999998,6.384210526315789
54,53,50,2023-01-29,34-046,LAC,@,CLE,L (-23),1,6:53,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,-16,0.0,0.0,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,0.0,36.0,1.894736842105263,-0.7999999999999998,62.3,3.2789473684210524
55,54,51,2023-01-31,34-048,LAC,@,CHI,W (+5),0,26:56,2.0,10.0,.200,2.0,9.0,.222,0,0.0,,2.0,3.0,5.0,1.0,2.0,0.0,0.0,2.0,6.0,4.0,-1,1.0,0.0,0.0,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,4.0,88.0,4.631578947368421,3.999999999999999,119.7,6.3
56,55,52,2023-02-02,34-050,LAC,@,MIL,L (-1),0,16:47,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,-2.1,-24,0.0,0.0,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,1.0,81.0,4.2631578947368425,-2.1,102.3,5.38421052631579
57,56,53,2023-02-04,34-052,LAC,@,NYK,W (+6),0,26:57,3.0,4.0,.750,3.0,4.0,.750,1,2.0,.500,1.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0,10.0,12.3,+12,0.0,0.0,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,12.0,69.0,3.631578947368421,11.9,89.5,4.7105263157894735
58,57,54,2023-02-06,34-054,LAC,@,BRK,W (+8),0,27:38,3.0,8.0,.375,1.0,4.0,.250,2,3.0,.667,2.0,9.0,11.0,3.0,0.0,1.0,0.0,1.0,9.0,10.7,-4,4.0,2.0,0.5,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,13.0,62.0,3.263157894736842,9.899999999999997,81.69999999999999,4.3
59,58,55,2023-02-08,34-056,LAC,,DAL,L (-6),0,14:46,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,-0.6,-2,0.0,0.0,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,1.0,80.0,4.2105263157894735,-0.5999999999999999,99.2,5.221052631578948
60,59,,2023-02-10,34-058,LAC,,MIL,L (-13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,,83.0,4.368421052631579,0.0,95.99999999999996,5.052631578947366
61,60,56,2023-02-14,34-062,LAC,,GSW,W (+10),0,8:21,0.0,3.0,.000,0.0,3.0,.000,0,0.0,,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.9,+4,0.0,0.0,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,2.0,113.0,5.947368421052632,0.9000000000000002,113.9,5.994736842105263
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,,0.0,0.0,0.0,0.0,0.0
63,61,57,2023-02-16,34-064,LAC,@,PHO,W (+9),0,24:01,1.0,4.0,.250,1.0,4.0,.250,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,1.6,+1,0.0,0.0,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,2.0,82.0,4.315789473684211,1.6000000000000003,89.20000000000002,4.694736842105264
64,62,58,2023-02-24,34-072,LAC,,SAC,L (-1),0,38:08,7.0,12.0,.583,5.0,10.0,.500,0,0.0,,3.0,5.0,8.0,2.0,1.0,0.0,1.0,0.0,19.0,18.4,+5,2.0,2.0,1.0,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,17.0,73.0,3.842105263157895,18.4,105.2,5.536842105263158
65,63,59,2023-02-26,34-074,LAC,@,DEN,L (-10),0,21:17,4.0,8.0,.500,3.0,7.0,.429,1,1.0,1.000,0.0,2.0,2.0,3.0,2.0,0.0,1.0,2.0,12.0,10.9,+10,1.0,1.0,1.0,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,9.0,60.0,3.1578947368421053,10.499999999999996,77.19999999999999,4.063157894736841
66,64,60,2023-02-28,34-076,LAC,,MIN,L (-7),0,20:05,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,1.0,2.0,3.0,1.0,3.0,0.0,4.0,0.0,3.0,3.7,-4,0.0,0.0,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,5.0,75.0,3.947368421052632,3.6999999999999984,94.8,4.989473684210526
67,65,61,2023-03-02,34-078,LAC,@,GSW,L (-24),0,19:36,2.0,5.0,.400,1.0,4.0,.250,0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,3.7,-12,1.0,1.0,1.0,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,2.0,58.0,3.0526315789473686,3.7,52.8,2.7789473684210524
68,66,62,2023-03-03,34-079,LAC,@,SAC,L (-1),1,36:46,4.0,6.0,.667,3.0,5.0,.600,0,0.0,,0.0,4.0,4.0,0.0,1.0,0.0,0.0,3.0,11.0,9.4,+9,1.0,1.0,1.0,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,10.0,45.0,2.3684210526315788,9.4,58.19999999999999,3.0631578947368414
69,67,63,2023-03-05,34-081,LAC,,MEM,W (+6),0,17:02,0.0,4.0,.000,0.0,3.0,.000,0,0.0,,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.2,-3,1.0,0.0,0.0,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,0.0,61.0,3.210526315789474,-1.1999999999999995,84.6,4.4526315789473685
70,68,64,2023-03-08,34-084,LAC,,TOR,W (+8),0,14:58,0.0,1.0,.000,0.0,1.0,.000,2,2.0,1.000,1.0,5.0,6.0,1.0,0.0,0.0,0.0,2.0,2.0,3.4,+4,0.0,0.0,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,6.0,80.0,4.2105263157894735,2.6000000000000005,87.8,4.621052631578947
71,69,65,2023-03-11,34-087,LAC,,NYK,W (+11),0,16:17,1.0,4.0,.250,0.0,3.0,.000,0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,1.5,+5,1.0,1.0,1.0,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,3.0,79.0,4.157894736842105,1.4999999999999996,95.90000000000002,5.047368421052632
72,70,66,2023-03-15,34-091,LAC,,GSW,W (+8),0,19:57,2.0,5.0,.400,2.0,4.0,.500,0,0.0,,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,6.0,5.1,+1,1.0,0.0,0.0,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,5.0,75.0,3.947368421052632,5.100000000000001,86.60000000000001,4.557894736842106
73,71,67,2023-03-18,34-094,LAC,,ORL,L (-5),0,16:40,1.0,4.0,.250,1.0,3.0,.333,0,0.0,,1.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,2.9,-2,1.0,0.0,0.0,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,4.0,58.0,3.0526315789473686,2.8999999999999995,72.09999999999998,3.7947368421052623
74,72,68,2023-03-19,34-095,LAC,@,POR,W (+15),0,15:57,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,3.0,2.9,-10,0.0,0.0,,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,4.0,87.0,4.578947368421052,2.8999999999999995,110.0,5.7894736842105265
75,73,69,2023-03-21,34-097,LAC,,OKC,L (-1),0,24:00,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,2.9,-7,1.0,1.0,1.0,47,19,72,11,32,50,32,61,32,21,56,53,49,44,77,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,60.0,56.0,68.0,48.0,81.0,4.0,0.94,0.8636363636363636,0.9473684210526316,0.7857142857142857,0.9411764705882352,0.9615384615384616,0.5423728813559322,0.9384615384615383,0.8888888888888888,0.9545454545454546,0.9333333333333332,0.9464285714285714,0.7205882352941176,0.9166666666666666,0.9506172839506172,0.0,22,13,21,21,56.0,69.0,46.0,79.0,73.0,0.2784810126582278,0.2321428571428571,0.3043478260869565,0.0,0.2876712328767123,19,2.0,62.0,3.263157894736842,2.9000000000000004,87.89999999999999,4.626315789473684
