Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Shared Games with Bones Hyland,Shared Games with Eric Gordon,Shared Games with Russell Westbrook,Amir Coffey,Bones Hyland,Brandon Boston Jr.,Eric Gordon,Ivica Zubac,Jason Preston,Justin Holiday,Kawhi Leonard,Marcus Morris,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Robert Covington,Russell Westbrook,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with Justin Holiday,co_inf with Kawhi Leonard,co_inf with Marcus Morris,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Bones Hyland,co_inf with Eric Gordon,co_inf with Russell Westbrook,co_inf with Xavier Moon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,11,2022-11-07,32-247,CHO,,WAS,L (-8),1,22:19,1.0,5.0,.200,0.0,0.0,,4,6.0,.667,7.0,3.0,10.0,5.0,2.0,0.0,2.0,4.0,6.0,9.8,-6,5.0,1.0,0.2,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,10.0,74.0,2.1142857142857143,8.200000000000003,103.4,2.9542857142857146
11,12,12,2022-11-09,32-249,CHO,,POR,L (-10),1,32:12,7.0,10.0,.700,0.0,0.0,,2,5.0,.400,5.0,7.0,12.0,4.0,0.0,1.0,1.0,2.0,16.0,17.9,-1,10.0,7.0,0.7,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,17.0,67.0,1.9142857142857144,17.1,75.1,2.1457142857142855
12,13,13,2022-11-10,32-250,CHO,@,MIA,L (-5),1,38:50,4.0,4.0,1.000,0.0,0.0,,5,7.0,.714,2.0,13.0,15.0,5.0,0.0,0.0,3.0,4.0,13.0,15.2,+4,4.0,4.0,1.0,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,19.0,50.0,1.4285714285714286,13.199999999999996,59.399999999999984,1.6971428571428566
13,14,14,2022-11-12,32-252,CHO,@,MIA,L (-17),1,26:42,4.0,6.0,.667,0.0,0.0,,1,1.0,1.000,1.0,4.0,5.0,5.0,0.0,0.0,3.0,2.0,9.0,8.0,-16,6.0,4.0,0.6666666666666666,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,9.0,70.0,2.0,7.599999999999998,82.79999999999998,2.365714285714285
14,15,15,2022-11-14,32-254,CHO,@,ORL,W (+7),1,31:28,8.0,9.0,.889,0.0,0.0,,2,2.0,1.000,4.0,6.0,10.0,2.0,3.0,1.0,2.0,5.0,18.0,20.6,+10,9.0,8.0,0.8888888888888888,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,21.0,64.0,1.8285714285714283,19.8,72.8,2.08
15,16,16,2022-11-16,32-256,CHO,,IND,L (-12),1,29:13,5.0,7.0,.714,0.0,0.0,,2,2.0,1.000,2.0,8.0,10.0,3.0,0.0,2.0,3.0,3.0,12.0,12.2,-22,7.0,5.0,0.7142857142857143,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,15.0,55.0,1.5714285714285714,11.4,83.89999999999999,2.397142857142857
16,17,17,2022-11-18,32-258,CHO,@,CLE,L (-10),1,28:11,0.0,4.0,.000,0.0,0.0,,2,4.0,.500,2.0,4.0,6.0,4.0,1.0,1.0,2.0,6.0,2.0,1.1,-8,4.0,0.0,0.0,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,4.0,55.0,1.5714285714285714,0.2999999999999971,73.0,2.085714285714286
17,18,18,2022-11-20,32-260,CHO,@,WAS,L (-4),1,30:34,2.0,8.0,.250,0.0,0.0,,5,8.0,.625,4.0,4.0,8.0,4.0,0.0,1.0,2.0,4.0,9.0,6.9,+1,8.0,2.0,0.25,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,4.0,57.0,1.6285714285714286,4.9,66.3,1.8942857142857141
18,19,19,2022-11-23,32-263,CHO,,PHI,W (+6),1,26:29,4.0,6.0,.667,0.0,0.0,,3,6.0,.500,1.0,12.0,13.0,6.0,1.0,0.0,2.0,1.0,11.0,14.3,-5,6.0,4.0,0.6666666666666666,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,17.0,62.0,1.7714285714285714,13.099999999999998,81.39999999999999,2.3257142857142856
19,20,20,2022-11-25,32-265,CHO,,MIN,W (+2),1,28:20,1.0,4.0,.250,0.0,0.0,,1,4.0,.250,6.0,6.0,12.0,5.0,1.0,0.0,3.0,2.0,3.0,6.1,+2,4.0,1.0,0.25,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,10.0,43.0,1.2285714285714286,5.6999999999999975,56.900000000000006,1.625714285714286
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,,0.0,0.0,0.0,0.0,0.0
21,21,21,2022-11-28,32-268,CHO,@,BOS,L (-35),1,27:18,2.0,5.0,.400,0.0,0.0,,0,2.0,.000,2.0,2.0,4.0,5.0,0.0,0.0,2.0,1.0,4.0,3.6,-17,5.0,2.0,0.4,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,4.0,88.0,2.5142857142857142,3.5999999999999988,83.79999999999998,2.3942857142857137
22,22,22,2022-12-02,32-272,CHO,,WAS,W (+1),1,35:28,5.0,10.0,.500,0.0,0.0,,7,9.0,.778,5.0,5.0,10.0,3.0,0.0,1.0,1.0,5.0,17.0,16.0,0,10.0,5.0,0.5,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,11.0,77.0,2.2,13.2,92.6,2.6457142857142855
23,23,23,2022-12-03,32-273,CHO,,MIL,L (-9),1,30:17,6.0,9.0,.667,0.0,0.0,,1,1.0,1.000,4.0,7.0,11.0,3.0,2.0,0.0,1.0,5.0,13.0,15.1,+2,9.0,6.0,0.6666666666666666,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,18.0,36.0,1.0285714285714285,14.7,54.399999999999984,1.5542857142857138
24,24,24,2022-12-05,32-275,CHO,,LAC,L (-2),1,27:53,4.0,4.0,1.000,0.0,0.0,,0,2.0,.000,2.0,10.0,12.0,4.0,0.0,0.0,1.0,3.0,8.0,11.0,+14,4.0,4.0,1.0,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,17.0,66.0,1.8857142857142857,11.0,77.5,2.2142857142857144
25,25,25,2022-12-07,32-277,CHO,@,BRK,L (-6),1,33:57,5.0,8.0,.625,0.0,0.0,,3,8.0,.375,4.0,7.0,11.0,5.0,0.0,0.0,2.0,1.0,13.0,13.4,+5,8.0,5.0,0.625,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,11.0,86.0,2.4571428571428573,12.200000000000005,94.7,2.705714285714286
26,26,26,2022-12-09,32-279,CHO,,NYK,L (-19),1,29:41,5.0,7.0,.714,0.0,0.0,,3,6.0,.500,3.0,6.0,9.0,3.0,2.0,1.0,2.0,4.0,13.0,14.0,-7,7.0,5.0,0.7142857142857143,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,13.0,79.0,2.257142857142857,12.8,87.30000000000001,2.4942857142857147
27,27,27,2022-12-11,32-281,CHO,@,PHI,L (-18),1,25:35,2.0,5.0,.400,0.0,0.0,,3,3.0,1.000,5.0,7.0,12.0,5.0,1.0,1.0,2.0,3.0,7.0,11.9,-11,5.0,2.0,0.4,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,16.0,79.0,2.257142857142857,10.7,88.8,2.537142857142857
28,28,28,2022-12-14,32-284,CHO,,DET,L (-7),1,34:16,5.0,8.0,.625,0.0,0.0,,2,4.0,.500,11.0,7.0,18.0,3.0,0.0,0.0,1.0,3.0,12.0,17.3,-10,8.0,5.0,0.625,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,20.0,76.0,2.171428571428572,16.499999999999996,87.6,2.5028571428571427
29,29,29,2022-12-16,32-286,CHO,,ATL,L (-19),1,21:23,4.0,4.0,1.000,0.0,0.0,,0,0.0,,3.0,4.0,7.0,2.0,2.0,0.0,0.0,4.0,8.0,11.9,-15,4.0,4.0,1.0,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,15.0,64.0,1.8285714285714283,11.899999999999997,74.70000000000002,2.134285714285715
