Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Nick Richards,P.J. Washington,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Nick Richards,co_inf with P.J. Washington,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Reggie Jackson,Shared Games with Robert Covington,Shared Games with Terance Mann,Shared Games with Bones Hyland,Shared Games with Eric Gordon,Shared Games with Russell Westbrook,Amir Coffey,Bones Hyland,Brandon Boston Jr.,Eric Gordon,Ivica Zubac,Jason Preston,Justin Holiday,Kawhi Leonard,Marcus Morris,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Robert Covington,Russell Westbrook,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with Justin Holiday,co_inf with Kawhi Leonard,co_inf with Marcus Morris,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Bones Hyland,co_inf with Eric Gordon,co_inf with Russell Westbrook,co_inf with Xavier Moon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
70,68,67,2023-03-15,33-010,LAC,,GSW,W (+8),0,17:12,2.0,2.0,1.000,0.0,0.0,,0,0.0,,2.0,3.0,5.0,1.0,2.0,0.0,1.0,1.0,4.0,7.0,+1,2.0,2.0,1.0,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,9.0,77.0,2.2,6.999999999999998,83.4,2.382857142857143
71,69,68,2023-03-18,33-013,LAC,,ORL,L (-5),0,19:14,2.0,3.0,.667,0.0,0.0,,4,6.0,.667,1.0,9.0,10.0,3.0,1.0,0.0,0.0,4.0,8.0,10.8,-3,3.0,2.0,0.6666666666666666,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,13.0,69.0,1.9714285714285715,9.2,88.2,2.52
72,70,69,2023-03-19,33-014,LAC,@,POR,W (+15),0,14:07,3.0,6.0,.500,0.0,0.0,,1,1.0,1.000,4.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,7.0,5.9,-11,6.0,3.0,0.5,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,5.0,75.0,2.142857142857143,5.500000000000001,86.20000000000002,2.4628571428571435
73,71,70,2023-03-21,33-016,LAC,,OKC,L (-1),0,20:39,3.0,4.0,.750,0.0,0.0,,0,0.0,,4.0,8.0,12.0,1.0,0.0,0.0,2.0,2.0,6.0,7.5,-4,4.0,3.0,0.75,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,13.0,49.0,1.4,7.5,67.49999999999999,1.9285714285714282
74,72,71,2023-03-23,33-018,LAC,,OKC,W (+22),0,24:15,1.0,2.0,.500,0.0,0.0,,0,0.0,,0.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,2.0,2.8,+28,2.0,1.0,0.5,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,7.0,84.0,2.4,2.8000000000000003,110.1,3.1457142857142855
75,73,72,2023-03-25,33-020,LAC,,NOP,L (-21),0,18:11,2.0,2.0,1.000,0.0,0.0,,1,2.0,.500,1.0,4.0,5.0,3.0,1.0,2.0,1.0,0.0,5.0,9.4,-8,2.0,2.0,1.0,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,11.0,53.0,1.5142857142857142,8.999999999999998,81.8,2.337142857142857
76,74,73,2023-03-27,33-022,LAC,,CHI,W (+12),0,19:01,5.0,7.0,.714,0.0,0.0,,0,0.0,,2.0,3.0,5.0,2.0,0.0,1.0,3.0,1.0,10.0,8.1,+7,7.0,5.0,0.7142857142857143,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,8.0,99.0,2.8285714285714287,8.100000000000003,114.4,3.2685714285714287
77,75,74,2023-03-29,33-024,LAC,@,MEM,W (+9),0,22:01,3.0,3.0,1.000,0.0,0.0,,0,0.0,,0.0,4.0,4.0,3.0,0.0,0.0,1.0,3.0,6.0,6.2,+6,3.0,3.0,1.0,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,9.0,84.0,2.4,6.2,106.4,3.04
78,76,75,2023-03-31,33-026,LAC,@,MEM,L (-14),0,13:02,1.0,3.0,.333,0.0,0.0,,2,2.0,1.000,3.0,1.0,4.0,2.0,0.0,1.0,2.0,2.0,4.0,4.0,,3.0,1.0,0.3333333333333333,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,4.0,69.0,1.9714285714285715,3.2,68.6,1.9599999999999997
79,77,76,2023-04-01,33-027,LAC,@,NOP,L (-8),0,18:12,3.0,5.0,.600,0.0,0.0,,0,0.0,,3.0,2.0,5.0,1.0,1.0,0.0,1.0,4.0,6.0,5.5,-13,5.0,3.0,0.6,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,7.0,55.0,1.5714285714285714,5.5,70.80000000000001,2.022857142857143
80,78,77,2023-04-05,33-031,LAC,,LAL,W (+7),0,14:20,2.0,2.0,1.000,0.0,0.0,,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,2.1,0,2.0,2.0,1.0,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,4.0,52.0,1.4857142857142858,2.0999999999999988,60.8,1.737142857142857
81,79,78,2023-04-08,33-034,LAC,,POR,W (+11),0,19:48,4.0,4.0,1.000,0.0,0.0,,3,3.0,1.000,1.0,3.0,4.0,2.0,0.0,1.0,0.0,4.0,11.0,11.9,-1,4.0,4.0,1.0,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,11.0,64.0,1.8285714285714283,10.7,79.60000000000002,2.274285714285715
82,80,79,2023-04-09,33-035,LAC,@,PHO,W (+5),0,22:18,4.0,6.0,.667,0.0,0.0,,1,2.0,.500,3.0,1.0,4.0,3.0,1.0,0.0,0.0,3.0,9.0,10.3,+12,6.0,4.0,0.6666666666666666,22,7,34,30,56,26,43,27,35,5,29,25,41,55,46,36,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,65.0,73.0,63.0,44.0,4.0,0.4782608695652174,1.0,0.6296296296296297,0.6,0.7,0.7647058823529411,0.6231884057971014,0.5869565217391305,0.7291666666666666,1.0,0.8055555555555556,0.5813953488372093,0.6307692307692307,0.7534246575342466,0.7301587301587301,0.8181818181818182,0.0,11,2,19,1,18,19,31,16,19,7,22,11,16,35,12,23,14,21,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,22.0,78.0,60.0,56.0,48.0,73.0,81.0,4.0,0.22,0.0909090909090909,0.25,0.0714285714285714,0.0,0.3653846153846153,0.2461538461538461,0.3181818181818182,0.282051282051282,0.1833333333333333,0.2857142857142857,0.25,0.2839506172839506,0.25,0.3043478260869565,0.2876712328767123,0.0,35,9.0,77.0,2.2,9.900000000000002,91.5,2.6142857142857143
